BRN,ACC,CCY,VERSION_NO,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,CREATION_DT,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_EVENT_SEQ_NO,TENOR,NEXT_RATE_CHANGE_DT,INPUT_TAX_AMT,TD_MATURITY_AMT,TD_INT_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,XREF,TD_PRN_AMT_READJ_CCY,TD_INT_AMT,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,TXN_ID,ARCHIVE_DATE
008,100000000983,EUR,3280,P,3767.100,OFF,100000000983,TRN000000000983,2026-09-10,2026-09-10,TD_DEPOSITER,Td Depositer Name 983,TD_CERT_COLL,Td Cert Collector Name 983,TD_WITHDRAWE,Td Withdrawer Name 983,2026-09-10,E,J,JOINT_HOLDER,2026-09-10,PAY,100000000983,EUR,RA,RO,100000000983,INT,EUR,A,G,G,ADVICE_MEDIA_98,EMAIL_983,CU,D,A,A,REASON_CODE_983,2702,210,2026-09-10,15866.300,7653.400,5906.1000,7447.5000,XREF_983,22274.9000,24986.600,6254.5000,A,997684,1.26000,2026-09-10,175089,176117,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-09-10,008,MAI,MAI,MAI,CMA,0.9500,COMME,008,38524,929729,BAE,AUTHORIZE,VAL,M,DESTI,CUST000183,CUST000183,OPERATION_KEY_9,D,D,B,3.85000,3.01000,A,RATE_CODE_,3.41000,M,RETN_,RETN_,743270.00000,629354.00000,11822.5000,NAT,TXN0000000000000983,2026-09-10
009,100000000984,BRL,9154,P,1281.500,OFF,100000000984,TRN000000000984,2026-09-11,2026-09-11,TD_DEPOSITER,Td Depositer Name 984,TD_CERT_COLL,Td Cert Collector Name 984,TD_WITHDRAWE,Td Withdrawer Name 984,2026-09-11,E,J,JOINT_HOLDER,2026-09-11,PAY,100000000984,BRL,RA,RO,100000000984,INT,BRL,A,G,G,ADVICE_MEDIA_98,EMAIL_984,CU,D,A,A,REASON_CODE_984,9134,2049,2026-09-11,18521.500,11485.000,3952.1000,21805.9000,XREF_984,14596.0000,5759.500,13695.1000,A,951302,1.45000,2026-09-11,318742,217000,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-09-11,009,MAI,MAI,MAI,CMA,3.7200,COMME,009,473232,845623,BAE,AUTHORIZE,VAL,M,DESTI,CUST000184,CUST000184,OPERATION_KEY_9,D,D,B,1.06000,1.88000,A,RATE_CODE_,4.19000,M,RETN_,RETN_,97007.00000,916862.00000,11947.5000,NAT,TXN0000000000000984,2026-09-11
010,100000000985,USD,9393,P,8792.500,OFF,100000000985,TRN000000000985,2026-09-12,2026-09-12,TD_DEPOSITER,Td Depositer Name 985,TD_CERT_COLL,Td Cert Collector Name 985,TD_WITHDRAWE,Td Withdrawer Name 985,2026-09-12,E,J,JOINT_HOLDER,2026-09-12,PAY,100000000985,USD,RA,RO,100000000985,INT,USD,A,G,G,ADVICE_MEDIA_98,EMAIL_985,CU,D,A,A,REASON_CODE_985,6531,2776,2026-09-12,19522.100,18282.600,22712.4000,6427.0000,XREF_985,7342.6000,10579.300,19019.9000,A,848873,4.49000,2026-09-12,949389,628595,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-09-12,010,MAI,MAI,MAI,CMA,2.2500,COMME,010,32378,943567,BAE,AUTHORIZE,VAL,M,DESTI,CUST000185,CUST000185,OPERATION_KEY_9,D,D,B,1.00000,4.37000,A,RATE_CODE_,3.36000,M,RETN_,RETN_,187019.00000,144920.00000,17725.4000,NAT,TXN0000000000000985,2026-09-12
011,100000000986,PEN,896,P,23013.900,OFF,100000000986,TRN000000000986,2026-09-13,2026-09-13,TD_DEPOSITER,Td Depositer Name 986,TD_CERT_COLL,Td Cert Collector Name 986,TD_WITHDRAWE,Td Withdrawer Name 986,2026-09-13,E,J,JOINT_HOLDER,2026-09-13,PAY,100000000986,PEN,RA,RO,100000000986,INT,PEN,A,G,G,ADVICE_MEDIA_98,EMAIL_986,CU,D,A,A,REASON_CODE_986,8377,6570,2026-09-13,7182.100,9149.600,13737.6000,8532.2000,XREF_986,6483.1000,9939.400,11291.0000,A,841171,3.08000,2026-09-13,195121,566166,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-09-13,011,MAI,MAI,MAI,CMA,4.4700,COMME,011,203207,187179,BAE,AUTHORIZE,VAL,M,DESTI,CUST000186,CUST000186,OPERATION_KEY_9,D,D,B,2.68000,3.49000,A,RATE_CODE_,2.66000,M,RETN_,RETN_,72185.00000,416331.00000,17079.9000,NAT,TXN0000000000000986,2026-09-13
012,100000000987,EUR,5661,P,6839.300,OFF,100000000987,TRN000000000987,2026-09-14,2026-09-14,TD_DEPOSITER,Td Depositer Name 987,TD_CERT_COLL,Td Cert Collector Name 987,TD_WITHDRAWE,Td Withdrawer Name 987,2026-09-14,E,J,JOINT_HOLDER,2026-09-14,PAY,100000000987,EUR,RA,RO,100000000987,INT,EUR,A,G,G,ADVICE_MEDIA_98,EMAIL_987,CU,D,A,A,REASON_CODE_987,9949,8583,2026-09-14,12537.700,14397.300,1385.7000,23124.6000,XREF_987,14680.9000,12407.000,10915.3000,A,384067,3.40000,2026-09-14,139481,687257,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-09-14,012,MAI,MAI,MAI,CMA,3.4200,COMME,012,265848,413376,BAE,AUTHORIZE,VAL,M,DESTI,CUST000187,CUST000187,OPERATION_KEY_9,D,D,B,2.51000,2.21000,A,RATE_CODE_,2.58000,M,RETN_,RETN_,15540.00000,331907.00000,12781.0000,NAT,TXN0000000000000987,2026-09-14
013,100000000988,BRL,9271,P,2434.600,OFF,100000000988,TRN000000000988,2026-09-15,2026-09-15,TD_DEPOSITER,Td Depositer Name 988,TD_CERT_COLL,Td Cert Collector Name 988,TD_WITHDRAWE,Td Withdrawer Name 988,2026-09-15,E,J,JOINT_HOLDER,2026-09-15,PAY,100000000988,BRL,RA,RO,100000000988,INT,BRL,A,G,G,ADVICE_MEDIA_98,EMAIL_988,CU,D,A,A,REASON_CODE_988,1003,1034,2026-09-15,7514.800,5595.300,24921.7000,22066.9000,XREF_988,17505.9000,11135.400,14631.2000,A,299355,1.01000,2026-09-15,431849,473237,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-09-15,013,MAI,MAI,MAI,CMA,0.9900,COMME,013,180213,152186,BAE,AUTHORIZE,VAL,M,DESTI,CUST000188,CUST000188,OPERATION_KEY_9,D,D,B,1.30000,3.37000,A,RATE_CODE_,3.95000,M,RETN_,RETN_,910366.00000,646369.00000,9171.0000,NAT,TXN0000000000000988,2026-09-15
014,100000000989,USD,595,P,12578.200,OFF,100000000989,TRN000000000989,2026-09-16,2026-09-16,TD_DEPOSITER,Td Depositer Name 989,TD_CERT_COLL,Td Cert Collector Name 989,TD_WITHDRAWE,Td Withdrawer Name 989,2026-09-16,E,J,JOINT_HOLDER,2026-09-16,PAY,100000000989,USD,RA,RO,100000000989,INT,USD,A,G,G,ADVICE_MEDIA_98,EMAIL_989,CU,D,A,A,REASON_CODE_989,231,801,2026-09-16,12042.600,21570.200,3685.1000,6745.1000,XREF_989,22859.5000,21519.000,23410.9000,A,476644,4.28000,2026-09-16,535671,98853,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-09-16,014,MAI,MAI,MAI,CMA,2.4400,COMME,014,789250,47898,BAE,AUTHORIZE,VAL,M,DESTI,CUST000189,CUST000189,OPERATION_KEY_9,D,D,B,2.78000,1.62000,A,RATE_CODE_,3.75000,M,RETN_,RETN_,302669.00000,698672.00000,18770.3000,NAT,TXN0000000000000989,2026-09-16
015,100000000990,PEN,9089,P,2279.200,OFF,100000000990,TRN000000000990,2026-09-17,2026-09-17,TD_DEPOSITER,Td Depositer Name 990,TD_CERT_COLL,Td Cert Collector Name 990,TD_WITHDRAWE,Td Withdrawer Name 990,2026-09-17,E,J,JOINT_HOLDER,2026-09-17,PAY,100000000990,PEN,RA,RO,100000000990,INT,PEN,A,G,G,ADVICE_MEDIA_99,EMAIL_990,CU,D,A,A,REASON_CODE_990,6826,4382,2026-09-17,3264.800,10268.700,11801.7000,23498.9000,XREF_990,6546.6000,18068.100,8998.1000,A,92508,4.20000,2026-09-17,748157,534356,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-09-17,015,MAI,MAI,MAI,CMA,0.9800,COMME,015,354660,346130,BAE,AUTHORIZE,VAL,M,DESTI,CUST000190,CUST000190,OPERATION_KEY_9,D,D,B,4.34000,3.48000,A,RATE_CODE_,4.38000,M,RETN_,RETN_,762704.00000,452872.00000,1391.3000,NAT,TXN0000000000000990,2026-09-17
016,100000000991,EUR,4821,P,6940.900,OFF,100000000991,TRN000000000991,2026-09-18,2026-09-18,TD_DEPOSITER,Td Depositer Name 991,TD_CERT_COLL,Td Cert Collector Name 991,TD_WITHDRAWE,Td Withdrawer Name 991,2026-09-18,E,J,JOINT_HOLDER,2026-09-18,PAY,100000000991,EUR,RA,RO,100000000991,INT,EUR,A,G,G,ADVICE_MEDIA_99,EMAIL_991,CU,D,A,A,REASON_CODE_991,5851,5574,2026-09-18,23091.500,17312.900,24723.8000,15361.7000,XREF_991,1205.4000,17332.100,21447.9000,A,786459,4.07000,2026-09-18,337691,605751,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-09-18,016,MAI,MAI,MAI,CMA,1.3100,COMME,016,264053,410986,BAE,AUTHORIZE,VAL,M,DESTI,CUST000191,CUST000191,OPERATION_KEY_9,D,D,B,1.06000,2.94000,A,RATE_CODE_,0.93000,M,RETN_,RETN_,547274.00000,89207.00000,1164.0000,NAT,TXN0000000000000991,2026-09-18
017,100000000992,BRL,9229,P,2100.100,OFF,100000000992,TRN000000000992,2026-09-19,2026-09-19,TD_DEPOSITER,Td Depositer Name 992,TD_CERT_COLL,Td Cert Collector Name 992,TD_WITHDRAWE,Td Withdrawer Name 992,2026-09-19,E,J,JOINT_HOLDER,2026-09-19,PAY,100000000992,BRL,RA,RO,100000000992,INT,BRL,A,G,G,ADVICE_MEDIA_99,EMAIL_992,CU,D,A,A,REASON_CODE_992,961,6756,2026-09-19,11463.100,8290.300,21478.8000,1639.7000,XREF_992,22704.5000,9954.100,21995.5000,A,101354,2.32000,2026-09-19,199893,196382,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-09-19,017,MAI,MAI,MAI,CMA,3.1000,COMME,017,822347,614591,BAE,AUTHORIZE,VAL,M,DESTI,CUST000192,CUST000192,OPERATION_KEY_9,D,D,B,1.95000,3.77000,A,RATE_CODE_,1.03000,M,RETN_,RETN_,979656.00000,232185.00000,19550.8000,NAT,TXN0000000000000992,2026-09-19
018,100000000993,USD,3000,P,19931.200,OFF,100000000993,TRN000000000993,2026-09-20,2026-09-20,TD_DEPOSITER,Td Depositer Name 993,TD_CERT_COLL,Td Cert Collector Name 993,TD_WITHDRAWE,Td Withdrawer Name 993,2026-09-20,E,J,JOINT_HOLDER,2026-09-20,PAY,100000000993,USD,RA,RO,100000000993,INT,USD,A,G,G,ADVICE_MEDIA_99,EMAIL_993,CU,D,A,A,REASON_CODE_993,7592,7345,2026-09-20,10575.600,12765.100,11111.5000,20479.5000,XREF_993,1536.5000,16546.500,17113.4000,A,474554,2.47000,2026-09-20,412691,864965,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-09-20,018,MAI,MAI,MAI,CMA,4.4500,COMME,018,605889,908495,BAE,AUTHORIZE,VAL,M,DESTI,CUST000193,CUST000193,OPERATION_KEY_9,D,D,B,1.87000,1.31000,A,RATE_CODE_,4.30000,M,RETN_,RETN_,879863.00000,116070.00000,18017.8000,NAT,TXN0000000000000993,2026-09-20
019,100000000994,PEN,1036,P,13222.600,OFF,100000000994,TRN000000000994,2026-09-21,2026-09-21,TD_DEPOSITER,Td Depositer Name 994,TD_CERT_COLL,Td Cert Collector Name 994,TD_WITHDRAWE,Td Withdrawer Name 994,2026-09-21,E,J,JOINT_HOLDER,2026-09-21,PAY,100000000994,PEN,RA,RO,100000000994,INT,PEN,A,G,G,ADVICE_MEDIA_99,EMAIL_994,CU,D,A,A,REASON_CODE_994,7092,8006,2026-09-21,20455.300,7321.100,9765.9000,17787.9000,XREF_994,663.4000,446.100,6696.9000,A,210423,2.12000,2026-09-21,87503,195518,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-09-21,019,MAI,MAI,MAI,CMA,1.8500,COMME,019,568243,378441,BAE,AUTHORIZE,VAL,M,DESTI,CUST000194,CUST000194,OPERATION_KEY_9,D,D,B,1.17000,0.96000,A,RATE_CODE_,3.51000,M,RETN_,RETN_,589018.00000,536890.00000,17582.0000,NAT,TXN0000000000000994,2026-09-21
020,100000000995,EUR,6952,P,11116.900,OFF,100000000995,TRN000000000995,2026-09-22,2026-09-22,TD_DEPOSITER,Td Depositer Name 995,TD_CERT_COLL,Td Cert Collector Name 995,TD_WITHDRAWE,Td Withdrawer Name 995,2026-09-22,E,J,JOINT_HOLDER,2026-09-22,PAY,100000000995,EUR,RA,RO,100000000995,INT,EUR,A,G,G,ADVICE_MEDIA_99,EMAIL_995,CU,D,A,A,REASON_CODE_995,7273,8543,2026-09-22,5947.600,11479.000,2743.6000,10446.9000,XREF_995,13813.8000,8837.800,6011.0000,A,69557,2.64000,2026-09-22,761392,489034,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-09-22,020,MAI,MAI,MAI,CMA,2.8900,COMME,020,832357,135440,BAE,AUTHORIZE,VAL,M,DESTI,CUST000195,CUST000195,OPERATION_KEY_9,D,D,B,4.48000,2.36000,A,RATE_CODE_,2.87000,M,RETN_,RETN_,728628.00000,384359.00000,2084.3000,NAT,TXN0000000000000995,2026-09-22
021,100000000996,BRL,3649,P,889.400,OFF,100000000996,TRN000000000996,2026-09-23,2026-09-23,TD_DEPOSITER,Td Depositer Name 996,TD_CERT_COLL,Td Cert Collector Name 996,TD_WITHDRAWE,Td Withdrawer Name 996,2026-09-23,E,J,JOINT_HOLDER,2026-09-23,PAY,100000000996,BRL,RA,RO,100000000996,INT,BRL,A,G,G,ADVICE_MEDIA_99,EMAIL_996,CU,D,A,A,REASON_CODE_996,2621,4669,2026-09-23,7933.200,22542.000,13206.7000,24690.3000,XREF_996,8825.0000,13889.900,19380.5000,A,727614,3.73000,2026-09-23,387161,79634,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-09-23,021,MAI,MAI,MAI,CMA,3.8600,COMME,021,897969,370825,BAE,AUTHORIZE,VAL,M,DESTI,CUST000196,CUST000196,OPERATION_KEY_9,D,D,B,1.42000,4.13000,A,RATE_CODE_,2.17000,M,RETN_,RETN_,994227.00000,936039.00000,18204.4000,NAT,TXN0000000000000996,2026-09-23
022,100000000997,USD,6212,P,20987.600,OFF,100000000997,TRN000000000997,2026-09-24,2026-09-24,TD_DEPOSITER,Td Depositer Name 997,TD_CERT_COLL,Td Cert Collector Name 997,TD_WITHDRAWE,Td Withdrawer Name 997,2026-09-24,E,J,JOINT_HOLDER,2026-09-24,PAY,100000000997,USD,RA,RO,100000000997,INT,USD,A,G,G,ADVICE_MEDIA_99,EMAIL_997,CU,D,A,A,REASON_CODE_997,2728,4153,2026-09-24,21515.800,6809.800,15889.8000,6108.1000,XREF_997,17257.2000,14256.900,3869.7000,A,759090,1.79000,2026-09-24,558939,726582,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-09-24,022,MAI,MAI,MAI,CMA,2.7900,COMME,022,630477,73046,BAE,AUTHORIZE,VAL,M,DESTI,CUST000197,CUST000197,OPERATION_KEY_9,D,D,B,1.13000,3.02000,A,RATE_CODE_,4.14000,M,RETN_,RETN_,229696.00000,47344.00000,24904.6000,NAT,TXN0000000000000997,2026-09-24
023,100000000998,PEN,7715,P,2339.100,OFF,100000000998,TRN000000000998,2026-09-25,2026-09-25,TD_DEPOSITER,Td Depositer Name 998,TD_CERT_COLL,Td Cert Collector Name 998,TD_WITHDRAWE,Td Withdrawer Name 998,2026-09-25,E,J,JOINT_HOLDER,2026-09-25,PAY,100000000998,PEN,RA,RO,100000000998,INT,PEN,A,G,G,ADVICE_MEDIA_99,EMAIL_998,CU,D,A,A,REASON_CODE_998,4345,2736,2026-09-25,23603.200,22696.000,6459.9000,10845.6000,XREF_998,1432.9000,17229.600,6763.7000,A,538243,3.20000,2026-09-25,518604,254928,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-09-25,023,MAI,MAI,MAI,CMA,0.8600,COMME,023,134633,132699,BAE,AUTHORIZE,VAL,M,DESTI,CUST000198,CUST000198,OPERATION_KEY_9,D,D,B,2.74000,2.01000,A,RATE_CODE_,3.83000,M,RETN_,RETN_,133795.00000,131051.00000,8618.0000,NAT,TXN0000000000000998,2026-09-25
024,100000000999,EUR,2611,P,23952.300,OFF,100000000999,TRN000000000999,2026-09-26,2026-09-26,TD_DEPOSITER,Td Depositer Name 999,TD_CERT_COLL,Td Cert Collector Name 999,TD_WITHDRAWE,Td Withdrawer Name 999,2026-09-26,E,J,JOINT_HOLDER,2026-09-26,PAY,100000000999,EUR,RA,RO,100000000999,INT,EUR,A,G,G,ADVICE_MEDIA_99,EMAIL_999,CU,D,A,A,REASON_CODE_999,8918,4771,2026-09-26,235.300,18440.900,13164.8000,19981.8000,XREF_999,17759.2000,12212.600,6953.7000,A,973198,3.93000,2026-09-26,170840,455087,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-09-26,024,MAI,MAI,MAI,CMA,2.4000,COMME,024,248022,456868,BAE,AUTHORIZE,VAL,M,DESTI,CUST000199,CUST000199,OPERATION_KEY_9,D,D,B,2.75000,2.17000,A,RATE_CODE_,2.15000,M,RETN_,RETN_,211500.00000,561674.00000,5652.2000,NAT,TXN0000000000000999,2026-09-26
025,100000001000,BRL,3645,P,72489.600,OFF,100000001000,TRN000000001000,2026-09-27,2026-09-27,TD_DEPOSITER,Td Depositer Name 1000,TD_CERT_COLL,Td Cert Collector Name 1000,TD_WITHDRAWE,Td Withdrawer Name 1000,2026-09-27,E,J,JOINT_HOLDER,2026-09-27,PAY,100000001000,BRL,RA,RO,100000001000,INT,BRL,A,G,G,ADVICE_MEDIA_10,EMAIL_1000,CU,D,A,A,REASON_CODE_1000,1130,4558,2026-09-27,152985.600,102494.400,80708.8000,179755.2000,XREF_1000,57002.4000,181641.600,72576.8000,A,520848,1.90000,2026-09-27,857530,249676,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-09-27,025,MAI,MAI,MAI,CMA,2.8400,COMME,025,201366,445067,BAE,AUTHORIZE,VAL,M,DESTI,CUST000200,CUST000200,OPERATION_KEY_1,D,D,B,2.31000,3.46000,A,RATE_CODE_,4.29000,M,RETN_,RETN_,67109.00000,684986.00000,94970.4000,NAT,TXN0000000000001000,2026-09-27
001,100000001001,USD,1413,P,7769.600,OFF,100000001001,TRN000000001001,2026-09-28,2026-09-28,TD_DEPOSITER,Td Depositer Name 1001,TD_CERT_COLL,Td Cert Collector Name 1001,TD_WITHDRAWE,Td Withdrawer Name 1001,2026-09-28,E,J,JOINT_HOLDER,2026-09-28,PAY,100000001001,USD,RA,RO,100000001001,INT,USD,A,G,G,ADVICE_MEDIA_10,EMAIL_1001,CU,D,A,A,REASON_CODE_1001,9371,4958,2026-09-28,11408.300,6584.600,22263.1000,12916.8000,XREF_1001,4001.0000,13820.100,13762.9000,A,880070,1.43000,2026-09-28,906739,496272,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-09-28,001,MAI,MAI,MAI,CMA,0.9200,COMME,001,61184,739966,BAE,AUTHORIZE,VAL,M,DESTI,CUST000201,CUST000201,OPERATION_KEY_1,D,D,B,2.63000,2.31000,A,RATE_CODE_,1.66000,M,RETN_,RETN_,778450.00000,630060.00000,18322.7000,NAT,TXN0000000000001001,2026-09-28
002,100000001002,PEN,2347,P,24974.900,OFF,100000001002,TRN000000001002,2026-09-29,2026-09-29,TD_DEPOSITER,Td Depositer Name 1002,TD_CERT_COLL,Td Cert Collector Name 1002,TD_WITHDRAWE,Td Withdrawer Name 1002,2026-09-29,E,J,JOINT_HOLDER,2026-09-29,PAY,100000001002,PEN,RA,RO,100000001002,INT,PEN,A,G,G,ADVICE_MEDIA_10,EMAIL_1002,CU,D,A,A,REASON_CODE_1002,7200,464,2026-09-29,8595.700,4160.700,538.2000,4896.5000,XREF_1002,23146.6000,3870.100,13539.6000,A,828391,0.88000,2026-09-29,113276,753459,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-09-29,002,MAI,MAI,MAI,CMA,2.8800,COMME,002,455297,948098,BAE,AUTHORIZE,VAL,M,DESTI,CUST000202,CUST000202,OPERATION_KEY_1,D,D,B,2.87000,2.95000,A,RATE_CODE_,2.64000,M,RETN_,RETN_,429430.00000,853592.00000,14293.1000,NAT,TXN0000000000001002,2026-09-29
003,100000001003,EUR,5256,P,3227.600,OFF,100000001003,TRN000000001003,2026-09-30,2026-09-30,TD_DEPOSITER,Td Depositer Name 1003,TD_CERT_COLL,Td Cert Collector Name 1003,TD_WITHDRAWE,Td Withdrawer Name 1003,2026-09-30,E,J,JOINT_HOLDER,2026-09-30,PAY,100000001003,EUR,RA,RO,100000001003,INT,EUR,A,G,G,ADVICE_MEDIA_10,EMAIL_1003,CU,D,A,A,REASON_CODE_1003,1230,8821,2026-09-30,7897.000,10306.300,11890.3000,14725.5000,XREF_1003,7919.9000,9161.000,13471.9000,A,307934,0.84000,2026-09-30,414952,977478,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-09-30,003,MAI,MAI,MAI,CMA,1.9000,COMME,003,34891,525149,BAE,AUTHORIZE,VAL,M,DESTI,CUST000203,CUST000203,OPERATION_KEY_1,D,D,B,2.70000,1.60000,A,RATE_CODE_,3.34000,M,RETN_,RETN_,110126.00000,60204.00000,17704.4000,NAT,TXN0000000000001003,2026-09-30
004,100000001004,BRL,8514,P,24388.000,OFF,100000001004,TRN000000001004,2026-10-01,2026-10-01,TD_DEPOSITER,Td Depositer Name 1004,TD_CERT_COLL,Td Cert Collector Name 1004,TD_WITHDRAWE,Td Withdrawer Name 1004,2026-10-01,E,J,JOINT_HOLDER,2026-10-01,PAY,100000001004,BRL,RA,RO,100000001004,INT,BRL,A,G,G,ADVICE_MEDIA_10,EMAIL_1004,CU,D,A,A,REASON_CODE_1004,822,4076,2026-10-01,17487.000,21033.300,19332.4000,17427.7000,XREF_1004,15815.7000,22389.200,11758.1000,A,392132,2.23000,2026-10-01,791755,751466,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-10-01,004,MAI,MAI,MAI,CMA,1.5400,COMME,004,388683,141628,BAE,AUTHORIZE,VAL,M,DESTI,CUST000204,CUST000204,OPERATION_KEY_1,D,D,B,0.89000,1.69000,A,RATE_CODE_,0.99000,M,RETN_,RETN_,44122.00000,587861.00000,23857.7000,NAT,TXN0000000000001004,2026-10-01
005,100000001005,USD,8430,P,10496.300,OFF,100000001005,TRN000000001005,2026-10-02,2026-10-02,TD_DEPOSITER,Td Depositer Name 1005,TD_CERT_COLL,Td Cert Collector Name 1005,TD_WITHDRAWE,Td Withdrawer Name 1005,2026-10-02,E,J,JOINT_HOLDER,2026-10-02,PAY,100000001005,USD,RA,RO,100000001005,INT,USD,A,G,G,ADVICE_MEDIA_10,EMAIL_1005,CU,D,A,A,REASON_CODE_1005,1253,1966,2026-10-02,11649.200,673.300,20140.5000,22833.2000,XREF_1005,22877.4000,5592.000,10923.7000,A,973127,1.77000,2026-10-02,392950,462282,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-10-02,005,MAI,MAI,MAI,CMA,2.1800,COMME,005,301611,587003,BAE,AUTHORIZE,VAL,M,DESTI,CUST000205,CUST000205,OPERATION_KEY_1,D,D,B,2.56000,0.96000,A,RATE_CODE_,2.64000,M,RETN_,RETN_,522713.00000,799008.00000,14123.0000,NAT,TXN0000000000001005,2026-10-02
