BRN,ACC,CCY,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,TENOR,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CREATION_DT,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_VERSION_NO,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,LATEST_EVENT_SEQ_NO,TXN_ID,NEXT_RATE_CHANGE_DT,TD_INT_AMT_READJ_CCY,TD_INT_AMT,TD_MATURITY_AMT,TD_PRN_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,INPUT_TAX_AMT,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY
013,100000001013,USD,P,18440.500,OFF,100000001013,TRN000000001013,712,Td Withdrawer Name 1013,2026-10-10,E,J,JOINT_HOLDER,2026-10-10,PAY,100000001013,USD,RA,RO,100000001013,INT,USD,A,G,GE,ADVICE_MEDIA_10,EMAIL_1013,2026-10-10,CU,D,A,A,REASON_CODE_1013,LATE,2026-10-10,TD_DEPOSITER,Td Depositer Name 1013,TD_CERT_COLL,Td Cert Collector Name 1013,TD_WITHDRAWE,8826,TXN0000000000001013,2026-10-10,5571.5000,11062.800,11.600,22581.8000,17227.7000,22336.900,A,35574,3.29000,2026-10-10,900540,583174,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-10-10,013,MAI,MAI,MAI,CMA,1.2400,COMME,013,807769,372801,BAE,AUTHORIZE,VAL,M,DESTI,CUST000213,CUST000213,OPERATION_KEY_1,D,D,B,2.23000,2.18000,A,RATE_CODE_,2.53000,M,RETN_,RETN_,1845.100,515679.00000,83159.00000,3197.2000,NAT
014,100000001014,PEN,P,40.400,OFF,100000001014,TRN000000001014,4658,Td Withdrawer Name 1014,2026-10-11,E,J,JOINT_HOLDER,2026-10-11,PAY,100000001014,PEN,RA,RO,100000001014,INT,PEN,A,G,GE,ADVICE_MEDIA_10,EMAIL_1014,2026-10-11,CU,D,A,A,REASON_CODE_1014,LATE,2026-10-11,TD_DEPOSITER,Td Depositer Name 1014,TD_CERT_COLL,Td Cert Collector Name 1014,TD_WITHDRAWE,5264,TXN0000000000001014,2026-10-11,21883.0000,8424.500,1719.200,685.0000,1570.1000,8372.000,A,858587,2.65000,2026-10-11,184416,76315,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-10-11,014,MAI,MAI,MAI,CMA,3.8300,COMME,014,515045,130371,BAE,AUTHORIZE,VAL,M,DESTI,CUST000214,CUST000214,OPERATION_KEY_1,D,D,B,2.57000,3.60000,A,RATE_CODE_,1.99000,M,RETN_,RETN_,5942.400,349760.00000,494975.00000,5236.5000,NAT
015,100000001015,EUR,P,17893.600,OFF,100000001015,TRN000000001015,9038,Td Withdrawer Name 1015,2026-10-12,E,J,JOINT_HOLDER,2026-10-12,PAY,100000001015,EUR,RA,RO,100000001015,INT,EUR,A,G,GE,ADVICE_MEDIA_10,EMAIL_1015,2026-10-12,CU,D,A,A,REASON_CODE_1015,LATE,2026-10-12,TD_DEPOSITER,Td Depositer Name 1015,TD_CERT_COLL,Td Cert Collector Name 1015,TD_WITHDRAWE,255,TXN0000000000001015,2026-10-12,2776.0000,2175.400,22688.300,1701.7000,11725.9000,11380.900,A,608954,1.53000,2026-10-12,792560,720090,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-10-12,015,MAI,MAI,MAI,CMA,3.8200,COMME,015,970305,726427,BAE,AUTHORIZE,VAL,M,DESTI,CUST000215,CUST000215,OPERATION_KEY_1,D,D,B,2.10000,4.29000,A,RATE_CODE_,2.69000,M,RETN_,RETN_,17850.000,638531.00000,197644.00000,12695.9000,NAT
016,100000001016,BRL,P,1568.600,OFF,100000001016,TRN000000001016,1284,Td Withdrawer Name 1016,2026-10-13,E,J,JOINT_HOLDER,2026-10-13,PAY,100000001016,BRL,RA,RO,100000001016,INT,BRL,A,G,GE,ADVICE_MEDIA_10,EMAIL_1016,2026-10-13,CU,D,A,A,REASON_CODE_1016,LATE,2026-10-13,TD_DEPOSITER,Td Depositer Name 1016,TD_CERT_COLL,Td Cert Collector Name 1016,TD_WITHDRAWE,6063,TXN0000000000001016,2026-10-13,1777.3000,4649.300,23292.100,632.2000,8402.7000,6301.800,A,973776,3.68000,2026-10-13,563731,411657,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-10-13,016,MAI,MAI,MAI,CMA,2.8300,COMME,016,225059,813080,BAE,AUTHORIZE,VAL,M,DESTI,CUST000216,CUST000216,OPERATION_KEY_1,D,D,B,1.35000,4.21000,A,RATE_CODE_,2.04000,M,RETN_,RETN_,16456.000,30989.00000,517699.00000,19785.5000,NAT
017,100000001017,USD,P,12013.800,OFF,100000001017,TRN000000001017,9921,Td Withdrawer Name 1017,2026-10-14,E,J,JOINT_HOLDER,2026-10-14,PAY,100000001017,USD,RA,RO,100000001017,INT,USD,A,G,GE,ADVICE_MEDIA_10,EMAIL_1017,2026-10-14,CU,D,A,A,REASON_CODE_1017,LATE,2026-10-14,TD_DEPOSITER,Td Depositer Name 1017,TD_CERT_COLL,Td Cert Collector Name 1017,TD_WITHDRAWE,6324,TXN0000000000001017,2026-10-14,24569.6000,7189.800,2410.900,21257.0000,6103.8000,24374.500,A,954436,2.74000,2026-10-14,471923,677574,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-10-14,017,MAI,MAI,MAI,CMA,3.4100,COMME,017,817963,707113,BAE,AUTHORIZE,VAL,M,DESTI,CUST000217,CUST000217,OPERATION_KEY_1,D,D,B,2.05000,3.20000,A,RATE_CODE_,1.09000,M,RETN_,RETN_,9545.900,597898.00000,253223.00000,23611.3000,NAT
018,100000001018,PEN,P,23751.200,OFF,100000001018,TRN000000001018,9503,Td Withdrawer Name 1018,2026-10-15,E,J,JOINT_HOLDER,2026-10-15,PAY,100000001018,PEN,RA,RO,100000001018,INT,PEN,A,G,GE,ADVICE_MEDIA_10,EMAIL_1018,2026-10-15,CU,D,A,A,REASON_CODE_1018,LATE,2026-10-15,TD_DEPOSITER,Td Depositer Name 1018,TD_CERT_COLL,Td Cert Collector Name 1018,TD_WITHDRAWE,1125,TXN0000000000001018,2026-10-15,1985.0000,10508.100,2076.700,8109.8000,15534.8000,15064.800,A,923680,1.09000,2026-10-15,223019,232563,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-10-15,018,MAI,MAI,MAI,CMA,2.0700,COMME,018,557601,279241,BAE,AUTHORIZE,VAL,M,DESTI,CUST000218,CUST000218,OPERATION_KEY_1,D,D,B,1.67000,3.25000,A,RATE_CODE_,1.34000,M,RETN_,RETN_,10724.100,312489.00000,705102.00000,8981.1000,NAT
019,100000001019,EUR,P,10822.700,OFF,100000001019,TRN000000001019,4510,Td Withdrawer Name 1019,2026-10-16,E,J,JOINT_HOLDER,2026-10-16,PAY,100000001019,EUR,RA,RO,100000001019,INT,EUR,A,G,GE,ADVICE_MEDIA_10,EMAIL_1019,2026-10-16,CU,D,A,A,REASON_CODE_1019,LATE,2026-10-16,TD_DEPOSITER,Td Depositer Name 1019,TD_CERT_COLL,Td Cert Collector Name 1019,TD_WITHDRAWE,1669,TXN0000000000001019,2026-10-16,22091.3000,729.800,23861.900,7944.9000,2417.4000,3154.500,A,389855,2.19000,2026-10-16,152432,876007,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-10-16,019,MAI,MAI,MAI,CMA,4.3000,COMME,019,994949,301769,BAE,AUTHORIZE,VAL,M,DESTI,CUST000219,CUST000219,OPERATION_KEY_1,D,D,B,2.09000,3.25000,A,RATE_CODE_,1.64000,M,RETN_,RETN_,8009.100,183818.00000,638398.00000,15034.6000,NAT
020,100000001020,BRL,P,4394.500,OFF,100000001020,TRN000000001020,8159,Td Withdrawer Name 1020,2026-10-17,E,J,JOINT_HOLDER,2026-10-17,PAY,100000001020,BRL,RA,RO,100000001020,INT,BRL,A,G,GE,ADVICE_MEDIA_10,EMAIL_1020,2026-10-17,CU,D,A,A,REASON_CODE_1020,LATE,2026-10-17,TD_DEPOSITER,Td Depositer Name 1020,TD_CERT_COLL,Td Cert Collector Name 1020,TD_WITHDRAWE,8893,TXN0000000000001020,2026-10-17,13540.7000,12982.900,22052.500,580.6000,2228.0000,10265.500,A,969396,0.95000,2026-10-17,189815,346634,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-10-17,020,MAI,MAI,MAI,CMA,2.3000,COMME,020,395624,773427,BAE,AUTHORIZE,VAL,M,DESTI,CUST000220,CUST000220,OPERATION_KEY_1,D,D,B,3.09000,4.26000,A,RATE_CODE_,4.30000,M,RETN_,RETN_,1084.200,117138.00000,491281.00000,10729.6000,NAT
021,100000001021,USD,P,4606.200,OFF,100000001021,TRN000000001021,724,Td Withdrawer Name 1021,2026-10-18,E,J,JOINT_HOLDER,2026-10-18,PAY,100000001021,USD,RA,RO,100000001021,INT,USD,A,G,GE,ADVICE_MEDIA_10,EMAIL_1021,2026-10-18,CU,D,A,A,REASON_CODE_1021,LATE,2026-10-18,TD_DEPOSITER,Td Depositer Name 1021,TD_CERT_COLL,Td Cert Collector Name 1021,TD_WITHDRAWE,6946,TXN0000000000001021,2026-10-18,19530.3000,7431.400,17857.700,7377.2000,9112.0000,405.100,A,513189,1.56000,2026-10-18,376649,383407,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-10-18,021,MAI,MAI,MAI,CMA,4.1900,COMME,021,232266,407287,BAE,AUTHORIZE,VAL,M,DESTI,CUST000221,CUST000221,OPERATION_KEY_1,D,D,B,3.50000,2.02000,A,RATE_CODE_,1.88000,M,RETN_,RETN_,24410.400,513899.00000,587690.00000,21759.7000,NAT
022,100000001022,PEN,P,2177.100,OFF,100000001022,TRN000000001022,8770,Td Withdrawer Name 1022,2026-10-19,E,J,JOINT_HOLDER,2026-10-19,PAY,100000001022,PEN,RA,RO,100000001022,INT,PEN,A,G,GE,ADVICE_MEDIA_10,EMAIL_1022,2026-10-19,CU,D,A,A,REASON_CODE_1022,LATE,2026-10-19,TD_DEPOSITER,Td Depositer Name 1022,TD_CERT_COLL,Td Cert Collector Name 1022,TD_WITHDRAWE,8823,TXN0000000000001022,2026-10-19,24199.0000,18415.900,7625.700,2524.4000,16819.4000,265.600,A,804087,3.24000,2026-10-19,3333,401114,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-10-19,022,MAI,MAI,MAI,CMA,1.7500,COMME,022,290235,977589,BAE,AUTHORIZE,VAL,M,DESTI,CUST000222,CUST000222,OPERATION_KEY_1,D,D,B,0.94000,2.72000,A,RATE_CODE_,1.68000,M,RETN_,RETN_,5331.100,189138.00000,438620.00000,12402.4000,NAT
023,100000001023,EUR,P,13073.300,OFF,100000001023,TRN000000001023,1277,Td Withdrawer Name 1023,2026-10-20,E,J,JOINT_HOLDER,2026-10-20,PAY,100000001023,EUR,RA,RO,100000001023,INT,EUR,A,G,GE,ADVICE_MEDIA_10,EMAIL_1023,2026-10-20,CU,D,A,A,REASON_CODE_1023,LATE,2026-10-20,TD_DEPOSITER,Td Depositer Name 1023,TD_CERT_COLL,Td Cert Collector Name 1023,TD_WITHDRAWE,7272,TXN0000000000001023,2026-10-20,7616.3000,22157.600,12138.000,18609.6000,24435.8000,24917.900,A,282570,3.97000,2026-10-20,662481,108477,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-10-20,023,MAI,MAI,MAI,CMA,4.4600,COMME,023,556830,559248,BAE,AUTHORIZE,VAL,M,DESTI,CUST000223,CUST000223,OPERATION_KEY_1,D,D,B,2.14000,2.86000,A,RATE_CODE_,4.03000,M,RETN_,RETN_,2770.200,617197.00000,376596.00000,4563.0000,NAT
024,100000001024,BRL,P,2897.100,OFF,100000001024,TRN000000001024,5295,Td Withdrawer Name 1024,2026-10-21,E,J,JOINT_HOLDER,2026-10-21,PAY,100000001024,BRL,RA,RO,100000001024,INT,BRL,A,G,GE,ADVICE_MEDIA_10,EMAIL_1024,2026-10-21,CU,D,A,A,REASON_CODE_1024,LATE,2026-10-21,TD_DEPOSITER,Td Depositer Name 1024,TD_CERT_COLL,Td Cert Collector Name 1024,TD_WITHDRAWE,2245,TXN0000000000001024,2026-10-21,24434.1000,21257.300,20868.500,461.5000,17008.6000,3771.900,A,531101,2.35000,2026-10-21,508470,183734,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-10-21,024,MAI,MAI,MAI,CMA,0.8200,COMME,024,945276,669937,BAE,AUTHORIZE,VAL,M,DESTI,CUST000224,CUST000224,OPERATION_KEY_1,D,D,B,1.57000,2.13000,A,RATE_CODE_,3.06000,M,RETN_,RETN_,8687.800,941606.00000,50268.00000,19961.0000,NAT
025,100000001025,USD,P,20145.700,OFF,100000001025,TRN000000001025,735,Td Withdrawer Name 1025,2026-10-22,E,J,JOINT_HOLDER,2026-10-22,PAY,100000001025,USD,RA,RO,100000001025,INT,USD,A,G,GE,ADVICE_MEDIA_10,EMAIL_1025,2026-10-22,CU,D,A,A,REASON_CODE_1025,LATE,2026-10-22,TD_DEPOSITER,Td Depositer Name 1025,TD_CERT_COLL,Td Cert Collector Name 1025,TD_WITHDRAWE,9966,TXN0000000000001025,2026-10-22,14728.5000,5521.800,14027.000,5931.5000,24167.2000,23879.100,A,223890,2.74000,2026-10-22,799951,163404,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-10-22,025,MAI,MAI,MAI,CMA,3.4900,COMME,025,261224,978549,BAE,AUTHORIZE,VAL,M,DESTI,CUST000225,CUST000225,OPERATION_KEY_1,D,D,B,3.83000,1.77000,A,RATE_CODE_,1.53000,M,RETN_,RETN_,4036.900,626344.00000,155207.00000,19862.9000,NAT
001,100000001026,PEN,P,3658.900,OFF,100000001026,TRN000000001026,1964,Td Withdrawer Name 1026,2026-10-23,E,J,JOINT_HOLDER,2026-10-23,PAY,100000001026,PEN,RA,RO,100000001026,INT,PEN,A,G,GE,ADVICE_MEDIA_10,EMAIL_1026,2026-10-23,CU,D,A,A,REASON_CODE_1026,LATE,2026-10-23,TD_DEPOSITER,Td Depositer Name 1026,TD_CERT_COLL,Td Cert Collector Name 1026,TD_WITHDRAWE,3432,TXN0000000000001026,2026-10-23,9546.1000,23265.600,17110.000,9938.3000,10283.0000,22016.500,A,371742,0.97000,2026-10-23,453378,114512,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-10-23,001,MAI,MAI,MAI,CMA,4.2000,COMME,001,748611,889728,BAE,AUTHORIZE,VAL,M,DESTI,CUST000226,CUST000226,OPERATION_KEY_1,D,D,B,3.35000,1.21000,A,RATE_CODE_,4.26000,M,RETN_,RETN_,8262.600,132584.00000,198550.00000,1646.7000,NAT
002,100000001027,EUR,P,12623.600,OFF,100000001027,TRN000000001027,6590,Td Withdrawer Name 1027,2026-10-24,E,J,JOINT_HOLDER,2026-10-24,PAY,100000001027,EUR,RA,RO,100000001027,INT,EUR,A,G,GE,ADVICE_MEDIA_10,EMAIL_1027,2026-10-24,CU,D,A,A,REASON_CODE_1027,LATE,2026-10-24,TD_DEPOSITER,Td Depositer Name 1027,TD_CERT_COLL,Td Cert Collector Name 1027,TD_WITHDRAWE,5075,TXN0000000000001027,2026-10-24,7458.5000,15735.100,7210.700,15191.7000,4001.7000,7188.300,A,543259,2.66000,2026-10-24,76898,5218,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-10-24,002,MAI,MAI,MAI,CMA,2.8800,COMME,002,158622,912713,BAE,AUTHORIZE,VAL,M,DESTI,CUST000227,CUST000227,OPERATION_KEY_1,D,D,B,3.34000,1.67000,A,RATE_CODE_,1.35000,M,RETN_,RETN_,13414.300,629086.00000,173924.00000,17003.4000,NAT
003,100000001028,BRL,P,6139.600,OFF,100000001028,TRN000000001028,4129,Td Withdrawer Name 1028,2026-10-25,E,J,JOINT_HOLDER,2026-10-25,PAY,100000001028,BRL,RA,RO,100000001028,INT,BRL,A,G,GE,ADVICE_MEDIA_10,EMAIL_1028,2026-10-25,CU,D,A,A,REASON_CODE_1028,LATE,2026-10-25,TD_DEPOSITER,Td Depositer Name 1028,TD_CERT_COLL,Td Cert Collector Name 1028,TD_WITHDRAWE,6248,TXN0000000000001028,2026-10-25,9735.4000,7260.400,16704.100,19454.0000,21318.0000,12673.200,A,790792,4.47000,2026-10-25,534850,539785,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-10-25,003,MAI,MAI,MAI,CMA,2.5200,COMME,003,235515,95101,BAE,AUTHORIZE,VAL,M,DESTI,CUST000228,CUST000228,OPERATION_KEY_1,D,D,B,3.77000,2.31000,A,RATE_CODE_,2.48000,M,RETN_,RETN_,18458.500,71754.00000,339946.00000,6985.1000,NAT
004,100000001029,USD,P,24272.600,OFF,100000001029,TRN000000001029,6773,Td Withdrawer Name 1029,2026-10-26,E,J,JOINT_HOLDER,2026-10-26,PAY,100000001029,USD,RA,RO,100000001029,INT,USD,A,G,GE,ADVICE_MEDIA_10,EMAIL_1029,2026-10-26,CU,D,A,A,REASON_CODE_1029,LATE,2026-10-26,TD_DEPOSITER,Td Depositer Name 1029,TD_CERT_COLL,Td Cert Collector Name 1029,TD_WITHDRAWE,376,TXN0000000000001029,2026-10-26,15629.5000,11100.400,18569.800,19738.1000,18754.5000,233.000,A,568791,3.80000,2026-10-26,590114,912215,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-10-26,004,MAI,MAI,MAI,CMA,2.6500,COMME,004,689239,65236,BAE,AUTHORIZE,VAL,M,DESTI,CUST000229,CUST000229,OPERATION_KEY_1,D,D,B,3.01000,2.21000,A,RATE_CODE_,2.38000,M,RETN_,RETN_,23875.500,996700.00000,465144.00000,5611.8000,NAT
005,100000001030,PEN,P,12811.600,OFF,100000001030,TRN000000001030,5532,Td Withdrawer Name 1030,2026-10-27,E,J,JOINT_HOLDER,2026-10-27,PAY,100000001030,PEN,RA,RO,100000001030,INT,PEN,A,G,GE,ADVICE_MEDIA_10,EMAIL_1030,2026-10-27,CU,D,A,A,REASON_CODE_1030,LATE,2026-10-27,TD_DEPOSITER,Td Depositer Name 1030,TD_CERT_COLL,Td Cert Collector Name 1030,TD_WITHDRAWE,2873,TXN0000000000001030,2026-10-27,3806.9000,19274.500,18809.600,1997.1000,10858.9000,10810.200,A,869922,1.04000,2026-10-27,872552,589005,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-10-27,005,MAI,MAI,MAI,CMA,3.5300,COMME,005,455955,257674,BAE,AUTHORIZE,VAL,M,DESTI,CUST000230,CUST000230,OPERATION_KEY_1,D,D,B,4.34000,3.56000,A,RATE_CODE_,1.26000,M,RETN_,RETN_,1936.400,901952.00000,556128.00000,15671.3000,NAT
006,100000001031,EUR,P,21226.100,OFF,100000001031,TRN000000001031,3121,Td Withdrawer Name 1031,2026-10-28,E,J,JOINT_HOLDER,2026-10-28,PAY,100000001031,EUR,RA,RO,100000001031,INT,EUR,A,G,GE,ADVICE_MEDIA_10,EMAIL_1031,2026-10-28,CU,D,A,A,REASON_CODE_1031,LATE,2026-10-28,TD_DEPOSITER,Td Depositer Name 1031,TD_CERT_COLL,Td Cert Collector Name 1031,TD_WITHDRAWE,3537,TXN0000000000001031,2026-10-28,12691.1000,24546.800,23430.500,5539.7000,23466.3000,16804.500,A,777529,3.83000,2026-10-28,603769,341936,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-10-28,006,MAI,MAI,MAI,CMA,2.7900,COMME,006,875195,210911,BAE,AUTHORIZE,VAL,M,DESTI,CUST000231,CUST000231,OPERATION_KEY_1,D,D,B,2.48000,1.24000,A,RATE_CODE_,3.83000,M,RETN_,RETN_,10947.900,188718.00000,914586.00000,20194.6000,NAT
007,100000001032,BRL,P,3960.700,OFF,100000001032,TRN000000001032,5258,Td Withdrawer Name 1032,2026-10-29,E,J,JOINT_HOLDER,2026-10-29,PAY,100000001032,BRL,RA,RO,100000001032,INT,BRL,A,G,GE,ADVICE_MEDIA_10,EMAIL_1032,2026-10-29,CU,D,A,A,REASON_CODE_1032,LATE,2026-10-29,TD_DEPOSITER,Td Depositer Name 1032,TD_CERT_COLL,Td Cert Collector Name 1032,TD_WITHDRAWE,5874,TXN0000000000001032,2026-10-29,11007.4000,1407.300,72.800,18750.0000,8442.2000,5602.000,A,945609,3.81000,2026-10-29,855693,422865,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-10-29,007,MAI,MAI,MAI,CMA,2.0800,COMME,007,527794,263020,BAE,AUTHORIZE,VAL,M,DESTI,CUST000232,CUST000232,OPERATION_KEY_1,D,D,B,3.61000,1.76000,A,RATE_CODE_,2.57000,M,RETN_,RETN_,2581.500,733434.00000,726160.00000,11687.2000,NAT
008,100000001033,USD,P,9403.000,OFF,100000001033,TRN000000001033,3518,Td Withdrawer Name 1033,2026-10-30,E,J,JOINT_HOLDER,2026-10-30,PAY,100000001033,USD,RA,RO,100000001033,INT,USD,A,G,GE,ADVICE_MEDIA_10,EMAIL_1033,2026-10-30,CU,D,A,A,REASON_CODE_1033,LATE,2026-10-30,TD_DEPOSITER,Td Depositer Name 1033,TD_CERT_COLL,Td Cert Collector Name 1033,TD_WITHDRAWE,3609,TXN0000000000001033,2026-10-30,3778.6000,12771.600,7655.500,15150.9000,19265.5000,11209.100,A,762118,1.83000,2026-10-30,793711,416057,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-10-30,008,MAI,MAI,MAI,CMA,2.8800,COMME,008,751351,943335,BAE,AUTHORIZE,VAL,M,DESTI,CUST000233,CUST000233,OPERATION_KEY_1,D,D,B,1.74000,4.25000,A,RATE_CODE_,1.73000,M,RETN_,RETN_,19511.600,944794.00000,858319.00000,18673.8000,NAT
009,100000001034,PEN,P,20562.800,OFF,100000001034,TRN000000001034,7823,Td Withdrawer Name 1034,2026-10-31,E,J,JOINT_HOLDER,2026-10-31,PAY,100000001034,PEN,RA,RO,100000001034,INT,PEN,A,G,GE,ADVICE_MEDIA_10,EMAIL_1034,2026-10-31,CU,D,A,A,REASON_CODE_1034,LATE,2026-10-31,TD_DEPOSITER,Td Depositer Name 1034,TD_CERT_COLL,Td Cert Collector Name 1034,TD_WITHDRAWE,4751,TXN0000000000001034,2026-10-31,4789.0000,21990.900,22504.300,10419.7000,18870.3000,999.400,A,280760,2.48000,2026-10-31,181989,894323,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-10-31,009,MAI,MAI,MAI,CMA,2.5900,COMME,009,321444,943044,BAE,AUTHORIZE,VAL,M,DESTI,CUST000234,CUST000234,OPERATION_KEY_1,D,D,B,2.64000,1.62000,A,RATE_CODE_,3.74000,M,RETN_,RETN_,13238.700,901704.00000,643770.00000,15382.2000,NAT
010,100000001035,EUR,P,18625.200,OFF,100000001035,TRN000000001035,9677,Td Withdrawer Name 1035,2026-11-01,E,J,JOINT_HOLDER,2026-11-01,PAY,100000001035,EUR,RA,RO,100000001035,INT,EUR,A,G,GE,ADVICE_MEDIA_10,EMAIL_1035,2026-11-01,CU,D,A,A,REASON_CODE_1035,LATE,2026-11-01,TD_DEPOSITER,Td Depositer Name 1035,TD_CERT_COLL,Td Cert Collector Name 1035,TD_WITHDRAWE,7015,TXN0000000000001035,2026-11-01,13824.8000,6802.800,3191.800,22584.8000,9111.4000,16692.700,A,121272,1.75000,2026-11-01,407016,937688,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-11-01,010,MAI,MAI,MAI,CMA,1.3100,COMME,010,914106,118960,BAE,AUTHORIZE,VAL,M,DESTI,CUST000235,CUST000235,OPERATION_KEY_1,D,D,B,3.33000,2.20000,A,RATE_CODE_,1.06000,M,RETN_,RETN_,20656.100,512542.00000,44826.00000,10877.2000,NAT
