TRN_REF_NO,TRN_DT,TXN_BRANCH,PRODUCT_CODE,VALUE_DATE,AC_BRANCH,ACCOUNT_NO,TRN_CODE,LCY_AMOUNT,AMOUNT,DRCR_IND,MODULE,INSTRUMENT_NO,EXTENDED_CODE,RELATED_CUSTOMER,TXN_INIT_DATE,EXTRACTION_DATE,AC_ENTRY_SR_NO,EVENT,AMOUNT_TAG,OFS_ACC,OFS_BRANCH,EVENT_SR_NO,AC_CCY,GROUP_TXN_COUNT,HIDE_TXN_IN_STMT,AUTH_STAT,PERIOD_CODE,TXN_ID,EXT_OFSTXN_CODE,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,REAL_DT_TIME,SOURCE_CODE
TRN000000000857,2026-05-07,007,CARD,2026-05-07,007,100000000857,ATM,13462.700,23988.400,D,MOD,INSTRUMENT_NO_85,343161,CUST000057,2026-05-07,2026-05-07,600936,EVEN,AMOUNT_TAG_857,100000000857,007,202801,USD,1,N,A,PER,TXN0000000000000857,EXT_OFSTXN_CODE,DATA_1_857,DATA_2_857,DATA_3_857,DATA_4_857,DATA_5_857,DATA_6_857,DATA_7_857,DATA_8_857,DATA_9_857,C,BATCH_REF_NO_857,ATM,2026-05-07 16:52:00,SOURCE_CODE_857
TRN000000000858,2026-05-08,008,CLRG,2026-05-08,008,100000000858,DEP,5006.600,4404.300,C,MOD,INSTRUMENT_NO_85,974781,CUST000058,2026-05-08,2026-05-08,971396,EVEN,AMOUNT_TAG_858,100000000858,008,117035,PEN,23,N,A,PER,TXN0000000000000858,EXT_OFSTXN_CODE,DATA_1_858,DATA_2_858,DATA_3_858,DATA_4_858,DATA_5_858,DATA_6_858,DATA_7_858,DATA_8_858,DATA_9_858,C,BATCH_REF_NO_858,DEP,2026-05-08 17:59:00,SOURCE_CODE_858
TRN000000000859,2026-05-09,009,SAV1,2026-05-09,009,100000000859,WDR,9.600,6528.300,D,MOD,INSTRUMENT_NO_85,276744,CUST000059,2026-05-09,2026-05-09,269668,EVEN,AMOUNT_TAG_859,100000000859,009,720661,EUR,16,N,A,PER,TXN0000000000000859,EXT_OFSTXN_CODE,DATA_1_859,DATA_2_859,DATA_3_859,DATA_4_859,DATA_5_859,DATA_6_859,DATA_7_859,DATA_8_859,DATA_9_859,C,BATCH_REF_NO_859,WDR,2026-05-09 18:06:00,SOURCE_CODE_859
TRN000000000860,2026-05-10,010,CURR,2026-05-10,010,100000000860,TRF,1995.600,20443.200,C,MOD,INSTRUMENT_NO_86,685688,CUST000060,2026-05-10,2026-05-10,634475,EVEN,AMOUNT_TAG_860,100000000860,010,516773,BRL,15,N,A,PER,TXN0000000000000860,EXT_OFSTXN_CODE,DATA_1_860,DATA_2_860,DATA_3_860,DATA_4_860,DATA_5_860,DATA_6_860,DATA_7_860,DATA_8_860,DATA_9_860,C,BATCH_REF_NO_860,TRF,2026-05-10 19:13:00,SOURCE_CODE_860
TRN000000000861,2026-05-11,011,LOAN,2026-05-11,011,100000000861,FEE,24896.700,18214.300,D,MOD,INSTRUMENT_NO_86,454558,CUST000061,2026-05-11,2026-05-11,561024,EVEN,AMOUNT_TAG_861,100000000861,011,194436,USD,1,N,A,PER,TXN0000000000000861,EXT_OFSTXN_CODE,DATA_1_861,DATA_2_861,DATA_3_861,DATA_4_861,DATA_5_861,DATA_6_861,DATA_7_861,DATA_8_861,DATA_9_861,C,BATCH_REF_NO_861,FEE,2026-05-11 20:20:00,SOURCE_CODE_861
TRN000000000862,2026-05-12,012,TD01,2026-05-12,012,100000000862,INT,14120.000,16103.800,C,MOD,INSTRUMENT_NO_86,265649,CUST000062,2026-05-12,2026-05-12,782159,EVEN,AMOUNT_TAG_862,100000000862,012,579065,PEN,12,N,A,PER,TXN0000000000000862,EXT_OFSTXN_CODE,DATA_1_862,DATA_2_862,DATA_3_862,DATA_4_862,DATA_5_862,DATA_6_862,DATA_7_862,DATA_8_862,DATA_9_862,C,BATCH_REF_NO_862,INT,2026-05-12 21:27:00,SOURCE_CODE_862
TRN000000000863,2026-05-13,013,CARD,2026-05-13,013,100000000863,REV,13904.700,12110.000,D,MOD,INSTRUMENT_NO_86,220819,CUST000063,2026-05-13,2026-05-13,86805,EVEN,AMOUNT_TAG_863,100000000863,013,720466,EUR,34,N,A,PER,TXN0000000000000863,EXT_OFSTXN_CODE,DATA_1_863,DATA_2_863,DATA_3_863,DATA_4_863,DATA_5_863,DATA_6_863,DATA_7_863,DATA_8_863,DATA_9_863,C,BATCH_REF_NO_863,REV,2026-05-13 22:34:00,SOURCE_CODE_863
TRN000000000864,2026-05-14,014,CLRG,2026-05-14,014,100000000864,PAY,18717.200,20628.500,C,MOD,INSTRUMENT_NO_86,120371,CUST000064,2026-05-14,2026-05-14,546291,EVEN,AMOUNT_TAG_864,100000000864,014,583343,BRL,5,N,A,PER,TXN0000000000000864,EXT_OFSTXN_CODE,DATA_1_864,DATA_2_864,DATA_3_864,DATA_4_864,DATA_5_864,DATA_6_864,DATA_7_864,DATA_8_864,DATA_9_864,C,BATCH_REF_NO_864,PAY,2026-05-14 23:41:00,SOURCE_CODE_864
TRN000000000865,2026-05-15,015,SAV1,2026-05-15,015,100000000865,ATM,9662.000,18481.700,D,MOD,INSTRUMENT_NO_86,605556,CUST000065,2026-05-15,2026-05-15,124729,EVEN,AMOUNT_TAG_865,100000000865,015,760779,USD,8,N,A,PER,TXN0000000000000865,EXT_OFSTXN_CODE,DATA_1_865,DATA_2_865,DATA_3_865,DATA_4_865,DATA_5_865,DATA_6_865,DATA_7_865,DATA_8_865,DATA_9_865,C,BATCH_REF_NO_865,ATM,2026-05-15 00:48:00,SOURCE_CODE_865
TRN000000000866,2026-05-16,016,CURR,2026-05-16,016,100000000866,DEP,18629.100,23310.900,C,MOD,INSTRUMENT_NO_86,115277,CUST000066,2026-05-16,2026-05-16,169197,EVEN,AMOUNT_TAG_866,100000000866,016,522867,PEN,20,N,A,PER,TXN0000000000000866,EXT_OFSTXN_CODE,DATA_1_866,DATA_2_866,DATA_3_866,DATA_4_866,DATA_5_866,DATA_6_866,DATA_7_866,DATA_8_866,DATA_9_866,C,BATCH_REF_NO_866,DEP,2026-05-16 01:55:00,SOURCE_CODE_866
TRN000000000867,2026-05-17,017,LOAN,2026-05-17,017,100000000867,WDR,18326.600,5804.100,D,MOD,INSTRUMENT_NO_86,424188,CUST000067,2026-05-17,2026-05-17,467583,EVEN,AMOUNT_TAG_867,100000000867,017,968910,EUR,22,N,A,PER,TXN0000000000000867,EXT_OFSTXN_CODE,DATA_1_867,DATA_2_867,DATA_3_867,DATA_4_867,DATA_5_867,DATA_6_867,DATA_7_867,DATA_8_867,DATA_9_867,C,BATCH_REF_NO_867,WDR,2026-05-17 02:02:00,SOURCE_CODE_867
TRN000000000868,2026-05-18,018,TD01,2026-05-18,018,100000000868,TRF,13076.500,19811.500,C,MOD,INSTRUMENT_NO_86,970857,CUST000068,2026-05-18,2026-05-18,514041,EVEN,AMOUNT_TAG_868,100000000868,018,579850,BRL,0,N,A,PER,TXN0000000000000868,EXT_OFSTXN_CODE,DATA_1_868,DATA_2_868,DATA_3_868,DATA_4_868,DATA_5_868,DATA_6_868,DATA_7_868,DATA_8_868,DATA_9_868,C,BATCH_REF_NO_868,TRF,2026-05-18 03:09:00,SOURCE_CODE_868
TRN000000000869,2026-05-19,019,CARD,2026-05-19,019,100000000869,FEE,15181.100,14601.600,D,MOD,INSTRUMENT_NO_86,632750,CUST000069,2026-05-19,2026-05-19,191685,EVEN,AMOUNT_TAG_869,100000000869,019,461323,USD,19,N,A,PER,TXN0000000000000869,EXT_OFSTXN_CODE,DATA_1_869,DATA_2_869,DATA_3_869,DATA_4_869,DATA_5_869,DATA_6_869,DATA_7_869,DATA_8_869,DATA_9_869,C,BATCH_REF_NO_869,FEE,2026-05-19 04:16:00,SOURCE_CODE_869
TRN000000000870,2026-05-20,020,CLRG,2026-05-20,020,100000000870,INT,16510.200,21567.000,C,MOD,INSTRUMENT_NO_87,810404,CUST000070,2026-05-20,2026-05-20,901532,EVEN,AMOUNT_TAG_870,100000000870,020,477130,PEN,28,N,A,PER,TXN0000000000000870,EXT_OFSTXN_CODE,DATA_1_870,DATA_2_870,DATA_3_870,DATA_4_870,DATA_5_870,DATA_6_870,DATA_7_870,DATA_8_870,DATA_9_870,C,BATCH_REF_NO_870,INT,2026-05-20 05:23:00,SOURCE_CODE_870
TRN000000000871,2026-05-21,021,SAV1,2026-05-21,021,100000000871,REV,14360.300,4352.400,D,MOD,INSTRUMENT_NO_87,355983,CUST000071,2026-05-21,2026-05-21,95827,EVEN,AMOUNT_TAG_871,100000000871,021,769233,EUR,17,N,A,PER,TXN0000000000000871,EXT_OFSTXN_CODE,DATA_1_871,DATA_2_871,DATA_3_871,DATA_4_871,DATA_5_871,DATA_6_871,DATA_7_871,DATA_8_871,DATA_9_871,C,BATCH_REF_NO_871,REV,2026-05-21 06:30:00,SOURCE_CODE_871
TRN000000000872,2026-05-22,022,CURR,2026-05-22,022,100000000872,PAY,23940.000,6939.000,C,MOD,INSTRUMENT_NO_87,827897,CUST000072,2026-05-22,2026-05-22,182426,EVEN,AMOUNT_TAG_872,100000000872,022,315050,BRL,35,N,A,PER,TXN0000000000000872,EXT_OFSTXN_CODE,DATA_1_872,DATA_2_872,DATA_3_872,DATA_4_872,DATA_5_872,DATA_6_872,DATA_7_872,DATA_8_872,DATA_9_872,C,BATCH_REF_NO_872,PAY,2026-05-22 07:37:00,SOURCE_CODE_872
TRN000000000873,2026-05-23,023,LOAN,2026-05-23,023,100000000873,ATM,17098.700,10507.200,D,MOD,INSTRUMENT_NO_87,914815,CUST000073,2026-05-23,2026-05-23,530878,EVEN,AMOUNT_TAG_873,100000000873,023,967434,USD,23,N,A,PER,TXN0000000000000873,EXT_OFSTXN_CODE,DATA_1_873,DATA_2_873,DATA_3_873,DATA_4_873,DATA_5_873,DATA_6_873,DATA_7_873,DATA_8_873,DATA_9_873,C,BATCH_REF_NO_873,ATM,2026-05-23 08:44:00,SOURCE_CODE_873
TRN000000000874,2026-05-24,024,TD01,2026-05-24,024,100000000874,DEP,19034.300,9945.500,C,MOD,INSTRUMENT_NO_87,624828,CUST000074,2026-05-24,2026-05-24,360326,EVEN,AMOUNT_TAG_874,100000000874,024,221411,PEN,27,N,A,PER,TXN0000000000000874,EXT_OFSTXN_CODE,DATA_1_874,DATA_2_874,DATA_3_874,DATA_4_874,DATA_5_874,DATA_6_874,DATA_7_874,DATA_8_874,DATA_9_874,C,BATCH_REF_NO_874,DEP,2026-05-24 09:51:00,SOURCE_CODE_874
TRN000000000875,2026-05-25,025,CARD,2026-05-25,025,100000000875,WDR,20756.000,2801.900,D,MOD,INSTRUMENT_NO_87,455715,CUST000075,2026-05-25,2026-05-25,977352,EVEN,AMOUNT_TAG_875,100000000875,025,810612,EUR,4,Y,U,PER,TXN0000000000000875,EXT_OFSTXN_CODE,DATA_1_875,DATA_2_875,DATA_3_875,DATA_4_875,DATA_5_875,DATA_6_875,DATA_7_875,DATA_8_875,DATA_9_875,C,BATCH_REF_NO_875,WDR,2026-05-25 10:58:00,SOURCE_CODE_875
TRN000000000876,2026-05-26,001,CLRG,2026-05-26,001,100000000876,TRF,19427.100,3910.100,C,MOD,INSTRUMENT_NO_87,733386,CUST000076,2026-05-26,2026-05-26,744827,EVEN,AMOUNT_TAG_876,100000000876,001,635952,BRL,14,N,A,PER,TXN0000000000000876,EXT_OFSTXN_CODE,DATA_1_876,DATA_2_876,DATA_3_876,DATA_4_876,DATA_5_876,DATA_6_876,DATA_7_876,DATA_8_876,DATA_9_876,C,BATCH_REF_NO_876,TRF,2026-05-26 11:05:00,SOURCE_CODE_876
TRN000000000877,2026-05-27,002,SAV1,2026-05-27,002,100000000877,FEE,23765.000,6283.100,D,MOD,INSTRUMENT_NO_87,256574,CUST000077,2026-05-27,2026-05-27,87702,EVEN,AMOUNT_TAG_877,100000000877,002,489028,USD,6,N,A,PER,TXN0000000000000877,EXT_OFSTXN_CODE,DATA_1_877,DATA_2_877,DATA_3_877,DATA_4_877,DATA_5_877,DATA_6_877,DATA_7_877,DATA_8_877,DATA_9_877,C,BATCH_REF_NO_877,FEE,2026-05-27 12:12:00,SOURCE_CODE_877
TRN000000000878,2026-05-28,003,CURR,2026-05-28,003,100000000878,INT,15590.300,4601.600,C,MOD,INSTRUMENT_NO_87,326403,CUST000078,2026-05-28,2026-05-28,980164,EVEN,AMOUNT_TAG_878,100000000878,003,266376,PEN,8,N,A,PER,TXN0000000000000878,EXT_OFSTXN_CODE,DATA_1_878,DATA_2_878,DATA_3_878,DATA_4_878,DATA_5_878,DATA_6_878,DATA_7_878,DATA_8_878,DATA_9_878,C,BATCH_REF_NO_878,INT,2026-05-28 13:19:00,SOURCE_CODE_878
TRN000000000879,2026-05-29,004,LOAN,2026-05-29,004,100000000879,REV,13894.500,16672.000,D,MOD,INSTRUMENT_NO_87,780732,CUST000079,2026-05-29,2026-05-29,315416,EVEN,AMOUNT_TAG_879,100000000879,004,619768,EUR,29,N,A,PER,TXN0000000000000879,EXT_OFSTXN_CODE,DATA_1_879,DATA_2_879,DATA_3_879,DATA_4_879,DATA_5_879,DATA_6_879,DATA_7_879,DATA_8_879,DATA_9_879,C,BATCH_REF_NO_879,REV,2026-05-29 14:26:00,SOURCE_CODE_879
TRN000000000880,2026-05-30,005,TD01,2026-05-30,005,100000000880,PAY,22805.900,2728.200,C,MOD,INSTRUMENT_NO_88,808622,CUST000080,2026-05-30,2026-05-30,530126,EVEN,AMOUNT_TAG_880,100000000880,005,922120,BRL,12,N,A,PER,TXN0000000000000880,EXT_OFSTXN_CODE,DATA_1_880,DATA_2_880,DATA_3_880,DATA_4_880,DATA_5_880,DATA_6_880,DATA_7_880,DATA_8_880,DATA_9_880,C,BATCH_REF_NO_880,PAY,2026-05-30 15:33:00,SOURCE_CODE_880
TRN000000000881,2026-05-31,006,CARD,2026-05-31,006,100000000881,ATM,13042.000,799.200,D,MOD,INSTRUMENT_NO_88,904502,CUST000081,2026-05-31,2026-05-31,477597,EVEN,AMOUNT_TAG_881,100000000881,006,606391,USD,1,N,A,PER,TXN0000000000000881,EXT_OFSTXN_CODE,DATA_1_881,DATA_2_881,DATA_3_881,DATA_4_881,DATA_5_881,DATA_6_881,DATA_7_881,DATA_8_881,DATA_9_881,C,BATCH_REF_NO_881,ATM,2026-05-31 16:40:00,SOURCE_CODE_881
TRN000000000882,2026-06-01,007,CLRG,2026-06-01,007,100000000882,DEP,24882.700,23614.300,C,MOD,INSTRUMENT_NO_88,310001,CUST000082,2026-06-01,2026-06-01,8243,EVEN,AMOUNT_TAG_882,100000000882,007,302611,PEN,36,N,A,PER,TXN0000000000000882,EXT_OFSTXN_CODE,DATA_1_882,DATA_2_882,DATA_3_882,DATA_4_882,DATA_5_882,DATA_6_882,DATA_7_882,DATA_8_882,DATA_9_882,C,BATCH_REF_NO_882,DEP,2026-06-01 17:47:00,SOURCE_CODE_882
TRN000000000883,2026-06-02,008,SAV1,2026-06-02,008,100000000883,WDR,19675.400,49.100,D,MOD,INSTRUMENT_NO_88,313543,CUST000083,2026-06-02,2026-06-02,834994,EVEN,AMOUNT_TAG_883,100000000883,008,661061,EUR,27,N,A,PER,TXN0000000000000883,EXT_OFSTXN_CODE,DATA_1_883,DATA_2_883,DATA_3_883,DATA_4_883,DATA_5_883,DATA_6_883,DATA_7_883,DATA_8_883,DATA_9_883,C,BATCH_REF_NO_883,WDR,2026-06-02 18:54:00,SOURCE_CODE_883
TRN000000000884,2026-06-03,009,CURR,2026-06-03,009,100000000884,TRF,4552.000,9171.900,C,MOD,INSTRUMENT_NO_88,565133,CUST000084,2026-06-03,2026-06-03,510250,EVEN,AMOUNT_TAG_884,100000000884,009,214206,BRL,0,N,A,PER,TXN0000000000000884,EXT_OFSTXN_CODE,DATA_1_884,DATA_2_884,DATA_3_884,DATA_4_884,DATA_5_884,DATA_6_884,DATA_7_884,DATA_8_884,DATA_9_884,C,BATCH_REF_NO_884,TRF,2026-06-03 19:01:00,SOURCE_CODE_884
TRN000000000885,2026-06-04,010,LOAN,2026-06-04,010,100000000885,FEE,11432.500,23237.600,D,MOD,INSTRUMENT_NO_88,631293,CUST000085,2026-06-04,2026-06-04,667713,EVEN,AMOUNT_TAG_885,100000000885,010,28922,USD,13,N,A,PER,TXN0000000000000885,EXT_OFSTXN_CODE,DATA_1_885,DATA_2_885,DATA_3_885,DATA_4_885,DATA_5_885,DATA_6_885,DATA_7_885,DATA_8_885,DATA_9_885,C,BATCH_REF_NO_885,FEE,2026-06-04 20:08:00,SOURCE_CODE_885
TRN000000000886,2026-06-05,011,TD01,2026-06-05,011,100000000886,INT,17162.600,17226.100,C,MOD,INSTRUMENT_NO_88,180289,CUST000086,2026-06-05,2026-06-05,582355,EVEN,AMOUNT_TAG_886,100000000886,011,603011,PEN,19,N,A,PER,TXN0000000000000886,EXT_OFSTXN_CODE,DATA_1_886,DATA_2_886,DATA_3_886,DATA_4_886,DATA_5_886,DATA_6_886,DATA_7_886,DATA_8_886,DATA_9_886,C,BATCH_REF_NO_886,INT,2026-06-05 21:15:00,SOURCE_CODE_886
TRN000000000887,2026-06-06,012,CARD,2026-06-06,012,100000000887,REV,6800.900,5780.000,D,MOD,INSTRUMENT_NO_88,825694,CUST000087,2026-06-06,2026-06-06,899020,EVEN,AMOUNT_TAG_887,100000000887,012,756142,EUR,8,N,A,PER,TXN0000000000000887,EXT_OFSTXN_CODE,DATA_1_887,DATA_2_887,DATA_3_887,DATA_4_887,DATA_5_887,DATA_6_887,DATA_7_887,DATA_8_887,DATA_9_887,C,BATCH_REF_NO_887,REV,2026-06-06 22:22:00,SOURCE_CODE_887
TRN000000000888,2026-06-07,013,CLRG,2026-06-07,013,100000000888,PAY,423.300,1842.600,C,MOD,INSTRUMENT_NO_88,674477,CUST000088,2026-06-07,2026-06-07,385327,EVEN,AMOUNT_TAG_888,100000000888,013,329620,BRL,5,N,A,PER,TXN0000000000000888,EXT_OFSTXN_CODE,DATA_1_888,DATA_2_888,DATA_3_888,DATA_4_888,DATA_5_888,DATA_6_888,DATA_7_888,DATA_8_888,DATA_9_888,C,BATCH_REF_NO_888,PAY,2026-06-07 23:29:00,SOURCE_CODE_888
TRN000000000889,2026-06-08,014,SAV1,2026-06-08,014,100000000889,ATM,73507.200,149967.200,D,MOD,INSTRUMENT_NO_88,633220,CUST000089,2026-06-08,2026-06-08,235743,EVEN,AMOUNT_TAG_889,100000000889,014,237920,USD,17,N,A,PER,TXN0000000000000889,EXT_OFSTXN_CODE,DATA_1_889,DATA_2_889,DATA_3_889,DATA_4_889,DATA_5_889,DATA_6_889,DATA_7_889,DATA_8_889,DATA_9_889,C,BATCH_REF_NO_889,ATM,2026-06-08 00:36:00,SOURCE_CODE_889
TRN000000000890,2026-06-09,015,CURR,2026-06-09,015,100000000890,DEP,3007.100,13685.300,C,MOD,INSTRUMENT_NO_89,587865,CUST000090,2026-06-09,2026-06-09,269021,EVEN,AMOUNT_TAG_890,100000000890,015,632148,PEN,23,N,A,PER,TXN0000000000000890,EXT_OFSTXN_CODE,DATA_1_890,DATA_2_890,DATA_3_890,DATA_4_890,DATA_5_890,DATA_6_890,DATA_7_890,DATA_8_890,DATA_9_890,C,BATCH_REF_NO_890,DEP,2026-06-09 01:43:00,SOURCE_CODE_890
TRN000000000891,2026-06-10,016,LOAN,2026-06-10,016,100000000891,WDR,1635.900,4812.900,D,MOD,INSTRUMENT_NO_89,255045,CUST000091,2026-06-10,2026-06-10,117016,EVEN,AMOUNT_TAG_891,100000000891,016,77657,EUR,6,N,A,PER,TXN0000000000000891,EXT_OFSTXN_CODE,DATA_1_891,DATA_2_891,DATA_3_891,DATA_4_891,DATA_5_891,DATA_6_891,DATA_7_891,DATA_8_891,DATA_9_891,C,BATCH_REF_NO_891,WDR,2026-06-10 02:50:00,SOURCE_CODE_891
TRN000000000892,2026-06-11,017,TD01,2026-06-11,017,100000000892,TRF,303.600,19157.100,C,MOD,INSTRUMENT_NO_89,671619,CUST000092,2026-06-11,2026-06-11,307701,EVEN,AMOUNT_TAG_892,100000000892,017,448394,BRL,29,N,A,PER,TXN0000000000000892,EXT_OFSTXN_CODE,DATA_1_892,DATA_2_892,DATA_3_892,DATA_4_892,DATA_5_892,DATA_6_892,DATA_7_892,DATA_8_892,DATA_9_892,C,BATCH_REF_NO_892,TRF,2026-06-11 03:57:00,SOURCE_CODE_892
TRN000000000893,2026-06-12,018,CARD,2026-06-12,018,100000000893,FEE,18392.700,198.100,D,MOD,INSTRUMENT_NO_89,716248,CUST000093,2026-06-12,2026-06-12,923099,EVEN,AMOUNT_TAG_893,100000000893,018,479535,USD,18,N,A,PER,TXN0000000000000893,EXT_OFSTXN_CODE,DATA_1_893,DATA_2_893,DATA_3_893,DATA_4_893,DATA_5_893,DATA_6_893,DATA_7_893,DATA_8_893,DATA_9_893,C,BATCH_REF_NO_893,FEE,2026-06-12 04:04:00,SOURCE_CODE_893
TRN000000000894,2026-06-13,019,CLRG,2026-06-13,019,100000000894,INT,8068.900,889.100,C,MOD,INSTRUMENT_NO_89,361798,CUST000094,2026-06-13,2026-06-13,464220,EVEN,AMOUNT_TAG_894,100000000894,019,40681,PEN,31,Y,A,PER,TXN0000000000000894,EXT_OFSTXN_CODE,DATA_1_894,DATA_2_894,DATA_3_894,DATA_4_894,DATA_5_894,DATA_6_894,DATA_7_894,DATA_8_894,DATA_9_894,C,BATCH_REF_NO_894,INT,2026-06-13 05:11:00,SOURCE_CODE_894
TRN000000000895,2026-06-14,020,SAV1,2026-06-14,020,100000000895,REV,19008.600,18575.600,D,MOD,INSTRUMENT_NO_89,335638,CUST000095,2026-06-14,2026-06-14,103946,EVEN,AMOUNT_TAG_895,100000000895,020,674028,EUR,13,N,A,PER,TXN0000000000000895,EXT_OFSTXN_CODE,DATA_1_895,DATA_2_895,DATA_3_895,DATA_4_895,DATA_5_895,DATA_6_895,DATA_7_895,DATA_8_895,DATA_9_895,C,BATCH_REF_NO_895,REV,2026-06-14 06:18:00,SOURCE_CODE_895
TRN000000000896,2026-06-15,021,CURR,2026-06-15,021,100000000896,PAY,11273.400,16199.500,C,MOD,INSTRUMENT_NO_89,742995,CUST000096,2026-06-15,2026-06-15,465128,EVEN,AMOUNT_TAG_896,100000000896,021,448976,BRL,22,N,A,PER,TXN0000000000000896,EXT_OFSTXN_CODE,DATA_1_896,DATA_2_896,DATA_3_896,DATA_4_896,DATA_5_896,DATA_6_896,DATA_7_896,DATA_8_896,DATA_9_896,C,BATCH_REF_NO_896,PAY,2026-06-15 07:25:00,SOURCE_CODE_896
TRN000000000897,2026-06-16,022,LOAN,2026-06-16,022,100000000897,ATM,7559.200,6457.900,D,MOD,INSTRUMENT_NO_89,311672,CUST000097,2026-06-16,2026-06-16,745023,EVEN,AMOUNT_TAG_897,100000000897,022,544658,USD,2,N,A,PER,TXN0000000000000897,EXT_OFSTXN_CODE,DATA_1_897,DATA_2_897,DATA_3_897,DATA_4_897,DATA_5_897,DATA_6_897,DATA_7_897,DATA_8_897,DATA_9_897,C,BATCH_REF_NO_897,ATM,2026-06-16 08:32:00,SOURCE_CODE_897
TRN000000000898,2026-06-17,023,TD01,2026-06-17,023,100000000898,DEP,13195.100,22559.800,C,MOD,INSTRUMENT_NO_89,125470,CUST000098,2026-06-17,2026-06-17,285858,EVEN,AMOUNT_TAG_898,100000000898,023,528046,PEN,17,N,U,PER,TXN0000000000000898,EXT_OFSTXN_CODE,DATA_1_898,DATA_2_898,DATA_3_898,DATA_4_898,DATA_5_898,DATA_6_898,DATA_7_898,DATA_8_898,DATA_9_898,C,BATCH_REF_NO_898,DEP,2026-06-17 09:39:00,SOURCE_CODE_898
TRN000000000899,2026-06-18,024,CARD,2026-06-18,024,100000000899,WDR,6460.700,9632.500,D,MOD,INSTRUMENT_NO_89,918897,CUST000099,2026-06-18,2026-06-18,825829,EVEN,AMOUNT_TAG_899,100000000899,024,698300,EUR,6,N,A,PER,TXN0000000000000899,EXT_OFSTXN_CODE,DATA_1_899,DATA_2_899,DATA_3_899,DATA_4_899,DATA_5_899,DATA_6_899,DATA_7_899,DATA_8_899,DATA_9_899,C,BATCH_REF_NO_899,WDR,2026-06-18 10:46:00,SOURCE_CODE_899
TRN000000000900,2026-06-19,025,CLRG,2026-06-19,025,100000000900,TRF,19913.000,11473.400,C,MOD,INSTRUMENT_NO_90,13858,CUST000100,2026-06-19,2026-06-19,548284,EVEN,AMOUNT_TAG_900,100000000900,025,477471,BRL,29,N,A,PER,TXN0000000000000900,EXT_OFSTXN_CODE,DATA_1_900,DATA_2_900,DATA_3_900,DATA_4_900,DATA_5_900,DATA_6_900,DATA_7_900,DATA_8_900,DATA_9_900,C,BATCH_REF_NO_900,TRF,2026-06-19 11:53:00,SOURCE_CODE_900
TRN000000000901,2026-06-20,001,SAV1,2026-06-20,001,100000000901,FEE,16480.800,5454.200,D,MOD,INSTRUMENT_NO_90,353792,CUST000101,2026-06-20,2026-06-20,850999,EVEN,AMOUNT_TAG_901,100000000901,001,182013,USD,31,N,A,PER,TXN0000000000000901,EXT_OFSTXN_CODE,DATA_1_901,DATA_2_901,DATA_3_901,DATA_4_901,DATA_5_901,DATA_6_901,DATA_7_901,DATA_8_901,DATA_9_901,C,BATCH_REF_NO_901,FEE,2026-06-20 12:00:00,SOURCE_CODE_901
TRN000000000902,2026-06-21,002,CURR,2026-06-21,002,100000000902,INT,17694.800,7572.000,C,MOD,INSTRUMENT_NO_90,914472,CUST000102,2026-06-21,2026-06-21,475469,EVEN,AMOUNT_TAG_902,100000000902,002,193543,PEN,1,N,A,PER,TXN0000000000000902,EXT_OFSTXN_CODE,DATA_1_902,DATA_2_902,DATA_3_902,DATA_4_902,DATA_5_902,DATA_6_902,DATA_7_902,DATA_8_902,DATA_9_902,C,BATCH_REF_NO_902,INT,2026-06-21 13:07:00,SOURCE_CODE_902
TRN000000000903,2026-06-22,003,LOAN,2026-06-22,003,100000000903,REV,7216.600,5644.700,D,MOD,INSTRUMENT_NO_90,542696,CUST000103,2026-06-22,2026-06-22,829748,EVEN,AMOUNT_TAG_903,100000000903,003,660366,EUR,24,N,A,PER,TXN0000000000000903,EXT_OFSTXN_CODE,DATA_1_903,DATA_2_903,DATA_3_903,DATA_4_903,DATA_5_903,DATA_6_903,DATA_7_903,DATA_8_903,DATA_9_903,C,BATCH_REF_NO_903,REV,2026-06-22 14:14:00,SOURCE_CODE_903
TRN000000000904,2026-06-23,004,TD01,2026-06-23,004,100000000904,PAY,19034.400,15348.500,C,MOD,INSTRUMENT_NO_90,444707,CUST000104,2026-06-23,2026-06-23,520180,EVEN,AMOUNT_TAG_904,100000000904,004,454499,BRL,12,N,A,PER,TXN0000000000000904,EXT_OFSTXN_CODE,DATA_1_904,DATA_2_904,DATA_3_904,DATA_4_904,DATA_5_904,DATA_6_904,DATA_7_904,DATA_8_904,DATA_9_904,C,BATCH_REF_NO_904,PAY,2026-06-23 15:21:00,SOURCE_CODE_904
TRN000000000905,2026-06-24,005,CARD,2026-06-24,005,100000000905,ATM,16635.800,21993.900,D,MOD,INSTRUMENT_NO_90,609635,CUST000105,2026-06-24,2026-06-24,379033,EVEN,AMOUNT_TAG_905,100000000905,005,623304,USD,9,N,A,PER,TXN0000000000000905,EXT_OFSTXN_CODE,DATA_1_905,DATA_2_905,DATA_3_905,DATA_4_905,DATA_5_905,DATA_6_905,DATA_7_905,DATA_8_905,DATA_9_905,C,BATCH_REF_NO_905,ATM,2026-06-24 16:28:00,SOURCE_CODE_905
