XREF,PRODUCT_CODE,BRANCH_CODE,TRN_REF_NO,TXN_ACC,TXN_CCY,TXN_AMOUNT,TXN_BRANCH,TXN_TRN_CODE,OFS_ACC,OFS_CCY,OFS_AMOUNT,OFS_BRANCH,OFS_TRN_CODE,EXCH_RATE,LCY_AMOUNT,TRN_DT,VALUE_DT,DR_INSTRUMENT_CODE,CR_INSTRUMENT_CODE,REL_CUSTOMER,CHARGE_ACCOUNT,CHG_GL,CHG_CCY,CHG_AMT,CHG_IN_ACY,CHG_IN_LCY,CHG_CCY_ACY_RATE,ACY_LCY_RATE,NETTING_IND,TXN_CODE,MIS_HEAD_1,CHG_GL_1,CHG_CCY_1,CHG_AMT_1,CHG_IN_ACY_1,CHG_IN_LCY_1,CHG_CCY_ACY_RATE_1,ACY_LCY_RATE_1,NETTING_IND_1,TXN_CODE_1,MIS_HEAD_2,CHG_GL_2,CHG_CCY_2,CHG_AMT_2,CHG_IN_ACY_2,CHG_IN_LCY_2,CHG_CCY_ACY_RATE_2,ACY_LCY_RATE_2,NETTING_IND_2,TXN_CODE_2,MIS_HEAD_3,CHG_GL_3,CHG_CCY_3,CHG_AMT_3,CHG_IN_ACY_3,CHG_IN_LCY_3,CHG_CCY_ACY_RATE_3,ACY_LCY_RATE_3,NETTING_IND_3,TXN_CODE_3,MIS_HEAD_4,CHG_GL_4,CHG_CCY_4,CHG_AMT_4,CHG_IN_ACY_4,CHG_IN_LCY_4,CHG_CCY_ACY_RATE_4,ACY_LCY_RATE_4,NETTING_IND_4,TXN_CODE_4,MIS_HEAD_5,REM_ACC,REM_BANK,REM_BRANCH,ROUTING_NO,END_POINT,SERIAL_NO,RECORD_STAT,AUTH_STAT,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,REPAIR_REASON,MOD_NO,SCODE,MIS_HEAD,NARRATIVE,DR_ACC,MODULE,ESN,EVENT_CODE,ROUTE_CODE,FT_PROBLEM,TRACK_RECEIVABLE,TIME_RECEIVED,THEIR_CHGS2,THEIR_CHGS3,THEIR_CHGS4,THEIR_CHGS,THEIR_CHGS1,THEIR_ACC,THEIR_ACC1,THEIR_ACC2,THEIR_ACC3,THEIR_ACC4,LCY_EXCH_RATE,CR_CUST_NO,TXN_ID,UDF_1,UDF_2,UDF_3,UDF_4,UDF_5,JOB_NO,BEN_ACC,ADJ_AMT,HOUSE_LOCATION,PASSBOOK_NO,PASSBOOK_AMT,REG_FLAG,EXT_OFSTXN_CODE,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,ACTUAL_TXN_AMOUNT,SAV_CODE,SAV_VAL_STAT,DD_CREATION_DT,DD_LAST_UPD,DD_ID
XREF_322,TD01,022,TRN000000000322,100000000322,PEN,24723.100,022,DEP,100000000322,PEN,8334.400,022,DEP,0.8700,20987.900,2026-11-18,2026-11-18,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000322,100000000322,CHG_GL_32,PEN,22667.800,828816,407098,1.4000,3.6600,N,DEP,MIS_HEAD_,CHG_GL_1_,CHG,8907.700,166939,343960,1.8400,3.8400,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,9460.400,551079,332593,3.4600,2.1200,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,13758.800,555049,454392,2.6900,3.9000,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,16108.600,374389,934882,2.0600,3.0100,N,TXN,MIS_HEAD_,100000000322,REM_BANK_322,022,ROUTING_NO_322,END_POINT,SERIAL_NO_322,O,A,MAKER_ID_322,2026-11-18,CHECKER_ID_3,2026-11-18,REPAIR_REASON_322,576707,SCODE_322,MIS_HEAD_,Synthetic banking narrative row 322,100,MO,322,EVEN,ROUTE_CODE_322,F,T,2026-11-18 09:27:00,T,T,T,T,T,100000000322,100000000322,100000000322,100000000322,100000000322,1.370000000000,CUST000322,TXN0000000000000322,UDF_1_322,UDF_2_322,UDF_3_322,UDF_4_322,UDF_5_322,22,100000000322,10280.600,HOUS,PASSBOOK_NO_322,12216.600,N,EXT_OFSTXN_CODE,DATA_1_322,DATA_2_322,DATA_3_322,DATA_4_322,DATA_5_322,DATA_6_322,DATA_7_322,DATA_8_322,DATA_9_322,C,BATCH_REF_NO_322,DEP,16451.200,SAV_,S,2026-11-18 09:27:00,2026-11-18 09:27:00,322
XREF_323,CARD,023,TRN000000000323,100000000323,EUR,692.200,023,WDR,100000000323,EUR,19692.100,023,WDR,3.6000,11832.300,2026-11-19,2026-11-19,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000323,100000000323,CHG_GL_32,EUR,11251.400,246573,159873,1.8500,2.5700,N,WDR,MIS_HEAD_,CHG_GL_1_,CHG,15337.100,173785,730025,3.6400,2.7700,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,19742.300,507556,763446,4.4900,4.4900,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,998.800,76030,750694,2.9700,1.2200,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,2307.000,421380,48334,1.6100,2.3500,N,TXN,MIS_HEAD_,100000000323,REM_BANK_323,023,ROUTING_NO_323,END_POINT,SERIAL_NO_323,O,U,MAKER_ID_323,2026-11-19,CHECKER_ID_3,2026-11-19,REPAIR_REASON_323,350286,SCODE_323,MIS_HEAD_,Synthetic banking narrative row 323,100,MO,323,EVEN,ROUTE_CODE_323,F,T,2026-11-19 10:34:00,T,T,T,T,T,100000000323,100000000323,100000000323,100000000323,100000000323,4.320000000000,CUST000323,TXN0000000000000323,UDF_1_323,UDF_2_323,UDF_3_323,UDF_4_323,UDF_5_323,23,100000000323,15102.800,HOUS,PASSBOOK_NO_323,5360.400,N,EXT_OFSTXN_CODE,DATA_1_323,DATA_2_323,DATA_3_323,DATA_4_323,DATA_5_323,DATA_6_323,DATA_7_323,DATA_8_323,DATA_9_323,C,BATCH_REF_NO_323,WDR,12196.200,SAV_,S,2026-11-19 10:34:00,2026-11-19 10:34:00,323
XREF_324,CLRG,024,TRN000000000324,100000000324,BRL,3849.000,024,TRF,100000000324,BRL,9875.200,024,TRF,1.0900,561.200,2026-11-20,2026-11-20,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000324,100000000324,CHG_GL_32,BRL,14460.200,916709,829462,2.1500,2.6200,N,TRF,MIS_HEAD_,CHG_GL_1_,CHG,9611.200,713165,358740,3.6900,4.3900,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,16646.000,467619,167725,3.5900,3.3000,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,12059.200,15854,857124,3.3000,2.2400,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,21829.500,501612,825165,3.6000,3.5900,N,TXN,MIS_HEAD_,100000000324,REM_BANK_324,024,ROUTING_NO_324,END_POINT,SERIAL_NO_324,O,A,MAKER_ID_324,2026-11-20,CHECKER_ID_3,2026-11-20,REPAIR_REASON_324,48594,SCODE_324,MIS_HEAD_,Synthetic banking narrative row 324,100,MO,324,EVEN,ROUTE_CODE_324,F,T,2026-11-20 11:41:00,T,T,T,T,T,100000000324,100000000324,100000000324,100000000324,100000000324,3.830000000000,CUST000324,TXN0000000000000324,UDF_1_324,UDF_2_324,UDF_3_324,UDF_4_324,UDF_5_324,24,100000000324,15686.400,HOUS,PASSBOOK_NO_324,24127.300,N,EXT_OFSTXN_CODE,DATA_1_324,DATA_2_324,DATA_3_324,DATA_4_324,DATA_5_324,DATA_6_324,DATA_7_324,DATA_8_324,DATA_9_324,C,BATCH_REF_NO_324,TRF,10241.800,SAV_,S,2026-11-20 11:41:00,2026-11-20 11:41:00,324
XREF_325,SAV1,025,TRN000000000325,100000000325,USD,21945.400,025,FEE,100000000325,USD,9845.900,025,FEE,4.0000,8399.900,2026-11-21,2026-11-21,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000325,100000000325,CHG_GL_32,USD,23277.900,913657,503561,3.3900,1.9300,N,FEE,MIS_HEAD_,CHG_GL_1_,CHG,6935.000,358975,702029,3.9000,2.9700,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,77.700,525591,840364,3.5300,2.2100,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,22441.500,335335,923986,4.1100,4.0300,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,15419.100,400896,720834,3.2300,3.1500,N,TXN,MIS_HEAD_,100000000325,REM_BANK_325,025,ROUTING_NO_325,END_POINT,SERIAL_NO_325,O,A,MAKER_ID_325,2026-11-21,CHECKER_ID_3,2026-11-21,REPAIR_REASON_325,440796,SCODE_325,MIS_HEAD_,Synthetic banking narrative row 325,100,MO,325,EVEN,ROUTE_CODE_325,F,T,2026-11-21 12:48:00,T,T,T,T,T,100000000325,100000000325,100000000325,100000000325,100000000325,3.290000000000,CUST000325,TXN0000000000000325,UDF_1_325,UDF_2_325,UDF_3_325,UDF_4_325,UDF_5_325,25,100000000325,24004.900,HOUS,PASSBOOK_NO_325,21696.800,N,EXT_OFSTXN_CODE,DATA_1_325,DATA_2_325,DATA_3_325,DATA_4_325,DATA_5_325,DATA_6_325,DATA_7_325,DATA_8_325,DATA_9_325,C,BATCH_REF_NO_325,FEE,9078.600,SAV_,S,2026-11-21 12:48:00,2026-11-21 12:48:00,325
XREF_326,CURR,001,TRN000000000326,100000000326,PEN,13805.400,001,INT,100000000326,PEN,1529.000,001,INT,1.8200,8657.800,2026-11-22,2026-11-22,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000326,100000000326,CHG_GL_32,PEN,11586.500,900636,400079,4.4100,4.1400,Y,INT,MIS_HEAD_,CHG_GL_1_,CHG,1423.900,340510,291237,2.5400,4.3600,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,19513.500,522370,332602,1.2400,3.7800,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,15395.800,17746,772144,1.3900,1.4200,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,577.100,10597,702265,0.9500,2.3400,N,TXN,MIS_HEAD_,100000000326,REM_BANK_326,001,ROUTING_NO_326,END_POINT,SERIAL_NO_326,O,A,MAKER_ID_326,2026-11-22,CHECKER_ID_3,2026-11-22,REPAIR_REASON_326,984048,SCODE_326,MIS_HEAD_,Synthetic banking narrative row 326,100,MO,326,EVEN,ROUTE_CODE_326,F,T,2026-11-22 13:55:00,T,T,T,T,T,100000000326,100000000326,100000000326,100000000326,100000000326,2.410000000000,CUST000326,TXN0000000000000326,UDF_1_326,UDF_2_326,UDF_3_326,UDF_4_326,UDF_5_326,26,100000000326,20938.100,HOUS,PASSBOOK_NO_326,3076.200,Y,EXT_OFSTXN_CODE,DATA_1_326,DATA_2_326,DATA_3_326,DATA_4_326,DATA_5_326,DATA_6_326,DATA_7_326,DATA_8_326,DATA_9_326,C,BATCH_REF_NO_326,INT,2457.400,SAV_,S,2026-11-22 13:55:00,2026-11-22 13:55:00,326
XREF_327,LOAN,002,TRN000000000327,100000000327,EUR,13209.900,002,REV,100000000327,EUR,17827.400,002,REV,3.9200,432.200,2026-11-23,2026-11-23,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000327,100000000327,CHG_GL_32,EUR,2515.200,123804,585287,3.8700,2.0300,N,REV,MIS_HEAD_,CHG_GL_1_,CHG,10194.100,957450,203015,3.5800,3.4200,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,2890.400,171103,205705,2.5900,1.5600,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,11993.700,56222,108850,1.3200,1.5800,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,15368.600,393821,729047,2.9900,1.8500,N,TXN,MIS_HEAD_,100000000327,REM_BANK_327,002,ROUTING_NO_327,END_POINT,SERIAL_NO_327,O,A,MAKER_ID_327,2026-11-23,CHECKER_ID_3,2026-11-23,REPAIR_REASON_327,691994,SCODE_327,MIS_HEAD_,Synthetic banking narrative row 327,100,MO,327,EVEN,ROUTE_CODE_327,F,T,2026-11-23 14:02:00,T,T,T,T,T,100000000327,100000000327,100000000327,100000000327,100000000327,1.990000000000,CUST000327,TXN0000000000000327,UDF_1_327,UDF_2_327,UDF_3_327,UDF_4_327,UDF_5_327,27,100000000327,5236.700,HOUS,PASSBOOK_NO_327,5257.400,N,EXT_OFSTXN_CODE,DATA_1_327,DATA_2_327,DATA_3_327,DATA_4_327,DATA_5_327,DATA_6_327,DATA_7_327,DATA_8_327,DATA_9_327,C,BATCH_REF_NO_327,REV,15306.500,SAV_,S,2026-11-23 14:02:00,2026-11-23 14:02:00,327
XREF_328,TD01,003,TRN000000000328,100000000328,BRL,17266.500,003,PAY,100000000328,BRL,11536.000,003,PAY,3.6200,17153.500,2026-11-24,2026-11-24,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000328,100000000328,CHG_GL_32,BRL,11749.300,577986,293785,4.0100,3.6100,N,PAY,MIS_HEAD_,CHG_GL_1_,CHG,21532.500,410158,6433,1.0100,4.1500,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,21026.500,726191,920685,3.8100,1.2800,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,23442.200,854156,565837,1.6400,1.3700,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,22888.800,366851,976369,4.0800,0.8800,N,TXN,MIS_HEAD_,100000000328,REM_BANK_328,003,ROUTING_NO_328,END_POINT,SERIAL_NO_328,O,A,MAKER_ID_328,2026-11-24,CHECKER_ID_3,2026-11-24,REPAIR_REASON_328,601859,SCODE_328,MIS_HEAD_,Synthetic banking narrative row 328,100,MO,328,EVEN,ROUTE_CODE_328,F,T,2026-11-24 15:09:00,T,T,T,T,T,100000000328,100000000328,100000000328,100000000328,100000000328,2.100000000000,CUST000328,TXN0000000000000328,UDF_1_328,UDF_2_328,UDF_3_328,UDF_4_328,UDF_5_328,28,100000000328,13620.600,HOUS,PASSBOOK_NO_328,21945.700,N,EXT_OFSTXN_CODE,DATA_1_328,DATA_2_328,DATA_3_328,DATA_4_328,DATA_5_328,DATA_6_328,DATA_7_328,DATA_8_328,DATA_9_328,C,BATCH_REF_NO_328,PAY,15034.000,SAV_,S,2026-11-24 15:09:00,2026-11-24 15:09:00,328
XREF_329,CARD,004,TRN000000000329,100000000329,USD,20889.800,004,ATM,100000000329,USD,13175.900,004,ATM,1.9200,10160.700,2026-11-25,2026-11-25,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000329,100000000329,CHG_GL_32,USD,12113.500,367137,694626,1.0400,3.7600,N,ATM,MIS_HEAD_,CHG_GL_1_,CHG,1121.800,396409,768410,1.3300,3.7200,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,7989.400,83082,512822,4.2600,3.3100,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,7293.700,700217,883943,4.3900,4.1400,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,18228.800,10023,37157,1.2600,1.1800,N,TXN,MIS_HEAD_,100000000329,REM_BANK_329,004,ROUTING_NO_329,END_POINT,SERIAL_NO_329,O,A,MAKER_ID_329,2026-11-25,CHECKER_ID_3,2026-11-25,REPAIR_REASON_329,496382,SCODE_329,MIS_HEAD_,Synthetic banking narrative row 329,100,MO,329,EVEN,ROUTE_CODE_329,F,T,2026-11-25 16:16:00,T,T,T,T,T,100000000329,100000000329,100000000329,100000000329,100000000329,2.310000000000,CUST000329,TXN0000000000000329,UDF_1_329,UDF_2_329,UDF_3_329,UDF_4_329,UDF_5_329,29,100000000329,4252.500,HOUS,PASSBOOK_NO_329,669.300,N,EXT_OFSTXN_CODE,DATA_1_329,DATA_2_329,DATA_3_329,DATA_4_329,DATA_5_329,DATA_6_329,DATA_7_329,DATA_8_329,DATA_9_329,C,BATCH_REF_NO_329,ATM,7526.100,SAV_,S,2026-11-25 16:16:00,2026-11-25 16:16:00,329
XREF_330,CLRG,005,TRN000000000330,100000000330,PEN,3285.700,005,DEP,100000000330,PEN,23878.500,005,DEP,1.3500,20661.000,2026-11-26,2026-11-26,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000330,100000000330,CHG_GL_33,PEN,20007.600,810333,653963,4.0900,3.6500,N,DEP,MIS_HEAD_,CHG_GL_1_,CHG,24582.700,840628,13234,2.1500,3.4800,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,3552.300,305549,772092,4.0500,2.7600,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,12986.000,689462,95255,0.9400,2.0000,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,22767.600,720533,233739,3.9800,4.3600,N,TXN,MIS_HEAD_,100000000330,REM_BANK_330,005,ROUTING_NO_330,END_POINT,SERIAL_NO_330,O,A,MAKER_ID_330,2026-11-26,CHECKER_ID_3,2026-11-26,REPAIR_REASON_330,503137,SCODE_330,MIS_HEAD_,Synthetic banking narrative row 330,100,MO,330,EVEN,ROUTE_CODE_330,F,T,2026-11-26 17:23:00,T,T,T,T,T,100000000330,100000000330,100000000330,100000000330,100000000330,2.400000000000,CUST000330,TXN0000000000000330,UDF_1_330,UDF_2_330,UDF_3_330,UDF_4_330,UDF_5_330,30,100000000330,18261.700,HOUS,PASSBOOK_NO_330,24480.800,N,EXT_OFSTXN_CODE,DATA_1_330,DATA_2_330,DATA_3_330,DATA_4_330,DATA_5_330,DATA_6_330,DATA_7_330,DATA_8_330,DATA_9_330,C,BATCH_REF_NO_330,DEP,4310.900,SAV_,S,2026-11-26 17:23:00,2026-11-26 17:23:00,330
XREF_331,SAV1,006,TRN000000000331,100000000331,EUR,2437.700,006,WDR,100000000331,EUR,11615.300,006,WDR,3.9700,19341.900,2026-11-27,2026-11-27,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000331,100000000331,CHG_GL_33,EUR,18340.500,596860,28273,1.9500,1.2300,Y,WDR,MIS_HEAD_,CHG_GL_1_,CHG,7472.400,953865,697768,1.5400,1.3600,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,11719.900,317824,805393,2.2900,2.2700,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,11618.600,686251,874999,3.5300,4.4300,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,19439.000,377975,951426,2.0100,3.3700,N,TXN,MIS_HEAD_,100000000331,REM_BANK_331,006,ROUTING_NO_331,END_POINT,SERIAL_NO_331,O,A,MAKER_ID_331,2026-11-27,CHECKER_ID_3,2026-11-27,REPAIR_REASON_331,825909,SCODE_331,MIS_HEAD_,Synthetic banking narrative row 331,100,MO,331,EVEN,ROUTE_CODE_331,F,T,2026-11-27 18:30:00,T,T,T,T,T,100000000331,100000000331,100000000331,100000000331,100000000331,1.820000000000,CUST000331,TXN0000000000000331,UDF_1_331,UDF_2_331,UDF_3_331,UDF_4_331,UDF_5_331,31,100000000331,11470.000,HOUS,PASSBOOK_NO_331,18570.100,Y,EXT_OFSTXN_CODE,DATA_1_331,DATA_2_331,DATA_3_331,DATA_4_331,DATA_5_331,DATA_6_331,DATA_7_331,DATA_8_331,DATA_9_331,C,BATCH_REF_NO_331,WDR,23970.700,SAV_,S,2026-11-27 18:30:00,2026-11-27 18:30:00,331
XREF_332,CURR,007,TRN000000000332,100000000332,BRL,21201.300,007,TRF,100000000332,BRL,11820.900,007,TRF,1.1100,13549.200,2026-11-28,2026-11-28,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000332,100000000332,CHG_GL_33,BRL,16673.200,9535,242299,4.3100,2.0300,N,TRF,MIS_HEAD_,CHG_GL_1_,CHG,8273.700,12760,875577,3.0300,3.8100,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,9966.500,180190,683167,2.1000,2.9900,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,18968.900,616875,826000,3.7100,3.7800,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,10263.200,241166,368198,3.8900,2.3900,N,TXN,MIS_HEAD_,100000000332,REM_BANK_332,007,ROUTING_NO_332,END_POINT,SERIAL_NO_332,O,A,MAKER_ID_332,2026-11-28,CHECKER_ID_3,2026-11-28,REPAIR_REASON_332,501874,SCODE_332,MIS_HEAD_,Synthetic banking narrative row 332,100,MO,332,EVEN,ROUTE_CODE_332,F,T,2026-11-28 19:37:00,T,T,T,T,T,100000000332,100000000332,100000000332,100000000332,100000000332,1.720000000000,CUST000332,TXN0000000000000332,UDF_1_332,UDF_2_332,UDF_3_332,UDF_4_332,UDF_5_332,32,100000000332,12783.600,HOUS,PASSBOOK_NO_332,20915.000,N,EXT_OFSTXN_CODE,DATA_1_332,DATA_2_332,DATA_3_332,DATA_4_332,DATA_5_332,DATA_6_332,DATA_7_332,DATA_8_332,DATA_9_332,C,BATCH_REF_NO_332,TRF,6565.800,SAV_,S,2026-11-28 19:37:00,2026-11-28 19:37:00,332
XREF_333,LOAN,008,TRN000000000333,100000000333,USD,853.400,008,FEE,100000000333,USD,14043.400,008,FEE,4.4100,16119.700,2026-11-29,2026-11-29,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000333,100000000333,CHG_GL_33,USD,11915.000,648949,892978,1.2900,2.4100,N,FEE,MIS_HEAD_,CHG_GL_1_,CHG,15254.700,922072,221986,4.2400,2.6100,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,13622.900,745553,735979,3.3500,1.7400,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,11393.800,764638,16866,3.7300,2.0100,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,10935.700,422829,435659,2.2600,1.6800,N,TXN,MIS_HEAD_,100000000333,REM_BANK_333,008,ROUTING_NO_333,END_POINT,SERIAL_NO_333,O,A,MAKER_ID_333,2026-11-29,CHECKER_ID_3,2026-11-29,REPAIR_REASON_333,64435,SCODE_333,MIS_HEAD_,Synthetic banking narrative row 333,100,MO,333,EVEN,ROUTE_CODE_333,F,T,2026-11-29 20:44:00,T,T,T,T,T,100000000333,100000000333,100000000333,100000000333,100000000333,3.620000000000,CUST000333,TXN0000000000000333,UDF_1_333,UDF_2_333,UDF_3_333,UDF_4_333,UDF_5_333,33,100000000333,14790.400,HOUS,PASSBOOK_NO_333,3146.700,N,EXT_OFSTXN_CODE,DATA_1_333,DATA_2_333,DATA_3_333,DATA_4_333,DATA_5_333,DATA_6_333,DATA_7_333,DATA_8_333,DATA_9_333,C,BATCH_REF_NO_333,FEE,14245.100,SAV_,S,2026-11-29 20:44:00,2026-11-29 20:44:00,333
XREF_334,TD01,009,TRN000000000334,100000000334,PEN,163179.200,009,INT,100000000334,PEN,194500.000,009,INT,1.4700,92311.200,2026-11-30,2026-11-30,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000334,100000000334,CHG_GL_33,PEN,116719.200,386181,225939,1.8200,2.7400,N,INT,MIS_HEAD_,CHG_GL_1_,CHG,167674.400,633005,722602,0.8900,2.8700,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,53787.200,28503,190022,2.6500,1.3300,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,121492.000,571554,244129,1.0800,1.1000,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,98370.400,432095,11728,3.1400,1.5700,N,TXN,MIS_HEAD_,100000000334,REM_BANK_334,009,ROUTING_NO_334,END_POINT,SERIAL_NO_334,O,A,MAKER_ID_334,2026-11-30,CHECKER_ID_3,2026-11-30,REPAIR_REASON_334,377347,SCODE_334,MIS_HEAD_,Synthetic banking narrative row 334,100,MO,334,EVEN,ROUTE_CODE_334,F,T,2026-11-30 21:51:00,T,T,T,T,T,100000000334,100000000334,100000000334,100000000334,100000000334,2.340000000000,CUST000334,TXN0000000000000334,UDF_1_334,UDF_2_334,UDF_3_334,UDF_4_334,UDF_5_334,34,100000000334,29126.400,HOUS,PASSBOOK_NO_334,2688.000,N,EXT_OFSTXN_CODE,DATA_1_334,DATA_2_334,DATA_3_334,DATA_4_334,DATA_5_334,DATA_6_334,DATA_7_334,DATA_8_334,DATA_9_334,C,BATCH_REF_NO_334,INT,148354.400,SAV_,S,2026-11-30 21:51:00,2026-11-30 21:51:00,334
XREF_335,CARD,010,TRN000000000335,100000000335,EUR,20945.400,010,REV,100000000335,EUR,19860.500,010,REV,3.1700,14758.800,2026-12-01,2026-12-01,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000335,100000000335,CHG_GL_33,EUR,2956.000,546220,290530,1.4800,1.6800,N,REV,MIS_HEAD_,CHG_GL_1_,CHG,7187.500,607216,323592,1.0500,3.4100,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,7429.800,475558,391190,4.2900,2.0000,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,10567.300,522544,314989,1.3700,2.4400,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,4724.600,42841,960833,3.2400,2.4000,N,TXN,MIS_HEAD_,100000000335,REM_BANK_335,010,ROUTING_NO_335,END_POINT,SERIAL_NO_335,O,A,MAKER_ID_335,2026-12-01,CHECKER_ID_3,2026-12-01,REPAIR_REASON_335,189462,SCODE_335,MIS_HEAD_,Synthetic banking narrative row 335,100,MO,335,EVEN,ROUTE_CODE_335,F,T,2026-12-01 22:58:00,T,T,T,T,T,100000000335,100000000335,100000000335,100000000335,100000000335,1.050000000000,CUST000335,TXN0000000000000335,UDF_1_335,UDF_2_335,UDF_3_335,UDF_4_335,UDF_5_335,35,100000000335,5765.500,HOUS,PASSBOOK_NO_335,16892.500,N,EXT_OFSTXN_CODE,DATA_1_335,DATA_2_335,DATA_3_335,DATA_4_335,DATA_5_335,DATA_6_335,DATA_7_335,DATA_8_335,DATA_9_335,C,BATCH_REF_NO_335,REV,2639.600,SAV_,S,2026-12-01 22:58:00,2026-12-01 22:58:00,335
XREF_336,CLRG,011,TRN000000000336,100000000336,BRL,13359.500,011,PAY,100000000336,BRL,7984.600,011,PAY,2.7500,4687.800,2026-12-02,2026-12-02,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000336,100000000336,CHG_GL_33,BRL,8266.900,592469,109757,2.5600,2.7700,Y,PAY,MIS_HEAD_,CHG_GL_1_,CHG,16251.800,738177,465598,1.0100,1.4500,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,23358.200,801557,525127,1.7100,2.3900,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,13098.700,749102,176006,3.3400,2.9400,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,4666.400,160605,780142,3.1700,3.9500,N,TXN,MIS_HEAD_,100000000336,REM_BANK_336,011,ROUTING_NO_336,END_POINT,SERIAL_NO_336,O,A,MAKER_ID_336,2026-12-02,CHECKER_ID_3,2026-12-02,REPAIR_REASON_336,489365,SCODE_336,MIS_HEAD_,Synthetic banking narrative row 336,100,MO,336,EVEN,ROUTE_CODE_336,F,T,2026-12-02 23:05:00,T,T,T,T,T,100000000336,100000000336,100000000336,100000000336,100000000336,1.320000000000,CUST000336,TXN0000000000000336,UDF_1_336,UDF_2_336,UDF_3_336,UDF_4_336,UDF_5_336,36,100000000336,4064.400,HOUS,PASSBOOK_NO_336,17188.800,Y,EXT_OFSTXN_CODE,DATA_1_336,DATA_2_336,DATA_3_336,DATA_4_336,DATA_5_336,DATA_6_336,DATA_7_336,DATA_8_336,DATA_9_336,C,BATCH_REF_NO_336,PAY,3046.200,SAV_,S,2026-12-02 23:05:00,2026-12-02 23:05:00,336
