ACCOUNT_NUMBER,BRANCH_CODE,EVENT_SEQ_NO,VALUE_DATE,EXECUTION_DATE,PAYMENT_STATUS,AUTH_STAT,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,REV_MAKER_ID,REV_MAKER_DT_STAMP,REV_CHECKER_ID,REV_CHECKER_DT_STAMP,REVP_ESN,MLIQ_ESN,PROCESS_NO,PREPMNT_RECOMP_BASIS,PREPMNT_RECOMP_FROM,INSTALLMENT_PAYMENT,LIMIT_DATE,SIMULATED,CURR_ACBAL_CHK,LIQD_WOFF_LOAN
100000000971,021,308651,2026-08-29,2026-08-29,P,A,MAKER_ID_971,2026-08-29,CHECKER_ID_9,2026-08-29,REV_MAKER_ID,2026-08-29,REV_CHECKER_,2026-08-29,296037,771508,57,P,P,I,2026-08-29,S,C,L
100000000972,022,460529,2026-08-30,2026-08-30,P,A,MAKER_ID_972,2026-08-30,CHECKER_ID_9,2026-08-30,REV_MAKER_ID,2026-08-30,REV_CHECKER_,2026-08-30,741678,304001,76,P,P,I,2026-08-30,S,C,L
100000000973,023,782368,2026-08-31,2026-08-31,P,A,MAKER_ID_973,2026-08-31,CHECKER_ID_9,2026-08-31,REV_MAKER_ID,2026-08-31,REV_CHECKER_,2026-08-31,634474,216414,80,P,P,I,2026-08-31,S,C,L
100000000974,024,378428,2026-09-01,2026-09-01,P,A,MAKER_ID_974,2026-09-01,CHECKER_ID_9,2026-09-01,REV_MAKER_ID,2026-09-01,REV_CHECKER_,2026-09-01,523863,905514,9,P,P,I,2026-09-01,S,C,L
100000000975,025,861536,2026-09-02,2026-09-02,P,A,MAKER_ID_975,2026-09-02,CHECKER_ID_9,2026-09-02,REV_MAKER_ID,2026-09-02,REV_CHECKER_,2026-09-02,929359,118206,56,P,P,I,2026-09-02,S,C,L
100000000976,001,173971,2026-09-03,2026-09-03,P,A,MAKER_ID_976,2026-09-03,CHECKER_ID_9,2026-09-03,REV_MAKER_ID,2026-09-03,REV_CHECKER_,2026-09-03,734069,557641,61,P,P,I,2026-09-03,S,C,L
100000000977,002,205365,2026-09-04,2026-09-04,P,A,MAKER_ID_977,2026-09-04,CHECKER_ID_9,2026-09-04,REV_MAKER_ID,2026-09-04,REV_CHECKER_,2026-09-04,774053,986193,38,P,P,I,2026-09-04,S,C,L
100000000978,003,441238,2026-09-05,2026-09-05,P,A,MAKER_ID_978,2026-09-05,CHECKER_ID_9,2026-09-05,REV_MAKER_ID,2026-09-05,REV_CHECKER_,2026-09-05,959804,689146,53,P,P,I,2026-09-05,S,C,L
100000000979,004,220914,2026-09-06,2026-09-06,P,A,MAKER_ID_979,2026-09-06,CHECKER_ID_9,2026-09-06,REV_MAKER_ID,2026-09-06,REV_CHECKER_,2026-09-06,773796,627579,50,P,P,I,2026-09-06,S,C,L
100000000980,005,517945,2026-09-07,2026-09-07,P,A,MAKER_ID_980,2026-09-07,CHECKER_ID_9,2026-09-07,REV_MAKER_ID,2026-09-07,REV_CHECKER_,2026-09-07,334712,690912,51,P,P,I,2026-09-07,S,C,L
100000000981,006,725268,2026-09-08,2026-09-08,P,A,MAKER_ID_981,2026-09-08,CHECKER_ID_9,2026-09-08,REV_MAKER_ID,2026-09-08,REV_CHECKER_,2026-09-08,380163,924620,15,P,P,I,2026-09-08,S,C,L
100000000982,007,755422,2026-09-09,2026-09-09,P,A,MAKER_ID_982,2026-09-09,CHECKER_ID_9,2026-09-09,REV_MAKER_ID,2026-09-09,REV_CHECKER_,2026-09-09,747226,112127,60,P,P,I,2026-09-09,S,C,L
100000000983,008,774330,2026-09-10,2026-09-10,P,A,MAKER_ID_983,2026-09-10,CHECKER_ID_9,2026-09-10,REV_MAKER_ID,2026-09-10,REV_CHECKER_,2026-09-10,569342,276062,80,P,P,I,2026-09-10,S,C,L
100000000984,009,262261,2026-09-11,2026-09-11,P,A,MAKER_ID_984,2026-09-11,CHECKER_ID_9,2026-09-11,REV_MAKER_ID,2026-09-11,REV_CHECKER_,2026-09-11,313953,564187,83,P,P,I,2026-09-11,S,C,L
100000000985,010,911560,2026-09-12,2026-09-12,P,A,MAKER_ID_985,2026-09-12,CHECKER_ID_9,2026-09-12,REV_MAKER_ID,2026-09-12,REV_CHECKER_,2026-09-12,966483,296464,29,P,P,I,2026-09-12,S,C,L
100000000986,011,442105,2026-09-13,2026-09-13,P,A,MAKER_ID_986,2026-09-13,CHECKER_ID_9,2026-09-13,REV_MAKER_ID,2026-09-13,REV_CHECKER_,2026-09-13,305159,884253,96,P,P,I,2026-09-13,S,C,L
100000000987,012,796926,2026-09-14,2026-09-14,P,A,MAKER_ID_987,2026-09-14,CHECKER_ID_9,2026-09-14,REV_MAKER_ID,2026-09-14,REV_CHECKER_,2026-09-14,138101,629162,11,P,P,I,2026-09-14,S,C,L
100000000988,013,369792,2026-09-15,2026-09-15,P,A,MAKER_ID_988,2026-09-15,CHECKER_ID_9,2026-09-15,REV_MAKER_ID,2026-09-15,REV_CHECKER_,2026-09-15,630997,440742,38,P,P,I,2026-09-15,S,C,L
100000000989,014,478617,2026-09-16,2026-09-16,P,A,MAKER_ID_989,2026-09-16,CHECKER_ID_9,2026-09-16,REV_MAKER_ID,2026-09-16,REV_CHECKER_,2026-09-16,285151,405223,23,P,P,I,2026-09-16,S,C,L
100000000990,015,752756,2026-09-17,2026-09-17,P,U,MAKER_ID_990,2026-09-17,CHECKER_ID_9,2026-09-17,REV_MAKER_ID,2026-09-17,REV_CHECKER_,2026-09-17,308160,41153,25,P,P,I,2026-09-17,S,C,L
100000000991,016,222534,2026-09-18,2026-09-18,P,A,MAKER_ID_991,2026-09-18,CHECKER_ID_9,2026-09-18,REV_MAKER_ID,2026-09-18,REV_CHECKER_,2026-09-18,806245,910623,63,P,P,I,2026-09-18,S,C,L
100000000992,017,634285,2026-09-19,2026-09-19,P,A,MAKER_ID_992,2026-09-19,CHECKER_ID_9,2026-09-19,REV_MAKER_ID,2026-09-19,REV_CHECKER_,2026-09-19,159933,204775,0,P,P,I,2026-09-19,S,C,L
100000000993,018,449712,2026-09-20,2026-09-20,P,A,MAKER_ID_993,2026-09-20,CHECKER_ID_9,2026-09-20,REV_MAKER_ID,2026-09-20,REV_CHECKER_,2026-09-20,159196,63184,81,P,P,I,2026-09-20,S,C,L
100000000994,019,266241,2026-09-21,2026-09-21,P,A,MAKER_ID_994,2026-09-21,CHECKER_ID_9,2026-09-21,REV_MAKER_ID,2026-09-21,REV_CHECKER_,2026-09-21,640669,896789,70,P,P,I,2026-09-21,S,C,L
100000000995,020,808350,2026-09-22,2026-09-22,P,A,MAKER_ID_995,2026-09-22,CHECKER_ID_9,2026-09-22,REV_MAKER_ID,2026-09-22,REV_CHECKER_,2026-09-22,695541,63408,61,P,P,I,2026-09-22,S,C,L
100000000996,021,37935,2026-09-23,2026-09-23,P,A,MAKER_ID_996,2026-09-23,CHECKER_ID_9,2026-09-23,REV_MAKER_ID,2026-09-23,REV_CHECKER_,2026-09-23,544853,803035,82,P,P,I,2026-09-23,S,C,L
100000000997,022,125608,2026-09-24,2026-09-24,P,A,MAKER_ID_997,2026-09-24,CHECKER_ID_9,2026-09-24,REV_MAKER_ID,2026-09-24,REV_CHECKER_,2026-09-24,598925,801284,18,P,P,I,2026-09-24,S,C,L
100000000998,023,739165,2026-09-25,2026-09-25,P,A,MAKER_ID_998,2026-09-25,CHECKER_ID_9,2026-09-25,REV_MAKER_ID,2026-09-25,REV_CHECKER_,2026-09-25,400,140991,94,P,P,I,2026-09-25,S,C,L
100000000999,024,818387,2026-09-26,2026-09-26,P,A,MAKER_ID_999,2026-09-26,CHECKER_ID_9,2026-09-26,REV_MAKER_ID,2026-09-26,REV_CHECKER_,2026-09-26,26225,389994,48,P,P,I,2026-09-26,S,C,L
100000001000,025,100749,2026-09-27,2026-09-27,P,A,MAKER_ID_100,2026-09-27,CHECKER_ID_1,2026-09-27,REV_MAKER_ID,2026-09-27,REV_CHECKER_,2026-09-27,754897,478610,81,P,P,I,2026-09-27,S,C,L
100000001001,001,386476,2026-09-28,2026-09-28,P,A,MAKER_ID_100,2026-09-28,CHECKER_ID_1,2026-09-28,REV_MAKER_ID,2026-09-28,REV_CHECKER_,2026-09-28,903099,156839,54,P,P,I,2026-09-28,S,C,L
100000001002,002,550643,2026-09-29,2026-09-29,P,A,MAKER_ID_100,2026-09-29,CHECKER_ID_1,2026-09-29,REV_MAKER_ID,2026-09-29,REV_CHECKER_,2026-09-29,316011,779872,89,P,P,I,2026-09-29,S,C,L
100000001003,003,923695,2026-09-30,2026-09-30,P,A,MAKER_ID_100,2026-09-30,CHECKER_ID_1,2026-09-30,REV_MAKER_ID,2026-09-30,REV_CHECKER_,2026-09-30,782131,330239,90,P,P,I,2026-09-30,S,C,L
100000001004,004,745606,2026-10-01,2026-10-01,P,A,MAKER_ID_100,2026-10-01,CHECKER_ID_1,2026-10-01,REV_MAKER_ID,2026-10-01,REV_CHECKER_,2026-10-01,462780,572005,58,P,P,I,2026-10-01,S,C,L
100000001005,005,153706,2026-10-02,2026-10-02,P,A,MAKER_ID_100,2026-10-02,CHECKER_ID_1,2026-10-02,REV_MAKER_ID,2026-10-02,REV_CHECKER_,2026-10-02,751198,799249,16,P,P,I,2026-10-02,S,C,L
100000001006,006,571875,2026-10-03,2026-10-03,P,A,MAKER_ID_100,2026-10-03,CHECKER_ID_1,2026-10-03,REV_MAKER_ID,2026-10-03,REV_CHECKER_,2026-10-03,80388,464428,24,P,P,I,2026-10-03,S,C,L
100000001007,007,944621,2026-10-04,2026-10-04,P,A,MAKER_ID_100,2026-10-04,CHECKER_ID_1,2026-10-04,REV_MAKER_ID,2026-10-04,REV_CHECKER_,2026-10-04,224990,581575,31,P,P,I,2026-10-04,S,C,L
100000001008,008,990902,2026-10-05,2026-10-05,P,A,MAKER_ID_100,2026-10-05,CHECKER_ID_1,2026-10-05,REV_MAKER_ID,2026-10-05,REV_CHECKER_,2026-10-05,532252,696504,51,P,P,I,2026-10-05,S,C,L
100000001009,009,493705,2026-10-06,2026-10-06,P,A,MAKER_ID_100,2026-10-06,CHECKER_ID_1,2026-10-06,REV_MAKER_ID,2026-10-06,REV_CHECKER_,2026-10-06,846804,811486,29,P,P,I,2026-10-06,S,C,L
100000001010,010,759384,2026-10-07,2026-10-07,P,A,MAKER_ID_101,2026-10-07,CHECKER_ID_1,2026-10-07,REV_MAKER_ID,2026-10-07,REV_CHECKER_,2026-10-07,801454,583898,64,P,P,I,2026-10-07,S,C,L
100000001011,011,335263,2026-10-08,2026-10-08,P,A,MAKER_ID_101,2026-10-08,CHECKER_ID_1,2026-10-08,REV_MAKER_ID,2026-10-08,REV_CHECKER_,2026-10-08,127769,126422,87,P,P,I,2026-10-08,S,C,L
100000001012,012,463129,2026-10-09,2026-10-09,P,A,MAKER_ID_101,2026-10-09,CHECKER_ID_1,2026-10-09,REV_MAKER_ID,2026-10-09,REV_CHECKER_,2026-10-09,74895,883948,22,P,P,I,2026-10-09,S,C,L
100000001013,013,185966,2026-10-10,2026-10-10,P,U,MAKER_ID_101,2026-10-10,CHECKER_ID_1,2026-10-10,REV_MAKER_ID,2026-10-10,REV_CHECKER_,2026-10-10,830756,591555,55,P,P,I,2026-10-10,S,C,L
100000001014,014,591298,2026-10-11,2026-10-11,P,A,MAKER_ID_101,2026-10-11,CHECKER_ID_1,2026-10-11,REV_MAKER_ID,2026-10-11,REV_CHECKER_,2026-10-11,583519,639367,62,P,P,I,2026-10-11,S,C,L
100000001015,015,181001,2026-10-12,2026-10-12,P,A,MAKER_ID_101,2026-10-12,CHECKER_ID_1,2026-10-12,REV_MAKER_ID,2026-10-12,REV_CHECKER_,2026-10-12,868278,142875,64,P,P,I,2026-10-12,S,C,L
100000001016,016,116276,2026-10-13,2026-10-13,P,A,MAKER_ID_101,2026-10-13,CHECKER_ID_1,2026-10-13,REV_MAKER_ID,2026-10-13,REV_CHECKER_,2026-10-13,881102,209450,59,P,P,I,2026-10-13,S,C,L
100000001017,017,599097,2026-10-14,2026-10-14,P,A,MAKER_ID_101,2026-10-14,CHECKER_ID_1,2026-10-14,REV_MAKER_ID,2026-10-14,REV_CHECKER_,2026-10-14,512448,473605,55,P,P,I,2026-10-14,S,C,L
100000001018,018,718876,2026-10-15,2026-10-15,P,A,MAKER_ID_101,2026-10-15,CHECKER_ID_1,2026-10-15,REV_MAKER_ID,2026-10-15,REV_CHECKER_,2026-10-15,716098,938430,29,P,P,I,2026-10-15,S,C,L
100000001019,019,503072,2026-10-16,2026-10-16,P,A,MAKER_ID_101,2026-10-16,CHECKER_ID_1,2026-10-16,REV_MAKER_ID,2026-10-16,REV_CHECKER_,2026-10-16,435599,611612,10,P,P,I,2026-10-16,S,C,L
100000001020,020,143569,2026-10-17,2026-10-17,P,A,MAKER_ID_102,2026-10-17,CHECKER_ID_1,2026-10-17,REV_MAKER_ID,2026-10-17,REV_CHECKER_,2026-10-17,366179,275455,87,P,P,I,2026-10-17,S,C,L
100000001021,021,224020,2026-10-18,2026-10-18,P,A,MAKER_ID_102,2026-10-18,CHECKER_ID_1,2026-10-18,REV_MAKER_ID,2026-10-18,REV_CHECKER_,2026-10-18,948732,129646,83,P,P,I,2026-10-18,S,C,L
100000001022,022,508934,2026-10-19,2026-10-19,P,A,MAKER_ID_102,2026-10-19,CHECKER_ID_1,2026-10-19,REV_MAKER_ID,2026-10-19,REV_CHECKER_,2026-10-19,992820,900269,2,P,P,I,2026-10-19,S,C,L
100000001023,023,576196,2026-10-20,2026-10-20,P,A,MAKER_ID_102,2026-10-20,CHECKER_ID_1,2026-10-20,REV_MAKER_ID,2026-10-20,REV_CHECKER_,2026-10-20,925631,198015,20,P,P,I,2026-10-20,S,C,L
100000001024,024,250941,2026-10-21,2026-10-21,P,A,MAKER_ID_102,2026-10-21,CHECKER_ID_1,2026-10-21,REV_MAKER_ID,2026-10-21,REV_CHECKER_,2026-10-21,363962,889443,13,P,P,I,2026-10-21,S,C,L
100000001025,025,828911,2026-10-22,2026-10-22,P,A,MAKER_ID_102,2026-10-22,CHECKER_ID_1,2026-10-22,REV_MAKER_ID,2026-10-22,REV_CHECKER_,2026-10-22,909373,260536,28,P,P,I,2026-10-22,S,C,L
100000001026,001,965050,2026-10-23,2026-10-23,P,A,MAKER_ID_102,2026-10-23,CHECKER_ID_1,2026-10-23,REV_MAKER_ID,2026-10-23,REV_CHECKER_,2026-10-23,520398,523581,57,P,P,I,2026-10-23,S,C,L
100000001027,002,411006,2026-10-24,2026-10-24,P,A,MAKER_ID_102,2026-10-24,CHECKER_ID_1,2026-10-24,REV_MAKER_ID,2026-10-24,REV_CHECKER_,2026-10-24,822894,150603,23,P,P,I,2026-10-24,S,C,L
100000001028,003,776449,2026-10-25,2026-10-25,P,A,MAKER_ID_102,2026-10-25,CHECKER_ID_1,2026-10-25,REV_MAKER_ID,2026-10-25,REV_CHECKER_,2026-10-25,178315,284394,91,P,P,I,2026-10-25,S,C,L
100000001029,004,636641,2026-10-26,2026-10-26,P,A,MAKER_ID_102,2026-10-26,CHECKER_ID_1,2026-10-26,REV_MAKER_ID,2026-10-26,REV_CHECKER_,2026-10-26,787905,359605,70,P,P,I,2026-10-26,S,C,L
100000001030,005,259023,2026-10-27,2026-10-27,P,A,MAKER_ID_103,2026-10-27,CHECKER_ID_1,2026-10-27,REV_MAKER_ID,2026-10-27,REV_CHECKER_,2026-10-27,640290,5684,40,P,P,I,2026-10-27,S,C,L
100000001031,006,761685,2026-10-28,2026-10-28,P,A,MAKER_ID_103,2026-10-28,CHECKER_ID_1,2026-10-28,REV_MAKER_ID,2026-10-28,REV_CHECKER_,2026-10-28,484624,173290,73,P,P,I,2026-10-28,S,C,L
100000001032,007,591645,2026-10-29,2026-10-29,P,A,MAKER_ID_103,2026-10-29,CHECKER_ID_1,2026-10-29,REV_MAKER_ID,2026-10-29,REV_CHECKER_,2026-10-29,184201,56526,12,P,P,I,2026-10-29,S,C,L
100000001033,008,800998,2026-10-30,2026-10-30,P,A,MAKER_ID_103,2026-10-30,CHECKER_ID_1,2026-10-30,REV_MAKER_ID,2026-10-30,REV_CHECKER_,2026-10-30,64402,295143,71,P,P,I,2026-10-30,S,C,L
100000001034,009,134032,2026-10-31,2026-10-31,P,A,MAKER_ID_103,2026-10-31,CHECKER_ID_1,2026-10-31,REV_MAKER_ID,2026-10-31,REV_CHECKER_,2026-10-31,823614,923136,95,P,P,I,2026-10-31,S,C,L
100000001035,010,578874,2026-11-01,2026-11-01,P,A,MAKER_ID_103,2026-11-01,CHECKER_ID_1,2026-11-01,REV_MAKER_ID,2026-11-01,REV_CHECKER_,2026-11-01,23731,296490,63,P,P,I,2026-11-01,S,C,L
100000001036,011,649899,2026-11-02,2026-11-02,P,U,MAKER_ID_103,2026-11-02,CHECKER_ID_1,2026-11-02,REV_MAKER_ID,2026-11-02,REV_CHECKER_,2026-11-02,26205,833117,93,P,P,I,2026-11-02,S,C,L
100000001037,012,720675,2026-11-03,2026-11-03,P,A,MAKER_ID_103,2026-11-03,CHECKER_ID_1,2026-11-03,REV_MAKER_ID,2026-11-03,REV_CHECKER_,2026-11-03,374103,277458,63,P,P,I,2026-11-03,S,C,L
100000001038,013,892614,2026-11-04,2026-11-04,P,A,MAKER_ID_103,2026-11-04,CHECKER_ID_1,2026-11-04,REV_MAKER_ID,2026-11-04,REV_CHECKER_,2026-11-04,306365,782948,0,P,P,I,2026-11-04,S,C,L
100000001039,014,7701,2026-11-05,2026-11-05,P,A,MAKER_ID_103,2026-11-05,CHECKER_ID_1,2026-11-05,REV_MAKER_ID,2026-11-05,REV_CHECKER_,2026-11-05,776958,940477,2,P,P,I,2026-11-05,S,C,L
100000001040,015,719901,2026-11-06,2026-11-06,P,A,MAKER_ID_104,2026-11-06,CHECKER_ID_1,2026-11-06,REV_MAKER_ID,2026-11-06,REV_CHECKER_,2026-11-06,546604,837147,69,P,P,I,2026-11-06,S,C,L
100000001041,016,780880,2026-11-07,2026-11-07,P,A,MAKER_ID_104,2026-11-07,CHECKER_ID_1,2026-11-07,REV_MAKER_ID,2026-11-07,REV_CHECKER_,2026-11-07,79700,45182,51,P,P,I,2026-11-07,S,C,L
100000001042,017,960017,2026-11-08,2026-11-08,P,A,MAKER_ID_104,2026-11-08,CHECKER_ID_1,2026-11-08,REV_MAKER_ID,2026-11-08,REV_CHECKER_,2026-11-08,470860,69100,50,P,P,I,2026-11-08,S,C,L
100000001043,018,837685,2026-11-09,2026-11-09,P,A,MAKER_ID_104,2026-11-09,CHECKER_ID_1,2026-11-09,REV_MAKER_ID,2026-11-09,REV_CHECKER_,2026-11-09,971649,378912,62,P,P,I,2026-11-09,S,C,L
100000001044,019,857324,2026-11-10,2026-11-10,P,A,MAKER_ID_104,2026-11-10,CHECKER_ID_1,2026-11-10,REV_MAKER_ID,2026-11-10,REV_CHECKER_,2026-11-10,955657,56678,15,P,P,I,2026-11-10,S,C,L
100000001045,020,604698,2026-11-11,2026-11-11,P,A,MAKER_ID_104,2026-11-11,CHECKER_ID_1,2026-11-11,REV_MAKER_ID,2026-11-11,REV_CHECKER_,2026-11-11,615357,500315,57,P,P,I,2026-11-11,S,C,L
100000001046,021,9149,2026-11-12,2026-11-12,P,A,MAKER_ID_104,2026-11-12,CHECKER_ID_1,2026-11-12,REV_MAKER_ID,2026-11-12,REV_CHECKER_,2026-11-12,766512,182653,0,P,P,I,2026-11-12,S,C,L
100000001047,022,612802,2026-11-13,2026-11-13,P,A,MAKER_ID_104,2026-11-13,CHECKER_ID_1,2026-11-13,REV_MAKER_ID,2026-11-13,REV_CHECKER_,2026-11-13,940633,386636,27,P,P,I,2026-11-13,S,C,L
100000001048,023,135074,2026-11-14,2026-11-14,P,A,MAKER_ID_104,2026-11-14,CHECKER_ID_1,2026-11-14,REV_MAKER_ID,2026-11-14,REV_CHECKER_,2026-11-14,712653,290261,58,P,P,I,2026-11-14,S,C,L
100000001049,024,98305,2026-11-15,2026-11-15,P,A,MAKER_ID_104,2026-11-15,CHECKER_ID_1,2026-11-15,REV_MAKER_ID,2026-11-15,REV_CHECKER_,2026-11-15,278489,420641,97,P,P,I,2026-11-15,S,C,L
100000001050,025,766933,2026-11-16,2026-11-16,P,A,MAKER_ID_105,2026-11-16,CHECKER_ID_1,2026-11-16,REV_MAKER_ID,2026-11-16,REV_CHECKER_,2026-11-16,79987,253384,48,P,P,I,2026-11-16,S,C,L
100000001051,001,437694,2026-11-17,2026-11-17,P,A,MAKER_ID_105,2026-11-17,CHECKER_ID_1,2026-11-17,REV_MAKER_ID,2026-11-17,REV_CHECKER_,2026-11-17,164342,506788,58,P,P,I,2026-11-17,S,C,L
100000001052,002,338993,2026-11-18,2026-11-18,P,A,MAKER_ID_105,2026-11-18,CHECKER_ID_1,2026-11-18,REV_MAKER_ID,2026-11-18,REV_CHECKER_,2026-11-18,689427,471737,44,P,P,I,2026-11-18,S,C,L
100000001053,003,191913,2026-11-19,2026-11-19,P,A,MAKER_ID_105,2026-11-19,CHECKER_ID_1,2026-11-19,REV_MAKER_ID,2026-11-19,REV_CHECKER_,2026-11-19,616641,225646,1,P,P,I,2026-11-19,S,C,L
100000001054,004,501002,2026-11-20,2026-11-20,P,A,MAKER_ID_105,2026-11-20,CHECKER_ID_1,2026-11-20,REV_MAKER_ID,2026-11-20,REV_CHECKER_,2026-11-20,522211,744103,86,P,P,I,2026-11-20,S,C,L
100000001055,005,22082,2026-11-21,2026-11-21,P,A,MAKER_ID_105,2026-11-21,CHECKER_ID_1,2026-11-21,REV_MAKER_ID,2026-11-21,REV_CHECKER_,2026-11-21,34198,749,43,P,P,I,2026-11-21,S,C,L
100000001056,006,740023,2026-11-22,2026-11-22,P,A,MAKER_ID_105,2026-11-22,CHECKER_ID_1,2026-11-22,REV_MAKER_ID,2026-11-22,REV_CHECKER_,2026-11-22,336286,527125,77,P,P,I,2026-11-22,S,C,L
100000001057,007,163220,2026-11-23,2026-11-23,P,A,MAKER_ID_105,2026-11-23,CHECKER_ID_1,2026-11-23,REV_MAKER_ID,2026-11-23,REV_CHECKER_,2026-11-23,642632,590968,48,P,P,I,2026-11-23,S,C,L
100000001058,008,491587,2026-11-24,2026-11-24,P,A,MAKER_ID_105,2026-11-24,CHECKER_ID_1,2026-11-24,REV_MAKER_ID,2026-11-24,REV_CHECKER_,2026-11-24,639237,725840,82,P,P,I,2026-11-24,S,C,L
100000001059,009,63660,2026-11-25,2026-11-25,P,U,MAKER_ID_105,2026-11-25,CHECKER_ID_1,2026-11-25,REV_MAKER_ID,2026-11-25,REV_CHECKER_,2026-11-25,20115,898258,80,P,P,I,2026-11-25,S,C,L
100000001060,010,37971,2026-11-26,2026-11-26,P,A,MAKER_ID_106,2026-11-26,CHECKER_ID_1,2026-11-26,REV_MAKER_ID,2026-11-26,REV_CHECKER_,2026-11-26,776598,941952,91,P,P,I,2026-11-26,S,C,L
100000001061,011,901624,2026-11-27,2026-11-27,P,A,MAKER_ID_106,2026-11-27,CHECKER_ID_1,2026-11-27,REV_MAKER_ID,2026-11-27,REV_CHECKER_,2026-11-27,163440,637242,17,P,P,I,2026-11-27,S,C,L
100000001062,012,875436,2026-11-28,2026-11-28,P,A,MAKER_ID_106,2026-11-28,CHECKER_ID_1,2026-11-28,REV_MAKER_ID,2026-11-28,REV_CHECKER_,2026-11-28,643281,564812,71,P,P,I,2026-11-28,S,C,L
100000001063,013,942169,2026-11-29,2026-11-29,P,A,MAKER_ID_106,2026-11-29,CHECKER_ID_1,2026-11-29,REV_MAKER_ID,2026-11-29,REV_CHECKER_,2026-11-29,311565,424805,88,P,P,I,2026-11-29,S,C,L
100000001064,014,366113,2026-11-30,2026-11-30,P,A,MAKER_ID_106,2026-11-30,CHECKER_ID_1,2026-11-30,REV_MAKER_ID,2026-11-30,REV_CHECKER_,2026-11-30,857908,43956,6,P,P,I,2026-11-30,S,C,L
100000001065,015,643542,2026-12-01,2026-12-01,P,A,MAKER_ID_106,2026-12-01,CHECKER_ID_1,2026-12-01,REV_MAKER_ID,2026-12-01,REV_CHECKER_,2026-12-01,855650,126594,86,P,P,I,2026-12-01,S,C,L
100000001066,016,870227,2026-12-02,2026-12-02,P,A,MAKER_ID_106,2026-12-02,CHECKER_ID_1,2026-12-02,REV_MAKER_ID,2026-12-02,REV_CHECKER_,2026-12-02,251192,232585,21,P,P,I,2026-12-02,S,C,L
100000001067,017,452305,2026-12-03,2026-12-03,P,A,MAKER_ID_106,2026-12-03,CHECKER_ID_1,2026-12-03,REV_MAKER_ID,2026-12-03,REV_CHECKER_,2026-12-03,374579,970868,90,P,P,I,2026-12-03,S,C,L
100000001068,018,75185,2026-12-04,2026-12-04,P,A,MAKER_ID_106,2026-12-04,CHECKER_ID_1,2026-12-04,REV_MAKER_ID,2026-12-04,REV_CHECKER_,2026-12-04,657984,738024,50,P,P,I,2026-12-04,S,C,L
100000001069,019,67906,2026-12-05,2026-12-05,P,A,MAKER_ID_106,2026-12-05,CHECKER_ID_1,2026-12-05,REV_MAKER_ID,2026-12-05,REV_CHECKER_,2026-12-05,378842,89214,40,P,P,I,2026-12-05,S,C,L
100000001070,020,91701,2026-12-06,2026-12-06,P,A,MAKER_ID_107,2026-12-06,CHECKER_ID_1,2026-12-06,REV_MAKER_ID,2026-12-06,REV_CHECKER_,2026-12-06,669608,739512,47,P,P,I,2026-12-06,S,C,L
100000001071,021,862991,2026-12-07,2026-12-07,P,A,MAKER_ID_107,2026-12-07,CHECKER_ID_1,2026-12-07,REV_MAKER_ID,2026-12-07,REV_CHECKER_,2026-12-07,658013,444171,5,P,P,I,2026-12-07,S,C,L
100000001072,022,676323,2026-12-08,2026-12-08,P,A,MAKER_ID_107,2026-12-08,CHECKER_ID_1,2026-12-08,REV_MAKER_ID,2026-12-08,REV_CHECKER_,2026-12-08,40293,570343,99,P,P,I,2026-12-08,S,C,L
100000001073,023,528000,2026-12-09,2026-12-09,P,A,MAKER_ID_107,2026-12-09,CHECKER_ID_1,2026-12-09,REV_MAKER_ID,2026-12-09,REV_CHECKER_,2026-12-09,200244,890880,75,P,P,I,2026-12-09,S,C,L
100000001074,024,64271,2026-12-10,2026-12-10,P,A,MAKER_ID_107,2026-12-10,CHECKER_ID_1,2026-12-10,REV_MAKER_ID,2026-12-10,REV_CHECKER_,2026-12-10,826452,468765,57,P,P,I,2026-12-10,S,C,L
100000001075,025,296011,2026-12-11,2026-12-11,P,A,MAKER_ID_107,2026-12-11,CHECKER_ID_1,2026-12-11,REV_MAKER_ID,2026-12-11,REV_CHECKER_,2026-12-11,671706,199018,18,P,P,I,2026-12-11,S,C,L
100000001076,001,661968,2026-12-12,2026-12-12,P,A,MAKER_ID_107,2026-12-12,CHECKER_ID_1,2026-12-12,REV_MAKER_ID,2026-12-12,REV_CHECKER_,2026-12-12,66959,408091,4,P,P,I,2026-12-12,S,C,L
100000001077,002,765874,2026-12-13,2026-12-13,P,A,MAKER_ID_107,2026-12-13,CHECKER_ID_1,2026-12-13,REV_MAKER_ID,2026-12-13,REV_CHECKER_,2026-12-13,62179,917374,5,P,P,I,2026-12-13,S,C,L
100000001078,003,898030,2026-12-14,2026-12-14,P,A,MAKER_ID_107,2026-12-14,CHECKER_ID_1,2026-12-14,REV_MAKER_ID,2026-12-14,REV_CHECKER_,2026-12-14,932155,943680,88,P,P,I,2026-12-14,S,C,L
100000001079,004,585605,2026-12-15,2026-12-15,P,A,MAKER_ID_107,2026-12-15,CHECKER_ID_1,2026-12-15,REV_MAKER_ID,2026-12-15,REV_CHECKER_,2026-12-15,775508,95147,78,P,P,I,2026-12-15,S,C,L
