BRN,ACC,CCY,VERSION_NO,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,CREATION_DT,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_EVENT_SEQ_NO,TENOR,NEXT_RATE_CHANGE_DT,INPUT_TAX_AMT,TD_MATURITY_AMT,TD_INT_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,XREF,TD_PRN_AMT_READJ_CCY,TD_INT_AMT,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,TXN_ID
008,100000000783,EUR,559,P,5464.900,OFF,100000000783,TRN000000000783,2026-02-22,2026-02-22,TD_DEPOSITER,Td Depositer Name 783,TD_CERT_COLL,Td Cert Collector Name 783,TD_WITHDRAWE,Td Withdrawer Name 783,2026-02-22,E,J,JOINT_HOLDER,2026-02-22,PAY,100000000783,EUR,RA,RO,100000000783,INT,EUR,A,G,G,ADVICE_MEDIA_78,EMAIL_783,CU,D,A,A,REASON_CODE_783,2789,5324,2026-02-22,15848.000,956.700,19889.7000,4649.1000,XREF_783,4760.2000,10399.600,5534.4000,A,788393,3.28000,2026-02-22,946003,453623,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-02-22,008,MAI,MAI,MAI,CMA,0.8700,COMME,008,187080,608743,BAE,AUTHORIZE,VAL,M,DESTI,CUST000783,CUST000783,OPERATION_KEY_7,D,D,B,2.48000,3.23000,A,RATE_CODE_,3.33000,M,RETN_,RETN_,739035.00000,487487.00000,5358.9000,NAT,TXN0000000000000783
009,100000000784,BRL,5296,P,17479.700,OFF,100000000784,TRN000000000784,2026-02-23,2026-02-23,TD_DEPOSITER,Td Depositer Name 784,TD_CERT_COLL,Td Cert Collector Name 784,TD_WITHDRAWE,Td Withdrawer Name 784,2026-02-23,E,J,JOINT_HOLDER,2026-02-23,PAY,100000000784,BRL,RA,RO,100000000784,INT,BRL,A,G,G,ADVICE_MEDIA_78,EMAIL_784,CU,D,A,A,REASON_CODE_784,1551,7265,2026-02-23,23902.400,22567.700,1195.5000,22122.7000,XREF_784,14996.7000,22668.400,4745.2000,A,216164,0.81000,2026-02-23,50671,324158,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-02-23,009,MAI,MAI,MAI,CMA,3.5600,COMME,009,548186,705303,BAE,AUTHORIZE,VAL,M,DESTI,CUST000784,CUST000784,OPERATION_KEY_7,D,D,B,3.82000,1.83000,A,RATE_CODE_,1.32000,M,RETN_,RETN_,592735.00000,176540.00000,8027.9000,NAT,TXN0000000000000784
010,100000000785,USD,1435,P,12651.200,OFF,100000000785,TRN000000000785,2026-02-24,2026-02-24,TD_DEPOSITER,Td Depositer Name 785,TD_CERT_COLL,Td Cert Collector Name 785,TD_WITHDRAWE,Td Withdrawer Name 785,2026-02-24,E,J,JOINT_HOLDER,2026-02-24,PAY,100000000785,USD,RA,RO,100000000785,INT,USD,A,G,G,ADVICE_MEDIA_78,EMAIL_785,CU,D,A,A,REASON_CODE_785,4865,4104,2026-02-24,841.400,2400.000,16272.9000,902.8000,XREF_785,15180.9000,16293.300,13916.5000,A,953520,3.81000,2026-02-24,865369,665934,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-02-24,010,MAI,MAI,MAI,CMA,2.4100,COMME,010,272418,953414,BAE,AUTHORIZE,VAL,M,DESTI,CUST000785,CUST000785,OPERATION_KEY_7,D,D,B,1.36000,4.42000,A,RATE_CODE_,3.09000,M,RETN_,RETN_,748476.00000,204704.00000,16881.1000,NAT,TXN0000000000000785
011,100000000786,PEN,2452,P,20933.900,OFF,100000000786,TRN000000000786,2026-02-25,2026-02-25,TD_DEPOSITER,Td Depositer Name 786,TD_CERT_COLL,Td Cert Collector Name 786,TD_WITHDRAWE,Td Withdrawer Name 786,2026-02-25,E,J,JOINT_HOLDER,2026-02-25,PAY,100000000786,PEN,RA,RO,100000000786,INT,PEN,A,G,G,ADVICE_MEDIA_78,EMAIL_786,CU,D,A,A,REASON_CODE_786,9310,4051,2026-02-25,18940.200,5806.300,16101.3000,6693.0000,XREF_786,16770.8000,4546.000,23168.3000,A,648660,3.05000,2026-02-25,867517,646463,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-02-25,011,MAI,MAI,MAI,CMA,1.1900,COMME,011,384967,183048,BAE,AUTHORIZE,VAL,M,DESTI,CUST000786,CUST000786,OPERATION_KEY_7,D,D,B,3.72000,1.76000,A,RATE_CODE_,1.94000,M,RETN_,RETN_,42784.00000,764351.00000,1376.7000,NAT,TXN0000000000000786
012,100000000787,EUR,1243,P,12492.500,OFF,100000000787,TRN000000000787,2026-02-26,2026-02-26,TD_DEPOSITER,Td Depositer Name 787,TD_CERT_COLL,Td Cert Collector Name 787,TD_WITHDRAWE,Td Withdrawer Name 787,2026-02-26,E,J,JOINT_HOLDER,2026-02-26,PAY,100000000787,EUR,RA,RO,100000000787,INT,EUR,A,G,G,ADVICE_MEDIA_78,EMAIL_787,CU,D,A,A,REASON_CODE_787,5357,1624,2026-02-26,6713.600,303.400,11470.6000,2169.1000,XREF_787,337.1000,7650.400,2185.3000,A,52279,1.18000,2026-02-26,765742,888972,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-02-26,012,MAI,MAI,MAI,CMA,3.8100,COMME,012,199526,989183,BAE,AUTHORIZE,VAL,M,DESTI,CUST000787,CUST000787,OPERATION_KEY_7,D,D,B,0.99000,3.05000,A,RATE_CODE_,1.03000,M,RETN_,RETN_,349693.00000,4804.00000,8694.2000,NAT,TXN0000000000000787
013,100000000788,BRL,6889,P,16872.100,OFF,100000000788,TRN000000000788,2026-02-27,2026-02-27,TD_DEPOSITER,Td Depositer Name 788,TD_CERT_COLL,Td Cert Collector Name 788,TD_WITHDRAWE,Td Withdrawer Name 788,2026-02-27,E,J,JOINT_HOLDER,2026-02-27,PAY,100000000788,BRL,RA,RO,100000000788,INT,BRL,A,G,G,ADVICE_MEDIA_78,EMAIL_788,CU,D,A,A,REASON_CODE_788,9435,3681,2026-02-27,15382.400,12703.800,5684.9000,13786.4000,XREF_788,21278.6000,6467.900,10982.3000,A,200415,2.23000,2026-02-27,313878,54722,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-02-27,013,MAI,MAI,MAI,CMA,1.6900,COMME,013,200134,956013,BAE,AUTHORIZE,VAL,M,DESTI,CUST000788,CUST000788,OPERATION_KEY_7,D,D,B,1.70000,1.74000,A,RATE_CODE_,1.44000,M,RETN_,RETN_,880052.00000,233602.00000,23874.8000,NAT,TXN0000000000000788
014,100000000789,USD,1092,P,21341.400,OFF,100000000789,TRN000000000789,2026-02-28,2026-02-28,TD_DEPOSITER,Td Depositer Name 789,TD_CERT_COLL,Td Cert Collector Name 789,TD_WITHDRAWE,Td Withdrawer Name 789,2026-02-28,E,J,JOINT_HOLDER,2026-02-28,PAY,100000000789,USD,RA,RO,100000000789,INT,USD,A,G,G,ADVICE_MEDIA_78,EMAIL_789,CU,D,A,A,REASON_CODE_789,5614,1489,2026-02-28,15912.400,13721.900,18146.1000,12451.8000,XREF_789,23528.0000,7375.700,6318.2000,A,704289,3.00000,2026-02-28,724489,478099,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-02-28,014,MAI,MAI,MAI,CMA,1.8600,COMME,014,52222,517538,BAE,AUTHORIZE,VAL,M,DESTI,CUST000789,CUST000789,OPERATION_KEY_7,D,D,B,2.19000,3.56000,A,RATE_CODE_,2.82000,M,RETN_,RETN_,728795.00000,725800.00000,6952.0000,NAT,TXN0000000000000789
015,100000000790,PEN,4558,P,6759.000,OFF,100000000790,TRN000000000790,2026-03-01,2026-03-01,TD_DEPOSITER,Td Depositer Name 790,TD_CERT_COLL,Td Cert Collector Name 790,TD_WITHDRAWE,Td Withdrawer Name 790,2026-03-01,E,J,JOINT_HOLDER,2026-03-01,PAY,100000000790,PEN,RA,RO,100000000790,INT,PEN,A,G,G,ADVICE_MEDIA_79,EMAIL_790,CU,D,A,A,REASON_CODE_790,3952,1915,2026-03-01,4069.000,6135.800,8805.1000,5953.3000,XREF_790,2256.5000,18142.600,11434.0000,A,336381,2.76000,2026-03-01,504125,780498,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-03-01,015,MAI,MAI,MAI,CMA,2.7600,COMME,015,53771,173239,BAE,AUTHORIZE,VAL,M,DESTI,CUST000790,CUST000790,OPERATION_KEY_7,D,D,B,4.45000,2.68000,A,RATE_CODE_,1.14000,M,RETN_,RETN_,308488.00000,292569.00000,5895.7000,NAT,TXN0000000000000790
016,100000000791,EUR,8688,P,3848.100,OFF,100000000791,TRN000000000791,2026-03-02,2026-03-02,TD_DEPOSITER,Td Depositer Name 791,TD_CERT_COLL,Td Cert Collector Name 791,TD_WITHDRAWE,Td Withdrawer Name 791,2026-03-02,E,J,JOINT_HOLDER,2026-03-02,PAY,100000000791,EUR,RA,RO,100000000791,INT,EUR,A,G,G,ADVICE_MEDIA_79,EMAIL_791,CU,D,A,A,REASON_CODE_791,8418,3139,2026-03-02,13061.800,7117.200,23529.4000,13948.6000,XREF_791,5407.3000,14543.300,4360.2000,A,473308,0.89000,2026-03-02,125920,34076,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-03-02,016,MAI,MAI,MAI,CMA,4.0000,COMME,016,949936,282252,BAE,AUTHORIZE,VAL,M,DESTI,CUST000791,CUST000791,OPERATION_KEY_7,D,D,B,3.90000,3.04000,A,RATE_CODE_,1.86000,M,RETN_,RETN_,147551.00000,385017.00000,15658.8000,NAT,TXN0000000000000791
017,100000000792,BRL,4307,P,23062.200,OFF,100000000792,TRN000000000792,2026-03-03,2026-03-03,TD_DEPOSITER,Td Depositer Name 792,TD_CERT_COLL,Td Cert Collector Name 792,TD_WITHDRAWE,Td Withdrawer Name 792,2026-03-03,E,J,JOINT_HOLDER,2026-03-03,PAY,100000000792,BRL,RA,RO,100000000792,INT,BRL,A,G,G,ADVICE_MEDIA_79,EMAIL_792,CU,D,A,A,REASON_CODE_792,52,7922,2026-03-03,19548.700,11476.000,260.5000,23943.1000,XREF_792,17923.7000,3025.800,15139.8000,A,512238,2.07000,2026-03-03,72139,451362,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-03-03,017,MAI,MAI,MAI,CMA,3.6000,COMME,017,842734,688820,BAE,AUTHORIZE,VAL,M,DESTI,CUST000792,CUST000792,OPERATION_KEY_7,D,D,B,4.50000,2.87000,A,RATE_CODE_,3.78000,M,RETN_,RETN_,260103.00000,550971.00000,21899.2000,NAT,TXN0000000000000792
018,100000000793,USD,4020,P,18300.600,OFF,100000000793,TRN000000000793,2026-03-04,2026-03-04,TD_DEPOSITER,Td Depositer Name 793,TD_CERT_COLL,Td Cert Collector Name 793,TD_WITHDRAWE,Td Withdrawer Name 793,2026-03-04,E,J,JOINT_HOLDER,2026-03-04,PAY,100000000793,USD,RA,RO,100000000793,INT,USD,A,G,G,ADVICE_MEDIA_79,EMAIL_793,CU,D,A,A,REASON_CODE_793,1145,6249,2026-03-04,12835.300,3866.000,21014.7000,21397.8000,XREF_793,7360.3000,2043.100,10019.6000,A,483391,3.51000,2026-03-04,858268,45386,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-03-04,018,MAI,MAI,MAI,CMA,3.0600,COMME,018,668197,438899,BAE,AUTHORIZE,VAL,M,DESTI,CUST000793,CUST000793,OPERATION_KEY_7,D,D,B,4.32000,2.43000,A,RATE_CODE_,3.33000,M,RETN_,RETN_,811893.00000,458675.00000,7600.6000,NAT,TXN0000000000000793
019,100000000794,PEN,3728,P,2632.200,OFF,100000000794,TRN000000000794,2026-03-05,2026-03-05,TD_DEPOSITER,Td Depositer Name 794,TD_CERT_COLL,Td Cert Collector Name 794,TD_WITHDRAWE,Td Withdrawer Name 794,2026-03-05,E,J,JOINT_HOLDER,2026-03-05,PAY,100000000794,PEN,RA,RO,100000000794,INT,PEN,A,G,G,ADVICE_MEDIA_79,EMAIL_794,CU,D,A,A,REASON_CODE_794,8005,6619,2026-03-05,24429.600,9211.800,16448.5000,11750.3000,XREF_794,23179.8000,11480.700,13234.1000,A,116231,2.09000,2026-03-05,776481,483976,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-03-05,019,MAI,MAI,MAI,CMA,1.7000,COMME,019,926739,857422,BAE,AUTHORIZE,VAL,M,DESTI,CUST000794,CUST000794,OPERATION_KEY_7,D,D,B,1.07000,2.22000,A,RATE_CODE_,1.98000,M,RETN_,RETN_,799699.00000,345764.00000,5210.8000,NAT,TXN0000000000000794
020,100000000795,EUR,6782,P,15891.200,OFF,100000000795,TRN000000000795,2026-03-06,2026-03-06,TD_DEPOSITER,Td Depositer Name 795,TD_CERT_COLL,Td Cert Collector Name 795,TD_WITHDRAWE,Td Withdrawer Name 795,2026-03-06,E,J,JOINT_HOLDER,2026-03-06,PAY,100000000795,EUR,RA,RO,100000000795,INT,EUR,A,G,G,ADVICE_MEDIA_79,EMAIL_795,CU,D,A,A,REASON_CODE_795,588,3034,2026-03-06,21996.700,11204.000,8625.4000,9376.0000,XREF_795,9862.7000,5024.000,17484.5000,A,277148,2.56000,2026-03-06,940049,893908,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-03-06,020,MAI,MAI,MAI,CMA,0.8900,COMME,020,113879,322699,BAE,AUTHORIZE,VAL,M,DESTI,CUST000795,CUST000795,OPERATION_KEY_7,D,D,B,1.56000,0.91000,A,RATE_CODE_,4.07000,M,RETN_,RETN_,18913.00000,724368.00000,20224.7000,NAT,TXN0000000000000795
021,100000000796,BRL,8957,P,15908.100,OFF,100000000796,TRN000000000796,2026-03-07,2026-03-07,TD_DEPOSITER,Td Depositer Name 796,TD_CERT_COLL,Td Cert Collector Name 796,TD_WITHDRAWE,Td Withdrawer Name 796,2026-03-07,E,J,JOINT_HOLDER,2026-03-07,PAY,100000000796,BRL,RA,RO,100000000796,INT,BRL,A,G,G,ADVICE_MEDIA_79,EMAIL_796,CU,D,A,A,REASON_CODE_796,5397,8268,2026-03-07,5121.800,18251.300,17031.0000,7478.5000,XREF_796,11861.6000,7836.200,10670.5000,A,588301,3.41000,2026-03-07,879572,211039,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-03-07,021,MAI,MAI,MAI,CMA,3.7600,COMME,021,452052,824432,BAE,AUTHORIZE,VAL,M,DESTI,CUST000796,CUST000796,OPERATION_KEY_7,D,D,B,2.65000,3.02000,A,RATE_CODE_,3.86000,M,RETN_,RETN_,623831.00000,884819.00000,3192.5000,NAT,TXN0000000000000796
022,100000000797,USD,6860,P,19176.400,OFF,100000000797,TRN000000000797,2026-03-08,2026-03-08,TD_DEPOSITER,Td Depositer Name 797,TD_CERT_COLL,Td Cert Collector Name 797,TD_WITHDRAWE,Td Withdrawer Name 797,2026-03-08,E,J,JOINT_HOLDER,2026-03-08,PAY,100000000797,USD,RA,RO,100000000797,INT,USD,A,G,G,ADVICE_MEDIA_79,EMAIL_797,CU,D,A,A,REASON_CODE_797,6097,3975,2026-03-08,9748.700,1704.600,24799.2000,3204.0000,XREF_797,19920.0000,11026.400,19028.3000,A,964559,1.90000,2026-03-08,753160,350847,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-03-08,022,MAI,MAI,MAI,CMA,1.2400,COMME,022,275947,721900,BAE,AUTHORIZE,VAL,M,DESTI,CUST000797,CUST000797,OPERATION_KEY_7,D,D,B,2.01000,2.56000,A,RATE_CODE_,2.03000,M,RETN_,RETN_,139319.00000,154391.00000,17961.1000,NAT,TXN0000000000000797
023,100000000798,PEN,464,P,14472.700,OFF,100000000798,TRN000000000798,2026-03-09,2026-03-09,TD_DEPOSITER,Td Depositer Name 798,TD_CERT_COLL,Td Cert Collector Name 798,TD_WITHDRAWE,Td Withdrawer Name 798,2026-03-09,E,J,JOINT_HOLDER,2026-03-09,PAY,100000000798,PEN,RA,RO,100000000798,INT,PEN,A,G,G,ADVICE_MEDIA_79,EMAIL_798,CU,D,A,A,REASON_CODE_798,4712,601,2026-03-09,23427.200,5751.300,10196.9000,21847.9000,XREF_798,1944.4000,21346.600,6949.9000,A,819132,1.88000,2026-03-09,876416,463000,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-03-09,023,MAI,MAI,MAI,CMA,3.1600,COMME,023,526208,838715,BAE,AUTHORIZE,VAL,M,DESTI,CUST000798,CUST000798,OPERATION_KEY_7,D,D,B,3.38000,2.12000,A,RATE_CODE_,1.76000,M,RETN_,RETN_,797045.00000,752454.00000,7261.5000,NAT,TXN0000000000000798
024,100000000799,EUR,9029,P,11847.500,OFF,100000000799,TRN000000000799,2026-03-10,2026-03-10,TD_DEPOSITER,Td Depositer Name 799,TD_CERT_COLL,Td Cert Collector Name 799,TD_WITHDRAWE,Td Withdrawer Name 799,2026-03-10,E,J,JOINT_HOLDER,2026-03-10,PAY,100000000799,EUR,RA,RO,100000000799,INT,EUR,A,G,G,ADVICE_MEDIA_79,EMAIL_799,CU,D,A,A,REASON_CODE_799,510,1682,2026-03-10,11952.600,2388.800,9155.2000,22534.9000,XREF_799,8358.9000,15239.600,401.4000,A,220149,4.14000,2026-03-10,489894,732710,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-03-10,024,MAI,MAI,MAI,CMA,4.2000,COMME,024,647038,878560,BAE,AUTHORIZE,VAL,M,DESTI,CUST000799,CUST000799,OPERATION_KEY_7,D,D,B,3.48000,1.58000,A,RATE_CODE_,2.23000,M,RETN_,RETN_,793766.00000,430464.00000,503.2000,NAT,TXN0000000000000799
025,100000000800,BRL,9726,P,24958.600,OFF,100000000800,TRN000000000800,2026-03-11,2026-03-11,TD_DEPOSITER,Td Depositer Name 800,TD_CERT_COLL,Td Cert Collector Name 800,TD_WITHDRAWE,Td Withdrawer Name 800,2026-03-11,E,J,JOINT_HOLDER,2026-03-11,PAY,100000000800,BRL,RA,RO,100000000800,INT,BRL,A,G,G,ADVICE_MEDIA_80,EMAIL_800,CU,D,A,A,REASON_CODE_800,4141,9239,2026-03-11,18309.000,2779.000,24774.4000,24029.5000,XREF_800,5965.1000,21049.200,5848.1000,A,371115,1.82000,2026-03-11,596004,272816,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-03-11,025,MAI,MAI,MAI,CMA,3.3700,COMME,025,935353,140974,BAE,AUTHORIZE,VAL,M,DESTI,CUST000800,CUST000800,OPERATION_KEY_8,D,D,B,1.27000,2.42000,A,RATE_CODE_,4.41000,M,RETN_,RETN_,568732.00000,455835.00000,3372.7000,NAT,TXN0000000000000800
001,100000000801,USD,9358,P,23521.600,OFF,100000000801,TRN000000000801,2026-03-12,2026-03-12,TD_DEPOSITER,Td Depositer Name 801,TD_CERT_COLL,Td Cert Collector Name 801,TD_WITHDRAWE,Td Withdrawer Name 801,2026-03-12,E,J,JOINT_HOLDER,2026-03-12,PAY,100000000801,USD,RA,RO,100000000801,INT,USD,A,G,G,ADVICE_MEDIA_80,EMAIL_801,CU,D,A,A,REASON_CODE_801,4037,5976,2026-03-12,1700.700,15866.800,10011.7000,14434.2000,XREF_801,7806.8000,16966.200,11251.8000,A,709631,4.31000,2026-03-12,580645,173324,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-03-12,001,MAI,MAI,MAI,CMA,4.2400,COMME,001,425836,273590,BAE,AUTHORIZE,VAL,M,DESTI,CUST000001,CUST000001,OPERATION_KEY_8,D,D,B,4.45000,1.76000,A,RATE_CODE_,4.46000,M,RETN_,RETN_,221275.00000,742550.00000,3261.3000,NAT,TXN0000000000000801
002,100000000802,PEN,6447,P,22738.700,OFF,100000000802,TRN000000000802,2026-03-13,2026-03-13,TD_DEPOSITER,Td Depositer Name 802,TD_CERT_COLL,Td Cert Collector Name 802,TD_WITHDRAWE,Td Withdrawer Name 802,2026-03-13,E,J,JOINT_HOLDER,2026-03-13,PAY,100000000802,PEN,RA,RO,100000000802,INT,PEN,A,G,G,ADVICE_MEDIA_80,EMAIL_802,CU,D,A,A,REASON_CODE_802,3033,2910,2026-03-13,20100.200,16874.900,108.3000,3798.3000,XREF_802,1489.0000,13735.700,6232.2000,A,870482,1.65000,2026-03-13,676668,252253,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-03-13,002,MAI,MAI,MAI,CMA,1.0500,COMME,002,435906,644506,BAE,AUTHORIZE,VAL,M,DESTI,CUST000002,CUST000002,OPERATION_KEY_8,D,D,B,1.38000,2.76000,A,RATE_CODE_,3.62000,M,RETN_,RETN_,471876.00000,78317.00000,15537.3000,NAT,TXN0000000000000802
003,100000000803,EUR,7495,P,2739.000,OFF,100000000803,TRN000000000803,2026-03-14,2026-03-14,TD_DEPOSITER,Td Depositer Name 803,TD_CERT_COLL,Td Cert Collector Name 803,TD_WITHDRAWE,Td Withdrawer Name 803,2026-03-14,E,J,JOINT_HOLDER,2026-03-14,PAY,100000000803,EUR,RA,RO,100000000803,INT,EUR,A,G,G,ADVICE_MEDIA_80,EMAIL_803,CU,D,A,A,REASON_CODE_803,4114,8130,2026-03-14,12806.800,13405.700,3515.4000,7166.3000,XREF_803,21210.3000,7408.500,717.2000,A,516857,3.89000,2026-03-14,571173,853337,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-03-14,003,MAI,MAI,MAI,CMA,1.8900,COMME,003,326121,18630,BAE,AUTHORIZE,VAL,M,DESTI,CUST000003,CUST000003,OPERATION_KEY_8,D,D,B,3.33000,4.22000,A,RATE_CODE_,1.16000,M,RETN_,RETN_,595533.00000,3679.00000,16274.2000,NAT,TXN0000000000000803
004,100000000804,BRL,2576,P,10103.700,OFF,100000000804,TRN000000000804,2026-03-15,2026-03-15,TD_DEPOSITER,Td Depositer Name 804,TD_CERT_COLL,Td Cert Collector Name 804,TD_WITHDRAWE,Td Withdrawer Name 804,2026-03-15,E,J,JOINT_HOLDER,2026-03-15,PAY,100000000804,BRL,RA,RO,100000000804,INT,BRL,A,G,G,ADVICE_MEDIA_80,EMAIL_804,CU,D,A,A,REASON_CODE_804,9627,6668,2026-03-15,3109.200,12098.400,6591.3000,10810.2000,XREF_804,4653.2000,13181.300,11484.9000,A,375119,1.72000,2026-03-15,909538,787126,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-03-15,004,MAI,MAI,MAI,CMA,4.1600,COMME,004,258729,65594,BAE,AUTHORIZE,VAL,M,DESTI,CUST000004,CUST000004,OPERATION_KEY_8,D,D,B,3.42000,2.24000,A,RATE_CODE_,1.33000,M,RETN_,RETN_,62424.00000,214539.00000,12009.9000,NAT,TXN0000000000000804
005,100000000805,USD,6975,P,3981.300,OFF,100000000805,TRN000000000805,2026-03-16,2026-03-16,TD_DEPOSITER,Td Depositer Name 805,TD_CERT_COLL,Td Cert Collector Name 805,TD_WITHDRAWE,Td Withdrawer Name 805,2026-03-16,E,J,JOINT_HOLDER,2026-03-16,PAY,100000000805,USD,RA,RO,100000000805,INT,USD,A,G,G,ADVICE_MEDIA_80,EMAIL_805,CU,D,A,A,REASON_CODE_805,2078,4256,2026-03-16,6862.600,16978.900,1571.6000,13203.5000,XREF_805,4451.6000,12147.000,4198.2000,A,937937,2.70000,2026-03-16,161543,172306,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-03-16,005,MAI,MAI,MAI,CMA,2.1500,COMME,005,270977,818366,BAE,AUTHORIZE,VAL,M,DESTI,CUST000005,CUST000005,OPERATION_KEY_8,D,D,B,4.15000,4.31000,A,RATE_CODE_,2.99000,M,RETN_,RETN_,929070.00000,860267.00000,17351.5000,NAT,TXN0000000000000805
