BRN,ACC,CALC_ACC,BOOK_ACC,HAS_IS,INT_START_DATE,LAST_IS_DATE,ACC_TYPE,BOOK_BRN,SHOW_BV_IS,BVT_DATE,CHARGE_ACC,BOOK_CCY,CHARGE_CCY,COMBVT_DATE,VERSION_NO,AUTO_ROLLOVER,CLOSE_ON_MATURITY,MOVE_INT_TO_UNCLAIMED,MOVE_PRIC_TO_UNCLAIMED,MATURITY_DATE,PRINC_LIQ_AC,ROLLOVER_TYPE,ROLLOVER_AMT,PRINC_LIQ_BRANCH,NEXT_MATURITY_DATE,HAS_DRCR_ADV,RD_FLAG,RD_AUTO_PMNT_TAKEDOWN,RD_MOVE_MAT_TO_UNCLAIMED,RD_MOVE_FUNDS_ON_OVD,RD_TAKEDOWN_DAYS,RD_TAKEDOWN_MONTHS,RD_TAKEDOWN_YEARS,RD_PAYMENT_ACC,RD_PAYMENT_BRN,RD_PAYMENT_CCY,RD_INSTALLMENT_AMT,RD_PAY_SCHDT,OVERRIDE_AMT_BLOCK,CHG_START_DATE,CHARGE_BRN,REDIRECT_LCY_ENTRIES,PRINC_LIQ_MODE,PRINC_LIQ_CCY,ARCHIVE_DATE,REFERENCE_NO
009,100000000134,100000000134,100000000134,H,2026-05-14,2026-05-14,1,BOO,S,2026-05-14,100000000134,PEN,PEN,2026-05-14,507464,A,C,M,M,2026-05-14,PRINC_LIQ_AC_134,R,11642,009,2026-05-14,C,N,R,R,R,9,34663,73568,100000000134,RD_,PEN,16266.200,2026-05-14,O,2026-05-14,CHA,R,PRI,PEN,2026-05-14,TRN000000000134
010,100000000135,100000000135,100000000135,H,2026-05-15,2026-05-15,1,BOO,S,2026-05-15,100000000135,EUR,EUR,2026-05-15,395989,A,C,M,M,2026-05-15,PRINC_LIQ_AC_135,R,3617,010,2026-05-15,D,N,R,R,R,0,37430,21568,100000000135,RD_,EUR,13052.400,2026-05-15,O,2026-05-15,CHA,R,PRI,EUR,2026-05-15,TRN000000000135
011,100000000136,100000000136,100000000136,H,2026-05-16,2026-05-16,1,BOO,S,2026-05-16,100000000136,BRL,BRL,2026-05-16,274693,A,C,M,M,2026-05-16,PRINC_LIQ_AC_136,R,14543,011,2026-05-16,C,Y,R,R,R,0,76581,28493,100000000136,RD_,BRL,5964.500,2026-05-16,O,2026-05-16,CHA,R,PRI,BRL,2026-05-16,TRN000000000136
012,100000000137,100000000137,100000000137,H,2026-05-17,2026-05-17,1,BOO,S,2026-05-17,100000000137,USD,USD,2026-05-17,121410,A,C,M,M,2026-05-17,PRINC_LIQ_AC_137,R,775,012,2026-05-17,D,N,R,R,R,21,57793,45760,100000000137,RD_,USD,11316.900,2026-05-17,O,2026-05-17,CHA,R,PRI,USD,2026-05-17,TRN000000000137
013,100000000138,100000000138,100000000138,H,2026-05-18,2026-05-18,1,BOO,S,2026-05-18,100000000138,PEN,PEN,2026-05-18,876007,A,C,M,M,2026-05-18,PRINC_LIQ_AC_138,R,19994,013,2026-05-18,C,N,R,R,R,32,24228,41497,100000000138,RD_,PEN,279.900,2026-05-18,O,2026-05-18,CHA,R,PRI,PEN,2026-05-18,TRN000000000138
014,100000000139,100000000139,100000000139,H,2026-05-19,2026-05-19,1,BOO,S,2026-05-19,100000000139,EUR,EUR,2026-05-19,984258,A,C,M,M,2026-05-19,PRINC_LIQ_AC_139,R,22708,014,2026-05-19,D,N,R,R,R,30,64185,33361,100000000139,RD_,EUR,923.400,2026-05-19,O,2026-05-19,CHA,R,PRI,EUR,2026-05-19,TRN000000000139
015,100000000140,100000000140,100000000140,H,2026-05-20,2026-05-20,1,BOO,S,2026-05-20,100000000140,BRL,BRL,2026-05-20,805680,A,C,M,M,2026-05-20,PRINC_LIQ_AC_140,R,12158,015,2026-05-20,C,N,R,R,R,12,78898,56892,100000000140,RD_,BRL,6049.200,2026-05-20,O,2026-05-20,CHA,R,PRI,BRL,2026-05-20,TRN000000000140
016,100000000141,100000000141,100000000141,H,2026-05-21,2026-05-21,1,BOO,S,2026-05-21,100000000141,USD,USD,2026-05-21,720237,A,C,M,M,2026-05-21,PRINC_LIQ_AC_141,R,3141,016,2026-05-21,D,Y,R,R,R,25,84220,13318,100000000141,RD_,USD,18811.000,2026-05-21,O,2026-05-21,CHA,R,PRI,USD,2026-05-21,TRN000000000141
017,100000000142,100000000142,100000000142,H,2026-05-22,2026-05-22,1,BOO,S,2026-05-22,100000000142,PEN,PEN,2026-05-22,109370,A,C,M,M,2026-05-22,PRINC_LIQ_AC_142,R,2784,017,2026-05-22,C,N,R,R,R,28,71575,46384,100000000142,RD_,PEN,8543.100,2026-05-22,O,2026-05-22,CHA,R,PRI,PEN,2026-05-22,TRN000000000142
018,100000000143,100000000143,100000000143,H,2026-05-23,2026-05-23,1,BOO,S,2026-05-23,100000000143,EUR,EUR,2026-05-23,948019,A,C,M,M,2026-05-23,PRINC_LIQ_AC_143,R,19969,018,2026-05-23,D,N,R,R,R,24,34357,7313,100000000143,RD_,EUR,10607.400,2026-05-23,O,2026-05-23,CHA,R,PRI,EUR,2026-05-23,TRN000000000143
019,100000000144,100000000144,100000000144,H,2026-05-24,2026-05-24,1,BOO,S,2026-05-24,100000000144,BRL,BRL,2026-05-24,115045,A,C,M,M,2026-05-24,PRINC_LIQ_AC_144,R,692,019,2026-05-24,C,N,R,R,R,18,65294,98219,100000000144,RD_,BRL,19712.700,2026-05-24,O,2026-05-24,CHA,R,PRI,BRL,2026-05-24,TRN000000000144
020,100000000145,100000000145,100000000145,H,2026-05-25,2026-05-25,1,BOO,S,2026-05-25,100000000145,USD,USD,2026-05-25,577157,A,C,M,M,2026-05-25,PRINC_LIQ_AC_145,R,14809,020,2026-05-25,D,N,R,R,R,33,45620,55112,100000000145,RD_,USD,23992.200,2026-05-25,O,2026-05-25,CHA,R,PRI,USD,2026-05-25,TRN000000000145
021,100000000146,100000000146,100000000146,H,2026-05-26,2026-05-26,1,BOO,S,2026-05-26,100000000146,PEN,PEN,2026-05-26,988538,A,C,M,M,2026-05-26,PRINC_LIQ_AC_146,R,19751,021,2026-05-26,C,Y,R,R,R,35,35533,96117,100000000146,RD_,PEN,8036.600,2026-05-26,O,2026-05-26,CHA,R,PRI,PEN,2026-05-26,TRN000000000146
022,100000000147,100000000147,100000000147,H,2026-05-27,2026-05-27,1,BOO,S,2026-05-27,100000000147,EUR,EUR,2026-05-27,781755,A,C,M,M,2026-05-27,PRINC_LIQ_AC_147,R,9854,022,2026-05-27,D,N,R,R,R,7,3024,52749,100000000147,RD_,EUR,24856.300,2026-05-27,O,2026-05-27,CHA,R,PRI,EUR,2026-05-27,TRN000000000147
023,100000000148,100000000148,100000000148,H,2026-05-28,2026-05-28,1,BOO,S,2026-05-28,100000000148,BRL,BRL,2026-05-28,511723,A,C,M,M,2026-05-28,PRINC_LIQ_AC_148,R,17918,023,2026-05-28,C,N,R,R,R,0,84545,12764,100000000148,RD_,BRL,5048.300,2026-05-28,O,2026-05-28,CHA,R,PRI,BRL,2026-05-28,TRN000000000148
024,100000000149,100000000149,100000000149,H,2026-05-29,2026-05-29,1,BOO,S,2026-05-29,100000000149,USD,USD,2026-05-29,685650,A,C,M,M,2026-05-29,PRINC_LIQ_AC_149,R,9245,024,2026-05-29,D,N,R,R,R,14,92736,83382,100000000149,RD_,USD,47906.400,2026-05-29,O,2026-05-29,CHA,R,PRI,USD,2026-05-29,TRN000000000149
025,100000000150,100000000150,100000000150,H,2026-05-30,2026-05-30,1,BOO,S,2026-05-30,100000000150,PEN,PEN,2026-05-30,312219,A,C,M,M,2026-05-30,PRINC_LIQ_AC_150,R,22252,025,2026-05-30,C,N,R,R,R,10,68389,97280,100000000150,RD_,PEN,3678.500,2026-05-30,O,2026-05-30,CHA,R,PRI,PEN,2026-05-30,TRN000000000150
001,100000000151,100000000151,100000000151,H,2026-05-31,2026-05-31,1,BOO,S,2026-05-31,100000000151,EUR,EUR,2026-05-31,897350,A,C,M,M,2026-05-31,PRINC_LIQ_AC_151,R,23764,001,2026-05-31,D,Y,R,R,R,29,56376,86195,100000000151,RD_,EUR,1393.200,2026-05-31,O,2026-05-31,CHA,R,PRI,EUR,2026-05-31,TRN000000000151
002,100000000152,100000000152,100000000152,H,2026-06-01,2026-06-01,1,BOO,S,2026-06-01,100000000152,BRL,BRL,2026-06-01,252893,A,C,M,M,2026-06-01,PRINC_LIQ_AC_152,R,22567,002,2026-06-01,C,N,R,R,R,22,80978,90342,100000000152,RD_,BRL,16704.500,2026-06-01,O,2026-06-01,CHA,R,PRI,BRL,2026-06-01,TRN000000000152
003,100000000153,100000000153,100000000153,H,2026-06-02,2026-06-02,1,BOO,S,2026-06-02,100000000153,USD,USD,2026-06-02,219484,A,C,M,M,2026-06-02,PRINC_LIQ_AC_153,R,21027,003,2026-06-02,D,N,R,R,R,31,21973,10541,100000000153,RD_,USD,22769.300,2026-06-02,O,2026-06-02,CHA,R,PRI,USD,2026-06-02,TRN000000000153
004,100000000154,100000000154,100000000154,H,2026-06-03,2026-06-03,1,BOO,S,2026-06-03,100000000154,PEN,PEN,2026-06-03,896320,A,C,M,M,2026-06-03,PRINC_LIQ_AC_154,R,12785,004,2026-06-03,C,N,R,R,R,14,72060,64999,100000000154,RD_,PEN,5897.600,2026-06-03,O,2026-06-03,CHA,R,PRI,PEN,2026-06-03,TRN000000000154
005,100000000155,100000000155,100000000155,H,2026-06-04,2026-06-04,1,BOO,S,2026-06-04,100000000155,EUR,EUR,2026-06-04,846840,A,C,M,M,2026-06-04,PRINC_LIQ_AC_155,R,3866,005,2026-06-04,D,N,R,R,R,12,35571,92394,100000000155,RD_,EUR,3303.600,2026-06-04,O,2026-06-04,CHA,R,PRI,EUR,2026-06-04,TRN000000000155
006,100000000156,100000000156,100000000156,H,2026-06-05,2026-06-05,1,BOO,S,2026-06-05,100000000156,BRL,BRL,2026-06-05,257133,A,C,M,M,2026-06-05,PRINC_LIQ_AC_156,R,1426,006,2026-06-05,C,Y,R,R,R,11,73620,70086,100000000156,RD_,BRL,22230.400,2026-06-05,O,2026-06-05,CHA,R,PRI,BRL,2026-06-05,TRN000000000156
007,100000000157,100000000157,100000000157,H,2026-06-06,2026-06-06,1,BOO,S,2026-06-06,100000000157,USD,USD,2026-06-06,239786,A,C,M,M,2026-06-06,PRINC_LIQ_AC_157,R,21793,007,2026-06-06,D,N,R,R,R,25,94552,86855,100000000157,RD_,USD,6497.100,2026-06-06,O,2026-06-06,CHA,R,PRI,USD,2026-06-06,TRN000000000157
008,100000000158,100000000158,100000000158,H,2026-06-07,2026-06-07,1,BOO,S,2026-06-07,100000000158,PEN,PEN,2026-06-07,944695,A,C,M,M,2026-06-07,PRINC_LIQ_AC_158,R,4383,008,2026-06-07,C,N,R,R,R,11,98973,21683,100000000158,RD_,PEN,6623.000,2026-06-07,O,2026-06-07,CHA,R,PRI,PEN,2026-06-07,TRN000000000158
009,100000000159,100000000159,100000000159,H,2026-06-08,2026-06-08,1,BOO,S,2026-06-08,100000000159,EUR,EUR,2026-06-08,635893,A,C,M,M,2026-06-08,PRINC_LIQ_AC_159,R,2552,009,2026-06-08,D,N,R,R,R,34,36811,37179,100000000159,RD_,EUR,5088.100,2026-06-08,O,2026-06-08,CHA,R,PRI,EUR,2026-06-08,TRN000000000159
010,100000000160,100000000160,100000000160,H,2026-06-09,2026-06-09,1,BOO,S,2026-06-09,100000000160,BRL,BRL,2026-06-09,988215,A,C,M,M,2026-06-09,PRINC_LIQ_AC_160,R,14743,010,2026-06-09,C,N,R,R,R,3,56276,3479,100000000160,RD_,BRL,15302.700,2026-06-09,O,2026-06-09,CHA,R,PRI,BRL,2026-06-09,TRN000000000160
011,100000000161,100000000161,100000000161,H,2026-06-10,2026-06-10,1,BOO,S,2026-06-10,100000000161,USD,USD,2026-06-10,683416,A,C,M,M,2026-06-10,PRINC_LIQ_AC_161,R,23209,011,2026-06-10,D,Y,R,R,R,0,56185,79346,100000000161,RD_,USD,6663.700,2026-06-10,O,2026-06-10,CHA,R,PRI,USD,2026-06-10,TRN000000000161
012,100000000162,100000000162,100000000162,H,2026-06-11,2026-06-11,1,BOO,S,2026-06-11,100000000162,PEN,PEN,2026-06-11,390590,A,C,M,M,2026-06-11,PRINC_LIQ_AC_162,R,9763,012,2026-06-11,C,N,R,R,R,19,5327,76118,100000000162,RD_,PEN,4602.200,2026-06-11,O,2026-06-11,CHA,R,PRI,PEN,2026-06-11,TRN000000000162
013,100000000163,100000000163,100000000163,H,2026-06-12,2026-06-12,1,BOO,S,2026-06-12,100000000163,EUR,EUR,2026-06-12,631442,A,C,M,M,2026-06-12,PRINC_LIQ_AC_163,R,5381,013,2026-06-12,D,N,R,R,R,36,34398,72057,100000000163,RD_,EUR,19882.500,2026-06-12,O,2026-06-12,CHA,R,PRI,EUR,2026-06-12,TRN000000000163
014,100000000164,100000000164,100000000164,H,2026-06-13,2026-06-13,1,BOO,S,2026-06-13,100000000164,BRL,BRL,2026-06-13,823060,A,C,M,M,2026-06-13,PRINC_LIQ_AC_164,R,15473,014,2026-06-13,C,N,R,R,R,13,13466,34429,100000000164,RD_,BRL,18773.700,2026-06-13,O,2026-06-13,CHA,R,PRI,BRL,2026-06-13,TRN000000000164
015,100000000165,100000000165,100000000165,H,2026-06-14,2026-06-14,1,BOO,S,2026-06-14,100000000165,USD,USD,2026-06-14,409850,A,C,M,M,2026-06-14,PRINC_LIQ_AC_165,R,14256,015,2026-06-14,D,N,R,R,R,31,30588,57583,100000000165,RD_,USD,16020.100,2026-06-14,O,2026-06-14,CHA,R,PRI,USD,2026-06-14,TRN000000000165
016,100000000166,100000000166,100000000166,H,2026-06-15,2026-06-15,1,BOO,S,2026-06-15,100000000166,PEN,PEN,2026-06-15,760191,A,C,M,M,2026-06-15,PRINC_LIQ_AC_166,R,24417,016,2026-06-15,C,Y,R,R,R,32,60443,10775,100000000166,RD_,PEN,7982.000,2026-06-15,O,2026-06-15,CHA,R,PRI,PEN,2026-06-15,TRN000000000166
017,100000000167,100000000167,100000000167,H,2026-06-16,2026-06-16,1,BOO,S,2026-06-16,100000000167,EUR,EUR,2026-06-16,450724,A,C,M,M,2026-06-16,PRINC_LIQ_AC_167,R,17167,017,2026-06-16,D,N,R,R,R,36,27837,47806,100000000167,RD_,EUR,3566.000,2026-06-16,O,2026-06-16,CHA,R,PRI,EUR,2026-06-16,TRN000000000167
018,100000000168,100000000168,100000000168,H,2026-06-17,2026-06-17,1,BOO,S,2026-06-17,100000000168,BRL,BRL,2026-06-17,696815,A,C,M,M,2026-06-17,PRINC_LIQ_AC_168,R,14304,018,2026-06-17,C,N,R,R,R,3,2148,98641,100000000168,RD_,BRL,12462.300,2026-06-17,O,2026-06-17,CHA,R,PRI,BRL,2026-06-17,TRN000000000168
019,100000000169,100000000169,100000000169,H,2026-06-18,2026-06-18,1,BOO,S,2026-06-18,100000000169,USD,USD,2026-06-18,607453,A,C,M,M,2026-06-18,PRINC_LIQ_AC_169,R,10688,019,2026-06-18,D,N,R,R,R,24,36095,9362,100000000169,RD_,USD,7303.000,2026-06-18,O,2026-06-18,CHA,R,PRI,USD,2026-06-18,TRN000000000169
020,100000000170,100000000170,100000000170,H,2026-06-19,2026-06-19,1,BOO,S,2026-06-19,100000000170,PEN,PEN,2026-06-19,814564,A,C,M,M,2026-06-19,PRINC_LIQ_AC_170,R,18469,020,2026-06-19,C,N,R,R,R,20,46620,38507,100000000170,RD_,PEN,24963.600,2026-06-19,O,2026-06-19,CHA,R,PRI,PEN,2026-06-19,TRN000000000170
021,100000000171,100000000171,100000000171,H,2026-06-20,2026-06-20,1,BOO,S,2026-06-20,100000000171,EUR,EUR,2026-06-20,854234,A,C,M,M,2026-06-20,PRINC_LIQ_AC_171,R,3368,021,2026-06-20,D,Y,R,R,R,12,4787,6430,100000000171,RD_,EUR,6021.700,2026-06-20,O,2026-06-20,CHA,R,PRI,EUR,2026-06-20,TRN000000000171
022,100000000172,100000000172,100000000172,H,2026-06-21,2026-06-21,1,BOO,S,2026-06-21,100000000172,BRL,BRL,2026-06-21,390479,A,C,M,M,2026-06-21,PRINC_LIQ_AC_172,R,15889,022,2026-06-21,C,N,R,R,R,35,20006,15334,100000000172,RD_,BRL,24506.800,2026-06-21,O,2026-06-21,CHA,R,PRI,BRL,2026-06-21,TRN000000000172
023,100000000173,100000000173,100000000173,H,2026-06-22,2026-06-22,1,BOO,S,2026-06-22,100000000173,USD,USD,2026-06-22,753442,A,C,M,M,2026-06-22,PRINC_LIQ_AC_173,R,15986,023,2026-06-22,D,N,R,R,R,7,29726,31821,100000000173,RD_,USD,23835.400,2026-06-22,O,2026-06-22,CHA,R,PRI,USD,2026-06-22,TRN000000000173
024,100000000174,100000000174,100000000174,H,2026-06-23,2026-06-23,1,BOO,S,2026-06-23,100000000174,PEN,PEN,2026-06-23,429081,A,C,M,M,2026-06-23,PRINC_LIQ_AC_174,R,6914,024,2026-06-23,C,N,R,R,R,32,14138,82164,100000000174,RD_,PEN,449.500,2026-06-23,O,2026-06-23,CHA,R,PRI,PEN,2026-06-23,TRN000000000174
025,100000000175,100000000175,100000000175,H,2026-06-24,2026-06-24,1,BOO,S,2026-06-24,100000000175,EUR,EUR,2026-06-24,283637,A,C,M,M,2026-06-24,PRINC_LIQ_AC_175,R,1389,025,2026-06-24,D,N,R,R,R,2,32952,55470,100000000175,RD_,EUR,9855.400,2026-06-24,O,2026-06-24,CHA,R,PRI,EUR,2026-06-24,TRN000000000175
001,100000000176,100000000176,100000000176,H,2026-06-25,2026-06-25,1,BOO,S,2026-06-25,100000000176,BRL,BRL,2026-06-25,213787,A,C,M,M,2026-06-25,PRINC_LIQ_AC_176,R,15867,001,2026-06-25,C,Y,R,R,R,28,87266,64931,100000000176,RD_,BRL,18058.200,2026-06-25,O,2026-06-25,CHA,R,PRI,BRL,2026-06-25,TRN000000000176
002,100000000177,100000000177,100000000177,H,2026-06-26,2026-06-26,1,BOO,S,2026-06-26,100000000177,USD,USD,2026-06-26,489393,A,C,M,M,2026-06-26,PRINC_LIQ_AC_177,R,24710,002,2026-06-26,D,N,R,R,R,16,38957,83912,100000000177,RD_,USD,7828.400,2026-06-26,O,2026-06-26,CHA,R,PRI,USD,2026-06-26,TRN000000000177
003,100000000178,100000000178,100000000178,H,2026-06-27,2026-06-27,1,BOO,S,2026-06-27,100000000178,PEN,PEN,2026-06-27,231320,A,C,M,M,2026-06-27,PRINC_LIQ_AC_178,R,22539,003,2026-06-27,C,N,R,R,R,4,28059,90626,100000000178,RD_,PEN,13284.100,2026-06-27,O,2026-06-27,CHA,R,PRI,PEN,2026-06-27,TRN000000000178
004,100000000179,100000000179,100000000179,H,2026-06-28,2026-06-28,1,BOO,S,2026-06-28,100000000179,EUR,EUR,2026-06-28,431171,A,C,M,M,2026-06-28,PRINC_LIQ_AC_179,R,16235,004,2026-06-28,D,N,R,R,R,36,62792,67929,100000000179,RD_,EUR,15130.300,2026-06-28,O,2026-06-28,CHA,R,PRI,EUR,2026-06-28,TRN000000000179
005,100000000180,100000000180,100000000180,H,2026-06-29,2026-06-29,1,BOO,S,2026-06-29,100000000180,BRL,BRL,2026-06-29,614276,A,C,M,M,2026-06-29,PRINC_LIQ_AC_180,R,5615,005,2026-06-29,C,N,R,R,R,32,86968,85782,100000000180,RD_,BRL,17831.500,2026-06-29,O,2026-06-29,CHA,R,PRI,BRL,2026-06-29,TRN000000000180
006,100000000181,100000000181,100000000181,H,2026-06-30,2026-06-30,1,BOO,S,2026-06-30,100000000181,USD,USD,2026-06-30,777968,A,C,M,M,2026-06-30,PRINC_LIQ_AC_181,R,20160,006,2026-06-30,D,Y,R,R,R,23,71780,45490,100000000181,RD_,USD,12708.800,2026-06-30,O,2026-06-30,CHA,R,PRI,USD,2026-06-30,TRN000000000181
007,100000000182,100000000182,100000000182,H,2026-07-01,2026-07-01,1,BOO,S,2026-07-01,100000000182,PEN,PEN,2026-07-01,127622,A,C,M,M,2026-07-01,PRINC_LIQ_AC_182,R,8908,007,2026-07-01,C,N,R,R,R,5,5901,89065,100000000182,RD_,PEN,5314.000,2026-07-01,O,2026-07-01,CHA,R,PRI,PEN,2026-07-01,TRN000000000182
008,100000000183,100000000183,100000000183,H,2026-07-02,2026-07-02,1,BOO,S,2026-07-02,100000000183,EUR,EUR,2026-07-02,146936,A,C,M,M,2026-07-02,PRINC_LIQ_AC_183,R,11530,008,2026-07-02,D,N,R,R,R,15,56853,3665,100000000183,RD_,EUR,21856.300,2026-07-02,O,2026-07-02,CHA,R,PRI,EUR,2026-07-02,TRN000000000183
009,100000000184,100000000184,100000000184,H,2026-07-03,2026-07-03,1,BOO,S,2026-07-03,100000000184,BRL,BRL,2026-07-03,556480,A,C,M,M,2026-07-03,PRINC_LIQ_AC_184,R,24783,009,2026-07-03,C,N,R,R,R,30,5721,97213,100000000184,RD_,BRL,17399.400,2026-07-03,O,2026-07-03,CHA,R,PRI,BRL,2026-07-03,TRN000000000184
010,100000000185,100000000185,100000000185,H,2026-07-04,2026-07-04,1,BOO,S,2026-07-04,100000000185,USD,USD,2026-07-04,646033,A,C,M,M,2026-07-04,PRINC_LIQ_AC_185,R,3895,010,2026-07-04,D,N,R,R,R,6,35253,52552,100000000185,RD_,USD,15555.900,2026-07-04,O,2026-07-04,CHA,R,PRI,USD,2026-07-04,TRN000000000185
011,100000000186,100000000186,100000000186,H,2026-07-05,2026-07-05,1,BOO,S,2026-07-05,100000000186,PEN,PEN,2026-07-05,13456,A,C,M,M,2026-07-05,PRINC_LIQ_AC_186,R,72557,011,2026-07-05,C,Y,R,R,R,26,7725,71307,100000000186,RD_,PEN,127739.200,2026-07-05,O,2026-07-05,CHA,R,PRI,PEN,2026-07-05,TRN000000000186
012,100000000187,100000000187,100000000187,H,2026-07-06,2026-07-06,1,BOO,S,2026-07-06,100000000187,EUR,EUR,2026-07-06,201393,A,C,M,M,2026-07-06,PRINC_LIQ_AC_187,R,7604,012,2026-07-06,D,N,R,R,R,26,35357,55719,100000000187,RD_,EUR,20284.300,2026-07-06,O,2026-07-06,CHA,R,PRI,EUR,2026-07-06,TRN000000000187
013,100000000188,100000000188,100000000188,H,2026-07-07,2026-07-07,1,BOO,S,2026-07-07,100000000188,BRL,BRL,2026-07-07,742343,A,C,M,M,2026-07-07,PRINC_LIQ_AC_188,R,10113,013,2026-07-07,C,N,R,R,R,1,43184,77527,100000000188,RD_,BRL,1837.400,2026-07-07,O,2026-07-07,CHA,R,PRI,BRL,2026-07-07,TRN000000000188
014,100000000189,100000000189,100000000189,H,2026-07-08,2026-07-08,1,BOO,S,2026-07-08,100000000189,USD,USD,2026-07-08,615880,A,C,M,M,2026-07-08,PRINC_LIQ_AC_189,R,22,014,2026-07-08,D,N,R,R,R,8,7794,57590,100000000189,RD_,USD,9120.600,2026-07-08,O,2026-07-08,CHA,R,PRI,USD,2026-07-08,TRN000000000189
015,100000000190,100000000190,100000000190,H,2026-07-09,2026-07-09,1,BOO,S,2026-07-09,100000000190,PEN,PEN,2026-07-09,36251,A,C,M,M,2026-07-09,PRINC_LIQ_AC_190,R,11816,015,2026-07-09,C,N,R,R,R,29,58976,14776,100000000190,RD_,PEN,13943.000,2026-07-09,O,2026-07-09,CHA,R,PRI,PEN,2026-07-09,TRN000000000190
016,100000000191,100000000191,100000000191,H,2026-07-10,2026-07-10,1,BOO,S,2026-07-10,100000000191,EUR,EUR,2026-07-10,347744,A,C,M,M,2026-07-10,PRINC_LIQ_AC_191,R,6073,016,2026-07-10,D,Y,R,R,R,10,24320,14976,100000000191,RD_,EUR,13191.800,2026-07-10,O,2026-07-10,CHA,R,PRI,EUR,2026-07-10,TRN000000000191
017,100000000192,100000000192,100000000192,H,2026-07-11,2026-07-11,1,BOO,S,2026-07-11,100000000192,BRL,BRL,2026-07-11,355875,A,C,M,M,2026-07-11,PRINC_LIQ_AC_192,R,10865,017,2026-07-11,C,N,R,R,R,15,33807,63598,100000000192,RD_,BRL,9041.300,2026-07-11,O,2026-07-11,CHA,R,PRI,BRL,2026-07-11,TRN000000000192
018,100000000193,100000000193,100000000193,H,2026-07-12,2026-07-12,1,BOO,S,2026-07-12,100000000193,USD,USD,2026-07-12,133556,A,C,M,M,2026-07-12,PRINC_LIQ_AC_193,R,6598,018,2026-07-12,D,N,R,R,R,25,48469,60068,100000000193,RD_,USD,22870.000,2026-07-12,O,2026-07-12,CHA,R,PRI,USD,2026-07-12,TRN000000000193
019,100000000194,100000000194,100000000194,H,2026-07-13,2026-07-13,1,BOO,S,2026-07-13,100000000194,PEN,PEN,2026-07-13,144566,A,C,M,M,2026-07-13,PRINC_LIQ_AC_194,R,16454,019,2026-07-13,C,N,R,R,R,36,98520,42448,100000000194,RD_,PEN,6742.900,2026-07-13,O,2026-07-13,CHA,R,PRI,PEN,2026-07-13,TRN000000000194
020,100000000195,100000000195,100000000195,H,2026-07-14,2026-07-14,1,BOO,S,2026-07-14,100000000195,EUR,EUR,2026-07-14,865419,A,C,M,M,2026-07-14,PRINC_LIQ_AC_195,R,22369,020,2026-07-14,D,N,R,R,R,24,4886,10483,100000000195,RD_,EUR,8005.600,2026-07-14,O,2026-07-14,CHA,R,PRI,EUR,2026-07-14,TRN000000000195
021,100000000196,100000000196,100000000196,H,2026-07-15,2026-07-15,1,BOO,S,2026-07-15,100000000196,BRL,BRL,2026-07-15,993435,A,C,M,M,2026-07-15,PRINC_LIQ_AC_196,R,4849,021,2026-07-15,C,Y,R,R,R,26,93615,1961,100000000196,RD_,BRL,4634.300,2026-07-15,O,2026-07-15,CHA,R,PRI,BRL,2026-07-15,TRN000000000196
022,100000000197,100000000197,100000000197,H,2026-07-16,2026-07-16,1,BOO,S,2026-07-16,100000000197,USD,USD,2026-07-16,318045,A,C,M,M,2026-07-16,PRINC_LIQ_AC_197,R,18917,022,2026-07-16,D,N,R,R,R,26,64785,43624,100000000197,RD_,USD,11878.400,2026-07-16,O,2026-07-16,CHA,R,PRI,USD,2026-07-16,TRN000000000197
023,100000000198,100000000198,100000000198,H,2026-07-17,2026-07-17,1,BOO,S,2026-07-17,100000000198,PEN,PEN,2026-07-17,552123,A,C,M,M,2026-07-17,PRINC_LIQ_AC_198,R,6831,023,2026-07-17,C,N,R,R,R,10,86470,18749,100000000198,RD_,PEN,8927.900,2026-07-17,O,2026-07-17,CHA,R,PRI,PEN,2026-07-17,TRN000000000198
024,100000000199,100000000199,100000000199,H,2026-07-18,2026-07-18,1,BOO,S,2026-07-18,100000000199,EUR,EUR,2026-07-18,867196,A,C,M,M,2026-07-18,PRINC_LIQ_AC_199,R,8891,024,2026-07-18,D,N,R,R,R,10,41554,61160,100000000199,RD_,EUR,14298.100,2026-07-18,O,2026-07-18,CHA,R,PRI,EUR,2026-07-18,TRN000000000199
025,100000000200,100000000200,100000000200,H,2026-07-19,2026-07-19,1,BOO,S,2026-07-19,100000000200,BRL,BRL,2026-07-19,200865,A,C,M,M,2026-07-19,PRINC_LIQ_AC_200,R,922,025,2026-07-19,C,N,R,R,R,30,12129,43751,100000000200,RD_,BRL,557.700,2026-07-19,O,2026-07-19,CHA,R,PRI,BRL,2026-07-19,TRN000000000200
001,100000000201,100000000201,100000000201,H,2026-07-20,2026-07-20,1,BOO,S,2026-07-20,100000000201,USD,USD,2026-07-20,498117,A,C,M,M,2026-07-20,PRINC_LIQ_AC_201,R,3550,001,2026-07-20,D,Y,R,R,R,30,74541,68323,100000000201,RD_,USD,17733.000,2026-07-20,O,2026-07-20,CHA,R,PRI,USD,2026-07-20,TRN000000000201
