BRN,ACC,CCY,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,TENOR,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CREATION_DT,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_VERSION_NO,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,LATEST_EVENT_SEQ_NO,TXN_ID,NEXT_RATE_CHANGE_DT,TD_INT_AMT_READJ_CCY,TD_INT_AMT,TD_MATURITY_AMT,TD_PRN_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,INPUT_TAX_AMT,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,ARCHIVE_DATE
005,100000000905,USD,P,12562.200,OFF,100000000905,TRN000000000905,6443,Td Withdrawer Name 905,2026-06-24,E,J,JOINT_HOLDER,2026-06-24,PAY,100000000905,USD,RA,RO,100000000905,INT,USD,A,G,GE,ADVICE_MEDIA_90,EMAIL_905,2026-06-24,CU,D,A,A,REASON_CODE_905,LATE,2026-06-24,TD_DEPOSITER,Td Depositer Name 905,TD_CERT_COLL,Td Cert Collector Name 905,TD_WITHDRAWE,5623,TXN0000000000000905,2026-06-24,13102.6000,7157.400,5791.200,10183.6000,7543.6000,243.300,A,289703,1.81000,2026-06-24,188330,806815,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-06-24,005,MAI,MAI,MAI,CMA,1.2200,COMME,005,692139,609567,BAE,AUTHORIZE,VAL,M,DESTI,CUST000105,CUST000105,OPERATION_KEY_9,D,D,B,2.48000,1.19000,A,RATE_CODE_,3.64000,M,RETN_,RETN_,12189.500,407601.00000,668563.00000,14797.5000,NAT,2026-06-24
006,100000000906,PEN,P,2101.600,OFF,100000000906,TRN000000000906,1032,Td Withdrawer Name 906,2026-06-25,E,J,JOINT_HOLDER,2026-06-25,PAY,100000000906,PEN,RA,RO,100000000906,INT,PEN,A,G,GE,ADVICE_MEDIA_90,EMAIL_906,2026-06-25,CU,D,A,A,REASON_CODE_906,LATE,2026-06-25,TD_DEPOSITER,Td Depositer Name 906,TD_CERT_COLL,Td Cert Collector Name 906,TD_WITHDRAWE,2595,TXN0000000000000906,2026-06-25,22452.3000,2673.000,2717.400,21084.2000,4394.8000,20522.000,A,258432,0.94000,2026-06-25,319772,845962,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-06-25,006,MAI,MAI,MAI,CMA,3.0700,COMME,006,92105,826331,BAE,AUTHORIZE,VAL,M,DESTI,CUST000106,CUST000106,OPERATION_KEY_9,D,D,B,2.73000,2.11000,A,RATE_CODE_,2.43000,M,RETN_,RETN_,1440.800,212535.00000,359742.00000,10630.1000,NAT,2026-06-25
007,100000000907,EUR,P,24672.800,OFF,100000000907,TRN000000000907,3937,Td Withdrawer Name 907,2026-06-26,E,J,JOINT_HOLDER,2026-06-26,PAY,100000000907,EUR,RA,RO,100000000907,INT,EUR,A,G,GE,ADVICE_MEDIA_90,EMAIL_907,2026-06-26,CU,D,A,A,REASON_CODE_907,LATE,2026-06-26,TD_DEPOSITER,Td Depositer Name 907,TD_CERT_COLL,Td Cert Collector Name 907,TD_WITHDRAWE,4668,TXN0000000000000907,2026-06-26,9564.8000,765.500,19541.300,15599.7000,24718.4000,20725.100,A,355888,3.98000,2026-06-26,839611,100448,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-06-26,007,MAI,MAI,MAI,CMA,1.8100,COMME,007,60044,570236,BAE,AUTHORIZE,VAL,M,DESTI,CUST000107,CUST000107,OPERATION_KEY_9,D,D,B,1.30000,3.53000,A,RATE_CODE_,2.03000,M,RETN_,RETN_,5541.200,211872.00000,596507.00000,11181.3000,NAT,2026-06-26
008,100000000908,BRL,P,7837.200,OFF,100000000908,TRN000000000908,469,Td Withdrawer Name 908,2026-06-27,E,J,JOINT_HOLDER,2026-06-27,PAY,100000000908,BRL,RA,RO,100000000908,INT,BRL,A,G,GE,ADVICE_MEDIA_90,EMAIL_908,2026-06-27,CU,D,A,A,REASON_CODE_908,LATE,2026-06-27,TD_DEPOSITER,Td Depositer Name 908,TD_CERT_COLL,Td Cert Collector Name 908,TD_WITHDRAWE,5240,TXN0000000000000908,2026-06-27,8613.9000,13538.100,6575.500,7233.8000,4904.8000,22559.500,A,541081,2.13000,2026-06-27,167907,283960,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-06-27,008,MAI,MAI,MAI,CMA,3.8900,COMME,008,99796,97331,BAE,AUTHORIZE,VAL,M,DESTI,CUST000108,CUST000108,OPERATION_KEY_9,D,D,B,0.81000,1.63000,A,RATE_CODE_,3.56000,M,RETN_,RETN_,20872.300,552736.00000,689427.00000,21793.8000,NAT,2026-06-27
009,100000000909,USD,P,1082.800,OFF,100000000909,TRN000000000909,3807,Td Withdrawer Name 909,2026-06-28,E,J,JOINT_HOLDER,2026-06-28,PAY,100000000909,USD,RA,RO,100000000909,INT,USD,A,G,GE,ADVICE_MEDIA_90,EMAIL_909,2026-06-28,CU,D,A,A,REASON_CODE_909,LATE,2026-06-28,TD_DEPOSITER,Td Depositer Name 909,TD_CERT_COLL,Td Cert Collector Name 909,TD_WITHDRAWE,8485,TXN0000000000000909,2026-06-28,10497.9000,13812.800,16747.200,10284.7000,16646.9000,1708.500,A,989480,4.28000,2026-06-28,34529,774070,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-06-28,009,MAI,MAI,MAI,CMA,4.3700,COMME,009,768766,746274,BAE,AUTHORIZE,VAL,M,DESTI,CUST000109,CUST000109,OPERATION_KEY_9,D,D,B,2.21000,2.23000,A,RATE_CODE_,3.08000,M,RETN_,RETN_,14748.200,763745.00000,820937.00000,478.4000,NAT,2026-06-28
010,100000000910,PEN,P,6442.600,OFF,100000000910,TRN000000000910,5636,Td Withdrawer Name 910,2026-06-29,E,J,JOINT_HOLDER,2026-06-29,PAY,100000000910,PEN,RA,RO,100000000910,INT,PEN,A,G,GE,ADVICE_MEDIA_91,EMAIL_910,2026-06-29,CU,D,A,A,REASON_CODE_910,LATE,2026-06-29,TD_DEPOSITER,Td Depositer Name 910,TD_CERT_COLL,Td Cert Collector Name 910,TD_WITHDRAWE,3788,TXN0000000000000910,2026-06-29,24274.6000,22487.100,22949.700,17033.8000,7134.6000,5985.400,A,682188,3.80000,2026-06-29,225084,868832,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-06-29,010,MAI,MAI,MAI,CMA,3.3800,COMME,010,506405,100657,BAE,AUTHORIZE,VAL,M,DESTI,CUST000110,CUST000110,OPERATION_KEY_9,D,D,B,4.27000,1.43000,A,RATE_CODE_,1.16000,M,RETN_,RETN_,7907.700,208141.00000,60859.00000,3265.8000,NAT,2026-06-29
011,100000000911,EUR,P,16776.900,OFF,100000000911,TRN000000000911,3927,Td Withdrawer Name 911,2026-06-30,E,J,JOINT_HOLDER,2026-06-30,PAY,100000000911,EUR,RA,RO,100000000911,INT,EUR,A,G,GE,ADVICE_MEDIA_91,EMAIL_911,2026-06-30,CU,D,A,A,REASON_CODE_911,LATE,2026-06-30,TD_DEPOSITER,Td Depositer Name 911,TD_CERT_COLL,Td Cert Collector Name 911,TD_WITHDRAWE,3888,TXN0000000000000911,2026-06-30,20009.2000,8606.500,5489.500,16092.9000,22865.3000,10563.600,A,727103,2.64000,2026-06-30,344684,331703,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-06-30,011,MAI,MAI,MAI,CMA,1.2200,COMME,011,831581,185522,BAE,AUTHORIZE,VAL,M,DESTI,CUST000111,CUST000111,OPERATION_KEY_9,D,D,B,1.31000,1.17000,A,RATE_CODE_,2.93000,M,RETN_,RETN_,8794.600,643078.00000,201744.00000,2782.1000,NAT,2026-06-30
012,100000000912,BRL,P,9815.200,OFF,100000000912,TRN000000000912,747,Td Withdrawer Name 912,2026-07-01,E,J,JOINT_HOLDER,2026-07-01,PAY,100000000912,BRL,RA,RO,100000000912,INT,BRL,A,G,GE,ADVICE_MEDIA_91,EMAIL_912,2026-07-01,CU,D,A,A,REASON_CODE_912,LATE,2026-07-01,TD_DEPOSITER,Td Depositer Name 912,TD_CERT_COLL,Td Cert Collector Name 912,TD_WITHDRAWE,9910,TXN0000000000000912,2026-07-01,14631.4000,6514.500,18555.400,2329.7000,18237.8000,12372.000,A,983867,2.72000,2026-07-01,894262,446689,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-07-01,012,MAI,MAI,MAI,CMA,4.1800,COMME,012,709496,464413,BAE,AUTHORIZE,VAL,M,DESTI,CUST000112,CUST000112,OPERATION_KEY_9,D,D,B,1.12000,1.26000,A,RATE_CODE_,2.67000,M,RETN_,RETN_,15980.400,706769.00000,402544.00000,7581.1000,NAT,2026-07-01
013,100000000913,USD,P,9110.000,OFF,100000000913,TRN000000000913,6785,Td Withdrawer Name 913,2026-07-02,E,J,JOINT_HOLDER,2026-07-02,PAY,100000000913,USD,RA,RO,100000000913,INT,USD,A,G,GE,ADVICE_MEDIA_91,EMAIL_913,2026-07-02,CU,D,A,A,REASON_CODE_913,LATE,2026-07-02,TD_DEPOSITER,Td Depositer Name 913,TD_CERT_COLL,Td Cert Collector Name 913,TD_WITHDRAWE,4770,TXN0000000000000913,2026-07-02,8354.7000,14358.000,9252.200,22411.8000,16848.3000,3761.600,A,414807,3.10000,2026-07-02,455031,738732,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-07-02,013,MAI,MAI,MAI,CMA,2.3700,COMME,013,553090,359060,BAE,AUTHORIZE,VAL,M,DESTI,CUST000113,CUST000113,OPERATION_KEY_9,D,D,B,2.71000,2.51000,A,RATE_CODE_,0.98000,M,RETN_,RETN_,14343.200,174455.00000,883219.00000,5452.7000,NAT,2026-07-02
014,100000000914,PEN,P,1055.400,OFF,100000000914,TRN000000000914,8423,Td Withdrawer Name 914,2026-07-03,E,J,JOINT_HOLDER,2026-07-03,PAY,100000000914,PEN,RA,RO,100000000914,INT,PEN,A,G,GE,ADVICE_MEDIA_91,EMAIL_914,2026-07-03,CU,D,A,A,REASON_CODE_914,LATE,2026-07-03,TD_DEPOSITER,Td Depositer Name 914,TD_CERT_COLL,Td Cert Collector Name 914,TD_WITHDRAWE,3515,TXN0000000000000914,2026-07-03,22200.9000,6851.800,11109.500,13520.6000,8988.0000,12002.400,A,220331,1.07000,2026-07-03,628083,550591,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-07-03,014,MAI,MAI,MAI,CMA,2.5300,COMME,014,309632,458650,BAE,AUTHORIZE,VAL,M,DESTI,CUST000114,CUST000114,OPERATION_KEY_9,D,D,B,2.02000,2.68000,A,RATE_CODE_,4.39000,M,RETN_,RETN_,17229.600,282782.00000,917102.00000,9914.1000,NAT,2026-07-03
015,100000000915,EUR,P,7669.400,OFF,100000000915,TRN000000000915,2674,Td Withdrawer Name 915,2026-07-04,E,J,JOINT_HOLDER,2026-07-04,PAY,100000000915,EUR,RA,RO,100000000915,INT,EUR,A,G,GE,ADVICE_MEDIA_91,EMAIL_915,2026-07-04,CU,D,A,A,REASON_CODE_915,LATE,2026-07-04,TD_DEPOSITER,Td Depositer Name 915,TD_CERT_COLL,Td Cert Collector Name 915,TD_WITHDRAWE,7416,TXN0000000000000915,2026-07-04,16883.5000,21899.600,1220.500,12935.3000,16609.6000,8805.800,A,313390,1.03000,2026-07-04,793516,234446,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-07-04,015,MAI,MAI,MAI,CMA,3.5700,COMME,015,413752,200663,BAE,AUTHORIZE,VAL,M,DESTI,CUST000115,CUST000115,OPERATION_KEY_9,D,D,B,3.47000,3.63000,A,RATE_CODE_,2.65000,M,RETN_,RETN_,21445.200,669008.00000,835083.00000,11221.9000,NAT,2026-07-04
016,100000000916,BRL,P,3848.600,OFF,100000000916,TRN000000000916,238,Td Withdrawer Name 916,2026-07-05,E,J,JOINT_HOLDER,2026-07-05,PAY,100000000916,BRL,RA,RO,100000000916,INT,BRL,A,G,GE,ADVICE_MEDIA_91,EMAIL_916,2026-07-05,CU,D,A,A,REASON_CODE_916,LATE,2026-07-05,TD_DEPOSITER,Td Depositer Name 916,TD_CERT_COLL,Td Cert Collector Name 916,TD_WITHDRAWE,2872,TXN0000000000000916,2026-07-05,14599.5000,17254.100,2101.700,12788.1000,18275.9000,13094.200,A,331923,2.48000,2026-07-05,752769,171563,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-07-05,016,MAI,MAI,MAI,CMA,1.6900,COMME,016,418558,656284,BAE,AUTHORIZE,VAL,M,DESTI,CUST000116,CUST000116,OPERATION_KEY_9,D,D,B,2.18000,2.90000,A,RATE_CODE_,3.23000,M,RETN_,RETN_,11922.800,653379.00000,544295.00000,24218.3000,NAT,2026-07-05
017,100000000917,USD,P,23633.600,OFF,100000000917,TRN000000000917,3173,Td Withdrawer Name 917,2026-07-06,E,J,JOINT_HOLDER,2026-07-06,PAY,100000000917,USD,RA,RO,100000000917,INT,USD,A,G,GE,ADVICE_MEDIA_91,EMAIL_917,2026-07-06,CU,D,A,A,REASON_CODE_917,LATE,2026-07-06,TD_DEPOSITER,Td Depositer Name 917,TD_CERT_COLL,Td Cert Collector Name 917,TD_WITHDRAWE,7194,TXN0000000000000917,2026-07-06,16582.2000,19490.600,6699.900,12911.0000,24082.2000,6354.200,A,951830,1.84000,2026-07-06,963142,411008,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-07-06,017,MAI,MAI,MAI,CMA,4.2500,COMME,017,523129,673486,BAE,AUTHORIZE,VAL,M,DESTI,CUST000117,CUST000117,OPERATION_KEY_9,D,D,B,2.42000,3.02000,A,RATE_CODE_,1.65000,M,RETN_,RETN_,1443.700,595948.00000,49029.00000,24706.7000,NAT,2026-07-06
018,100000000918,PEN,P,13986.800,OFF,100000000918,TRN000000000918,1311,Td Withdrawer Name 918,2026-07-07,E,J,JOINT_HOLDER,2026-07-07,PAY,100000000918,PEN,RA,RO,100000000918,INT,PEN,A,G,GE,ADVICE_MEDIA_91,EMAIL_918,2026-07-07,CU,D,A,A,REASON_CODE_918,LATE,2026-07-07,TD_DEPOSITER,Td Depositer Name 918,TD_CERT_COLL,Td Cert Collector Name 918,TD_WITHDRAWE,3900,TXN0000000000000918,2026-07-07,2937.6000,460.500,12252.000,10172.0000,10518.9000,15947.000,A,111020,3.61000,2026-07-07,434453,876355,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-07-07,018,MAI,MAI,MAI,CMA,1.1400,COMME,018,70680,304952,BAE,AUTHORIZE,VAL,M,DESTI,CUST000118,CUST000118,OPERATION_KEY_9,D,D,B,4.48000,3.59000,A,RATE_CODE_,1.35000,M,RETN_,RETN_,20725.600,71901.00000,891685.00000,4134.8000,NAT,2026-07-07
019,100000000919,EUR,P,6861.700,OFF,100000000919,TRN000000000919,6848,Td Withdrawer Name 919,2026-07-08,E,J,JOINT_HOLDER,2026-07-08,PAY,100000000919,EUR,RA,RO,100000000919,INT,EUR,A,G,GE,ADVICE_MEDIA_91,EMAIL_919,2026-07-08,CU,D,A,A,REASON_CODE_919,LATE,2026-07-08,TD_DEPOSITER,Td Depositer Name 919,TD_CERT_COLL,Td Cert Collector Name 919,TD_WITHDRAWE,1247,TXN0000000000000919,2026-07-08,10106.9000,20005.200,22347.400,20845.9000,3113.5000,11372.000,A,215978,1.41000,2026-07-08,652859,396646,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-07-08,019,MAI,MAI,MAI,CMA,3.3400,COMME,019,634781,769057,BAE,AUTHORIZE,VAL,M,DESTI,CUST000119,CUST000119,OPERATION_KEY_9,D,D,B,2.86000,1.92000,A,RATE_CODE_,3.28000,M,RETN_,RETN_,23783.500,254014.00000,684357.00000,21770.9000,NAT,2026-07-08
020,100000000920,BRL,P,15645.900,OFF,100000000920,TRN000000000920,7095,Td Withdrawer Name 920,2026-07-09,E,J,JOINT_HOLDER,2026-07-09,PAY,100000000920,BRL,RA,RO,100000000920,INT,BRL,A,G,GE,ADVICE_MEDIA_92,EMAIL_920,2026-07-09,CU,D,A,A,REASON_CODE_920,LATE,2026-07-09,TD_DEPOSITER,Td Depositer Name 920,TD_CERT_COLL,Td Cert Collector Name 920,TD_WITHDRAWE,859,TXN0000000000000920,2026-07-09,3404.2000,9239.200,8507.600,4925.7000,5719.9000,8622.100,A,335270,4.19000,2026-07-09,89206,779333,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-07-09,020,MAI,MAI,MAI,CMA,0.8700,COMME,020,788122,452743,BAE,AUTHORIZE,VAL,M,DESTI,CUST000120,CUST000120,OPERATION_KEY_9,D,D,B,2.70000,1.06000,A,RATE_CODE_,3.07000,M,RETN_,RETN_,19802.500,697886.00000,893544.00000,14984.5000,NAT,2026-07-09
021,100000000921,USD,P,16782.200,OFF,100000000921,TRN000000000921,2658,Td Withdrawer Name 921,2026-07-10,E,J,JOINT_HOLDER,2026-07-10,PAY,100000000921,USD,RA,RO,100000000921,INT,USD,A,G,GE,ADVICE_MEDIA_92,EMAIL_921,2026-07-10,CU,D,A,A,REASON_CODE_921,LATE,2026-07-10,TD_DEPOSITER,Td Depositer Name 921,TD_CERT_COLL,Td Cert Collector Name 921,TD_WITHDRAWE,402,TXN0000000000000921,2026-07-10,5275.0000,13417.200,17375.900,11838.4000,9373.4000,17436.500,A,765401,4.11000,2026-07-10,531965,819411,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-07-10,021,MAI,MAI,MAI,CMA,3.9000,COMME,021,535205,159795,BAE,AUTHORIZE,VAL,M,DESTI,CUST000121,CUST000121,OPERATION_KEY_9,D,D,B,1.08000,1.86000,A,RATE_CODE_,2.33000,M,RETN_,RETN_,22814.600,233030.00000,531468.00000,21613.8000,NAT,2026-07-10
022,100000000922,PEN,P,12349.400,OFF,100000000922,TRN000000000922,9679,Td Withdrawer Name 922,2026-07-11,E,J,JOINT_HOLDER,2026-07-11,PAY,100000000922,PEN,RA,RO,100000000922,INT,PEN,A,G,GE,ADVICE_MEDIA_92,EMAIL_922,2026-07-11,CU,D,A,A,REASON_CODE_922,LATE,2026-07-11,TD_DEPOSITER,Td Depositer Name 922,TD_CERT_COLL,Td Cert Collector Name 922,TD_WITHDRAWE,4801,TXN0000000000000922,2026-07-11,1048.1000,18697.400,2440.300,16487.8000,8941.8000,21963.700,A,334881,4.27000,2026-07-11,621103,297198,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-07-11,022,MAI,MAI,MAI,CMA,2.1800,COMME,022,343873,115375,BAE,AUTHORIZE,VAL,M,DESTI,CUST000122,CUST000122,OPERATION_KEY_9,D,D,B,3.05000,2.82000,A,RATE_CODE_,2.49000,M,RETN_,RETN_,18788.300,347081.00000,83326.00000,14970.2000,NAT,2026-07-11
023,100000000923,EUR,P,18235.400,OFF,100000000923,TRN000000000923,8469,Td Withdrawer Name 923,2026-07-12,E,J,JOINT_HOLDER,2026-07-12,PAY,100000000923,EUR,RA,RO,100000000923,INT,EUR,A,G,GE,ADVICE_MEDIA_92,EMAIL_923,2026-07-12,CU,D,A,A,REASON_CODE_923,LATE,2026-07-12,TD_DEPOSITER,Td Depositer Name 923,TD_CERT_COLL,Td Cert Collector Name 923,TD_WITHDRAWE,3382,TXN0000000000000923,2026-07-12,7998.0000,8131.000,11417.500,1725.2000,8718.6000,20679.700,A,210021,1.68000,2026-07-12,57518,111011,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-07-12,023,MAI,MAI,MAI,CMA,4.0100,COMME,023,890293,822267,BAE,AUTHORIZE,VAL,M,DESTI,CUST000123,CUST000123,OPERATION_KEY_9,D,D,B,3.53000,1.46000,A,RATE_CODE_,1.70000,M,RETN_,RETN_,10688.200,5111.00000,838605.00000,2628.9000,NAT,2026-07-12
024,100000000924,BRL,P,385.300,OFF,100000000924,TRN000000000924,9022,Td Withdrawer Name 924,2026-07-13,E,J,JOINT_HOLDER,2026-07-13,PAY,100000000924,BRL,RA,RO,100000000924,INT,BRL,A,G,GE,ADVICE_MEDIA_92,EMAIL_924,2026-07-13,CU,D,A,A,REASON_CODE_924,LATE,2026-07-13,TD_DEPOSITER,Td Depositer Name 924,TD_CERT_COLL,Td Cert Collector Name 924,TD_WITHDRAWE,9094,TXN0000000000000924,2026-07-13,19115.9000,18185.000,2261.100,21218.8000,15236.9000,17695.200,A,735012,3.17000,2026-07-13,904429,802628,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-07-13,024,MAI,MAI,MAI,CMA,2.7600,COMME,024,94651,126140,BAE,AUTHORIZE,VAL,M,DESTI,CUST000124,CUST000124,OPERATION_KEY_9,D,D,B,1.49000,4.29000,A,RATE_CODE_,2.48000,M,RETN_,RETN_,21716.600,34193.00000,220585.00000,6978.7000,NAT,2026-07-13
025,100000000925,USD,P,4810.500,OFF,100000000925,TRN000000000925,548,Td Withdrawer Name 925,2026-07-14,E,J,JOINT_HOLDER,2026-07-14,PAY,100000000925,USD,RA,RO,100000000925,INT,USD,A,G,GE,ADVICE_MEDIA_92,EMAIL_925,2026-07-14,CU,D,A,A,REASON_CODE_925,LATE,2026-07-14,TD_DEPOSITER,Td Depositer Name 925,TD_CERT_COLL,Td Cert Collector Name 925,TD_WITHDRAWE,8739,TXN0000000000000925,2026-07-14,12952.7000,23758.800,8360.600,12314.6000,7705.3000,2472.300,A,998283,2.89000,2026-07-14,929753,179104,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-07-14,025,MAI,MAI,MAI,CMA,2.8100,COMME,025,747627,789922,BAE,AUTHORIZE,VAL,M,DESTI,CUST000125,CUST000125,OPERATION_KEY_9,D,D,B,2.03000,4.29000,A,RATE_CODE_,1.78000,M,RETN_,RETN_,10556.100,108008.00000,651533.00000,8898.0000,NAT,2026-07-14
001,100000000926,PEN,P,46501.600,OFF,100000000926,TRN000000000926,8080,Td Withdrawer Name 926,2026-07-15,E,J,JOINT_HOLDER,2026-07-15,PAY,100000000926,PEN,RA,RO,100000000926,INT,PEN,A,G,GE,ADVICE_MEDIA_92,EMAIL_926,2026-07-15,CU,D,A,A,REASON_CODE_926,LATE,2026-07-15,TD_DEPOSITER,Td Depositer Name 926,TD_CERT_COLL,Td Cert Collector Name 926,TD_WITHDRAWE,6716,TXN0000000000000926,2026-07-15,54545.6000,22447.200,114710.400,24320.8000,42444.8000,84189.600,A,957447,2.62000,2026-07-15,354179,761408,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-07-15,001,MAI,MAI,MAI,CMA,4.2300,COMME,001,905986,564776,BAE,AUTHORIZE,VAL,M,DESTI,CUST000126,CUST000126,OPERATION_KEY_9,D,D,B,3.51000,3.93000,A,RATE_CODE_,3.54000,M,RETN_,RETN_,101185.600,88147.00000,67480.00000,81873.6000,NAT,2026-07-15
002,100000000927,EUR,P,7838.800,OFF,100000000927,TRN000000000927,9916,Td Withdrawer Name 927,2026-07-16,E,J,JOINT_HOLDER,2026-07-16,PAY,100000000927,EUR,RA,RO,100000000927,INT,EUR,A,G,GE,ADVICE_MEDIA_92,EMAIL_927,2026-07-16,CU,D,A,A,REASON_CODE_927,LATE,2026-07-16,TD_DEPOSITER,Td Depositer Name 927,TD_CERT_COLL,Td Cert Collector Name 927,TD_WITHDRAWE,2171,TXN0000000000000927,2026-07-16,10030.9000,11794.600,20567.400,1069.5000,3795.3000,8528.700,A,314127,4.23000,2026-07-16,26675,999546,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-07-16,002,MAI,MAI,MAI,CMA,1.4200,COMME,002,760809,247235,BAE,AUTHORIZE,VAL,M,DESTI,CUST000127,CUST000127,OPERATION_KEY_9,D,D,B,2.36000,1.26000,A,RATE_CODE_,2.45000,M,RETN_,RETN_,24725.500,853060.00000,945654.00000,6458.3000,NAT,2026-07-16
