REFERENCE_NO,EVENT_SEQ_NO,INSTRUMENT_NO_1,INSTRUMENT_NO_2,VAL_DATE_BNK,VAL_DATE_CUST,BANK_CODE,BRANCH_CODE,SECTOR_CODE,ROUTING_NO,END_POINT,INSTRUMENT_AMT,LOCAL_CLEARING,DOCUMENT_TYPE,VAL_DATE_BNK_OLD,VAL_DATE_CUST_OLD,ROUTING_NO_OLD,ADDL_RETENTION_DAYS,INSTRUMENT_DATE,REM_ACCOUNT,REM_CUST,REVERSED,HOUSE_LOCATION,DOC_TRACK_NUM,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,TXN_ID,SAV_CODE,SAV_VAL_STAT
TRN000000001108,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-13,2026-01-13,BANK_CODE,008,SECTOR_CO,ROUTING_NO_1108,END_POINT,18265.000,L,DOCUMENT_TYPE_1108,2026-01-13,2026-01-13,ROUTING_NO_OLD_1108,1,2026-01-13,100000001108,REM_CUST_1108,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1108,DATA_2_1108,DATA_3_1108,DATA_4_1108,DATA_5_1108,DATA_6_1108,DATA_7_1108,DATA_8_1108,DATA_9_1108,C,BATCH_REF_NO_1108,TRF,TXN0000000000001108,SAV_,S
TRN000000001109,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-14,2026-01-14,BANK_CODE,009,SECTOR_CO,ROUTING_NO_1109,END_POINT,15047.100,L,DOCUMENT_TYPE_1109,2026-01-14,2026-01-14,ROUTING_NO_OLD_1109,29,2026-01-14,100000001109,REM_CUST_1109,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1109,DATA_2_1109,DATA_3_1109,DATA_4_1109,DATA_5_1109,DATA_6_1109,DATA_7_1109,DATA_8_1109,DATA_9_1109,C,BATCH_REF_NO_1109,FEE,TXN0000000000001109,SAV_,S
TRN000000001110,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-15,2026-01-15,BANK_CODE,010,SECTOR_CO,ROUTING_NO_1110,END_POINT,7422.100,L,DOCUMENT_TYPE_1110,2026-01-15,2026-01-15,ROUTING_NO_OLD_1110,10,2026-01-15,100000001110,REM_CUST_1110,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1110,DATA_2_1110,DATA_3_1110,DATA_4_1110,DATA_5_1110,DATA_6_1110,DATA_7_1110,DATA_8_1110,DATA_9_1110,C,BATCH_REF_NO_1110,INT,TXN0000000000001110,SAV_,S
TRN000000001111,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-16,2026-01-16,BANK_CODE,011,SECTOR_CO,ROUTING_NO_1111,END_POINT,151036.000,L,DOCUMENT_TYPE_1111,2026-01-16,2026-01-16,ROUTING_NO_OLD_1111,36,2026-01-16,100000001111,REM_CUST_1111,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1111,DATA_2_1111,DATA_3_1111,DATA_4_1111,DATA_5_1111,DATA_6_1111,DATA_7_1111,DATA_8_1111,DATA_9_1111,C,BATCH_REF_NO_1111,REV,TXN0000000000001111,SAV_,S
TRN000000001112,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-17,2026-01-17,BANK_CODE,012,SECTOR_CO,ROUTING_NO_1112,END_POINT,16713.300,L,DOCUMENT_TYPE_1112,2026-01-17,2026-01-17,ROUTING_NO_OLD_1112,28,2026-01-17,100000001112,REM_CUST_1112,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1112,DATA_2_1112,DATA_3_1112,DATA_4_1112,DATA_5_1112,DATA_6_1112,DATA_7_1112,DATA_8_1112,DATA_9_1112,C,BATCH_REF_NO_1112,PAY,TXN0000000000001112,SAV_,S
TRN000000001113,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-18,2026-01-18,BANK_CODE,013,SECTOR_CO,ROUTING_NO_1113,END_POINT,17308.600,L,DOCUMENT_TYPE_1113,2026-01-18,2026-01-18,ROUTING_NO_OLD_1113,21,2026-01-18,100000001113,REM_CUST_1113,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1113,DATA_2_1113,DATA_3_1113,DATA_4_1113,DATA_5_1113,DATA_6_1113,DATA_7_1113,DATA_8_1113,DATA_9_1113,C,BATCH_REF_NO_1113,ATM,TXN0000000000001113,SAV_,S
TRN000000001114,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-19,2026-01-19,BANK_CODE,014,SECTOR_CO,ROUTING_NO_1114,END_POINT,23958.900,L,DOCUMENT_TYPE_1114,2026-01-19,2026-01-19,ROUTING_NO_OLD_1114,19,2026-01-19,100000001114,REM_CUST_1114,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1114,DATA_2_1114,DATA_3_1114,DATA_4_1114,DATA_5_1114,DATA_6_1114,DATA_7_1114,DATA_8_1114,DATA_9_1114,C,BATCH_REF_NO_1114,DEP,TXN0000000000001114,SAV_,S
TRN000000001115,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-20,2026-01-20,BANK_CODE,015,SECTOR_CO,ROUTING_NO_1115,END_POINT,15145.400,L,DOCUMENT_TYPE_1115,2026-01-20,2026-01-20,ROUTING_NO_OLD_1115,13,2026-01-20,100000001115,REM_CUST_1115,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1115,DATA_2_1115,DATA_3_1115,DATA_4_1115,DATA_5_1115,DATA_6_1115,DATA_7_1115,DATA_8_1115,DATA_9_1115,C,BATCH_REF_NO_1115,WDR,TXN0000000000001115,SAV_,S
TRN000000001116,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-21,2026-01-21,BANK_CODE,016,SECTOR_CO,ROUTING_NO_1116,END_POINT,8617.200,L,DOCUMENT_TYPE_1116,2026-01-21,2026-01-21,ROUTING_NO_OLD_1116,18,2026-01-21,100000001116,REM_CUST_1116,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1116,DATA_2_1116,DATA_3_1116,DATA_4_1116,DATA_5_1116,DATA_6_1116,DATA_7_1116,DATA_8_1116,DATA_9_1116,C,BATCH_REF_NO_1116,TRF,TXN0000000000001116,SAV_,S
TRN000000001117,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-22,2026-01-22,BANK_CODE,017,SECTOR_CO,ROUTING_NO_1117,END_POINT,5237.500,L,DOCUMENT_TYPE_1117,2026-01-22,2026-01-22,ROUTING_NO_OLD_1117,26,2026-01-22,100000001117,REM_CUST_1117,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1117,DATA_2_1117,DATA_3_1117,DATA_4_1117,DATA_5_1117,DATA_6_1117,DATA_7_1117,DATA_8_1117,DATA_9_1117,C,BATCH_REF_NO_1117,FEE,TXN0000000000001117,SAV_,S
TRN000000001118,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-23,2026-01-23,BANK_CODE,018,SECTOR_CO,ROUTING_NO_1118,END_POINT,1331.300,L,DOCUMENT_TYPE_1118,2026-01-23,2026-01-23,ROUTING_NO_OLD_1118,1,2026-01-23,100000001118,REM_CUST_1118,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1118,DATA_2_1118,DATA_3_1118,DATA_4_1118,DATA_5_1118,DATA_6_1118,DATA_7_1118,DATA_8_1118,DATA_9_1118,C,BATCH_REF_NO_1118,INT,TXN0000000000001118,SAV_,S
TRN000000001119,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-24,2026-01-24,BANK_CODE,019,SECTOR_CO,ROUTING_NO_1119,END_POINT,11689.700,L,DOCUMENT_TYPE_1119,2026-01-24,2026-01-24,ROUTING_NO_OLD_1119,2,2026-01-24,100000001119,REM_CUST_1119,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1119,DATA_2_1119,DATA_3_1119,DATA_4_1119,DATA_5_1119,DATA_6_1119,DATA_7_1119,DATA_8_1119,DATA_9_1119,C,BATCH_REF_NO_1119,REV,TXN0000000000001119,SAV_,S
TRN000000001120,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-25,2026-01-25,BANK_CODE,020,SECTOR_CO,ROUTING_NO_1120,END_POINT,24072.700,L,DOCUMENT_TYPE_1120,2026-01-25,2026-01-25,ROUTING_NO_OLD_1120,1,2026-01-25,100000001120,REM_CUST_1120,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1120,DATA_2_1120,DATA_3_1120,DATA_4_1120,DATA_5_1120,DATA_6_1120,DATA_7_1120,DATA_8_1120,DATA_9_1120,C,BATCH_REF_NO_1120,PAY,TXN0000000000001120,SAV_,S
TRN000000001121,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-26,2026-01-26,BANK_CODE,021,SECTOR_CO,ROUTING_NO_1121,END_POINT,19975.600,L,DOCUMENT_TYPE_1121,2026-01-26,2026-01-26,ROUTING_NO_OLD_1121,0,2026-01-26,100000001121,REM_CUST_1121,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1121,DATA_2_1121,DATA_3_1121,DATA_4_1121,DATA_5_1121,DATA_6_1121,DATA_7_1121,DATA_8_1121,DATA_9_1121,C,BATCH_REF_NO_1121,ATM,TXN0000000000001121,SAV_,S
TRN000000001122,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-27,2026-01-27,BANK_CODE,022,SECTOR_CO,ROUTING_NO_1122,END_POINT,16906.300,L,DOCUMENT_TYPE_1122,2026-01-27,2026-01-27,ROUTING_NO_OLD_1122,23,2026-01-27,100000001122,REM_CUST_1122,Y,HOUS,DOC_TRACK_NUM_1,DATA_1_1122,DATA_2_1122,DATA_3_1122,DATA_4_1122,DATA_5_1122,DATA_6_1122,DATA_7_1122,DATA_8_1122,DATA_9_1122,C,BATCH_REF_NO_1122,DEP,TXN0000000000001122,SAV_,S
TRN000000001123,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-28,2026-01-28,BANK_CODE,023,SECTOR_CO,ROUTING_NO_1123,END_POINT,10171.200,L,DOCUMENT_TYPE_1123,2026-01-28,2026-01-28,ROUTING_NO_OLD_1123,6,2026-01-28,100000001123,REM_CUST_1123,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1123,DATA_2_1123,DATA_3_1123,DATA_4_1123,DATA_5_1123,DATA_6_1123,DATA_7_1123,DATA_8_1123,DATA_9_1123,C,BATCH_REF_NO_1123,WDR,TXN0000000000001123,SAV_,S
TRN000000001124,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-29,2026-01-29,BANK_CODE,024,SECTOR_CO,ROUTING_NO_1124,END_POINT,24772.100,L,DOCUMENT_TYPE_1124,2026-01-29,2026-01-29,ROUTING_NO_OLD_1124,31,2026-01-29,100000001124,REM_CUST_1124,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1124,DATA_2_1124,DATA_3_1124,DATA_4_1124,DATA_5_1124,DATA_6_1124,DATA_7_1124,DATA_8_1124,DATA_9_1124,C,BATCH_REF_NO_1124,TRF,TXN0000000000001124,SAV_,S
TRN000000001125,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-30,2026-01-30,BANK_CODE,025,SECTOR_CO,ROUTING_NO_1125,END_POINT,20982.900,L,DOCUMENT_TYPE_1125,2026-01-30,2026-01-30,ROUTING_NO_OLD_1125,29,2026-01-30,100000001125,REM_CUST_1125,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1125,DATA_2_1125,DATA_3_1125,DATA_4_1125,DATA_5_1125,DATA_6_1125,DATA_7_1125,DATA_8_1125,DATA_9_1125,C,BATCH_REF_NO_1125,FEE,TXN0000000000001125,SAV_,S
TRN000000001126,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-01-31,2026-01-31,BANK_CODE,001,SECTOR_CO,ROUTING_NO_1126,END_POINT,9597.400,L,DOCUMENT_TYPE_1126,2026-01-31,2026-01-31,ROUTING_NO_OLD_1126,12,2026-01-31,100000001126,REM_CUST_1126,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1126,DATA_2_1126,DATA_3_1126,DATA_4_1126,DATA_5_1126,DATA_6_1126,DATA_7_1126,DATA_8_1126,DATA_9_1126,C,BATCH_REF_NO_1126,INT,TXN0000000000001126,SAV_,S
TRN000000001127,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-01,2026-02-01,BANK_CODE,002,SECTOR_CO,ROUTING_NO_1127,END_POINT,4192.400,L,DOCUMENT_TYPE_1127,2026-02-01,2026-02-01,ROUTING_NO_OLD_1127,31,2026-02-01,100000001127,REM_CUST_1127,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1127,DATA_2_1127,DATA_3_1127,DATA_4_1127,DATA_5_1127,DATA_6_1127,DATA_7_1127,DATA_8_1127,DATA_9_1127,C,BATCH_REF_NO_1127,REV,TXN0000000000001127,SAV_,S
TRN000000001128,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-02,2026-02-02,BANK_CODE,003,SECTOR_CO,ROUTING_NO_1128,END_POINT,20770.000,L,DOCUMENT_TYPE_1128,2026-02-02,2026-02-02,ROUTING_NO_OLD_1128,16,2026-02-02,100000001128,REM_CUST_1128,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1128,DATA_2_1128,DATA_3_1128,DATA_4_1128,DATA_5_1128,DATA_6_1128,DATA_7_1128,DATA_8_1128,DATA_9_1128,C,BATCH_REF_NO_1128,PAY,TXN0000000000001128,SAV_,S
TRN000000001129,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-03,2026-02-03,BANK_CODE,004,SECTOR_CO,ROUTING_NO_1129,END_POINT,8921.300,L,DOCUMENT_TYPE_1129,2026-02-03,2026-02-03,ROUTING_NO_OLD_1129,16,2026-02-03,100000001129,REM_CUST_1129,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1129,DATA_2_1129,DATA_3_1129,DATA_4_1129,DATA_5_1129,DATA_6_1129,DATA_7_1129,DATA_8_1129,DATA_9_1129,C,BATCH_REF_NO_1129,ATM,TXN0000000000001129,SAV_,S
TRN000000001130,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-04,2026-02-04,BANK_CODE,005,SECTOR_CO,ROUTING_NO_1130,END_POINT,24408.300,L,DOCUMENT_TYPE_1130,2026-02-04,2026-02-04,ROUTING_NO_OLD_1130,30,2026-02-04,100000001130,REM_CUST_1130,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1130,DATA_2_1130,DATA_3_1130,DATA_4_1130,DATA_5_1130,DATA_6_1130,DATA_7_1130,DATA_8_1130,DATA_9_1130,C,BATCH_REF_NO_1130,DEP,TXN0000000000001130,SAV_,S
TRN000000001131,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-05,2026-02-05,BANK_CODE,006,SECTOR_CO,ROUTING_NO_1131,END_POINT,5423.000,L,DOCUMENT_TYPE_1131,2026-02-05,2026-02-05,ROUTING_NO_OLD_1131,13,2026-02-05,100000001131,REM_CUST_1131,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1131,DATA_2_1131,DATA_3_1131,DATA_4_1131,DATA_5_1131,DATA_6_1131,DATA_7_1131,DATA_8_1131,DATA_9_1131,C,BATCH_REF_NO_1131,WDR,TXN0000000000001131,SAV_,S
TRN000000001132,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-06,2026-02-06,BANK_CODE,007,SECTOR_CO,ROUTING_NO_1132,END_POINT,22254.900,L,DOCUMENT_TYPE_1132,2026-02-06,2026-02-06,ROUTING_NO_OLD_1132,21,2026-02-06,100000001132,REM_CUST_1132,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1132,DATA_2_1132,DATA_3_1132,DATA_4_1132,DATA_5_1132,DATA_6_1132,DATA_7_1132,DATA_8_1132,DATA_9_1132,C,BATCH_REF_NO_1132,TRF,TXN0000000000001132,SAV_,S
TRN000000001133,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-07,2026-02-07,BANK_CODE,008,SECTOR_CO,ROUTING_NO_1133,END_POINT,9812.300,L,DOCUMENT_TYPE_1133,2026-02-07,2026-02-07,ROUTING_NO_OLD_1133,19,2026-02-07,100000001133,REM_CUST_1133,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1133,DATA_2_1133,DATA_3_1133,DATA_4_1133,DATA_5_1133,DATA_6_1133,DATA_7_1133,DATA_8_1133,DATA_9_1133,C,BATCH_REF_NO_1133,FEE,TXN0000000000001133,SAV_,S
TRN000000001134,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-08,2026-02-08,BANK_CODE,009,SECTOR_CO,ROUTING_NO_1134,END_POINT,1299.500,L,DOCUMENT_TYPE_1134,2026-02-08,2026-02-08,ROUTING_NO_OLD_1134,22,2026-02-08,100000001134,REM_CUST_1134,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1134,DATA_2_1134,DATA_3_1134,DATA_4_1134,DATA_5_1134,DATA_6_1134,DATA_7_1134,DATA_8_1134,DATA_9_1134,C,BATCH_REF_NO_1134,INT,TXN0000000000001134,SAV_,S
TRN000000001135,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-09,2026-02-09,BANK_CODE,010,SECTOR_CO,ROUTING_NO_1135,END_POINT,15647.700,L,DOCUMENT_TYPE_1135,2026-02-09,2026-02-09,ROUTING_NO_OLD_1135,14,2026-02-09,100000001135,REM_CUST_1135,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1135,DATA_2_1135,DATA_3_1135,DATA_4_1135,DATA_5_1135,DATA_6_1135,DATA_7_1135,DATA_8_1135,DATA_9_1135,C,BATCH_REF_NO_1135,REV,TXN0000000000001135,SAV_,S
TRN000000001136,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-10,2026-02-10,BANK_CODE,011,SECTOR_CO,ROUTING_NO_1136,END_POINT,12041.000,L,DOCUMENT_TYPE_1136,2026-02-10,2026-02-10,ROUTING_NO_OLD_1136,21,2026-02-10,100000001136,REM_CUST_1136,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1136,DATA_2_1136,DATA_3_1136,DATA_4_1136,DATA_5_1136,DATA_6_1136,DATA_7_1136,DATA_8_1136,DATA_9_1136,C,BATCH_REF_NO_1136,PAY,TXN0000000000001136,SAV_,S
TRN000000001137,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-11,2026-02-11,BANK_CODE,012,SECTOR_CO,ROUTING_NO_1137,END_POINT,10844.200,L,DOCUMENT_TYPE_1137,2026-02-11,2026-02-11,ROUTING_NO_OLD_1137,30,2026-02-11,100000001137,REM_CUST_1137,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1137,DATA_2_1137,DATA_3_1137,DATA_4_1137,DATA_5_1137,DATA_6_1137,DATA_7_1137,DATA_8_1137,DATA_9_1137,C,BATCH_REF_NO_1137,ATM,TXN0000000000001137,SAV_,S
TRN000000001138,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-12,2026-02-12,BANK_CODE,013,SECTOR_CO,ROUTING_NO_1138,END_POINT,3624.300,L,DOCUMENT_TYPE_1138,2026-02-12,2026-02-12,ROUTING_NO_OLD_1138,30,2026-02-12,100000001138,REM_CUST_1138,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1138,DATA_2_1138,DATA_3_1138,DATA_4_1138,DATA_5_1138,DATA_6_1138,DATA_7_1138,DATA_8_1138,DATA_9_1138,C,BATCH_REF_NO_1138,DEP,TXN0000000000001138,SAV_,S
TRN000000001139,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-13,2026-02-13,BANK_CODE,014,SECTOR_CO,ROUTING_NO_1139,END_POINT,9274.000,L,DOCUMENT_TYPE_1139,2026-02-13,2026-02-13,ROUTING_NO_OLD_1139,32,2026-02-13,100000001139,REM_CUST_1139,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1139,DATA_2_1139,DATA_3_1139,DATA_4_1139,DATA_5_1139,DATA_6_1139,DATA_7_1139,DATA_8_1139,DATA_9_1139,C,BATCH_REF_NO_1139,WDR,TXN0000000000001139,SAV_,S
TRN000000001140,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-14,2026-02-14,BANK_CODE,015,SECTOR_CO,ROUTING_NO_1140,END_POINT,15389.100,L,DOCUMENT_TYPE_1140,2026-02-14,2026-02-14,ROUTING_NO_OLD_1140,13,2026-02-14,100000001140,REM_CUST_1140,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1140,DATA_2_1140,DATA_3_1140,DATA_4_1140,DATA_5_1140,DATA_6_1140,DATA_7_1140,DATA_8_1140,DATA_9_1140,C,BATCH_REF_NO_1140,TRF,TXN0000000000001140,SAV_,S
TRN000000001141,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-15,2026-02-15,BANK_CODE,016,SECTOR_CO,ROUTING_NO_1141,END_POINT,1569.500,L,DOCUMENT_TYPE_1141,2026-02-15,2026-02-15,ROUTING_NO_OLD_1141,17,2026-02-15,100000001141,REM_CUST_1141,Y,HOUS,DOC_TRACK_NUM_1,DATA_1_1141,DATA_2_1141,DATA_3_1141,DATA_4_1141,DATA_5_1141,DATA_6_1141,DATA_7_1141,DATA_8_1141,DATA_9_1141,C,BATCH_REF_NO_1141,FEE,TXN0000000000001141,SAV_,S
TRN000000001142,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-16,2026-02-16,BANK_CODE,017,SECTOR_CO,ROUTING_NO_1142,END_POINT,8662.800,L,DOCUMENT_TYPE_1142,2026-02-16,2026-02-16,ROUTING_NO_OLD_1142,13,2026-02-16,100000001142,REM_CUST_1142,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1142,DATA_2_1142,DATA_3_1142,DATA_4_1142,DATA_5_1142,DATA_6_1142,DATA_7_1142,DATA_8_1142,DATA_9_1142,C,BATCH_REF_NO_1142,INT,TXN0000000000001142,SAV_,S
TRN000000001143,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-17,2026-02-17,BANK_CODE,018,SECTOR_CO,ROUTING_NO_1143,END_POINT,2543.600,L,DOCUMENT_TYPE_1143,2026-02-17,2026-02-17,ROUTING_NO_OLD_1143,24,2026-02-17,100000001143,REM_CUST_1143,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1143,DATA_2_1143,DATA_3_1143,DATA_4_1143,DATA_5_1143,DATA_6_1143,DATA_7_1143,DATA_8_1143,DATA_9_1143,C,BATCH_REF_NO_1143,REV,TXN0000000000001143,SAV_,S
TRN000000001144,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-18,2026-02-18,BANK_CODE,019,SECTOR_CO,ROUTING_NO_1144,END_POINT,7806.500,L,DOCUMENT_TYPE_1144,2026-02-18,2026-02-18,ROUTING_NO_OLD_1144,13,2026-02-18,100000001144,REM_CUST_1144,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1144,DATA_2_1144,DATA_3_1144,DATA_4_1144,DATA_5_1144,DATA_6_1144,DATA_7_1144,DATA_8_1144,DATA_9_1144,C,BATCH_REF_NO_1144,PAY,TXN0000000000001144,SAV_,S
TRN000000001145,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-19,2026-02-19,BANK_CODE,020,SECTOR_CO,ROUTING_NO_1145,END_POINT,6942.600,L,DOCUMENT_TYPE_1145,2026-02-19,2026-02-19,ROUTING_NO_OLD_1145,34,2026-02-19,100000001145,REM_CUST_1145,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1145,DATA_2_1145,DATA_3_1145,DATA_4_1145,DATA_5_1145,DATA_6_1145,DATA_7_1145,DATA_8_1145,DATA_9_1145,C,BATCH_REF_NO_1145,ATM,TXN0000000000001145,SAV_,S
TRN000000001146,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-20,2026-02-20,BANK_CODE,021,SECTOR_CO,ROUTING_NO_1146,END_POINT,5241.400,L,DOCUMENT_TYPE_1146,2026-02-20,2026-02-20,ROUTING_NO_OLD_1146,5,2026-02-20,100000001146,REM_CUST_1146,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1146,DATA_2_1146,DATA_3_1146,DATA_4_1146,DATA_5_1146,DATA_6_1146,DATA_7_1146,DATA_8_1146,DATA_9_1146,C,BATCH_REF_NO_1146,DEP,TXN0000000000001146,SAV_,S
TRN000000001147,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-21,2026-02-21,BANK_CODE,022,SECTOR_CO,ROUTING_NO_1147,END_POINT,16874.900,L,DOCUMENT_TYPE_1147,2026-02-21,2026-02-21,ROUTING_NO_OLD_1147,18,2026-02-21,100000001147,REM_CUST_1147,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1147,DATA_2_1147,DATA_3_1147,DATA_4_1147,DATA_5_1147,DATA_6_1147,DATA_7_1147,DATA_8_1147,DATA_9_1147,C,BATCH_REF_NO_1147,WDR,TXN0000000000001147,SAV_,S
TRN000000001148,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-22,2026-02-22,BANK_CODE,023,SECTOR_CO,ROUTING_NO_1148,END_POINT,70578.400,L,DOCUMENT_TYPE_1148,2026-02-22,2026-02-22,ROUTING_NO_OLD_1148,5,2026-02-22,100000001148,REM_CUST_1148,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1148,DATA_2_1148,DATA_3_1148,DATA_4_1148,DATA_5_1148,DATA_6_1148,DATA_7_1148,DATA_8_1148,DATA_9_1148,C,BATCH_REF_NO_1148,TRF,TXN0000000000001148,SAV_,S
TRN000000001149,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-23,2026-02-23,BANK_CODE,024,SECTOR_CO,ROUTING_NO_1149,END_POINT,3587.200,L,DOCUMENT_TYPE_1149,2026-02-23,2026-02-23,ROUTING_NO_OLD_1149,7,2026-02-23,100000001149,REM_CUST_1149,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1149,DATA_2_1149,DATA_3_1149,DATA_4_1149,DATA_5_1149,DATA_6_1149,DATA_7_1149,DATA_8_1149,DATA_9_1149,C,BATCH_REF_NO_1149,FEE,TXN0000000000001149,SAV_,S
TRN000000001150,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-24,2026-02-24,BANK_CODE,025,SECTOR_CO,ROUTING_NO_1150,END_POINT,13943.500,L,DOCUMENT_TYPE_1150,2026-02-24,2026-02-24,ROUTING_NO_OLD_1150,1,2026-02-24,100000001150,REM_CUST_1150,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1150,DATA_2_1150,DATA_3_1150,DATA_4_1150,DATA_5_1150,DATA_6_1150,DATA_7_1150,DATA_8_1150,DATA_9_1150,C,BATCH_REF_NO_1150,INT,TXN0000000000001150,SAV_,S
