BRN,ACC,CALC_ACC,BOOK_ACC,HAS_IS,INT_START_DATE,LAST_IS_DATE,ACC_TYPE,BOOK_BRN,SHOW_BV_IS,BVT_DATE,CHARGE_ACC,BOOK_CCY,CHARGE_CCY,COMBVT_DATE,VERSION_NO,AUTO_ROLLOVER,CLOSE_ON_MATURITY,MOVE_INT_TO_UNCLAIMED,MOVE_PRIC_TO_UNCLAIMED,MATURITY_DATE,PRINC_LIQ_AC,ROLLOVER_TYPE,ROLLOVER_AMT,PRINC_LIQ_BRANCH,NEXT_MATURITY_DATE,HAS_DRCR_ADV,RD_FLAG,RD_AUTO_PMNT_TAKEDOWN,RD_MOVE_MAT_TO_UNCLAIMED,RD_MOVE_FUNDS_ON_OVD,RD_TAKEDOWN_DAYS,RD_TAKEDOWN_MONTHS,RD_TAKEDOWN_YEARS,RD_PAYMENT_ACC,RD_PAYMENT_BRN,RD_PAYMENT_CCY,RD_INSTALLMENT_AMT,RD_PAY_SCHDT,OVERRIDE_AMT_BLOCK,CHG_START_DATE,CHARGE_BRN,REDIRECT_LCY_ENTRIES,PRINC_LIQ_MODE,PRINC_LIQ_CCY
021,100000000146,100000000146,100000000146,H,2026-05-26,2026-05-26,1,BOO,S,2026-05-26,100000000146,PEN,PEN,2026-05-26,59630,A,C,M,M,2026-05-26,PRINC_LIQ_AC_146,R,18103,021,2026-05-26,C,Y,R,R,R,18,18219,94487,100000000146,RD_,PEN,5088.000,2026-05-26,O,2026-05-26,CHA,R,PRI,PEN
022,100000000147,100000000147,100000000147,H,2026-05-27,2026-05-27,1,BOO,S,2026-05-27,100000000147,EUR,EUR,2026-05-27,596205,A,C,M,M,2026-05-27,PRINC_LIQ_AC_147,R,1896,022,2026-05-27,D,N,R,R,R,3,90477,42603,100000000147,RD_,EUR,10097.300,2026-05-27,O,2026-05-27,CHA,R,PRI,EUR
023,100000000148,100000000148,100000000148,H,2026-05-28,2026-05-28,1,BOO,S,2026-05-28,100000000148,BRL,BRL,2026-05-28,964226,A,C,M,M,2026-05-28,PRINC_LIQ_AC_148,R,17618,023,2026-05-28,C,N,R,R,R,32,56273,55132,100000000148,RD_,BRL,8812.500,2026-05-28,O,2026-05-28,CHA,R,PRI,BRL
024,100000000149,100000000149,100000000149,H,2026-05-29,2026-05-29,1,BOO,S,2026-05-29,100000000149,USD,USD,2026-05-29,54893,A,C,M,M,2026-05-29,PRINC_LIQ_AC_149,R,186023,024,2026-05-29,D,N,R,R,R,7,87098,29738,100000000149,RD_,USD,158092.000,2026-05-29,O,2026-05-29,CHA,R,PRI,USD
025,100000000150,100000000150,100000000150,H,2026-05-30,2026-05-30,1,BOO,S,2026-05-30,100000000150,PEN,PEN,2026-05-30,806416,A,C,M,M,2026-05-30,PRINC_LIQ_AC_150,R,4812,025,2026-05-30,C,N,R,R,R,23,39964,42092,100000000150,RD_,PEN,24115.500,2026-05-30,O,2026-05-30,CHA,R,PRI,PEN
001,100000000151,100000000151,100000000151,H,2026-05-31,2026-05-31,1,BOO,S,2026-05-31,100000000151,EUR,EUR,2026-05-31,936241,A,C,M,M,2026-05-31,PRINC_LIQ_AC_151,R,1385,001,2026-05-31,D,Y,R,R,R,20,50420,32501,100000000151,RD_,EUR,11443.000,2026-05-31,O,2026-05-31,CHA,R,PRI,EUR
002,100000000152,100000000152,100000000152,H,2026-06-01,2026-06-01,1,BOO,S,2026-06-01,100000000152,BRL,BRL,2026-06-01,747424,A,C,M,M,2026-06-01,PRINC_LIQ_AC_152,R,21719,002,2026-06-01,C,N,R,R,R,31,43965,65163,100000000152,RD_,BRL,17727.900,2026-06-01,O,2026-06-01,CHA,R,PRI,BRL
003,100000000153,100000000153,100000000153,H,2026-06-02,2026-06-02,1,BOO,S,2026-06-02,100000000153,USD,USD,2026-06-02,787840,A,C,M,M,2026-06-02,PRINC_LIQ_AC_153,R,1585,003,2026-06-02,D,N,R,R,R,2,14364,24251,100000000153,RD_,USD,8366.800,2026-06-02,O,2026-06-02,CHA,R,PRI,USD
004,100000000154,100000000154,100000000154,H,2026-06-03,2026-06-03,1,BOO,S,2026-06-03,100000000154,PEN,PEN,2026-06-03,739934,A,C,M,M,2026-06-03,PRINC_LIQ_AC_154,R,3135,004,2026-06-03,C,N,R,R,R,11,29763,32927,100000000154,RD_,PEN,10420.000,2026-06-03,O,2026-06-03,CHA,R,PRI,PEN
005,100000000155,100000000155,100000000155,H,2026-06-04,2026-06-04,1,BOO,S,2026-06-04,100000000155,EUR,EUR,2026-06-04,529505,A,C,M,M,2026-06-04,PRINC_LIQ_AC_155,R,16534,005,2026-06-04,D,N,R,R,R,14,6670,40411,100000000155,RD_,EUR,4330.400,2026-06-04,O,2026-06-04,CHA,R,PRI,EUR
006,100000000156,100000000156,100000000156,H,2026-06-05,2026-06-05,1,BOO,S,2026-06-05,100000000156,BRL,BRL,2026-06-05,84636,A,C,M,M,2026-06-05,PRINC_LIQ_AC_156,R,15234,006,2026-06-05,C,Y,R,R,R,24,56554,32555,100000000156,RD_,BRL,11717.500,2026-06-05,O,2026-06-05,CHA,R,PRI,BRL
007,100000000157,100000000157,100000000157,H,2026-06-06,2026-06-06,1,BOO,S,2026-06-06,100000000157,USD,USD,2026-06-06,992030,A,C,M,M,2026-06-06,PRINC_LIQ_AC_157,R,19151,007,2026-06-06,D,N,R,R,R,33,39497,34429,100000000157,RD_,USD,24799.400,2026-06-06,O,2026-06-06,CHA,R,PRI,USD
008,100000000158,100000000158,100000000158,H,2026-06-07,2026-06-07,1,BOO,S,2026-06-07,100000000158,PEN,PEN,2026-06-07,575745,A,C,M,M,2026-06-07,PRINC_LIQ_AC_158,R,9333,008,2026-06-07,C,N,R,R,R,29,90267,7668,100000000158,RD_,PEN,24833.600,2026-06-07,O,2026-06-07,CHA,R,PRI,PEN
009,100000000159,100000000159,100000000159,H,2026-06-08,2026-06-08,1,BOO,S,2026-06-08,100000000159,EUR,EUR,2026-06-08,299511,A,C,M,M,2026-06-08,PRINC_LIQ_AC_159,R,5844,009,2026-06-08,D,N,R,R,R,10,37626,52639,100000000159,RD_,EUR,6231.900,2026-06-08,O,2026-06-08,CHA,R,PRI,EUR
010,100000000160,100000000160,100000000160,H,2026-06-09,2026-06-09,1,BOO,S,2026-06-09,100000000160,BRL,BRL,2026-06-09,546413,A,C,M,M,2026-06-09,PRINC_LIQ_AC_160,R,405,010,2026-06-09,C,N,R,R,R,2,29559,45337,100000000160,RD_,BRL,18367.200,2026-06-09,O,2026-06-09,CHA,R,PRI,BRL
011,100000000161,100000000161,100000000161,H,2026-06-10,2026-06-10,1,BOO,S,2026-06-10,100000000161,USD,USD,2026-06-10,534318,A,C,M,M,2026-06-10,PRINC_LIQ_AC_161,R,19735,011,2026-06-10,D,Y,R,R,R,19,89858,53333,100000000161,RD_,USD,12939.600,2026-06-10,O,2026-06-10,CHA,R,PRI,USD
012,100000000162,100000000162,100000000162,H,2026-06-11,2026-06-11,1,BOO,S,2026-06-11,100000000162,PEN,PEN,2026-06-11,940181,A,C,M,M,2026-06-11,PRINC_LIQ_AC_162,R,19016,012,2026-06-11,C,N,R,R,R,0,43109,76094,100000000162,RD_,PEN,7030.000,2026-06-11,O,2026-06-11,CHA,R,PRI,PEN
013,100000000163,100000000163,100000000163,H,2026-06-12,2026-06-12,1,BOO,S,2026-06-12,100000000163,EUR,EUR,2026-06-12,630125,A,C,M,M,2026-06-12,PRINC_LIQ_AC_163,R,8466,013,2026-06-12,D,N,R,R,R,36,50742,35663,100000000163,RD_,EUR,20976.700,2026-06-12,O,2026-06-12,CHA,R,PRI,EUR
014,100000000164,100000000164,100000000164,H,2026-06-13,2026-06-13,1,BOO,S,2026-06-13,100000000164,BRL,BRL,2026-06-13,970391,A,C,M,M,2026-06-13,PRINC_LIQ_AC_164,R,24102,014,2026-06-13,C,N,R,R,R,6,10896,83347,100000000164,RD_,BRL,7998.700,2026-06-13,O,2026-06-13,CHA,R,PRI,BRL
015,100000000165,100000000165,100000000165,H,2026-06-14,2026-06-14,1,BOO,S,2026-06-14,100000000165,USD,USD,2026-06-14,470908,A,C,M,M,2026-06-14,PRINC_LIQ_AC_165,R,1844,015,2026-06-14,D,N,R,R,R,35,420,18831,100000000165,RD_,USD,21245.600,2026-06-14,O,2026-06-14,CHA,R,PRI,USD
016,100000000166,100000000166,100000000166,H,2026-06-15,2026-06-15,1,BOO,S,2026-06-15,100000000166,PEN,PEN,2026-06-15,756346,A,C,M,M,2026-06-15,PRINC_LIQ_AC_166,R,23491,016,2026-06-15,C,Y,R,R,R,12,45688,7170,100000000166,RD_,PEN,19110.500,2026-06-15,O,2026-06-15,CHA,R,PRI,PEN
017,100000000167,100000000167,100000000167,H,2026-06-16,2026-06-16,1,BOO,S,2026-06-16,100000000167,EUR,EUR,2026-06-16,496942,A,C,M,M,2026-06-16,PRINC_LIQ_AC_167,R,15178,017,2026-06-16,D,N,R,R,R,22,50100,91153,100000000167,RD_,EUR,13749.700,2026-06-16,O,2026-06-16,CHA,R,PRI,EUR
018,100000000168,100000000168,100000000168,H,2026-06-17,2026-06-17,1,BOO,S,2026-06-17,100000000168,BRL,BRL,2026-06-17,527135,A,C,M,M,2026-06-17,PRINC_LIQ_AC_168,R,4314,018,2026-06-17,C,N,R,R,R,32,62079,73780,100000000168,RD_,BRL,22181.200,2026-06-17,O,2026-06-17,CHA,R,PRI,BRL
019,100000000169,100000000169,100000000169,H,2026-06-18,2026-06-18,1,BOO,S,2026-06-18,100000000169,USD,USD,2026-06-18,696990,A,C,M,M,2026-06-18,PRINC_LIQ_AC_169,R,5147,019,2026-06-18,D,N,R,R,R,2,20061,44409,100000000169,RD_,USD,10840.800,2026-06-18,O,2026-06-18,CHA,R,PRI,USD
020,100000000170,100000000170,100000000170,H,2026-06-19,2026-06-19,1,BOO,S,2026-06-19,100000000170,PEN,PEN,2026-06-19,559296,A,C,M,M,2026-06-19,PRINC_LIQ_AC_170,R,12084,020,2026-06-19,C,N,R,R,R,20,31971,73015,100000000170,RD_,PEN,21545.700,2026-06-19,O,2026-06-19,CHA,R,PRI,PEN
021,100000000171,100000000171,100000000171,H,2026-06-20,2026-06-20,1,BOO,S,2026-06-20,100000000171,EUR,EUR,2026-06-20,786265,A,C,M,M,2026-06-20,PRINC_LIQ_AC_171,R,18066,021,2026-06-20,D,Y,R,R,R,6,63248,89255,100000000171,RD_,EUR,9265.200,2026-06-20,O,2026-06-20,CHA,R,PRI,EUR
022,100000000172,100000000172,100000000172,H,2026-06-21,2026-06-21,1,BOO,S,2026-06-21,100000000172,BRL,BRL,2026-06-21,883555,A,C,M,M,2026-06-21,PRINC_LIQ_AC_172,R,4500,022,2026-06-21,C,N,R,R,R,5,20368,18981,100000000172,RD_,BRL,24825.100,2026-06-21,O,2026-06-21,CHA,R,PRI,BRL
023,100000000173,100000000173,100000000173,H,2026-06-22,2026-06-22,1,BOO,S,2026-06-22,100000000173,USD,USD,2026-06-22,422139,A,C,M,M,2026-06-22,PRINC_LIQ_AC_173,R,13263,023,2026-06-22,D,N,R,R,R,16,42866,48148,100000000173,RD_,USD,8919.600,2026-06-22,O,2026-06-22,CHA,R,PRI,USD
024,100000000174,100000000174,100000000174,H,2026-06-23,2026-06-23,1,BOO,S,2026-06-23,100000000174,PEN,PEN,2026-06-23,679685,A,C,M,M,2026-06-23,PRINC_LIQ_AC_174,R,7144,024,2026-06-23,C,N,R,R,R,26,29181,79765,100000000174,RD_,PEN,18397.500,2026-06-23,O,2026-06-23,CHA,R,PRI,PEN
025,100000000175,100000000175,100000000175,H,2026-06-24,2026-06-24,1,BOO,S,2026-06-24,100000000175,EUR,EUR,2026-06-24,711777,A,C,M,M,2026-06-24,PRINC_LIQ_AC_175,R,24329,025,2026-06-24,D,N,R,R,R,30,44493,91812,100000000175,RD_,EUR,12292.800,2026-06-24,O,2026-06-24,CHA,R,PRI,EUR
001,100000000176,100000000176,100000000176,H,2026-06-25,2026-06-25,1,BOO,S,2026-06-25,100000000176,BRL,BRL,2026-06-25,790719,A,C,M,M,2026-06-25,PRINC_LIQ_AC_176,R,2691,001,2026-06-25,C,Y,R,R,R,10,27723,80996,100000000176,RD_,BRL,19332.100,2026-06-25,O,2026-06-25,CHA,R,PRI,BRL
002,100000000177,100000000177,100000000177,H,2026-06-26,2026-06-26,1,BOO,S,2026-06-26,100000000177,USD,USD,2026-06-26,711597,A,C,M,M,2026-06-26,PRINC_LIQ_AC_177,R,3188,002,2026-06-26,D,N,R,R,R,11,95967,87052,100000000177,RD_,USD,12946.300,2026-06-26,O,2026-06-26,CHA,R,PRI,USD
003,100000000178,100000000178,100000000178,H,2026-06-27,2026-06-27,1,BOO,S,2026-06-27,100000000178,PEN,PEN,2026-06-27,889577,A,C,M,M,2026-06-27,PRINC_LIQ_AC_178,R,11872,003,2026-06-27,C,N,R,R,R,8,50086,44331,100000000178,RD_,PEN,14375.400,2026-06-27,O,2026-06-27,CHA,R,PRI,PEN
004,100000000179,100000000179,100000000179,H,2026-06-28,2026-06-28,1,BOO,S,2026-06-28,100000000179,EUR,EUR,2026-06-28,70930,A,C,M,M,2026-06-28,PRINC_LIQ_AC_179,R,6026,004,2026-06-28,D,N,R,R,R,18,88398,43524,100000000179,RD_,EUR,22474.000,2026-06-28,O,2026-06-28,CHA,R,PRI,EUR
005,100000000180,100000000180,100000000180,H,2026-06-29,2026-06-29,1,BOO,S,2026-06-29,100000000180,BRL,BRL,2026-06-29,673346,A,C,M,M,2026-06-29,PRINC_LIQ_AC_180,R,16896,005,2026-06-29,C,N,R,R,R,13,83172,29017,100000000180,RD_,BRL,17322.500,2026-06-29,O,2026-06-29,CHA,R,PRI,BRL
006,100000000181,100000000181,100000000181,H,2026-06-30,2026-06-30,1,BOO,S,2026-06-30,100000000181,USD,USD,2026-06-30,919637,A,C,M,M,2026-06-30,PRINC_LIQ_AC_181,R,704,006,2026-06-30,D,Y,R,R,R,12,94086,32717,100000000181,RD_,USD,1706.900,2026-06-30,O,2026-06-30,CHA,R,PRI,USD
007,100000000182,100000000182,100000000182,H,2026-07-01,2026-07-01,1,BOO,S,2026-07-01,100000000182,PEN,PEN,2026-07-01,163937,A,C,M,M,2026-07-01,PRINC_LIQ_AC_182,R,19120,007,2026-07-01,C,N,R,R,R,10,71944,48587,100000000182,RD_,PEN,9290.300,2026-07-01,O,2026-07-01,CHA,R,PRI,PEN
008,100000000183,100000000183,100000000183,H,2026-07-02,2026-07-02,1,BOO,S,2026-07-02,100000000183,EUR,EUR,2026-07-02,755597,A,C,M,M,2026-07-02,PRINC_LIQ_AC_183,R,8482,008,2026-07-02,D,N,R,R,R,5,53139,78923,100000000183,RD_,EUR,16337.900,2026-07-02,O,2026-07-02,CHA,R,PRI,EUR
009,100000000184,100000000184,100000000184,H,2026-07-03,2026-07-03,1,BOO,S,2026-07-03,100000000184,BRL,BRL,2026-07-03,949734,A,C,M,M,2026-07-03,PRINC_LIQ_AC_184,R,4591,009,2026-07-03,C,N,R,R,R,8,25238,26418,100000000184,RD_,BRL,5191.400,2026-07-03,O,2026-07-03,CHA,R,PRI,BRL
010,100000000185,100000000185,100000000185,H,2026-07-04,2026-07-04,1,BOO,S,2026-07-04,100000000185,USD,USD,2026-07-04,726055,A,C,M,M,2026-07-04,PRINC_LIQ_AC_185,R,19705,010,2026-07-04,D,N,R,R,R,19,73929,74319,100000000185,RD_,USD,4869.900,2026-07-04,O,2026-07-04,CHA,R,PRI,USD
011,100000000186,100000000186,100000000186,H,2026-07-05,2026-07-05,1,BOO,S,2026-07-05,100000000186,PEN,PEN,2026-07-05,965947,A,C,M,M,2026-07-05,PRINC_LIQ_AC_186,R,137406,011,2026-07-05,C,Y,R,R,R,17,68268,16845,100000000186,RD_,PEN,53545.600,2026-07-05,O,2026-07-05,CHA,R,PRI,PEN
012,100000000187,100000000187,100000000187,H,2026-07-06,2026-07-06,1,BOO,S,2026-07-06,100000000187,EUR,EUR,2026-07-06,152484,A,C,M,M,2026-07-06,PRINC_LIQ_AC_187,R,2399,012,2026-07-06,D,N,R,R,R,19,78723,73112,100000000187,RD_,EUR,22983.600,2026-07-06,O,2026-07-06,CHA,R,PRI,EUR
013,100000000188,100000000188,100000000188,H,2026-07-07,2026-07-07,1,BOO,S,2026-07-07,100000000188,BRL,BRL,2026-07-07,833196,A,C,M,M,2026-07-07,PRINC_LIQ_AC_188,R,2681,013,2026-07-07,C,N,R,R,R,34,55767,86637,100000000188,RD_,BRL,5121.900,2026-07-07,O,2026-07-07,CHA,R,PRI,BRL
014,100000000189,100000000189,100000000189,H,2026-07-08,2026-07-08,1,BOO,S,2026-07-08,100000000189,USD,USD,2026-07-08,799093,A,C,M,M,2026-07-08,PRINC_LIQ_AC_189,R,8117,014,2026-07-08,D,N,R,R,R,24,10928,53567,100000000189,RD_,USD,23499.000,2026-07-08,O,2026-07-08,CHA,R,PRI,USD
015,100000000190,100000000190,100000000190,H,2026-07-09,2026-07-09,1,BOO,S,2026-07-09,100000000190,PEN,PEN,2026-07-09,828195,A,C,M,M,2026-07-09,PRINC_LIQ_AC_190,R,12598,015,2026-07-09,C,N,R,R,R,31,58222,68460,100000000190,RD_,PEN,9579.000,2026-07-09,O,2026-07-09,CHA,R,PRI,PEN
016,100000000191,100000000191,100000000191,H,2026-07-10,2026-07-10,1,BOO,S,2026-07-10,100000000191,EUR,EUR,2026-07-10,219399,A,C,M,M,2026-07-10,PRINC_LIQ_AC_191,R,3424,016,2026-07-10,D,Y,R,R,R,17,41854,10952,100000000191,RD_,EUR,6225.500,2026-07-10,O,2026-07-10,CHA,R,PRI,EUR
017,100000000192,100000000192,100000000192,H,2026-07-11,2026-07-11,1,BOO,S,2026-07-11,100000000192,BRL,BRL,2026-07-11,154102,A,C,M,M,2026-07-11,PRINC_LIQ_AC_192,R,11123,017,2026-07-11,C,N,R,R,R,22,66286,86250,100000000192,RD_,BRL,3058.300,2026-07-11,O,2026-07-11,CHA,R,PRI,BRL
018,100000000193,100000000193,100000000193,H,2026-07-12,2026-07-12,1,BOO,S,2026-07-12,100000000193,USD,USD,2026-07-12,476208,A,C,M,M,2026-07-12,PRINC_LIQ_AC_193,R,20449,018,2026-07-12,D,N,R,R,R,29,13777,45532,100000000193,RD_,USD,10337.700,2026-07-12,O,2026-07-12,CHA,R,PRI,USD
019,100000000194,100000000194,100000000194,H,2026-07-13,2026-07-13,1,BOO,S,2026-07-13,100000000194,PEN,PEN,2026-07-13,27444,A,C,M,M,2026-07-13,PRINC_LIQ_AC_194,R,10403,019,2026-07-13,C,N,R,R,R,31,35524,98478,100000000194,RD_,PEN,8927.000,2026-07-13,O,2026-07-13,CHA,R,PRI,PEN
020,100000000195,100000000195,100000000195,H,2026-07-14,2026-07-14,1,BOO,S,2026-07-14,100000000195,EUR,EUR,2026-07-14,16327,A,C,M,M,2026-07-14,PRINC_LIQ_AC_195,R,2243,020,2026-07-14,D,N,R,R,R,5,37441,18203,100000000195,RD_,EUR,6655.400,2026-07-14,O,2026-07-14,CHA,R,PRI,EUR
021,100000000196,100000000196,100000000196,H,2026-07-15,2026-07-15,1,BOO,S,2026-07-15,100000000196,BRL,BRL,2026-07-15,978433,A,C,M,M,2026-07-15,PRINC_LIQ_AC_196,R,2282,021,2026-07-15,C,Y,R,R,R,4,64322,96170,100000000196,RD_,BRL,18034.200,2026-07-15,O,2026-07-15,CHA,R,PRI,BRL
022,100000000197,100000000197,100000000197,H,2026-07-16,2026-07-16,1,BOO,S,2026-07-16,100000000197,USD,USD,2026-07-16,352056,A,C,M,M,2026-07-16,PRINC_LIQ_AC_197,R,14755,022,2026-07-16,D,N,R,R,R,22,55760,42847,100000000197,RD_,USD,3421.600,2026-07-16,O,2026-07-16,CHA,R,PRI,USD
023,100000000198,100000000198,100000000198,H,2026-07-17,2026-07-17,1,BOO,S,2026-07-17,100000000198,PEN,PEN,2026-07-17,927686,A,C,M,M,2026-07-17,PRINC_LIQ_AC_198,R,3315,023,2026-07-17,C,N,R,R,R,19,26765,77813,100000000198,RD_,PEN,5436.900,2026-07-17,O,2026-07-17,CHA,R,PRI,PEN
024,100000000199,100000000199,100000000199,H,2026-07-18,2026-07-18,1,BOO,S,2026-07-18,100000000199,EUR,EUR,2026-07-18,567511,A,C,M,M,2026-07-18,PRINC_LIQ_AC_199,R,24238,024,2026-07-18,D,N,R,R,R,14,63094,14226,100000000199,RD_,EUR,5003.400,2026-07-18,O,2026-07-18,CHA,R,PRI,EUR
025,100000000200,100000000200,100000000200,H,2026-07-19,2026-07-19,1,BOO,S,2026-07-19,100000000200,BRL,BRL,2026-07-19,988018,A,C,M,M,2026-07-19,PRINC_LIQ_AC_200,R,10593,025,2026-07-19,C,N,R,R,R,27,73025,9158,100000000200,RD_,BRL,20095.800,2026-07-19,O,2026-07-19,CHA,R,PRI,BRL
001,100000000201,100000000201,100000000201,H,2026-07-20,2026-07-20,1,BOO,S,2026-07-20,100000000201,USD,USD,2026-07-20,864743,A,C,M,M,2026-07-20,PRINC_LIQ_AC_201,R,5447,001,2026-07-20,D,Y,R,R,R,30,40614,89245,100000000201,RD_,USD,17673.300,2026-07-20,O,2026-07-20,CHA,R,PRI,USD
002,100000000202,100000000202,100000000202,H,2026-07-21,2026-07-21,1,BOO,S,2026-07-21,100000000202,PEN,PEN,2026-07-21,461539,A,C,M,M,2026-07-21,PRINC_LIQ_AC_202,R,9039,002,2026-07-21,C,N,R,R,R,15,74832,61452,100000000202,RD_,PEN,266.000,2026-07-21,O,2026-07-21,CHA,R,PRI,PEN
003,100000000203,100000000203,100000000203,H,2026-07-22,2026-07-22,1,BOO,S,2026-07-22,100000000203,EUR,EUR,2026-07-22,896223,A,C,M,M,2026-07-22,PRINC_LIQ_AC_203,R,1187,003,2026-07-22,D,N,R,R,R,26,63071,28485,100000000203,RD_,EUR,277.800,2026-07-22,O,2026-07-22,CHA,R,PRI,EUR
004,100000000204,100000000204,100000000204,H,2026-07-23,2026-07-23,1,BOO,S,2026-07-23,100000000204,BRL,BRL,2026-07-23,687343,A,C,M,M,2026-07-23,PRINC_LIQ_AC_204,R,17941,004,2026-07-23,C,N,R,R,R,26,71147,85648,100000000204,RD_,BRL,11430.800,2026-07-23,O,2026-07-23,CHA,R,PRI,BRL
005,100000000205,100000000205,100000000205,H,2026-07-24,2026-07-24,1,BOO,S,2026-07-24,100000000205,USD,USD,2026-07-24,247931,A,C,M,M,2026-07-24,PRINC_LIQ_AC_205,R,7680,005,2026-07-24,D,N,R,R,R,8,4403,78101,100000000205,RD_,USD,23544.300,2026-07-24,O,2026-07-24,CHA,R,PRI,USD
006,100000000206,100000000206,100000000206,H,2026-07-25,2026-07-25,1,BOO,S,2026-07-25,100000000206,PEN,PEN,2026-07-25,207637,A,C,M,M,2026-07-25,PRINC_LIQ_AC_206,R,16076,006,2026-07-25,C,Y,R,R,R,19,68576,45718,100000000206,RD_,PEN,609.400,2026-07-25,O,2026-07-25,CHA,R,PRI,PEN
007,100000000207,100000000207,100000000207,H,2026-07-26,2026-07-26,1,BOO,S,2026-07-26,100000000207,EUR,EUR,2026-07-26,484608,A,C,M,M,2026-07-26,PRINC_LIQ_AC_207,R,13687,007,2026-07-26,D,N,R,R,R,27,76687,4585,100000000207,RD_,EUR,19282.200,2026-07-26,O,2026-07-26,CHA,R,PRI,EUR
008,100000000208,100000000208,100000000208,H,2026-07-27,2026-07-27,1,BOO,S,2026-07-27,100000000208,BRL,BRL,2026-07-27,952422,A,C,M,M,2026-07-27,PRINC_LIQ_AC_208,R,19304,008,2026-07-27,C,N,R,R,R,18,38604,21936,100000000208,RD_,BRL,1138.700,2026-07-27,O,2026-07-27,CHA,R,PRI,BRL
009,100000000209,100000000209,100000000209,H,2026-07-28,2026-07-28,1,BOO,S,2026-07-28,100000000209,USD,USD,2026-07-28,377208,A,C,M,M,2026-07-28,PRINC_LIQ_AC_209,R,11833,009,2026-07-28,D,N,R,R,R,11,49554,24317,100000000209,RD_,USD,2485.500,2026-07-28,O,2026-07-28,CHA,R,PRI,USD
010,100000000210,100000000210,100000000210,H,2026-07-29,2026-07-29,1,BOO,S,2026-07-29,100000000210,PEN,PEN,2026-07-29,721561,A,C,M,M,2026-07-29,PRINC_LIQ_AC_210,R,21904,010,2026-07-29,C,N,R,R,R,10,41143,44033,100000000210,RD_,PEN,18408.000,2026-07-29,O,2026-07-29,CHA,R,PRI,PEN
011,100000000211,100000000211,100000000211,H,2026-07-30,2026-07-30,1,BOO,S,2026-07-30,100000000211,EUR,EUR,2026-07-30,767473,A,C,M,M,2026-07-30,PRINC_LIQ_AC_211,R,3151,011,2026-07-30,D,Y,R,R,R,29,14689,57423,100000000211,RD_,EUR,12456.500,2026-07-30,O,2026-07-30,CHA,R,PRI,EUR
012,100000000212,100000000212,100000000212,H,2026-07-31,2026-07-31,1,BOO,S,2026-07-31,100000000212,BRL,BRL,2026-07-31,955967,A,C,M,M,2026-07-31,PRINC_LIQ_AC_212,R,5588,012,2026-07-31,C,N,R,R,R,1,84536,29282,100000000212,RD_,BRL,20860.600,2026-07-31,O,2026-07-31,CHA,R,PRI,BRL
013,100000000213,100000000213,100000000213,H,2026-08-01,2026-08-01,1,BOO,S,2026-08-01,100000000213,USD,USD,2026-08-01,452789,A,C,M,M,2026-08-01,PRINC_LIQ_AC_213,R,782,013,2026-08-01,D,N,R,R,R,34,68683,54523,100000000213,RD_,USD,12313.200,2026-08-01,O,2026-08-01,CHA,R,PRI,USD
014,100000000214,100000000214,100000000214,H,2026-08-02,2026-08-02,1,BOO,S,2026-08-02,100000000214,PEN,PEN,2026-08-02,167047,A,C,M,M,2026-08-02,PRINC_LIQ_AC_214,R,1008,014,2026-08-02,C,N,R,R,R,14,2537,84783,100000000214,RD_,PEN,13741.200,2026-08-02,O,2026-08-02,CHA,R,PRI,PEN
015,100000000215,100000000215,100000000215,H,2026-08-03,2026-08-03,1,BOO,S,2026-08-03,100000000215,EUR,EUR,2026-08-03,764153,A,C,M,M,2026-08-03,PRINC_LIQ_AC_215,R,18091,015,2026-08-03,D,N,R,R,R,33,98674,63878,100000000215,RD_,EUR,8184.300,2026-08-03,O,2026-08-03,CHA,R,PRI,EUR
016,100000000216,100000000216,100000000216,H,2026-08-04,2026-08-04,1,BOO,S,2026-08-04,100000000216,BRL,BRL,2026-08-04,888051,A,C,M,M,2026-08-04,PRINC_LIQ_AC_216,R,5145,016,2026-08-04,C,Y,R,R,R,6,47379,95467,100000000216,RD_,BRL,12010.400,2026-08-04,O,2026-08-04,CHA,R,PRI,BRL
017,100000000217,100000000217,100000000217,H,2026-08-05,2026-08-05,1,BOO,S,2026-08-05,100000000217,USD,USD,2026-08-05,172828,A,C,M,M,2026-08-05,PRINC_LIQ_AC_217,R,1699,017,2026-08-05,D,N,R,R,R,17,12393,34389,100000000217,RD_,USD,9665.800,2026-08-05,O,2026-08-05,CHA,R,PRI,USD
018,100000000218,100000000218,100000000218,H,2026-08-06,2026-08-06,1,BOO,S,2026-08-06,100000000218,PEN,PEN,2026-08-06,695669,A,C,M,M,2026-08-06,PRINC_LIQ_AC_218,R,5452,018,2026-08-06,C,N,R,R,R,33,84200,42342,100000000218,RD_,PEN,23195.600,2026-08-06,O,2026-08-06,CHA,R,PRI,PEN
019,100000000219,100000000219,100000000219,H,2026-08-07,2026-08-07,1,BOO,S,2026-08-07,100000000219,EUR,EUR,2026-08-07,963937,A,C,M,M,2026-08-07,PRINC_LIQ_AC_219,R,2684,019,2026-08-07,D,N,R,R,R,16,22834,72218,100000000219,RD_,EUR,14803.600,2026-08-07,O,2026-08-07,CHA,R,PRI,EUR
