BRN,ACC,PROD,SC_MAP_DT,GC_MAP_DT,LAST_CALC_DT,LAST_LIQ_DT,NEXT_LIQ_DT,LAST_ACCR_DT,NEXT_ACCR_DT,LAST_SCHD_LIQ_DT,INC_MTH,NEXT_SCHD_LIQ_DT,FIRST_CALC_DT,NEXT_SCHD_ACCR_DT,PROD_TYPE,HAS_ACCR,NEXT_CALC_DT,PROD_ACCR,HAS_PROBLEMS,BKVAL_RECALC_FLAG,BKVAL_MINCALC_DATE,STOP_IC,FIRST_FIRST_CALC_DATE,NEXT_EVENT_DT,CCY,ACLASS,PROCESS,MIS_REFERENCE,DEPOSIT,IMAT_PROBLEMS,DEFER_LIQ_DT,TAX_PRODUCT,HAS_IADJ
015,100000000740,PROD,2026-01-10,2026-01-10,2026-01-10,2026-01-10,2026-01-10,2026-01-10,2026-01-10,2026-01-10,I,2026-01-10,2026-01-10,2026-01-10,P,1,2026-01-10,1,H,N,2026-01-10,S,2026-01-10,2026-01-10,BRL,ACLASS,80,MIS_REFERENCE_74,D,I,2026-01-10,C,H
016,100000000741,PROD,2026-01-11,2026-01-11,2026-01-11,2026-01-11,2026-01-11,2026-01-11,2026-01-11,2026-01-11,I,2026-01-11,2026-01-11,2026-01-11,P,1,2026-01-11,1,H,Y,2026-01-11,S,2026-01-11,2026-01-11,USD,ACLASS,18,MIS_REFERENCE_74,D,I,2026-01-11,L,H
017,100000000742,PROD,2026-01-12,2026-01-12,2026-01-12,2026-01-12,2026-01-12,2026-01-12,2026-01-12,2026-01-12,I,2026-01-12,2026-01-12,2026-01-12,P,1,2026-01-12,1,H,N,2026-01-12,S,2026-01-12,2026-01-12,PEN,ACLASS,23,MIS_REFERENCE_74,D,I,2026-01-12,T,H
018,100000000743,PROD,2026-01-13,2026-01-13,2026-01-13,2026-01-13,2026-01-13,2026-01-13,2026-01-13,2026-01-13,I,2026-01-13,2026-01-13,2026-01-13,P,1,2026-01-13,1,H,N,2026-01-13,S,2026-01-13,2026-01-13,EUR,ACLASS,18,MIS_REFERENCE_74,D,I,2026-01-13,C,H
019,100000000744,PROD,2026-01-14,2026-01-14,2026-01-14,2026-01-14,2026-01-14,2026-01-14,2026-01-14,2026-01-14,I,2026-01-14,2026-01-14,2026-01-14,P,1,2026-01-14,1,H,N,2026-01-14,S,2026-01-14,2026-01-14,BRL,ACLASS,54,MIS_REFERENCE_74,D,I,2026-01-14,C,H
020,100000000745,PROD,2026-01-15,2026-01-15,2026-01-15,2026-01-15,2026-01-15,2026-01-15,2026-01-15,2026-01-15,I,2026-01-15,2026-01-15,2026-01-15,P,1,2026-01-15,1,H,N,2026-01-15,S,2026-01-15,2026-01-15,USD,ACLASS,96,MIS_REFERENCE_74,D,I,2026-01-15,S,H
021,100000000746,PROD,2026-01-16,2026-01-16,2026-01-16,2026-01-16,2026-01-16,2026-01-16,2026-01-16,2026-01-16,I,2026-01-16,2026-01-16,2026-01-16,P,1,2026-01-16,1,H,Y,2026-01-16,S,2026-01-16,2026-01-16,PEN,ACLASS,48,MIS_REFERENCE_74,D,I,2026-01-16,C,H
022,100000000747,PROD,2026-01-17,2026-01-17,2026-01-17,2026-01-17,2026-01-17,2026-01-17,2026-01-17,2026-01-17,I,2026-01-17,2026-01-17,2026-01-17,P,1,2026-01-17,1,H,N,2026-01-17,S,2026-01-17,2026-01-17,EUR,ACLASS,1,MIS_REFERENCE_74,D,I,2026-01-17,L,H
023,100000000748,PROD,2026-01-18,2026-01-18,2026-01-18,2026-01-18,2026-01-18,2026-01-18,2026-01-18,2026-01-18,I,2026-01-18,2026-01-18,2026-01-18,P,1,2026-01-18,1,H,N,2026-01-18,S,2026-01-18,2026-01-18,BRL,ACLASS,73,MIS_REFERENCE_74,D,I,2026-01-18,T,H
024,100000000749,PROD,2026-01-19,2026-01-19,2026-01-19,2026-01-19,2026-01-19,2026-01-19,2026-01-19,2026-01-19,I,2026-01-19,2026-01-19,2026-01-19,P,1,2026-01-19,1,H,N,2026-01-19,S,2026-01-19,2026-01-19,USD,ACLASS,90,MIS_REFERENCE_74,D,I,2026-01-19,C,H
025,100000000750,PROD,2026-01-20,2026-01-20,2026-01-20,2026-01-20,2026-01-20,2026-01-20,2026-01-20,2026-01-20,I,2026-01-20,2026-01-20,2026-01-20,P,1,2026-01-20,1,H,N,2026-01-20,S,2026-01-20,2026-01-20,PEN,ACLASS,46,MIS_REFERENCE_75,D,I,2026-01-20,C,H
001,100000000751,PROD,2026-01-21,2026-01-21,2026-01-21,2026-01-21,2026-01-21,2026-01-21,2026-01-21,2026-01-21,I,2026-01-21,2026-01-21,2026-01-21,P,1,2026-01-21,1,H,Y,2026-01-21,S,2026-01-21,2026-01-21,EUR,ACLASS,80,MIS_REFERENCE_75,D,I,2026-01-21,S,H
002,100000000752,PROD,2026-01-22,2026-01-22,2026-01-22,2026-01-22,2026-01-22,2026-01-22,2026-01-22,2026-01-22,I,2026-01-22,2026-01-22,2026-01-22,P,1,2026-01-22,1,H,N,2026-01-22,S,2026-01-22,2026-01-22,BRL,ACLASS,62,MIS_REFERENCE_75,D,I,2026-01-22,C,H
003,100000000753,PROD,2026-01-23,2026-01-23,2026-01-23,2026-01-23,2026-01-23,2026-01-23,2026-01-23,2026-01-23,I,2026-01-23,2026-01-23,2026-01-23,P,1,2026-01-23,1,H,N,2026-01-23,S,2026-01-23,2026-01-23,USD,ACLASS,2,MIS_REFERENCE_75,D,I,2026-01-23,L,H
004,100000000754,PROD,2026-01-24,2026-01-24,2026-01-24,2026-01-24,2026-01-24,2026-01-24,2026-01-24,2026-01-24,I,2026-01-24,2026-01-24,2026-01-24,P,1,2026-01-24,1,H,N,2026-01-24,S,2026-01-24,2026-01-24,PEN,ACLASS,1,MIS_REFERENCE_75,D,I,2026-01-24,T,H
005,100000000755,PROD,2026-01-25,2026-01-25,2026-01-25,2026-01-25,2026-01-25,2026-01-25,2026-01-25,2026-01-25,I,2026-01-25,2026-01-25,2026-01-25,P,1,2026-01-25,1,H,N,2026-01-25,S,2026-01-25,2026-01-25,EUR,ACLASS,44,MIS_REFERENCE_75,D,I,2026-01-25,C,H
006,100000000756,PROD,2026-01-26,2026-01-26,2026-01-26,2026-01-26,2026-01-26,2026-01-26,2026-01-26,2026-01-26,I,2026-01-26,2026-01-26,2026-01-26,P,1,2026-01-26,1,H,Y,2026-01-26,S,2026-01-26,2026-01-26,BRL,ACLASS,38,MIS_REFERENCE_75,D,I,2026-01-26,C,H
007,100000000757,PROD,2026-01-27,2026-01-27,2026-01-27,2026-01-27,2026-01-27,2026-01-27,2026-01-27,2026-01-27,I,2026-01-27,2026-01-27,2026-01-27,P,1,2026-01-27,1,H,N,2026-01-27,S,2026-01-27,2026-01-27,USD,ACLASS,28,MIS_REFERENCE_75,D,I,2026-01-27,S,H
008,100000000758,PROD,2026-01-28,2026-01-28,2026-01-28,2026-01-28,2026-01-28,2026-01-28,2026-01-28,2026-01-28,I,2026-01-28,2026-01-28,2026-01-28,P,1,2026-01-28,1,H,N,2026-01-28,S,2026-01-28,2026-01-28,PEN,ACLASS,57,MIS_REFERENCE_75,D,I,2026-01-28,C,H
009,100000000759,PROD,2026-01-29,2026-01-29,2026-01-29,2026-01-29,2026-01-29,2026-01-29,2026-01-29,2026-01-29,I,2026-01-29,2026-01-29,2026-01-29,P,1,2026-01-29,1,H,N,2026-01-29,S,2026-01-29,2026-01-29,EUR,ACLASS,73,MIS_REFERENCE_75,D,I,2026-01-29,L,H
010,100000000760,PROD,2026-01-30,2026-01-30,2026-01-30,2026-01-30,2026-01-30,2026-01-30,2026-01-30,2026-01-30,I,2026-01-30,2026-01-30,2026-01-30,P,1,2026-01-30,1,H,N,2026-01-30,S,2026-01-30,2026-01-30,BRL,ACLASS,41,MIS_REFERENCE_76,D,I,2026-01-30,T,H
011,100000000761,PROD,2026-01-31,2026-01-31,2026-01-31,2026-01-31,2026-01-31,2026-01-31,2026-01-31,2026-01-31,I,2026-01-31,2026-01-31,2026-01-31,P,1,2026-01-31,1,H,Y,2026-01-31,S,2026-01-31,2026-01-31,USD,ACLASS,51,MIS_REFERENCE_76,D,I,2026-01-31,C,H
012,100000000762,PROD,2026-02-01,2026-02-01,2026-02-01,2026-02-01,2026-02-01,2026-02-01,2026-02-01,2026-02-01,I,2026-02-01,2026-02-01,2026-02-01,P,1,2026-02-01,1,H,N,2026-02-01,S,2026-02-01,2026-02-01,PEN,ACLASS,58,MIS_REFERENCE_76,D,I,2026-02-01,C,H
013,100000000763,PROD,2026-02-02,2026-02-02,2026-02-02,2026-02-02,2026-02-02,2026-02-02,2026-02-02,2026-02-02,I,2026-02-02,2026-02-02,2026-02-02,P,1,2026-02-02,1,H,N,2026-02-02,S,2026-02-02,2026-02-02,EUR,ACLASS,76,MIS_REFERENCE_76,D,I,2026-02-02,S,H
014,100000000764,PROD,2026-02-03,2026-02-03,2026-02-03,2026-02-03,2026-02-03,2026-02-03,2026-02-03,2026-02-03,I,2026-02-03,2026-02-03,2026-02-03,P,1,2026-02-03,1,H,N,2026-02-03,S,2026-02-03,2026-02-03,BRL,ACLASS,82,MIS_REFERENCE_76,D,I,2026-02-03,C,H
015,100000000765,PROD,2026-02-04,2026-02-04,2026-02-04,2026-02-04,2026-02-04,2026-02-04,2026-02-04,2026-02-04,I,2026-02-04,2026-02-04,2026-02-04,P,1,2026-02-04,1,H,N,2026-02-04,S,2026-02-04,2026-02-04,USD,ACLASS,82,MIS_REFERENCE_76,D,I,2026-02-04,L,H
016,100000000766,PROD,2026-02-05,2026-02-05,2026-02-05,2026-02-05,2026-02-05,2026-02-05,2026-02-05,2026-02-05,I,2026-02-05,2026-02-05,2026-02-05,P,1,2026-02-05,1,H,Y,2026-02-05,S,2026-02-05,2026-02-05,PEN,ACLASS,95,MIS_REFERENCE_76,D,I,2026-02-05,T,H
017,100000000767,PROD,2026-02-06,2026-02-06,2026-02-06,2026-02-06,2026-02-06,2026-02-06,2026-02-06,2026-02-06,I,2026-02-06,2026-02-06,2026-02-06,P,1,2026-02-06,1,H,N,2026-02-06,S,2026-02-06,2026-02-06,EUR,ACLASS,82,MIS_REFERENCE_76,D,I,2026-02-06,C,H
018,100000000768,PROD,2026-02-07,2026-02-07,2026-02-07,2026-02-07,2026-02-07,2026-02-07,2026-02-07,2026-02-07,I,2026-02-07,2026-02-07,2026-02-07,P,1,2026-02-07,1,H,N,2026-02-07,S,2026-02-07,2026-02-07,BRL,ACLASS,53,MIS_REFERENCE_76,D,I,2026-02-07,C,H
019,100000000769,PROD,2026-02-08,2026-02-08,2026-02-08,2026-02-08,2026-02-08,2026-02-08,2026-02-08,2026-02-08,I,2026-02-08,2026-02-08,2026-02-08,P,1,2026-02-08,1,H,N,2026-02-08,S,2026-02-08,2026-02-08,USD,ACLASS,45,MIS_REFERENCE_76,D,I,2026-02-08,S,H
020,100000000770,PROD,2026-02-09,2026-02-09,2026-02-09,2026-02-09,2026-02-09,2026-02-09,2026-02-09,2026-02-09,I,2026-02-09,2026-02-09,2026-02-09,P,1,2026-02-09,1,H,N,2026-02-09,S,2026-02-09,2026-02-09,PEN,ACLASS,29,MIS_REFERENCE_77,D,I,2026-02-09,C,H
021,100000000771,PROD,2026-02-10,2026-02-10,2026-02-10,2026-02-10,2026-02-10,2026-02-10,2026-02-10,2026-02-10,I,2026-02-10,2026-02-10,2026-02-10,P,1,2026-02-10,1,H,Y,2026-02-10,S,2026-02-10,2026-02-10,EUR,ACLASS,21,MIS_REFERENCE_77,D,I,2026-02-10,L,H
022,100000000772,PROD,2026-02-11,2026-02-11,2026-02-11,2026-02-11,2026-02-11,2026-02-11,2026-02-11,2026-02-11,I,2026-02-11,2026-02-11,2026-02-11,P,1,2026-02-11,1,H,N,2026-02-11,S,2026-02-11,2026-02-11,BRL,ACLASS,22,MIS_REFERENCE_77,D,I,2026-02-11,T,H
023,100000000773,PROD,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,I,2026-02-12,2026-02-12,2026-02-12,P,1,2026-02-12,1,H,N,2026-02-12,S,2026-02-12,2026-02-12,USD,ACLASS,39,MIS_REFERENCE_77,D,I,2026-02-12,C,H
024,100000000774,PROD,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,I,2026-02-13,2026-02-13,2026-02-13,P,1,2026-02-13,1,H,N,2026-02-13,S,2026-02-13,2026-02-13,PEN,ACLASS,96,MIS_REFERENCE_77,D,I,2026-02-13,C,H
025,100000000775,PROD,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,I,2026-02-14,2026-02-14,2026-02-14,P,1,2026-02-14,1,H,N,2026-02-14,S,2026-02-14,2026-02-14,EUR,ACLASS,50,MIS_REFERENCE_77,D,I,2026-02-14,S,H
001,100000000776,PROD,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,I,2026-02-15,2026-02-15,2026-02-15,P,1,2026-02-15,1,H,Y,2026-02-15,S,2026-02-15,2026-02-15,BRL,ACLASS,82,MIS_REFERENCE_77,D,I,2026-02-15,C,H
002,100000000777,PROD,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,I,2026-02-16,2026-02-16,2026-02-16,P,1,2026-02-16,1,H,N,2026-02-16,S,2026-02-16,2026-02-16,USD,ACLASS,88,MIS_REFERENCE_77,D,I,2026-02-16,L,H
003,100000000778,PROD,2026-02-17,2026-02-17,2026-02-17,2026-02-17,2026-02-17,2026-02-17,2026-02-17,2026-02-17,I,2026-02-17,2026-02-17,2026-02-17,P,1,2026-02-17,1,H,N,2026-02-17,S,2026-02-17,2026-02-17,PEN,ACLASS,34,MIS_REFERENCE_77,D,I,2026-02-17,T,H
004,100000000779,PROD,2026-02-18,2026-02-18,2026-02-18,2026-02-18,2026-02-18,2026-02-18,2026-02-18,2026-02-18,I,2026-02-18,2026-02-18,2026-02-18,P,1,2026-02-18,1,H,N,2026-02-18,S,2026-02-18,2026-02-18,EUR,ACLASS,69,MIS_REFERENCE_77,D,I,2026-02-18,C,H
005,100000000780,PROD,2026-02-19,2026-02-19,2026-02-19,2026-02-19,2026-02-19,2026-02-19,2026-02-19,2026-02-19,I,2026-02-19,2026-02-19,2026-02-19,P,1,2026-02-19,1,H,N,2026-02-19,S,2026-02-19,2026-02-19,BRL,ACLASS,19,MIS_REFERENCE_78,D,I,2026-02-19,C,H
006,100000000781,PROD,2026-02-20,2026-02-20,2026-02-20,2026-02-20,2026-02-20,2026-02-20,2026-02-20,2026-02-20,I,2026-02-20,2026-02-20,2026-02-20,P,1,2026-02-20,1,H,Y,2026-02-20,S,2026-02-20,2026-02-20,USD,ACLASS,88,MIS_REFERENCE_78,D,I,2026-02-20,S,H
007,100000000782,PROD,2026-02-21,2026-02-21,2026-02-21,2026-02-21,2026-02-21,2026-02-21,2026-02-21,2026-02-21,I,2026-02-21,2026-02-21,2026-02-21,P,1,2026-02-21,1,H,N,2026-02-21,S,2026-02-21,2026-02-21,PEN,ACLASS,38,MIS_REFERENCE_78,D,I,2026-02-21,C,H
008,100000000783,PROD,2026-02-22,2026-02-22,2026-02-22,2026-02-22,2026-02-22,2026-02-22,2026-02-22,2026-02-22,I,2026-02-22,2026-02-22,2026-02-22,P,1,2026-02-22,1,H,N,2026-02-22,S,2026-02-22,2026-02-22,EUR,ACLASS,15,MIS_REFERENCE_78,D,I,2026-02-22,L,H
009,100000000784,PROD,2026-02-23,2026-02-23,2026-02-23,2026-02-23,2026-02-23,2026-02-23,2026-02-23,2026-02-23,I,2026-02-23,2026-02-23,2026-02-23,P,1,2026-02-23,1,H,N,2026-02-23,S,2026-02-23,2026-02-23,BRL,ACLASS,71,MIS_REFERENCE_78,D,I,2026-02-23,T,H
010,100000000785,PROD,2026-02-24,2026-02-24,2026-02-24,2026-02-24,2026-02-24,2026-02-24,2026-02-24,2026-02-24,I,2026-02-24,2026-02-24,2026-02-24,P,1,2026-02-24,1,H,N,2026-02-24,S,2026-02-24,2026-02-24,USD,ACLASS,1,MIS_REFERENCE_78,D,I,2026-02-24,C,H
011,100000000786,PROD,2026-02-25,2026-02-25,2026-02-25,2026-02-25,2026-02-25,2026-02-25,2026-02-25,2026-02-25,I,2026-02-25,2026-02-25,2026-02-25,P,1,2026-02-25,1,H,Y,2026-02-25,S,2026-02-25,2026-02-25,PEN,ACLASS,21,MIS_REFERENCE_78,D,I,2026-02-25,C,H
012,100000000787,PROD,2026-02-26,2026-02-26,2026-02-26,2026-02-26,2026-02-26,2026-02-26,2026-02-26,2026-02-26,I,2026-02-26,2026-02-26,2026-02-26,P,1,2026-02-26,1,H,N,2026-02-26,S,2026-02-26,2026-02-26,EUR,ACLASS,90,MIS_REFERENCE_78,D,I,2026-02-26,S,H
013,100000000788,PROD,2026-02-27,2026-02-27,2026-02-27,2026-02-27,2026-02-27,2026-02-27,2026-02-27,2026-02-27,I,2026-02-27,2026-02-27,2026-02-27,P,1,2026-02-27,1,H,N,2026-02-27,S,2026-02-27,2026-02-27,BRL,ACLASS,16,MIS_REFERENCE_78,D,I,2026-02-27,C,H
014,100000000789,PROD,2026-02-28,2026-02-28,2026-02-28,2026-02-28,2026-02-28,2026-02-28,2026-02-28,2026-02-28,I,2026-02-28,2026-02-28,2026-02-28,P,1,2026-02-28,1,H,N,2026-02-28,S,2026-02-28,2026-02-28,USD,ACLASS,25,MIS_REFERENCE_78,D,I,2026-02-28,L,H
015,100000000790,PROD,2026-03-01,2026-03-01,2026-03-01,2026-03-01,2026-03-01,2026-03-01,2026-03-01,2026-03-01,I,2026-03-01,2026-03-01,2026-03-01,P,1,2026-03-01,1,H,N,2026-03-01,S,2026-03-01,2026-03-01,PEN,ACLASS,96,MIS_REFERENCE_79,D,I,2026-03-01,T,H
016,100000000791,PROD,2026-03-02,2026-03-02,2026-03-02,2026-03-02,2026-03-02,2026-03-02,2026-03-02,2026-03-02,I,2026-03-02,2026-03-02,2026-03-02,P,1,2026-03-02,1,H,Y,2026-03-02,S,2026-03-02,2026-03-02,EUR,ACLASS,70,MIS_REFERENCE_79,D,I,2026-03-02,C,H
017,100000000792,PROD,2026-03-03,2026-03-03,2026-03-03,2026-03-03,2026-03-03,2026-03-03,2026-03-03,2026-03-03,I,2026-03-03,2026-03-03,2026-03-03,P,1,2026-03-03,1,H,N,2026-03-03,S,2026-03-03,2026-03-03,BRL,ACLASS,58,MIS_REFERENCE_79,D,I,2026-03-03,C,H
018,100000000793,PROD,2026-03-04,2026-03-04,2026-03-04,2026-03-04,2026-03-04,2026-03-04,2026-03-04,2026-03-04,I,2026-03-04,2026-03-04,2026-03-04,P,1,2026-03-04,1,H,N,2026-03-04,S,2026-03-04,2026-03-04,USD,ACLASS,82,MIS_REFERENCE_79,D,I,2026-03-04,S,H
019,100000000794,PROD,2026-03-05,2026-03-05,2026-03-05,2026-03-05,2026-03-05,2026-03-05,2026-03-05,2026-03-05,I,2026-03-05,2026-03-05,2026-03-05,P,1,2026-03-05,1,H,N,2026-03-05,S,2026-03-05,2026-03-05,PEN,ACLASS,25,MIS_REFERENCE_79,D,I,2026-03-05,C,H
020,100000000795,PROD,2026-03-06,2026-03-06,2026-03-06,2026-03-06,2026-03-06,2026-03-06,2026-03-06,2026-03-06,I,2026-03-06,2026-03-06,2026-03-06,P,1,2026-03-06,1,H,N,2026-03-06,S,2026-03-06,2026-03-06,EUR,ACLASS,72,MIS_REFERENCE_79,D,I,2026-03-06,L,H
021,100000000796,PROD,2026-03-07,2026-03-07,2026-03-07,2026-03-07,2026-03-07,2026-03-07,2026-03-07,2026-03-07,I,2026-03-07,2026-03-07,2026-03-07,P,1,2026-03-07,1,H,Y,2026-03-07,S,2026-03-07,2026-03-07,BRL,ACLASS,71,MIS_REFERENCE_79,D,I,2026-03-07,T,H
022,100000000797,PROD,2026-03-08,2026-03-08,2026-03-08,2026-03-08,2026-03-08,2026-03-08,2026-03-08,2026-03-08,I,2026-03-08,2026-03-08,2026-03-08,P,1,2026-03-08,1,H,N,2026-03-08,S,2026-03-08,2026-03-08,USD,ACLASS,16,MIS_REFERENCE_79,D,I,2026-03-08,C,H
023,100000000798,PROD,2026-03-09,2026-03-09,2026-03-09,2026-03-09,2026-03-09,2026-03-09,2026-03-09,2026-03-09,I,2026-03-09,2026-03-09,2026-03-09,P,1,2026-03-09,1,H,N,2026-03-09,S,2026-03-09,2026-03-09,PEN,ACLASS,1,MIS_REFERENCE_79,D,I,2026-03-09,C,H
024,100000000799,PROD,2026-03-10,2026-03-10,2026-03-10,2026-03-10,2026-03-10,2026-03-10,2026-03-10,2026-03-10,I,2026-03-10,2026-03-10,2026-03-10,P,1,2026-03-10,1,H,N,2026-03-10,S,2026-03-10,2026-03-10,EUR,ACLASS,81,MIS_REFERENCE_79,D,I,2026-03-10,S,H
025,100000000800,PROD,2026-03-11,2026-03-11,2026-03-11,2026-03-11,2026-03-11,2026-03-11,2026-03-11,2026-03-11,I,2026-03-11,2026-03-11,2026-03-11,P,1,2026-03-11,1,H,N,2026-03-11,S,2026-03-11,2026-03-11,BRL,ACLASS,98,MIS_REFERENCE_80,D,I,2026-03-11,C,H
001,100000000801,PROD,2026-03-12,2026-03-12,2026-03-12,2026-03-12,2026-03-12,2026-03-12,2026-03-12,2026-03-12,I,2026-03-12,2026-03-12,2026-03-12,P,1,2026-03-12,1,H,Y,2026-03-12,S,2026-03-12,2026-03-12,USD,ACLASS,20,MIS_REFERENCE_80,D,I,2026-03-12,L,H
002,100000000802,PROD,2026-03-13,2026-03-13,2026-03-13,2026-03-13,2026-03-13,2026-03-13,2026-03-13,2026-03-13,I,2026-03-13,2026-03-13,2026-03-13,P,1,2026-03-13,1,H,N,2026-03-13,S,2026-03-13,2026-03-13,PEN,ACLASS,0,MIS_REFERENCE_80,D,I,2026-03-13,T,H
003,100000000803,PROD,2026-03-14,2026-03-14,2026-03-14,2026-03-14,2026-03-14,2026-03-14,2026-03-14,2026-03-14,I,2026-03-14,2026-03-14,2026-03-14,P,1,2026-03-14,1,H,N,2026-03-14,S,2026-03-14,2026-03-14,EUR,ACLASS,3,MIS_REFERENCE_80,D,I,2026-03-14,C,H
004,100000000804,PROD,2026-03-15,2026-03-15,2026-03-15,2026-03-15,2026-03-15,2026-03-15,2026-03-15,2026-03-15,I,2026-03-15,2026-03-15,2026-03-15,P,1,2026-03-15,1,H,N,2026-03-15,S,2026-03-15,2026-03-15,BRL,ACLASS,54,MIS_REFERENCE_80,D,I,2026-03-15,C,H
005,100000000805,PROD,2026-03-16,2026-03-16,2026-03-16,2026-03-16,2026-03-16,2026-03-16,2026-03-16,2026-03-16,I,2026-03-16,2026-03-16,2026-03-16,P,1,2026-03-16,1,H,N,2026-03-16,S,2026-03-16,2026-03-16,USD,ACLASS,42,MIS_REFERENCE_80,D,I,2026-03-16,S,H
006,100000000806,PROD,2026-03-17,2026-03-17,2026-03-17,2026-03-17,2026-03-17,2026-03-17,2026-03-17,2026-03-17,I,2026-03-17,2026-03-17,2026-03-17,P,1,2026-03-17,1,H,Y,2026-03-17,S,2026-03-17,2026-03-17,PEN,ACLASS,47,MIS_REFERENCE_80,D,I,2026-03-17,C,H
007,100000000807,PROD,2026-03-18,2026-03-18,2026-03-18,2026-03-18,2026-03-18,2026-03-18,2026-03-18,2026-03-18,I,2026-03-18,2026-03-18,2026-03-18,P,1,2026-03-18,1,H,N,2026-03-18,S,2026-03-18,2026-03-18,EUR,ACLASS,29,MIS_REFERENCE_80,D,I,2026-03-18,L,H
008,100000000808,PROD,2026-03-19,2026-03-19,2026-03-19,2026-03-19,2026-03-19,2026-03-19,2026-03-19,2026-03-19,I,2026-03-19,2026-03-19,2026-03-19,P,1,2026-03-19,1,H,N,2026-03-19,S,2026-03-19,2026-03-19,BRL,ACLASS,78,MIS_REFERENCE_80,D,I,2026-03-19,T,H
009,100000000809,PROD,2026-03-20,2026-03-20,2026-03-20,2026-03-20,2026-03-20,2026-03-20,2026-03-20,2026-03-20,I,2026-03-20,2026-03-20,2026-03-20,P,1,2026-03-20,1,H,N,2026-03-20,S,2026-03-20,2026-03-20,USD,ACLASS,87,MIS_REFERENCE_80,D,I,2026-03-20,C,H
010,100000000810,PROD,2026-03-21,2026-03-21,2026-03-21,2026-03-21,2026-03-21,2026-03-21,2026-03-21,2026-03-21,I,2026-03-21,2026-03-21,2026-03-21,P,1,2026-03-21,1,H,N,2026-03-21,S,2026-03-21,2026-03-21,PEN,ACLASS,8,MIS_REFERENCE_81,D,I,2026-03-21,C,H
011,100000000811,PROD,2026-03-22,2026-03-22,2026-03-22,2026-03-22,2026-03-22,2026-03-22,2026-03-22,2026-03-22,I,2026-03-22,2026-03-22,2026-03-22,P,1,2026-03-22,1,H,Y,2026-03-22,S,2026-03-22,2026-03-22,EUR,ACLASS,6,MIS_REFERENCE_81,D,I,2026-03-22,S,H
012,100000000812,PROD,2026-03-23,2026-03-23,2026-03-23,2026-03-23,2026-03-23,2026-03-23,2026-03-23,2026-03-23,I,2026-03-23,2026-03-23,2026-03-23,P,1,2026-03-23,1,H,N,2026-03-23,S,2026-03-23,2026-03-23,BRL,ACLASS,34,MIS_REFERENCE_81,D,I,2026-03-23,C,H
013,100000000813,PROD,2026-03-24,2026-03-24,2026-03-24,2026-03-24,2026-03-24,2026-03-24,2026-03-24,2026-03-24,I,2026-03-24,2026-03-24,2026-03-24,P,1,2026-03-24,1,H,N,2026-03-24,S,2026-03-24,2026-03-24,USD,ACLASS,99,MIS_REFERENCE_81,D,I,2026-03-24,L,H
014,100000000814,PROD,2026-03-25,2026-03-25,2026-03-25,2026-03-25,2026-03-25,2026-03-25,2026-03-25,2026-03-25,I,2026-03-25,2026-03-25,2026-03-25,P,1,2026-03-25,1,H,N,2026-03-25,S,2026-03-25,2026-03-25,PEN,ACLASS,27,MIS_REFERENCE_81,D,I,2026-03-25,T,H
015,100000000815,PROD,2026-03-26,2026-03-26,2026-03-26,2026-03-26,2026-03-26,2026-03-26,2026-03-26,2026-03-26,I,2026-03-26,2026-03-26,2026-03-26,P,1,2026-03-26,1,H,N,2026-03-26,S,2026-03-26,2026-03-26,EUR,ACLASS,81,MIS_REFERENCE_81,D,I,2026-03-26,C,H
016,100000000816,PROD,2026-03-27,2026-03-27,2026-03-27,2026-03-27,2026-03-27,2026-03-27,2026-03-27,2026-03-27,I,2026-03-27,2026-03-27,2026-03-27,P,1,2026-03-27,1,H,Y,2026-03-27,S,2026-03-27,2026-03-27,BRL,ACLASS,75,MIS_REFERENCE_81,D,I,2026-03-27,C,H
017,100000000817,PROD,2026-03-28,2026-03-28,2026-03-28,2026-03-28,2026-03-28,2026-03-28,2026-03-28,2026-03-28,I,2026-03-28,2026-03-28,2026-03-28,P,1,2026-03-28,1,H,N,2026-03-28,S,2026-03-28,2026-03-28,USD,ACLASS,4,MIS_REFERENCE_81,D,I,2026-03-28,S,H
018,100000000818,PROD,2026-03-29,2026-03-29,2026-03-29,2026-03-29,2026-03-29,2026-03-29,2026-03-29,2026-03-29,I,2026-03-29,2026-03-29,2026-03-29,P,1,2026-03-29,1,H,N,2026-03-29,S,2026-03-29,2026-03-29,PEN,ACLASS,87,MIS_REFERENCE_81,D,I,2026-03-29,C,H
019,100000000819,PROD,2026-03-30,2026-03-30,2026-03-30,2026-03-30,2026-03-30,2026-03-30,2026-03-30,2026-03-30,I,2026-03-30,2026-03-30,2026-03-30,P,1,2026-03-30,1,H,N,2026-03-30,S,2026-03-30,2026-03-30,EUR,ACLASS,60,MIS_REFERENCE_81,D,I,2026-03-30,L,H
