CONTRACT_REF_NO,EVENT_SEQ_NO,ROLE_CODE,SEQ_NO,PAYMENT_MODE,SETTLEMENT_CCY,SETTLEMENT_FCY_AMT,SETTLEMENT_LCY_AMT,SETTLEMENT_ACC_BRN,SETTLEMENT_ACCOUNT,EX_RATE,INSTRUMENT_NO,CLEARING_BANK,CLEARING_BRANCH,ROUTING_NO,END_POINT,PC_CATEGORY,EXTERNAL_ACCOUNT,EXTERNAL_ACC_NAME,CARD_NO,PAYMENT_REF_NO,FLAG_ALLOCATION,VALUE_DATE_BANK,VALUE_DATE_CUST,SECTOR_CODE,PAYMENT_REMARKS,PAY_RECEIVE,MODE_TXN_REF_NO,SOURCE_CODE,EDIT_ALLOWED,LOAN_ACCOUNT_NO,MODE_TXN_STAT,MAT_TD_ACC,TD_AC_CLASS
CONTRACT_REF_NO_,974317,ROLE_CODE_119,119685,PAY,EUR,4744.600,5124.000,100,100000000119,3.36000000,INSTRUMENT_NO_119,CLEA,019,ROUTING_NO_119,END_POINT,PC_C,100000000119,100000000119,903054,PAYMENT_REF_NO_1,F,2026-04-29,2026-04-29,SECTOR_CO,PAYMENT_REMARKS_119,P,MODE_TXN_REF_NO_119,SOURCE_CODE_119,E,100000000119,M,100000000119,TD_AC_
CONTRACT_REF_NO_,942447,ROLE_CODE_120,30885,PAY,BRL,19424.800,5543.400,100,100000000120,3.76000000,INSTRUMENT_NO_120,CLEA,020,ROUTING_NO_120,END_POINT,PC_C,100000000120,100000000120,180083,PAYMENT_REF_NO_1,F,2026-04-30,2026-04-30,SECTOR_CO,PAYMENT_REMARKS_120,P,MODE_TXN_REF_NO_120,SOURCE_CODE_120,E,100000000120,M,100000000120,TD_AC_
CONTRACT_REF_NO_,148181,ROLE_CODE_121,537765,PAY,USD,20761.300,15346.000,100,100000000121,1.52000000,INSTRUMENT_NO_121,CLEA,021,ROUTING_NO_121,END_POINT,PC_C,100000000121,100000000121,305456,PAYMENT_REF_NO_1,F,2026-05-01,2026-05-01,SECTOR_CO,PAYMENT_REMARKS_121,P,MODE_TXN_REF_NO_121,SOURCE_CODE_121,E,100000000121,M,100000000121,TD_AC_
CONTRACT_REF_NO_,250392,ROLE_CODE_122,787955,PAY,PEN,17478.300,18659.900,100,100000000122,3.40000000,INSTRUMENT_NO_122,CLEA,022,ROUTING_NO_122,END_POINT,PC_C,100000000122,100000000122,98726,PAYMENT_REF_NO_1,F,2026-05-02,2026-05-02,SECTOR_CO,PAYMENT_REMARKS_122,P,MODE_TXN_REF_NO_122,SOURCE_CODE_122,E,100000000122,M,100000000122,TD_AC_
CONTRACT_REF_NO_,793902,ROLE_CODE_123,659449,PAY,EUR,19727.200,15928.100,100,100000000123,3.09000000,INSTRUMENT_NO_123,CLEA,023,ROUTING_NO_123,END_POINT,PC_C,100000000123,100000000123,797607,PAYMENT_REF_NO_1,F,2026-05-03,2026-05-03,SECTOR_CO,PAYMENT_REMARKS_123,P,MODE_TXN_REF_NO_123,SOURCE_CODE_123,E,100000000123,M,100000000123,TD_AC_
CONTRACT_REF_NO_,806494,ROLE_CODE_124,272553,PAY,BRL,13609.700,18080.800,100,100000000124,0.86000000,INSTRUMENT_NO_124,CLEA,024,ROUTING_NO_124,END_POINT,PC_C,100000000124,100000000124,185803,PAYMENT_REF_NO_1,F,2026-05-04,2026-05-04,SECTOR_CO,PAYMENT_REMARKS_124,P,MODE_TXN_REF_NO_124,SOURCE_CODE_124,E,100000000124,M,100000000124,TD_AC_
CONTRACT_REF_NO_,708788,ROLE_CODE_125,1903,PAY,USD,351.500,10829.400,100,100000000125,2.51000000,INSTRUMENT_NO_125,CLEA,025,ROUTING_NO_125,END_POINT,PC_C,100000000125,100000000125,633379,PAYMENT_REF_NO_1,F,2026-05-05,2026-05-05,SECTOR_CO,PAYMENT_REMARKS_125,P,MODE_TXN_REF_NO_125,SOURCE_CODE_125,E,100000000125,M,100000000125,TD_AC_
CONTRACT_REF_NO_,93370,ROLE_CODE_126,854118,PAY,PEN,2671.600,14353.700,100,100000000126,4.01000000,INSTRUMENT_NO_126,CLEA,001,ROUTING_NO_126,END_POINT,PC_C,100000000126,100000000126,210324,PAYMENT_REF_NO_1,F,2026-05-06,2026-05-06,SECTOR_CO,PAYMENT_REMARKS_126,P,MODE_TXN_REF_NO_126,SOURCE_CODE_126,E,100000000126,M,100000000126,TD_AC_
CONTRACT_REF_NO_,59301,ROLE_CODE_127,140717,PAY,EUR,22000.900,22042.200,100,100000000127,2.28000000,INSTRUMENT_NO_127,CLEA,002,ROUTING_NO_127,END_POINT,PC_C,100000000127,100000000127,657563,PAYMENT_REF_NO_1,F,2026-05-07,2026-05-07,SECTOR_CO,PAYMENT_REMARKS_127,P,MODE_TXN_REF_NO_127,SOURCE_CODE_127,E,100000000127,M,100000000127,TD_AC_
CONTRACT_REF_NO_,474216,ROLE_CODE_128,836549,PAY,BRL,709.000,22486.200,100,100000000128,2.58000000,INSTRUMENT_NO_128,CLEA,003,ROUTING_NO_128,END_POINT,PC_C,100000000128,100000000128,458011,PAYMENT_REF_NO_1,F,2026-05-08,2026-05-08,SECTOR_CO,PAYMENT_REMARKS_128,P,MODE_TXN_REF_NO_128,SOURCE_CODE_128,E,100000000128,M,100000000128,TD_AC_
CONTRACT_REF_NO_,626216,ROLE_CODE_129,437453,PAY,USD,23059.800,7970.100,100,100000000129,2.51000000,INSTRUMENT_NO_129,CLEA,004,ROUTING_NO_129,END_POINT,PC_C,100000000129,100000000129,952688,PAYMENT_REF_NO_1,F,2026-05-09,2026-05-09,SECTOR_CO,PAYMENT_REMARKS_129,P,MODE_TXN_REF_NO_129,SOURCE_CODE_129,E,100000000129,M,100000000129,TD_AC_
CONTRACT_REF_NO_,101624,ROLE_CODE_130,813467,PAY,PEN,22941.400,5730.700,100,100000000130,2.69000000,INSTRUMENT_NO_130,CLEA,005,ROUTING_NO_130,END_POINT,PC_C,100000000130,100000000130,640227,PAYMENT_REF_NO_1,F,2026-05-10,2026-05-10,SECTOR_CO,PAYMENT_REMARKS_130,P,MODE_TXN_REF_NO_130,SOURCE_CODE_130,E,100000000130,M,100000000130,TD_AC_
CONTRACT_REF_NO_,775681,ROLE_CODE_131,314123,PAY,EUR,3918.200,16602.600,100,100000000131,2.63000000,INSTRUMENT_NO_131,CLEA,006,ROUTING_NO_131,END_POINT,PC_C,100000000131,100000000131,188375,PAYMENT_REF_NO_1,F,2026-05-11,2026-05-11,SECTOR_CO,PAYMENT_REMARKS_131,P,MODE_TXN_REF_NO_131,SOURCE_CODE_131,E,100000000131,M,100000000131,TD_AC_
CONTRACT_REF_NO_,44877,ROLE_CODE_132,438984,PAY,BRL,10818.100,13381.900,100,100000000132,3.62000000,INSTRUMENT_NO_132,CLEA,007,ROUTING_NO_132,END_POINT,PC_C,100000000132,100000000132,56640,PAYMENT_REF_NO_1,F,2026-05-12,2026-05-12,SECTOR_CO,PAYMENT_REMARKS_132,P,MODE_TXN_REF_NO_132,SOURCE_CODE_132,E,100000000132,M,100000000132,TD_AC_
CONTRACT_REF_NO_,203702,ROLE_CODE_133,875244,PAY,USD,8311.600,7160.600,100,100000000133,2.01000000,INSTRUMENT_NO_133,CLEA,008,ROUTING_NO_133,END_POINT,PC_C,100000000133,100000000133,855553,PAYMENT_REF_NO_1,F,2026-05-13,2026-05-13,SECTOR_CO,PAYMENT_REMARKS_133,P,MODE_TXN_REF_NO_133,SOURCE_CODE_133,E,100000000133,M,100000000133,TD_AC_
CONTRACT_REF_NO_,891512,ROLE_CODE_134,844224,PAY,PEN,2873.100,14301.200,100,100000000134,2.88000000,INSTRUMENT_NO_134,CLEA,009,ROUTING_NO_134,END_POINT,PC_C,100000000134,100000000134,46449,PAYMENT_REF_NO_1,F,2026-05-14,2026-05-14,SECTOR_CO,PAYMENT_REMARKS_134,P,MODE_TXN_REF_NO_134,SOURCE_CODE_134,E,100000000134,M,100000000134,TD_AC_
CONTRACT_REF_NO_,56120,ROLE_CODE_135,304690,PAY,EUR,21479.700,12775.600,100,100000000135,2.79000000,INSTRUMENT_NO_135,CLEA,010,ROUTING_NO_135,END_POINT,PC_C,100000000135,100000000135,486409,PAYMENT_REF_NO_1,F,2026-05-15,2026-05-15,SECTOR_CO,PAYMENT_REMARKS_135,P,MODE_TXN_REF_NO_135,SOURCE_CODE_135,E,100000000135,M,100000000135,TD_AC_
CONTRACT_REF_NO_,484985,ROLE_CODE_136,883087,PAY,BRL,2779.800,21276.600,100,100000000136,3.20000000,INSTRUMENT_NO_136,CLEA,011,ROUTING_NO_136,END_POINT,PC_C,100000000136,100000000136,389225,PAYMENT_REF_NO_1,F,2026-05-16,2026-05-16,SECTOR_CO,PAYMENT_REMARKS_136,P,MODE_TXN_REF_NO_136,SOURCE_CODE_136,E,100000000136,M,100000000136,TD_AC_
CONTRACT_REF_NO_,740314,ROLE_CODE_137,40820,PAY,USD,5653.000,7413.600,100,100000000137,4.15000000,INSTRUMENT_NO_137,CLEA,012,ROUTING_NO_137,END_POINT,PC_C,100000000137,100000000137,680813,PAYMENT_REF_NO_1,F,2026-05-17,2026-05-17,SECTOR_CO,PAYMENT_REMARKS_137,P,MODE_TXN_REF_NO_137,SOURCE_CODE_137,E,100000000137,M,100000000137,TD_AC_
CONTRACT_REF_NO_,782974,ROLE_CODE_138,235477,PAY,PEN,21512.500,17201.200,100,100000000138,3.21000000,INSTRUMENT_NO_138,CLEA,013,ROUTING_NO_138,END_POINT,PC_C,100000000138,100000000138,765268,PAYMENT_REF_NO_1,F,2026-05-18,2026-05-18,SECTOR_CO,PAYMENT_REMARKS_138,P,MODE_TXN_REF_NO_138,SOURCE_CODE_138,E,100000000138,M,100000000138,TD_AC_
CONTRACT_REF_NO_,49526,ROLE_CODE_139,740022,PAY,EUR,22874.300,19952.300,100,100000000139,2.70000000,INSTRUMENT_NO_139,CLEA,014,ROUTING_NO_139,END_POINT,PC_C,100000000139,100000000139,370137,PAYMENT_REF_NO_1,F,2026-05-19,2026-05-19,SECTOR_CO,PAYMENT_REMARKS_139,P,MODE_TXN_REF_NO_139,SOURCE_CODE_139,E,100000000139,M,100000000139,TD_AC_
CONTRACT_REF_NO_,962443,ROLE_CODE_140,29709,PAY,BRL,16086.300,5577.300,100,100000000140,4.47000000,INSTRUMENT_NO_140,CLEA,015,ROUTING_NO_140,END_POINT,PC_C,100000000140,100000000140,120704,PAYMENT_REF_NO_1,F,2026-05-20,2026-05-20,SECTOR_CO,PAYMENT_REMARKS_140,P,MODE_TXN_REF_NO_140,SOURCE_CODE_140,E,100000000140,M,100000000140,TD_AC_
CONTRACT_REF_NO_,855195,ROLE_CODE_141,257267,PAY,USD,9945.100,1328.800,100,100000000141,2.66000000,INSTRUMENT_NO_141,CLEA,016,ROUTING_NO_141,END_POINT,PC_C,100000000141,100000000141,937284,PAYMENT_REF_NO_1,F,2026-05-21,2026-05-21,SECTOR_CO,PAYMENT_REMARKS_141,P,MODE_TXN_REF_NO_141,SOURCE_CODE_141,E,100000000141,M,100000000141,TD_AC_
CONTRACT_REF_NO_,344735,ROLE_CODE_142,835136,PAY,PEN,10295.500,2466.200,100,100000000142,1.09000000,INSTRUMENT_NO_142,CLEA,017,ROUTING_NO_142,END_POINT,PC_C,100000000142,100000000142,611637,PAYMENT_REF_NO_1,F,2026-05-22,2026-05-22,SECTOR_CO,PAYMENT_REMARKS_142,P,MODE_TXN_REF_NO_142,SOURCE_CODE_142,E,100000000142,M,100000000142,TD_AC_
CONTRACT_REF_NO_,910479,ROLE_CODE_143,937190,PAY,EUR,2200.400,17464.400,100,100000000143,1.27000000,INSTRUMENT_NO_143,CLEA,018,ROUTING_NO_143,END_POINT,PC_C,100000000143,100000000143,244867,PAYMENT_REF_NO_1,F,2026-05-23,2026-05-23,SECTOR_CO,PAYMENT_REMARKS_143,P,MODE_TXN_REF_NO_143,SOURCE_CODE_143,E,100000000143,M,100000000143,TD_AC_
CONTRACT_REF_NO_,590280,ROLE_CODE_144,938821,PAY,BRL,20375.900,19185.100,100,100000000144,2.30000000,INSTRUMENT_NO_144,CLEA,019,ROUTING_NO_144,END_POINT,PC_C,100000000144,100000000144,534934,PAYMENT_REF_NO_1,F,2026-05-24,2026-05-24,SECTOR_CO,PAYMENT_REMARKS_144,P,MODE_TXN_REF_NO_144,SOURCE_CODE_144,E,100000000144,M,100000000144,TD_AC_
CONTRACT_REF_NO_,763369,ROLE_CODE_145,91063,PAY,USD,5456.600,10856.600,100,100000000145,1.23000000,INSTRUMENT_NO_145,CLEA,020,ROUTING_NO_145,END_POINT,PC_C,100000000145,100000000145,640647,PAYMENT_REF_NO_1,F,2026-05-25,2026-05-25,SECTOR_CO,PAYMENT_REMARKS_145,P,MODE_TXN_REF_NO_145,SOURCE_CODE_145,E,100000000145,M,100000000145,TD_AC_
CONTRACT_REF_NO_,21732,ROLE_CODE_146,726557,PAY,PEN,4693.800,15307.500,100,100000000146,1.15000000,INSTRUMENT_NO_146,CLEA,021,ROUTING_NO_146,END_POINT,PC_C,100000000146,100000000146,18623,PAYMENT_REF_NO_1,F,2026-05-26,2026-05-26,SECTOR_CO,PAYMENT_REMARKS_146,P,MODE_TXN_REF_NO_146,SOURCE_CODE_146,E,100000000146,M,100000000146,TD_AC_
CONTRACT_REF_NO_,957374,ROLE_CODE_147,168850,PAY,EUR,12719.200,16168.200,100,100000000147,4.29000000,INSTRUMENT_NO_147,CLEA,022,ROUTING_NO_147,END_POINT,PC_C,100000000147,100000000147,403543,PAYMENT_REF_NO_1,F,2026-05-27,2026-05-27,SECTOR_CO,PAYMENT_REMARKS_147,P,MODE_TXN_REF_NO_147,SOURCE_CODE_147,E,100000000147,M,100000000147,TD_AC_
CONTRACT_REF_NO_,947329,ROLE_CODE_148,751348,PAY,BRL,22539.900,3063.100,100,100000000148,2.83000000,INSTRUMENT_NO_148,CLEA,023,ROUTING_NO_148,END_POINT,PC_C,100000000148,100000000148,543989,PAYMENT_REF_NO_1,F,2026-05-28,2026-05-28,SECTOR_CO,PAYMENT_REMARKS_148,P,MODE_TXN_REF_NO_148,SOURCE_CODE_148,E,100000000148,M,100000000148,TD_AC_
CONTRACT_REF_NO_,121997,ROLE_CODE_149,19565,PAY,USD,190491.200,77748.000,100,100000000149,0.97000000,INSTRUMENT_NO_149,CLEA,024,ROUTING_NO_149,END_POINT,PC_C,100000000149,100000000149,458242,PAYMENT_REF_NO_1,F,2026-05-29,2026-05-29,SECTOR_CO,PAYMENT_REMARKS_149,P,MODE_TXN_REF_NO_149,SOURCE_CODE_149,E,100000000149,M,100000000149,TD_AC_
CONTRACT_REF_NO_,827625,ROLE_CODE_150,252414,PAY,PEN,1261.400,24632.100,100,100000000150,3.89000000,INSTRUMENT_NO_150,CLEA,025,ROUTING_NO_150,END_POINT,PC_C,100000000150,100000000150,96169,PAYMENT_REF_NO_1,F,2026-05-30,2026-05-30,SECTOR_CO,PAYMENT_REMARKS_150,P,MODE_TXN_REF_NO_150,SOURCE_CODE_150,E,100000000150,M,100000000150,TD_AC_
CONTRACT_REF_NO_,216756,ROLE_CODE_151,461685,PAY,EUR,17305.400,24119.900,100,100000000151,3.89000000,INSTRUMENT_NO_151,CLEA,001,ROUTING_NO_151,END_POINT,PC_C,100000000151,100000000151,396645,PAYMENT_REF_NO_1,F,2026-05-31,2026-05-31,SECTOR_CO,PAYMENT_REMARKS_151,P,MODE_TXN_REF_NO_151,SOURCE_CODE_151,E,100000000151,M,100000000151,TD_AC_
CONTRACT_REF_NO_,484948,ROLE_CODE_152,644524,PAY,BRL,8798.000,14589.900,100,100000000152,2.44000000,INSTRUMENT_NO_152,CLEA,002,ROUTING_NO_152,END_POINT,PC_C,100000000152,100000000152,133819,PAYMENT_REF_NO_1,F,2026-06-01,2026-06-01,SECTOR_CO,PAYMENT_REMARKS_152,P,MODE_TXN_REF_NO_152,SOURCE_CODE_152,E,100000000152,M,100000000152,TD_AC_
CONTRACT_REF_NO_,564823,ROLE_CODE_153,566841,PAY,USD,1888.400,22166.600,100,100000000153,2.20000000,INSTRUMENT_NO_153,CLEA,003,ROUTING_NO_153,END_POINT,PC_C,100000000153,100000000153,281915,PAYMENT_REF_NO_1,F,2026-06-02,2026-06-02,SECTOR_CO,PAYMENT_REMARKS_153,P,MODE_TXN_REF_NO_153,SOURCE_CODE_153,E,100000000153,M,100000000153,TD_AC_
CONTRACT_REF_NO_,576292,ROLE_CODE_154,996384,PAY,PEN,18649.300,21276.500,100,100000000154,2.04000000,INSTRUMENT_NO_154,CLEA,004,ROUTING_NO_154,END_POINT,PC_C,100000000154,100000000154,364563,PAYMENT_REF_NO_1,F,2026-06-03,2026-06-03,SECTOR_CO,PAYMENT_REMARKS_154,P,MODE_TXN_REF_NO_154,SOURCE_CODE_154,E,100000000154,M,100000000154,TD_AC_
CONTRACT_REF_NO_,448514,ROLE_CODE_155,964976,PAY,EUR,4709.300,21171.200,100,100000000155,2.63000000,INSTRUMENT_NO_155,CLEA,005,ROUTING_NO_155,END_POINT,PC_C,100000000155,100000000155,55961,PAYMENT_REF_NO_1,F,2026-06-04,2026-06-04,SECTOR_CO,PAYMENT_REMARKS_155,P,MODE_TXN_REF_NO_155,SOURCE_CODE_155,E,100000000155,M,100000000155,TD_AC_
CONTRACT_REF_NO_,700184,ROLE_CODE_156,75171,PAY,BRL,7572.600,21293.500,100,100000000156,3.61000000,INSTRUMENT_NO_156,CLEA,006,ROUTING_NO_156,END_POINT,PC_C,100000000156,100000000156,534025,PAYMENT_REF_NO_1,F,2026-06-05,2026-06-05,SECTOR_CO,PAYMENT_REMARKS_156,P,MODE_TXN_REF_NO_156,SOURCE_CODE_156,E,100000000156,M,100000000156,TD_AC_
CONTRACT_REF_NO_,148306,ROLE_CODE_157,553632,PAY,USD,15384.000,5862.200,100,100000000157,2.93000000,INSTRUMENT_NO_157,CLEA,007,ROUTING_NO_157,END_POINT,PC_C,100000000157,100000000157,333273,PAYMENT_REF_NO_1,F,2026-06-06,2026-06-06,SECTOR_CO,PAYMENT_REMARKS_157,P,MODE_TXN_REF_NO_157,SOURCE_CODE_157,E,100000000157,M,100000000157,TD_AC_
CONTRACT_REF_NO_,594845,ROLE_CODE_158,513138,PAY,PEN,20512.700,8189.300,100,100000000158,4.17000000,INSTRUMENT_NO_158,CLEA,008,ROUTING_NO_158,END_POINT,PC_C,100000000158,100000000158,214936,PAYMENT_REF_NO_1,F,2026-06-07,2026-06-07,SECTOR_CO,PAYMENT_REMARKS_158,P,MODE_TXN_REF_NO_158,SOURCE_CODE_158,E,100000000158,M,100000000158,TD_AC_
CONTRACT_REF_NO_,582681,ROLE_CODE_159,672646,PAY,EUR,21458.300,6688.400,100,100000000159,3.44000000,INSTRUMENT_NO_159,CLEA,009,ROUTING_NO_159,END_POINT,PC_C,100000000159,100000000159,277739,PAYMENT_REF_NO_1,F,2026-06-08,2026-06-08,SECTOR_CO,PAYMENT_REMARKS_159,P,MODE_TXN_REF_NO_159,SOURCE_CODE_159,E,100000000159,M,100000000159,TD_AC_
CONTRACT_REF_NO_,318624,ROLE_CODE_160,255138,PAY,BRL,9100.500,15156.300,100,100000000160,4.34000000,INSTRUMENT_NO_160,CLEA,010,ROUTING_NO_160,END_POINT,PC_C,100000000160,100000000160,941378,PAYMENT_REF_NO_1,F,2026-06-09,2026-06-09,SECTOR_CO,PAYMENT_REMARKS_160,P,MODE_TXN_REF_NO_160,SOURCE_CODE_160,E,100000000160,M,100000000160,TD_AC_
CONTRACT_REF_NO_,398916,ROLE_CODE_161,87127,PAY,USD,13111.100,17937.600,100,100000000161,4.22000000,INSTRUMENT_NO_161,CLEA,011,ROUTING_NO_161,END_POINT,PC_C,100000000161,100000000161,70360,PAYMENT_REF_NO_1,F,2026-06-10,2026-06-10,SECTOR_CO,PAYMENT_REMARKS_161,P,MODE_TXN_REF_NO_161,SOURCE_CODE_161,E,100000000161,M,100000000161,TD_AC_
CONTRACT_REF_NO_,789746,ROLE_CODE_162,839946,PAY,PEN,4479.800,7469.800,100,100000000162,3.22000000,INSTRUMENT_NO_162,CLEA,012,ROUTING_NO_162,END_POINT,PC_C,100000000162,100000000162,664724,PAYMENT_REF_NO_1,F,2026-06-11,2026-06-11,SECTOR_CO,PAYMENT_REMARKS_162,P,MODE_TXN_REF_NO_162,SOURCE_CODE_162,E,100000000162,M,100000000162,TD_AC_
CONTRACT_REF_NO_,614164,ROLE_CODE_163,592789,PAY,EUR,19895.300,13486.700,100,100000000163,2.43000000,INSTRUMENT_NO_163,CLEA,013,ROUTING_NO_163,END_POINT,PC_C,100000000163,100000000163,454325,PAYMENT_REF_NO_1,F,2026-06-12,2026-06-12,SECTOR_CO,PAYMENT_REMARKS_163,P,MODE_TXN_REF_NO_163,SOURCE_CODE_163,E,100000000163,M,100000000163,TD_AC_
CONTRACT_REF_NO_,9995,ROLE_CODE_164,64520,PAY,BRL,13890.600,23129.300,100,100000000164,1.21000000,INSTRUMENT_NO_164,CLEA,014,ROUTING_NO_164,END_POINT,PC_C,100000000164,100000000164,885014,PAYMENT_REF_NO_1,F,2026-06-13,2026-06-13,SECTOR_CO,PAYMENT_REMARKS_164,P,MODE_TXN_REF_NO_164,SOURCE_CODE_164,E,100000000164,M,100000000164,TD_AC_
CONTRACT_REF_NO_,142031,ROLE_CODE_165,632009,PAY,USD,6033.200,14859.000,100,100000000165,2.13000000,INSTRUMENT_NO_165,CLEA,015,ROUTING_NO_165,END_POINT,PC_C,100000000165,100000000165,835600,PAYMENT_REF_NO_1,F,2026-06-14,2026-06-14,SECTOR_CO,PAYMENT_REMARKS_165,P,MODE_TXN_REF_NO_165,SOURCE_CODE_165,E,100000000165,M,100000000165,TD_AC_
CONTRACT_REF_NO_,139812,ROLE_CODE_166,814875,PAY,PEN,23311.800,20273.900,100,100000000166,2.07000000,INSTRUMENT_NO_166,CLEA,016,ROUTING_NO_166,END_POINT,PC_C,100000000166,100000000166,454375,PAYMENT_REF_NO_1,F,2026-06-15,2026-06-15,SECTOR_CO,PAYMENT_REMARKS_166,P,MODE_TXN_REF_NO_166,SOURCE_CODE_166,E,100000000166,M,100000000166,TD_AC_
CONTRACT_REF_NO_,999432,ROLE_CODE_167,356155,PAY,EUR,11632.600,24524.100,100,100000000167,2.03000000,INSTRUMENT_NO_167,CLEA,017,ROUTING_NO_167,END_POINT,PC_C,100000000167,100000000167,390724,PAYMENT_REF_NO_1,F,2026-06-16,2026-06-16,SECTOR_CO,PAYMENT_REMARKS_167,P,MODE_TXN_REF_NO_167,SOURCE_CODE_167,E,100000000167,M,100000000167,TD_AC_
CONTRACT_REF_NO_,81070,ROLE_CODE_168,544199,PAY,BRL,22547.200,5052.000,100,100000000168,2.17000000,INSTRUMENT_NO_168,CLEA,018,ROUTING_NO_168,END_POINT,PC_C,100000000168,100000000168,676406,PAYMENT_REF_NO_1,F,2026-06-17,2026-06-17,SECTOR_CO,PAYMENT_REMARKS_168,P,MODE_TXN_REF_NO_168,SOURCE_CODE_168,E,100000000168,M,100000000168,TD_AC_
CONTRACT_REF_NO_,414184,ROLE_CODE_169,264905,PAY,USD,13306.000,3257.400,100,100000000169,0.82000000,INSTRUMENT_NO_169,CLEA,019,ROUTING_NO_169,END_POINT,PC_C,100000000169,100000000169,878380,PAYMENT_REF_NO_1,F,2026-06-18,2026-06-18,SECTOR_CO,PAYMENT_REMARKS_169,P,MODE_TXN_REF_NO_169,SOURCE_CODE_169,E,100000000169,M,100000000169,TD_AC_
CONTRACT_REF_NO_,460077,ROLE_CODE_170,952160,PAY,PEN,20407.700,13692.800,100,100000000170,2.95000000,INSTRUMENT_NO_170,CLEA,020,ROUTING_NO_170,END_POINT,PC_C,100000000170,100000000170,533787,PAYMENT_REF_NO_1,F,2026-06-19,2026-06-19,SECTOR_CO,PAYMENT_REMARKS_170,P,MODE_TXN_REF_NO_170,SOURCE_CODE_170,E,100000000170,M,100000000170,TD_AC_
CONTRACT_REF_NO_,38276,ROLE_CODE_171,955717,PAY,EUR,15835.400,21880.200,100,100000000171,4.36000000,INSTRUMENT_NO_171,CLEA,021,ROUTING_NO_171,END_POINT,PC_C,100000000171,100000000171,995383,PAYMENT_REF_NO_1,F,2026-06-20,2026-06-20,SECTOR_CO,PAYMENT_REMARKS_171,P,MODE_TXN_REF_NO_171,SOURCE_CODE_171,E,100000000171,M,100000000171,TD_AC_
CONTRACT_REF_NO_,660634,ROLE_CODE_172,735121,PAY,BRL,14284.500,13993.900,100,100000000172,1.73000000,INSTRUMENT_NO_172,CLEA,022,ROUTING_NO_172,END_POINT,PC_C,100000000172,100000000172,434248,PAYMENT_REF_NO_1,F,2026-06-21,2026-06-21,SECTOR_CO,PAYMENT_REMARKS_172,P,MODE_TXN_REF_NO_172,SOURCE_CODE_172,E,100000000172,M,100000000172,TD_AC_
CONTRACT_REF_NO_,619975,ROLE_CODE_173,346878,PAY,USD,12120.900,5715.400,100,100000000173,2.27000000,INSTRUMENT_NO_173,CLEA,023,ROUTING_NO_173,END_POINT,PC_C,100000000173,100000000173,245532,PAYMENT_REF_NO_1,F,2026-06-22,2026-06-22,SECTOR_CO,PAYMENT_REMARKS_173,P,MODE_TXN_REF_NO_173,SOURCE_CODE_173,E,100000000173,M,100000000173,TD_AC_
CONTRACT_REF_NO_,343326,ROLE_CODE_174,438969,PAY,PEN,17600.400,24651.700,100,100000000174,4.20000000,INSTRUMENT_NO_174,CLEA,024,ROUTING_NO_174,END_POINT,PC_C,100000000174,100000000174,144910,PAYMENT_REF_NO_1,F,2026-06-23,2026-06-23,SECTOR_CO,PAYMENT_REMARKS_174,P,MODE_TXN_REF_NO_174,SOURCE_CODE_174,E,100000000174,M,100000000174,TD_AC_
CONTRACT_REF_NO_,828331,ROLE_CODE_175,429234,PAY,EUR,9830.800,24543.700,100,100000000175,2.96000000,INSTRUMENT_NO_175,CLEA,025,ROUTING_NO_175,END_POINT,PC_C,100000000175,100000000175,46277,PAYMENT_REF_NO_1,F,2026-06-24,2026-06-24,SECTOR_CO,PAYMENT_REMARKS_175,P,MODE_TXN_REF_NO_175,SOURCE_CODE_175,E,100000000175,M,100000000175,TD_AC_
CONTRACT_REF_NO_,613416,ROLE_CODE_176,427575,PAY,BRL,12064.200,10741.900,100,100000000176,4.28000000,INSTRUMENT_NO_176,CLEA,001,ROUTING_NO_176,END_POINT,PC_C,100000000176,100000000176,50949,PAYMENT_REF_NO_1,F,2026-06-25,2026-06-25,SECTOR_CO,PAYMENT_REMARKS_176,P,MODE_TXN_REF_NO_176,SOURCE_CODE_176,E,100000000176,M,100000000176,TD_AC_
CONTRACT_REF_NO_,65384,ROLE_CODE_177,450169,PAY,USD,18426.600,11479.400,100,100000000177,2.28000000,INSTRUMENT_NO_177,CLEA,002,ROUTING_NO_177,END_POINT,PC_C,100000000177,100000000177,873461,PAYMENT_REF_NO_1,F,2026-06-26,2026-06-26,SECTOR_CO,PAYMENT_REMARKS_177,P,MODE_TXN_REF_NO_177,SOURCE_CODE_177,E,100000000177,M,100000000177,TD_AC_
CONTRACT_REF_NO_,340838,ROLE_CODE_178,98476,PAY,PEN,17879.200,11829.000,100,100000000178,3.49000000,INSTRUMENT_NO_178,CLEA,003,ROUTING_NO_178,END_POINT,PC_C,100000000178,100000000178,694075,PAYMENT_REF_NO_1,F,2026-06-27,2026-06-27,SECTOR_CO,PAYMENT_REMARKS_178,P,MODE_TXN_REF_NO_178,SOURCE_CODE_178,E,100000000178,M,100000000178,TD_AC_
