DIRECTION,PRODUCT_CODE,TXN_BRANCH,END_POINT,REFERENCE_NO,REM_CUST,BEN_CUST,REM_ACCOUNT,BEN_ACCOUNT,REM_DETAILS1,REM_DETAILS2,REM_DETAILS3,BENE_DETAILS1,BENE_DETAILS2,BENE_DETAILS3,ACC_BRANCH,ACC_CCY,ACC_CCY_AMT,INSTRUMENT_CCY,INSTRUMENT_AMT,EXCH_RATE,INSTRUMENT_NO_1,INSTRUMENT_NO_2,STATUS,TXN_DATE,INSTRUMENT_DATE,VAL_DATE_BNK,VAL_DATE_CUST,BANK_CODE,BRANCH_CODE,SECTOR_CODE,ROUTING_NO,LATE_CLG_FLG,ERR_CODE,REJECT_REASON,RECORD_STAT,AUTH_STAT,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,XREF,SCODE,SERIAL_NO,ENTRY_NO,MODULE_REFERENCE_NO,EVENT_SEQ_NO,MODULE_CODE,BENE_CCY,MOD_NO,DIN,DIN_DATE,REMARKS,ONCE_AUTH,CONSIDER_FOR_REG_CC,SPL_CHQ_FLG,DEPOSIT_PLACE,LOCAL_CLEARING,DOCUMENT_TYPE,ADDL_RETENTION_DAYS,BULK,OPERATION_CODE,LOT_CORELATIVE_NO,ORG_ACCOUNT,EXT_ACCOUNT,ADJ_AMT,HOUSE_LOCATION,DOC_TRACK_NUM,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,TXN_ID,SAV_CODE,SAV_VAL_STAT
D,LOAN,010,END_POINT,TRN000000000885,REM_CUST_885,BEN_CUST_885,100000000885,100000000885,REM_DETAILS1_885,REM_DETAILS2_885,REM_DETAILS3_885,BENE_DETAILS1_885,BENE_DETAILS2_885,BENE_DETAILS3_885,010,USD,12043.500,USD,8907.000,1.330000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-04,2026-06-04,2026-06-04,2026-06-04,BANK_CODE,010,SECTOR_CO,ROUTING_NO_885,L,ERR_CODE_885,REJECT_REASON_885,O,A,MAKER_ID_885,2026-06-04,CHECKER_ID_8,2026-06-04,XREF_885,SCODE_885,SERIAL_NO_885,829385,TRN000000000885,216595,MO,USD,3477,DIN_885,2026-06-04,REMARKS_885,Y,C,S,DEPOSIT_PLACE_885,L,DOCUMENT_TYPE_885,20,B,OPERATI,LOT_CORELATIVE_N,100000000885,100000000885,18837.700,HOUS,DOC_TRACK_NUM_8,DATA_1_885,DATA_2_885,DATA_3_885,DATA_4_885,DATA_5_885,DATA_6_885,DATA_7_885,DATA_8_885,DATA_9_885,C,BATCH_REF_NO_885,FEE,TXN0000000000000885,SAV_,S
D,TD01,011,END_POINT,TRN000000000886,REM_CUST_886,BEN_CUST_886,100000000886,100000000886,REM_DETAILS1_886,REM_DETAILS2_886,REM_DETAILS3_886,BENE_DETAILS1_886,BENE_DETAILS2_886,BENE_DETAILS3_886,011,PEN,11503.500,PEN,7452.100,1.940000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-05,2026-06-05,2026-06-05,2026-06-05,BANK_CODE,011,SECTOR_CO,ROUTING_NO_886,L,ERR_CODE_886,REJECT_REASON_886,O,A,MAKER_ID_886,2026-06-05,CHECKER_ID_8,2026-06-05,XREF_886,SCODE_886,SERIAL_NO_886,351701,TRN000000000886,43410,MO,PEN,6644,DIN_886,2026-06-05,REMARKS_886,Y,C,S,DEPOSIT_PLACE_886,L,DOCUMENT_TYPE_886,33,B,OPERATI,LOT_CORELATIVE_N,100000000886,100000000886,21565.100,HOUS,DOC_TRACK_NUM_8,DATA_1_886,DATA_2_886,DATA_3_886,DATA_4_886,DATA_5_886,DATA_6_886,DATA_7_886,DATA_8_886,DATA_9_886,C,BATCH_REF_NO_886,INT,TXN0000000000000886,SAV_,S
D,CARD,012,END_POINT,TRN000000000887,REM_CUST_887,BEN_CUST_887,100000000887,100000000887,REM_DETAILS1_887,REM_DETAILS2_887,REM_DETAILS3_887,BENE_DETAILS1_887,BENE_DETAILS2_887,BENE_DETAILS3_887,012,EUR,11402.900,EUR,6898.800,4.420000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-06,2026-06-06,2026-06-06,2026-06-06,BANK_CODE,012,SECTOR_CO,ROUTING_NO_887,L,ERR_CODE_887,REJECT_REASON_887,O,A,MAKER_ID_887,2026-06-06,CHECKER_ID_8,2026-06-06,XREF_887,SCODE_887,SERIAL_NO_887,636545,TRN000000000887,374705,MO,EUR,2319,DIN_887,2026-06-06,REMARKS_887,Y,C,S,DEPOSIT_PLACE_887,L,DOCUMENT_TYPE_887,26,B,OPERATI,LOT_CORELATIVE_N,100000000887,100000000887,5677.700,HOUS,DOC_TRACK_NUM_8,DATA_1_887,DATA_2_887,DATA_3_887,DATA_4_887,DATA_5_887,DATA_6_887,DATA_7_887,DATA_8_887,DATA_9_887,C,BATCH_REF_NO_887,REV,TXN0000000000000887,SAV_,S
D,CLRG,013,END_POINT,TRN000000000888,REM_CUST_888,BEN_CUST_888,100000000888,100000000888,REM_DETAILS1_888,REM_DETAILS2_888,REM_DETAILS3_888,BENE_DETAILS1_888,BENE_DETAILS2_888,BENE_DETAILS3_888,013,BRL,7846.400,BRL,12652.800,1.610000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-07,2026-06-07,2026-06-07,2026-06-07,BANK_CODE,013,SECTOR_CO,ROUTING_NO_888,L,ERR_CODE_888,REJECT_REASON_888,O,A,MAKER_ID_888,2026-06-07,CHECKER_ID_8,2026-06-07,XREF_888,SCODE_888,SERIAL_NO_888,849926,TRN000000000888,928113,MO,BRL,3696,DIN_888,2026-06-07,REMARKS_888,Y,C,S,DEPOSIT_PLACE_888,L,DOCUMENT_TYPE_888,15,B,OPERATI,LOT_CORELATIVE_N,100000000888,100000000888,4023.300,HOUS,DOC_TRACK_NUM_8,DATA_1_888,DATA_2_888,DATA_3_888,DATA_4_888,DATA_5_888,DATA_6_888,DATA_7_888,DATA_8_888,DATA_9_888,C,BATCH_REF_NO_888,PAY,TXN0000000000000888,SAV_,S
D,SAV1,014,END_POINT,TRN000000000889,REM_CUST_889,BEN_CUST_889,100000000889,100000000889,REM_DETAILS1_889,REM_DETAILS2_889,REM_DETAILS3_889,BENE_DETAILS1_889,BENE_DETAILS2_889,BENE_DETAILS3_889,014,USD,79696.800,USD,81473.600,4.340000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-08,2026-06-08,2026-06-08,2026-06-08,BANK_CODE,014,SECTOR_CO,ROUTING_NO_889,L,ERR_CODE_889,REJECT_REASON_889,O,A,MAKER_ID_889,2026-06-08,CHECKER_ID_8,2026-06-08,XREF_889,SCODE_889,SERIAL_NO_889,866402,TRN000000000889,502534,MO,USD,7829,DIN_889,2026-06-08,REMARKS_889,Y,C,S,DEPOSIT_PLACE_889,L,DOCUMENT_TYPE_889,21,B,OPERATI,LOT_CORELATIVE_N,100000000889,100000000889,84720.800,HOUS,DOC_TRACK_NUM_8,DATA_1_889,DATA_2_889,DATA_3_889,DATA_4_889,DATA_5_889,DATA_6_889,DATA_7_889,DATA_8_889,DATA_9_889,C,BATCH_REF_NO_889,ATM,TXN0000000000000889,SAV_,S
D,CURR,015,END_POINT,TRN000000000890,REM_CUST_890,BEN_CUST_890,100000000890,100000000890,REM_DETAILS1_890,REM_DETAILS2_890,REM_DETAILS3_890,BENE_DETAILS1_890,BENE_DETAILS2_890,BENE_DETAILS3_890,015,PEN,6972.000,PEN,21198.600,4.270000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-09,2026-06-09,2026-06-09,2026-06-09,BANK_CODE,015,SECTOR_CO,ROUTING_NO_890,L,ERR_CODE_890,REJECT_REASON_890,O,A,MAKER_ID_890,2026-06-09,CHECKER_ID_8,2026-06-09,XREF_890,SCODE_890,SERIAL_NO_890,811872,TRN000000000890,455150,MO,PEN,6654,DIN_890,2026-06-09,REMARKS_890,Y,C,S,DEPOSIT_PLACE_890,L,DOCUMENT_TYPE_890,3,B,OPERATI,LOT_CORELATIVE_N,100000000890,100000000890,23002.400,HOUS,DOC_TRACK_NUM_8,DATA_1_890,DATA_2_890,DATA_3_890,DATA_4_890,DATA_5_890,DATA_6_890,DATA_7_890,DATA_8_890,DATA_9_890,C,BATCH_REF_NO_890,DEP,TXN0000000000000890,SAV_,S
D,LOAN,016,END_POINT,TRN000000000891,REM_CUST_891,BEN_CUST_891,100000000891,100000000891,REM_DETAILS1_891,REM_DETAILS2_891,REM_DETAILS3_891,BENE_DETAILS1_891,BENE_DETAILS2_891,BENE_DETAILS3_891,016,EUR,12858.900,EUR,3027.500,3.890000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-10,2026-06-10,2026-06-10,2026-06-10,BANK_CODE,016,SECTOR_CO,ROUTING_NO_891,L,ERR_CODE_891,REJECT_REASON_891,O,A,MAKER_ID_891,2026-06-10,CHECKER_ID_8,2026-06-10,XREF_891,SCODE_891,SERIAL_NO_891,86438,TRN000000000891,753791,MO,EUR,2529,DIN_891,2026-06-10,REMARKS_891,Y,C,S,DEPOSIT_PLACE_891,L,DOCUMENT_TYPE_891,9,B,OPERATI,LOT_CORELATIVE_N,100000000891,100000000891,2649.600,HOUS,DOC_TRACK_NUM_8,DATA_1_891,DATA_2_891,DATA_3_891,DATA_4_891,DATA_5_891,DATA_6_891,DATA_7_891,DATA_8_891,DATA_9_891,C,BATCH_REF_NO_891,WDR,TXN0000000000000891,SAV_,S
D,TD01,017,END_POINT,TRN000000000892,REM_CUST_892,BEN_CUST_892,100000000892,100000000892,REM_DETAILS1_892,REM_DETAILS2_892,REM_DETAILS3_892,BENE_DETAILS1_892,BENE_DETAILS2_892,BENE_DETAILS3_892,017,BRL,6482.800,BRL,7660.000,4.060000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-11,2026-06-11,2026-06-11,2026-06-11,BANK_CODE,017,SECTOR_CO,ROUTING_NO_892,L,ERR_CODE_892,REJECT_REASON_892,O,A,MAKER_ID_892,2026-06-11,CHECKER_ID_8,2026-06-11,XREF_892,SCODE_892,SERIAL_NO_892,490843,TRN000000000892,7253,MO,BRL,2559,DIN_892,2026-06-11,REMARKS_892,Y,C,S,DEPOSIT_PLACE_892,L,DOCUMENT_TYPE_892,5,B,OPERATI,LOT_CORELATIVE_N,100000000892,100000000892,20566.800,HOUS,DOC_TRACK_NUM_8,DATA_1_892,DATA_2_892,DATA_3_892,DATA_4_892,DATA_5_892,DATA_6_892,DATA_7_892,DATA_8_892,DATA_9_892,C,BATCH_REF_NO_892,TRF,TXN0000000000000892,SAV_,S
D,CARD,018,END_POINT,TRN000000000893,REM_CUST_893,BEN_CUST_893,100000000893,100000000893,REM_DETAILS1_893,REM_DETAILS2_893,REM_DETAILS3_893,BENE_DETAILS1_893,BENE_DETAILS2_893,BENE_DETAILS3_893,018,USD,4983.500,USD,13428.900,2.890000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-12,2026-06-12,2026-06-12,2026-06-12,BANK_CODE,018,SECTOR_CO,ROUTING_NO_893,L,ERR_CODE_893,REJECT_REASON_893,O,A,MAKER_ID_893,2026-06-12,CHECKER_ID_8,2026-06-12,XREF_893,SCODE_893,SERIAL_NO_893,376953,TRN000000000893,664767,MO,USD,5703,DIN_893,2026-06-12,REMARKS_893,Y,C,S,DEPOSIT_PLACE_893,L,DOCUMENT_TYPE_893,5,B,OPERATI,LOT_CORELATIVE_N,100000000893,100000000893,1218.000,HOUS,DOC_TRACK_NUM_8,DATA_1_893,DATA_2_893,DATA_3_893,DATA_4_893,DATA_5_893,DATA_6_893,DATA_7_893,DATA_8_893,DATA_9_893,C,BATCH_REF_NO_893,FEE,TXN0000000000000893,SAV_,S
D,CLRG,019,END_POINT,TRN000000000894,REM_CUST_894,BEN_CUST_894,100000000894,100000000894,REM_DETAILS1_894,REM_DETAILS2_894,REM_DETAILS3_894,BENE_DETAILS1_894,BENE_DETAILS2_894,BENE_DETAILS3_894,019,PEN,1984.300,PEN,13363.800,3.180000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-13,2026-06-13,2026-06-13,2026-06-13,BANK_CODE,019,SECTOR_CO,ROUTING_NO_894,L,ERR_CODE_894,REJECT_REASON_894,O,A,MAKER_ID_894,2026-06-13,CHECKER_ID_8,2026-06-13,XREF_894,SCODE_894,SERIAL_NO_894,313951,TRN000000000894,406053,MO,PEN,1913,DIN_894,2026-06-13,REMARKS_894,Y,C,S,DEPOSIT_PLACE_894,L,DOCUMENT_TYPE_894,5,B,OPERATI,LOT_CORELATIVE_N,100000000894,100000000894,2052.000,HOUS,DOC_TRACK_NUM_8,DATA_1_894,DATA_2_894,DATA_3_894,DATA_4_894,DATA_5_894,DATA_6_894,DATA_7_894,DATA_8_894,DATA_9_894,C,BATCH_REF_NO_894,INT,TXN0000000000000894,SAV_,S
D,SAV1,020,END_POINT,TRN000000000895,REM_CUST_895,BEN_CUST_895,100000000895,100000000895,REM_DETAILS1_895,REM_DETAILS2_895,REM_DETAILS3_895,BENE_DETAILS1_895,BENE_DETAILS2_895,BENE_DETAILS3_895,020,EUR,5431.500,EUR,19743.800,1.670000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-14,2026-06-14,2026-06-14,2026-06-14,BANK_CODE,020,SECTOR_CO,ROUTING_NO_895,L,ERR_CODE_895,REJECT_REASON_895,O,A,MAKER_ID_895,2026-06-14,CHECKER_ID_8,2026-06-14,XREF_895,SCODE_895,SERIAL_NO_895,22684,TRN000000000895,985296,MO,EUR,9661,DIN_895,2026-06-14,REMARKS_895,Y,C,S,DEPOSIT_PLACE_895,L,DOCUMENT_TYPE_895,26,B,OPERATI,LOT_CORELATIVE_N,100000000895,100000000895,15261.600,HOUS,DOC_TRACK_NUM_8,DATA_1_895,DATA_2_895,DATA_3_895,DATA_4_895,DATA_5_895,DATA_6_895,DATA_7_895,DATA_8_895,DATA_9_895,C,BATCH_REF_NO_895,REV,TXN0000000000000895,SAV_,S
D,CURR,021,END_POINT,TRN000000000896,REM_CUST_896,BEN_CUST_896,100000000896,100000000896,REM_DETAILS1_896,REM_DETAILS2_896,REM_DETAILS3_896,BENE_DETAILS1_896,BENE_DETAILS2_896,BENE_DETAILS3_896,021,BRL,12767.800,BRL,11322.200,2.180000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-15,2026-06-15,2026-06-15,2026-06-15,BANK_CODE,021,SECTOR_CO,ROUTING_NO_896,L,ERR_CODE_896,REJECT_REASON_896,O,A,MAKER_ID_896,2026-06-15,CHECKER_ID_8,2026-06-15,XREF_896,SCODE_896,SERIAL_NO_896,2570,TRN000000000896,719331,MO,BRL,824,DIN_896,2026-06-15,REMARKS_896,Y,C,S,DEPOSIT_PLACE_896,L,DOCUMENT_TYPE_896,29,B,OPERATI,LOT_CORELATIVE_N,100000000896,100000000896,7650.900,HOUS,DOC_TRACK_NUM_8,DATA_1_896,DATA_2_896,DATA_3_896,DATA_4_896,DATA_5_896,DATA_6_896,DATA_7_896,DATA_8_896,DATA_9_896,C,BATCH_REF_NO_896,PAY,TXN0000000000000896,SAV_,S
D,LOAN,022,END_POINT,TRN000000000897,REM_CUST_897,BEN_CUST_897,100000000897,100000000897,REM_DETAILS1_897,REM_DETAILS2_897,REM_DETAILS3_897,BENE_DETAILS1_897,BENE_DETAILS2_897,BENE_DETAILS3_897,022,USD,1977.100,USD,21714.500,4.170000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-16,2026-06-16,2026-06-16,2026-06-16,BANK_CODE,022,SECTOR_CO,ROUTING_NO_897,L,ERR_CODE_897,REJECT_REASON_897,O,A,MAKER_ID_897,2026-06-16,CHECKER_ID_8,2026-06-16,XREF_897,SCODE_897,SERIAL_NO_897,399058,TRN000000000897,840840,MO,USD,7739,DIN_897,2026-06-16,REMARKS_897,Y,C,S,DEPOSIT_PLACE_897,L,DOCUMENT_TYPE_897,25,B,OPERATI,LOT_CORELATIVE_N,100000000897,100000000897,11745.100,HOUS,DOC_TRACK_NUM_8,DATA_1_897,DATA_2_897,DATA_3_897,DATA_4_897,DATA_5_897,DATA_6_897,DATA_7_897,DATA_8_897,DATA_9_897,C,BATCH_REF_NO_897,ATM,TXN0000000000000897,SAV_,S
D,TD01,023,END_POINT,TRN000000000898,REM_CUST_898,BEN_CUST_898,100000000898,100000000898,REM_DETAILS1_898,REM_DETAILS2_898,REM_DETAILS3_898,BENE_DETAILS1_898,BENE_DETAILS2_898,BENE_DETAILS3_898,023,PEN,13811.400,PEN,13162.200,2.810000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-17,2026-06-17,2026-06-17,2026-06-17,BANK_CODE,023,SECTOR_CO,ROUTING_NO_898,L,ERR_CODE_898,REJECT_REASON_898,O,U,MAKER_ID_898,2026-06-17,CHECKER_ID_8,2026-06-17,XREF_898,SCODE_898,SERIAL_NO_898,552632,TRN000000000898,85527,MO,PEN,6990,DIN_898,2026-06-17,REMARKS_898,Y,C,S,DEPOSIT_PLACE_898,L,DOCUMENT_TYPE_898,13,B,OPERATI,LOT_CORELATIVE_N,100000000898,100000000898,22049.400,HOUS,DOC_TRACK_NUM_8,DATA_1_898,DATA_2_898,DATA_3_898,DATA_4_898,DATA_5_898,DATA_6_898,DATA_7_898,DATA_8_898,DATA_9_898,C,BATCH_REF_NO_898,DEP,TXN0000000000000898,SAV_,S
D,CARD,024,END_POINT,TRN000000000899,REM_CUST_899,BEN_CUST_899,100000000899,100000000899,REM_DETAILS1_899,REM_DETAILS2_899,REM_DETAILS3_899,BENE_DETAILS1_899,BENE_DETAILS2_899,BENE_DETAILS3_899,024,EUR,7799.100,EUR,6295.000,3.740000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-18,2026-06-18,2026-06-18,2026-06-18,BANK_CODE,024,SECTOR_CO,ROUTING_NO_899,L,ERR_CODE_899,REJECT_REASON_899,O,A,MAKER_ID_899,2026-06-18,CHECKER_ID_8,2026-06-18,XREF_899,SCODE_899,SERIAL_NO_899,638125,TRN000000000899,366120,MO,EUR,6158,DIN_899,2026-06-18,REMARKS_899,Y,C,S,DEPOSIT_PLACE_899,L,DOCUMENT_TYPE_899,4,B,OPERATI,LOT_CORELATIVE_N,100000000899,100000000899,20497.700,HOUS,DOC_TRACK_NUM_8,DATA_1_899,DATA_2_899,DATA_3_899,DATA_4_899,DATA_5_899,DATA_6_899,DATA_7_899,DATA_8_899,DATA_9_899,C,BATCH_REF_NO_899,WDR,TXN0000000000000899,SAV_,S
D,CLRG,025,END_POINT,TRN000000000900,REM_CUST_900,BEN_CUST_900,100000000900,100000000900,REM_DETAILS1_900,REM_DETAILS2_900,REM_DETAILS3_900,BENE_DETAILS1_900,BENE_DETAILS2_900,BENE_DETAILS3_900,025,BRL,18098.700,BRL,15667.100,4.210000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-19,2026-06-19,2026-06-19,2026-06-19,BANK_CODE,025,SECTOR_CO,ROUTING_NO_900,L,ERR_CODE_900,REJECT_REASON_900,O,A,MAKER_ID_900,2026-06-19,CHECKER_ID_9,2026-06-19,XREF_900,SCODE_900,SERIAL_NO_900,11027,TRN000000000900,702625,MO,BRL,8379,DIN_900,2026-06-19,REMARKS_900,Y,C,S,DEPOSIT_PLACE_900,L,DOCUMENT_TYPE_900,21,B,OPERATI,LOT_CORELATIVE_N,100000000900,100000000900,7997.100,HOUS,DOC_TRACK_NUM_9,DATA_1_900,DATA_2_900,DATA_3_900,DATA_4_900,DATA_5_900,DATA_6_900,DATA_7_900,DATA_8_900,DATA_9_900,C,BATCH_REF_NO_900,TRF,TXN0000000000000900,SAV_,S
D,SAV1,001,END_POINT,TRN000000000901,REM_CUST_901,BEN_CUST_901,100000000901,100000000901,REM_DETAILS1_901,REM_DETAILS2_901,REM_DETAILS3_901,BENE_DETAILS1_901,BENE_DETAILS2_901,BENE_DETAILS3_901,001,USD,20519.500,USD,14442.700,3.870000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-20,2026-06-20,2026-06-20,2026-06-20,BANK_CODE,001,SECTOR_CO,ROUTING_NO_901,L,ERR_CODE_901,REJECT_REASON_901,O,A,MAKER_ID_901,2026-06-20,CHECKER_ID_9,2026-06-20,XREF_901,SCODE_901,SERIAL_NO_901,43156,TRN000000000901,877696,MO,USD,9743,DIN_901,2026-06-20,REMARKS_901,Y,C,S,DEPOSIT_PLACE_901,L,DOCUMENT_TYPE_901,27,B,OPERATI,LOT_CORELATIVE_N,100000000901,100000000901,3734.300,HOUS,DOC_TRACK_NUM_9,DATA_1_901,DATA_2_901,DATA_3_901,DATA_4_901,DATA_5_901,DATA_6_901,DATA_7_901,DATA_8_901,DATA_9_901,C,BATCH_REF_NO_901,FEE,TXN0000000000000901,SAV_,S
D,CURR,002,END_POINT,TRN000000000902,REM_CUST_902,BEN_CUST_902,100000000902,100000000902,REM_DETAILS1_902,REM_DETAILS2_902,REM_DETAILS3_902,BENE_DETAILS1_902,BENE_DETAILS2_902,BENE_DETAILS3_902,002,PEN,8410.500,PEN,22139.000,0.800000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-21,2026-06-21,2026-06-21,2026-06-21,BANK_CODE,002,SECTOR_CO,ROUTING_NO_902,L,ERR_CODE_902,REJECT_REASON_902,O,A,MAKER_ID_902,2026-06-21,CHECKER_ID_9,2026-06-21,XREF_902,SCODE_902,SERIAL_NO_902,357124,TRN000000000902,532940,MO,PEN,8933,DIN_902,2026-06-21,REMARKS_902,Y,C,S,DEPOSIT_PLACE_902,L,DOCUMENT_TYPE_902,23,B,OPERATI,LOT_CORELATIVE_N,100000000902,100000000902,19685.000,HOUS,DOC_TRACK_NUM_9,DATA_1_902,DATA_2_902,DATA_3_902,DATA_4_902,DATA_5_902,DATA_6_902,DATA_7_902,DATA_8_902,DATA_9_902,C,BATCH_REF_NO_902,INT,TXN0000000000000902,SAV_,S
D,LOAN,003,END_POINT,TRN000000000903,REM_CUST_903,BEN_CUST_903,100000000903,100000000903,REM_DETAILS1_903,REM_DETAILS2_903,REM_DETAILS3_903,BENE_DETAILS1_903,BENE_DETAILS2_903,BENE_DETAILS3_903,003,EUR,6308.800,EUR,18881.400,1.550000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-22,2026-06-22,2026-06-22,2026-06-22,BANK_CODE,003,SECTOR_CO,ROUTING_NO_903,L,ERR_CODE_903,REJECT_REASON_903,O,A,MAKER_ID_903,2026-06-22,CHECKER_ID_9,2026-06-22,XREF_903,SCODE_903,SERIAL_NO_903,557409,TRN000000000903,239657,MO,EUR,8906,DIN_903,2026-06-22,REMARKS_903,Y,C,S,DEPOSIT_PLACE_903,L,DOCUMENT_TYPE_903,12,B,OPERATI,LOT_CORELATIVE_N,100000000903,100000000903,24973.600,HOUS,DOC_TRACK_NUM_9,DATA_1_903,DATA_2_903,DATA_3_903,DATA_4_903,DATA_5_903,DATA_6_903,DATA_7_903,DATA_8_903,DATA_9_903,C,BATCH_REF_NO_903,REV,TXN0000000000000903,SAV_,S
D,TD01,004,END_POINT,TRN000000000904,REM_CUST_904,BEN_CUST_904,100000000904,100000000904,REM_DETAILS1_904,REM_DETAILS2_904,REM_DETAILS3_904,BENE_DETAILS1_904,BENE_DETAILS2_904,BENE_DETAILS3_904,004,BRL,443.100,BRL,724.700,1.330000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-23,2026-06-23,2026-06-23,2026-06-23,BANK_CODE,004,SECTOR_CO,ROUTING_NO_904,L,ERR_CODE_904,REJECT_REASON_904,O,A,MAKER_ID_904,2026-06-23,CHECKER_ID_9,2026-06-23,XREF_904,SCODE_904,SERIAL_NO_904,350088,TRN000000000904,964210,MO,BRL,7283,DIN_904,2026-06-23,REMARKS_904,Y,C,S,DEPOSIT_PLACE_904,L,DOCUMENT_TYPE_904,30,B,OPERATI,LOT_CORELATIVE_N,100000000904,100000000904,24165.400,HOUS,DOC_TRACK_NUM_9,DATA_1_904,DATA_2_904,DATA_3_904,DATA_4_904,DATA_5_904,DATA_6_904,DATA_7_904,DATA_8_904,DATA_9_904,C,BATCH_REF_NO_904,PAY,TXN0000000000000904,SAV_,S
D,CARD,005,END_POINT,TRN000000000905,REM_CUST_905,BEN_CUST_905,100000000905,100000000905,REM_DETAILS1_905,REM_DETAILS2_905,REM_DETAILS3_905,BENE_DETAILS1_905,BENE_DETAILS2_905,BENE_DETAILS3_905,005,USD,13624.800,USD,13199.200,2.430000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-24,2026-06-24,2026-06-24,2026-06-24,BANK_CODE,005,SECTOR_CO,ROUTING_NO_905,L,ERR_CODE_905,REJECT_REASON_905,O,A,MAKER_ID_905,2026-06-24,CHECKER_ID_9,2026-06-24,XREF_905,SCODE_905,SERIAL_NO_905,167363,TRN000000000905,807713,MO,USD,1497,DIN_905,2026-06-24,REMARKS_905,Y,C,S,DEPOSIT_PLACE_905,L,DOCUMENT_TYPE_905,0,B,OPERATI,LOT_CORELATIVE_N,100000000905,100000000905,9141.500,HOUS,DOC_TRACK_NUM_9,DATA_1_905,DATA_2_905,DATA_3_905,DATA_4_905,DATA_5_905,DATA_6_905,DATA_7_905,DATA_8_905,DATA_9_905,C,BATCH_REF_NO_905,ATM,TXN0000000000000905,SAV_,S
D,CLRG,006,END_POINT,TRN000000000906,REM_CUST_906,BEN_CUST_906,100000000906,100000000906,REM_DETAILS1_906,REM_DETAILS2_906,REM_DETAILS3_906,BENE_DETAILS1_906,BENE_DETAILS2_906,BENE_DETAILS3_906,006,PEN,5929.600,PEN,2391.800,1.060000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-06-25,2026-06-25,2026-06-25,2026-06-25,BANK_CODE,006,SECTOR_CO,ROUTING_NO_906,L,ERR_CODE_906,REJECT_REASON_906,O,A,MAKER_ID_906,2026-06-25,CHECKER_ID_9,2026-06-25,XREF_906,SCODE_906,SERIAL_NO_906,887104,TRN000000000906,332884,MO,PEN,3115,DIN_906,2026-06-25,REMARKS_906,Y,C,S,DEPOSIT_PLACE_906,L,DOCUMENT_TYPE_906,14,B,OPERATI,LOT_CORELATIVE_N,100000000906,100000000906,23972.800,HOUS,DOC_TRACK_NUM_9,DATA_1_906,DATA_2_906,DATA_3_906,DATA_4_906,DATA_5_906,DATA_6_906,DATA_7_906,DATA_8_906,DATA_9_906,C,BATCH_REF_NO_906,DEP,TXN0000000000000906,SAV_,S
