TXN_ID,TXN_MODE,MSG_SEQ_NO,TRANS_DATE,PROCESSED_DATE,SOUCE_CODE,MSG_TYPE_CODE,SCR_FI_NO,SCR_TERM_NO,SCR_SEQ_NO,TRANS_CODE,TRANS_SIGN,SCR_TERM_TYPE,SCR_BUSN_DATE,SCR_ABA_NO,SCR_BRANCH_NO,SCR_RCPT_NO,SCR_PASS_THRU,HOST_2_REG_DATA,FORCE_IND,REVERSAL_IND,TRANS_AC_NO,FC_AC_BRANCH,FC_AC_NO,TRANS_AMOUNT,TRANS_AMOUNT_SIGN,TRANS_CCY,FIN_INST_NO,HOST_BUSN_DATE,STND_AUTH_TYPE,STND_AUTH_MTHD,STND_RESULT_CODE,TRACK_DATA,CARD_APP_CD,CARD_NO,MSG_CODE,OTH_FI_NO,OTH_APP_CD,INTERNAL_IND,PAY_CD,PAY_ACC,COMPL_DATA,TRN_REF_NO,TRANS_STATUS,TRANS_MATCH_STATUS,REV_TXN_ID,REC_TYPE,AC_AVL_BAL,AC_AVL_BAL_SIGN,AC_CURR_BAL,AC_CURR_BAL_SIGN,ERR_CODE,ERR_PARAM,EXTENDED_CODE,TRN_DAY,JOB_NO,DD_LAST_UPD,DD_CREATION_DT,DD_ID
TXN0000000000001139,T,21847,2026-02-13,2026-02-13,SOUCE_CODE_1139,MS,SCR_FI_NO_1,SCR_TERM,703704,TRANS_,T,SC,2026-02-13,SCR_ABA_NO_,014,SCR_RCPT_N,SCR_PASS_THRU_1139,HOST_2_REG_DATA_1139,N,N,TRANS_AC_NO_1139,014,FC_AC_NO_1139,6479.600,T,EUR,FIN_INST_NO,2026-02-13,S,S,STND,TRACK_DATA_1139,CA,CARD_NO_1139,6854,OTH_FI_NO_1,OT,2,PAY_,100000001139,COMPL_DATA_1139,TRN000000001139,A,A,REV_TXN_ID_1139,REC_TYPE_1139,24241.000,22,4963.600,22,ERR_CODE_11,ERR_PARAM_1139,EXTEN,2,39,2026-02-13 10:46:00,2026-02-13 10:46:00,1139
TXN0000000000001140,T,590535,2026-02-14,2026-02-14,SOUCE_CODE_1140,MS,SCR_FI_NO_1,SCR_TERM,112311,TRANS_,T,SC,2026-02-14,SCR_ABA_NO_,015,SCR_RCPT_N,SCR_PASS_THRU_1140,HOST_2_REG_DATA_1140,N,N,TRANS_AC_NO_1140,015,FC_AC_NO_1140,3849.200,T,BRL,FIN_INST_NO,2026-02-14,S,S,STND,TRACK_DATA_1140,CA,CARD_NO_1140,9456,OTH_FI_NO_1,OT,3,PAY_,100000001140,COMPL_DATA_1140,TRN000000001140,F,F,REV_TXN_ID_1140,REC_TYPE_1140,9925.100,67,6080.600,27,ERR_CODE_11,ERR_PARAM_1140,EXTEN,9,40,2026-02-14 11:53:00,2026-02-14 11:53:00,1140
TXN0000000000001141,T,817364,2026-02-15,2026-02-15,SOUCE_CODE_1141,MS,SCR_FI_NO_1,SCR_TERM,646797,TRANS_,T,SC,2026-02-15,SCR_ABA_NO_,016,SCR_RCPT_N,SCR_PASS_THRU_1141,HOST_2_REG_DATA_1141,Y,Y,TRANS_AC_NO_1141,016,FC_AC_NO_1141,8424.900,T,USD,FIN_INST_NO,2026-02-15,S,S,STND,TRACK_DATA_1141,CA,CARD_NO_1141,8348,OTH_FI_NO_1,OT,9,PAY_,100000001141,COMPL_DATA_1141,TRN000000001141,A,A,REV_TXN_ID_1141,REC_TYPE_1141,20516.300,42,10478.900,32,ERR_CODE_11,ERR_PARAM_1141,EXTEN,1,41,2026-02-15 12:00:00,2026-02-15 12:00:00,1141
TXN0000000000001142,T,171675,2026-02-16,2026-02-16,SOUCE_CODE_1142,MS,SCR_FI_NO_1,SCR_TERM,906690,TRANS_,T,SC,2026-02-16,SCR_ABA_NO_,017,SCR_RCPT_N,SCR_PASS_THRU_1142,HOST_2_REG_DATA_1142,N,N,TRANS_AC_NO_1142,017,FC_AC_NO_1142,18228.900,T,PEN,FIN_INST_NO,2026-02-16,S,S,STND,TRACK_DATA_1142,CA,CARD_NO_1142,4675,OTH_FI_NO_1,OT,7,PAY_,100000001142,COMPL_DATA_1142,TRN000000001142,A,A,REV_TXN_ID_1142,REC_TYPE_1142,20321.800,3,581.200,70,ERR_CODE_11,ERR_PARAM_1142,EXTEN,8,42,2026-02-16 13:07:00,2026-02-16 13:07:00,1142
TXN0000000000001143,T,223151,2026-02-17,2026-02-17,SOUCE_CODE_1143,MS,SCR_FI_NO_1,SCR_TERM,387337,TRANS_,T,SC,2026-02-17,SCR_ABA_NO_,018,SCR_RCPT_N,SCR_PASS_THRU_1143,HOST_2_REG_DATA_1143,N,N,TRANS_AC_NO_1143,018,FC_AC_NO_1143,23979.800,T,EUR,FIN_INST_NO,2026-02-17,S,S,STND,TRACK_DATA_1143,CA,CARD_NO_1143,4174,OTH_FI_NO_1,OT,6,PAY_,100000001143,COMPL_DATA_1143,TRN000000001143,A,A,REV_TXN_ID_1143,REC_TYPE_1143,22323.200,85,17933.100,21,ERR_CODE_11,ERR_PARAM_1143,EXTEN,0,43,2026-02-17 14:14:00,2026-02-17 14:14:00,1143
TXN0000000000001144,T,738600,2026-02-18,2026-02-18,SOUCE_CODE_1144,MS,SCR_FI_NO_1,SCR_TERM,98828,TRANS_,T,SC,2026-02-18,SCR_ABA_NO_,019,SCR_RCPT_N,SCR_PASS_THRU_1144,HOST_2_REG_DATA_1144,N,N,TRANS_AC_NO_1144,019,FC_AC_NO_1144,16275.500,T,BRL,FIN_INST_NO,2026-02-18,S,S,STND,TRACK_DATA_1144,CA,CARD_NO_1144,278,OTH_FI_NO_1,OT,9,PAY_,100000001144,COMPL_DATA_1144,TRN000000001144,A,A,REV_TXN_ID_1144,REC_TYPE_1144,19680.300,3,7175.900,23,ERR_CODE_11,ERR_PARAM_1144,EXTEN,2,44,2026-02-18 15:21:00,2026-02-18 15:21:00,1144
TXN0000000000001145,T,307435,2026-02-19,2026-02-19,SOUCE_CODE_1145,MS,SCR_FI_NO_1,SCR_TERM,195525,TRANS_,T,SC,2026-02-19,SCR_ABA_NO_,020,SCR_RCPT_N,SCR_PASS_THRU_1145,HOST_2_REG_DATA_1145,N,N,TRANS_AC_NO_1145,020,FC_AC_NO_1145,14180.900,T,USD,FIN_INST_NO,2026-02-19,S,S,STND,TRACK_DATA_1145,CA,CARD_NO_1145,4058,OTH_FI_NO_1,OT,9,PAY_,100000001145,COMPL_DATA_1145,TRN000000001145,A,A,REV_TXN_ID_1145,REC_TYPE_1145,20511.000,84,6630.400,84,ERR_CODE_11,ERR_PARAM_1145,EXTEN,9,45,2026-02-19 16:28:00,2026-02-19 16:28:00,1145
TXN0000000000001146,T,992027,2026-02-20,2026-02-20,SOUCE_CODE_1146,MS,SCR_FI_NO_1,SCR_TERM,127685,TRANS_,T,SC,2026-02-20,SCR_ABA_NO_,021,SCR_RCPT_N,SCR_PASS_THRU_1146,HOST_2_REG_DATA_1146,Y,N,TRANS_AC_NO_1146,021,FC_AC_NO_1146,18617.600,T,PEN,FIN_INST_NO,2026-02-20,S,S,STND,TRACK_DATA_1146,CA,CARD_NO_1146,384,OTH_FI_NO_1,OT,0,PAY_,100000001146,COMPL_DATA_1146,TRN000000001146,A,A,REV_TXN_ID_1146,REC_TYPE_1146,24285.100,49,14093.300,30,ERR_CODE_11,ERR_PARAM_1146,EXTEN,0,46,2026-02-20 17:35:00,2026-02-20 17:35:00,1146
TXN0000000000001147,T,496918,2026-02-21,2026-02-21,SOUCE_CODE_1147,MS,SCR_FI_NO_1,SCR_TERM,989242,TRANS_,T,SC,2026-02-21,SCR_ABA_NO_,022,SCR_RCPT_N,SCR_PASS_THRU_1147,HOST_2_REG_DATA_1147,N,N,TRANS_AC_NO_1147,022,FC_AC_NO_1147,14560.200,T,EUR,FIN_INST_NO,2026-02-21,S,S,STND,TRACK_DATA_1147,CA,CARD_NO_1147,7630,OTH_FI_NO_1,OT,7,PAY_,100000001147,COMPL_DATA_1147,TRN000000001147,A,A,REV_TXN_ID_1147,REC_TYPE_1147,11074.100,30,7913.000,75,ERR_CODE_11,ERR_PARAM_1147,EXTEN,4,47,2026-02-21 18:42:00,2026-02-21 18:42:00,1147
TXN0000000000001148,T,25332,2026-02-22,2026-02-22,SOUCE_CODE_1148,MS,SCR_FI_NO_1,SCR_TERM,433856,TRANS_,T,SC,2026-02-22,SCR_ABA_NO_,023,SCR_RCPT_N,SCR_PASS_THRU_1148,HOST_2_REG_DATA_1148,N,N,TRANS_AC_NO_1148,023,FC_AC_NO_1148,18881.600,T,BRL,FIN_INST_NO,2026-02-22,S,S,STND,TRACK_DATA_1148,CA,CARD_NO_1148,843,OTH_FI_NO_1,OT,0,PAY_,100000001148,COMPL_DATA_1148,TRN000000001148,A,A,REV_TXN_ID_1148,REC_TYPE_1148,164886.400,89,125102.400,44,ERR_CODE_11,ERR_PARAM_1148,EXTEN,8,48,2026-02-22 19:49:00,2026-02-22 19:49:00,1148
TXN0000000000001149,T,387350,2026-02-23,2026-02-23,SOUCE_CODE_1149,MS,SCR_FI_NO_1,SCR_TERM,497268,TRANS_,T,SC,2026-02-23,SCR_ABA_NO_,024,SCR_RCPT_N,SCR_PASS_THRU_1149,HOST_2_REG_DATA_1149,N,N,TRANS_AC_NO_1149,024,FC_AC_NO_1149,14516.600,T,USD,FIN_INST_NO,2026-02-23,S,S,STND,TRACK_DATA_1149,CA,CARD_NO_1149,5832,OTH_FI_NO_1,OT,2,PAY_,100000001149,COMPL_DATA_1149,TRN000000001149,A,A,REV_TXN_ID_1149,REC_TYPE_1149,2325.100,58,20107.300,80,ERR_CODE_11,ERR_PARAM_1149,EXTEN,6,49,2026-02-23 20:56:00,2026-02-23 20:56:00,1149
TXN0000000000001150,T,571588,2026-02-24,2026-02-24,SOUCE_CODE_1150,MS,SCR_FI_NO_1,SCR_TERM,424162,TRANS_,T,SC,2026-02-24,SCR_ABA_NO_,025,SCR_RCPT_N,SCR_PASS_THRU_1150,HOST_2_REG_DATA_1150,N,N,TRANS_AC_NO_1150,025,FC_AC_NO_1150,18113.000,T,PEN,FIN_INST_NO,2026-02-24,S,S,STND,TRACK_DATA_1150,CA,CARD_NO_1150,7869,OTH_FI_NO_1,OT,9,PAY_,100000001150,COMPL_DATA_1150,TRN000000001150,A,A,REV_TXN_ID_1150,REC_TYPE_1150,17004.000,55,5928.100,37,ERR_CODE_11,ERR_PARAM_1150,EXTEN,3,50,2026-02-24 21:03:00,2026-02-24 21:03:00,1150
TXN0000000000001151,T,324795,2026-02-25,2026-02-25,SOUCE_CODE_1151,MS,SCR_FI_NO_1,SCR_TERM,756718,TRANS_,T,SC,2026-02-25,SCR_ABA_NO_,001,SCR_RCPT_N,SCR_PASS_THRU_1151,HOST_2_REG_DATA_1151,Y,N,TRANS_AC_NO_1151,001,FC_AC_NO_1151,21581.000,T,EUR,FIN_INST_NO,2026-02-25,S,S,STND,TRACK_DATA_1151,CA,CARD_NO_1151,5109,OTH_FI_NO_1,OT,4,PAY_,100000001151,COMPL_DATA_1151,TRN000000001151,A,A,REV_TXN_ID_1151,REC_TYPE_1151,8533.800,91,5638.400,40,ERR_CODE_11,ERR_PARAM_1151,EXTEN,1,51,2026-02-25 22:10:00,2026-02-25 22:10:00,1151
TXN0000000000001152,T,105679,2026-02-26,2026-02-26,SOUCE_CODE_1152,MS,SCR_FI_NO_1,SCR_TERM,192557,TRANS_,T,SC,2026-02-26,SCR_ABA_NO_,002,SCR_RCPT_N,SCR_PASS_THRU_1152,HOST_2_REG_DATA_1152,N,N,TRANS_AC_NO_1152,002,FC_AC_NO_1152,10155.700,T,BRL,FIN_INST_NO,2026-02-26,S,S,STND,TRACK_DATA_1152,CA,CARD_NO_1152,8484,OTH_FI_NO_1,OT,8,PAY_,100000001152,COMPL_DATA_1152,TRN000000001152,A,A,REV_TXN_ID_1152,REC_TYPE_1152,17994.800,40,19557.900,86,ERR_CODE_11,ERR_PARAM_1152,EXTEN,9,52,2026-02-26 23:17:00,2026-02-26 23:17:00,1152
TXN0000000000001153,T,944486,2026-02-27,2026-02-27,SOUCE_CODE_1153,MS,SCR_FI_NO_1,SCR_TERM,573304,TRANS_,T,SC,2026-02-27,SCR_ABA_NO_,003,SCR_RCPT_N,SCR_PASS_THRU_1153,HOST_2_REG_DATA_1153,N,N,TRANS_AC_NO_1153,003,FC_AC_NO_1153,3393.900,T,USD,FIN_INST_NO,2026-02-27,S,S,STND,TRACK_DATA_1153,CA,CARD_NO_1153,6681,OTH_FI_NO_1,OT,1,PAY_,100000001153,COMPL_DATA_1153,TRN000000001153,A,A,REV_TXN_ID_1153,REC_TYPE_1153,12875.700,24,20744.300,66,ERR_CODE_11,ERR_PARAM_1153,EXTEN,4,53,2026-02-27 00:24:00,2026-02-27 00:24:00,1153
TXN0000000000001154,T,631543,2026-02-28,2026-02-28,SOUCE_CODE_1154,MS,SCR_FI_NO_1,SCR_TERM,421569,TRANS_,T,SC,2026-02-28,SCR_ABA_NO_,004,SCR_RCPT_N,SCR_PASS_THRU_1154,HOST_2_REG_DATA_1154,N,N,TRANS_AC_NO_1154,004,FC_AC_NO_1154,5288.000,T,PEN,FIN_INST_NO,2026-02-28,S,S,STND,TRACK_DATA_1154,CA,CARD_NO_1154,8468,OTH_FI_NO_1,OT,9,PAY_,100000001154,COMPL_DATA_1154,TRN000000001154,A,A,REV_TXN_ID_1154,REC_TYPE_1154,12770.300,32,23844.700,2,ERR_CODE_11,ERR_PARAM_1154,EXTEN,7,54,2026-02-28 01:31:00,2026-02-28 01:31:00,1154
TXN0000000000001155,T,805281,2026-03-01,2026-03-01,SOUCE_CODE_1155,MS,SCR_FI_NO_1,SCR_TERM,542814,TRANS_,T,SC,2026-03-01,SCR_ABA_NO_,005,SCR_RCPT_N,SCR_PASS_THRU_1155,HOST_2_REG_DATA_1155,N,N,TRANS_AC_NO_1155,005,FC_AC_NO_1155,20069.000,T,EUR,FIN_INST_NO,2026-03-01,S,S,STND,TRACK_DATA_1155,CA,CARD_NO_1155,1725,OTH_FI_NO_1,OT,4,PAY_,100000001155,COMPL_DATA_1155,TRN000000001155,A,A,REV_TXN_ID_1155,REC_TYPE_1155,24520.400,14,11953.000,5,ERR_CODE_11,ERR_PARAM_1155,EXTEN,1,55,2026-03-01 02:38:00,2026-03-01 02:38:00,1155
TXN0000000000001156,T,635627,2026-03-02,2026-03-02,SOUCE_CODE_1156,MS,SCR_FI_NO_1,SCR_TERM,610254,TRANS_,T,SC,2026-03-02,SCR_ABA_NO_,006,SCR_RCPT_N,SCR_PASS_THRU_1156,HOST_2_REG_DATA_1156,Y,N,TRANS_AC_NO_1156,006,FC_AC_NO_1156,2873.200,T,BRL,FIN_INST_NO,2026-03-02,S,S,STND,TRACK_DATA_1156,CA,CARD_NO_1156,801,OTH_FI_NO_1,OT,1,PAY_,100000001156,COMPL_DATA_1156,TRN000000001156,A,A,REV_TXN_ID_1156,REC_TYPE_1156,15948.700,96,5895.400,28,ERR_CODE_11,ERR_PARAM_1156,EXTEN,4,56,2026-03-02 03:45:00,2026-03-02 03:45:00,1156
TXN0000000000001157,T,411358,2026-03-03,2026-03-03,SOUCE_CODE_1157,MS,SCR_FI_NO_1,SCR_TERM,676178,TRANS_,T,SC,2026-03-03,SCR_ABA_NO_,007,SCR_RCPT_N,SCR_PASS_THRU_1157,HOST_2_REG_DATA_1157,N,N,TRANS_AC_NO_1157,007,FC_AC_NO_1157,3293.400,T,USD,FIN_INST_NO,2026-03-03,S,S,STND,TRACK_DATA_1157,CA,CARD_NO_1157,8717,OTH_FI_NO_1,OT,4,PAY_,100000001157,COMPL_DATA_1157,TRN000000001157,F,F,REV_TXN_ID_1157,REC_TYPE_1157,17849.900,16,23927.900,20,ERR_CODE_11,ERR_PARAM_1157,EXTEN,5,57,2026-03-03 04:52:00,2026-03-03 04:52:00,1157
TXN0000000000001158,T,716523,2026-03-04,2026-03-04,SOUCE_CODE_1158,MS,SCR_FI_NO_1,SCR_TERM,100732,TRANS_,T,SC,2026-03-04,SCR_ABA_NO_,008,SCR_RCPT_N,SCR_PASS_THRU_1158,HOST_2_REG_DATA_1158,N,N,TRANS_AC_NO_1158,008,FC_AC_NO_1158,5525.400,T,PEN,FIN_INST_NO,2026-03-04,S,S,STND,TRACK_DATA_1158,CA,CARD_NO_1158,442,OTH_FI_NO_1,OT,7,PAY_,100000001158,COMPL_DATA_1158,TRN000000001158,A,A,REV_TXN_ID_1158,REC_TYPE_1158,21576.300,53,6213.200,21,ERR_CODE_11,ERR_PARAM_1158,EXTEN,9,58,2026-03-04 05:59:00,2026-03-04 05:59:00,1158
TXN0000000000001159,T,609135,2026-03-05,2026-03-05,SOUCE_CODE_1159,MS,SCR_FI_NO_1,SCR_TERM,747044,TRANS_,T,SC,2026-03-05,SCR_ABA_NO_,009,SCR_RCPT_N,SCR_PASS_THRU_1159,HOST_2_REG_DATA_1159,N,N,TRANS_AC_NO_1159,009,FC_AC_NO_1159,6772.200,T,EUR,FIN_INST_NO,2026-03-05,S,S,STND,TRACK_DATA_1159,CA,CARD_NO_1159,4534,OTH_FI_NO_1,OT,7,PAY_,100000001159,COMPL_DATA_1159,TRN000000001159,A,A,REV_TXN_ID_1159,REC_TYPE_1159,848.900,36,15991.600,62,ERR_CODE_11,ERR_PARAM_1159,EXTEN,4,59,2026-03-05 06:06:00,2026-03-05 06:06:00,1159
TXN0000000000001160,T,100750,2026-03-06,2026-03-06,SOUCE_CODE_1160,MS,SCR_FI_NO_1,SCR_TERM,771300,TRANS_,T,SC,2026-03-06,SCR_ABA_NO_,010,SCR_RCPT_N,SCR_PASS_THRU_1160,HOST_2_REG_DATA_1160,N,Y,TRANS_AC_NO_1160,010,FC_AC_NO_1160,23254.000,T,BRL,FIN_INST_NO,2026-03-06,S,S,STND,TRACK_DATA_1160,CA,CARD_NO_1160,3770,OTH_FI_NO_1,OT,8,PAY_,100000001160,COMPL_DATA_1160,TRN000000001160,A,A,REV_TXN_ID_1160,REC_TYPE_1160,24130.100,78,9119.800,81,ERR_CODE_11,ERR_PARAM_1160,EXTEN,3,60,2026-03-06 07:13:00,2026-03-06 07:13:00,1160
TXN0000000000001161,T,723503,2026-03-07,2026-03-07,SOUCE_CODE_1161,MS,SCR_FI_NO_1,SCR_TERM,876507,TRANS_,T,SC,2026-03-07,SCR_ABA_NO_,011,SCR_RCPT_N,SCR_PASS_THRU_1161,HOST_2_REG_DATA_1161,Y,N,TRANS_AC_NO_1161,011,FC_AC_NO_1161,3566.900,T,USD,FIN_INST_NO,2026-03-07,S,S,STND,TRACK_DATA_1161,CA,CARD_NO_1161,4224,OTH_FI_NO_1,OT,6,PAY_,100000001161,COMPL_DATA_1161,TRN000000001161,A,A,REV_TXN_ID_1161,REC_TYPE_1161,2336.700,71,12840.700,14,ERR_CODE_11,ERR_PARAM_1161,EXTEN,2,61,2026-03-07 08:20:00,2026-03-07 08:20:00,1161
TXN0000000000001162,T,114929,2026-03-08,2026-03-08,SOUCE_CODE_1162,MS,SCR_FI_NO_1,SCR_TERM,148100,TRANS_,T,SC,2026-03-08,SCR_ABA_NO_,012,SCR_RCPT_N,SCR_PASS_THRU_1162,HOST_2_REG_DATA_1162,N,N,TRANS_AC_NO_1162,012,FC_AC_NO_1162,21126.300,T,PEN,FIN_INST_NO,2026-03-08,S,S,STND,TRACK_DATA_1162,CA,CARD_NO_1162,9182,OTH_FI_NO_1,OT,8,PAY_,100000001162,COMPL_DATA_1162,TRN000000001162,A,A,REV_TXN_ID_1162,REC_TYPE_1162,22879.600,43,21090.600,35,ERR_CODE_11,ERR_PARAM_1162,EXTEN,4,62,2026-03-08 09:27:00,2026-03-08 09:27:00,1162
TXN0000000000001163,T,894367,2026-03-09,2026-03-09,SOUCE_CODE_1163,MS,SCR_FI_NO_1,SCR_TERM,532502,TRANS_,T,SC,2026-03-09,SCR_ABA_NO_,013,SCR_RCPT_N,SCR_PASS_THRU_1163,HOST_2_REG_DATA_1163,N,N,TRANS_AC_NO_1163,013,FC_AC_NO_1163,15870.600,T,EUR,FIN_INST_NO,2026-03-09,S,S,STND,TRACK_DATA_1163,CA,CARD_NO_1163,688,OTH_FI_NO_1,OT,6,PAY_,100000001163,COMPL_DATA_1163,TRN000000001163,A,A,REV_TXN_ID_1163,REC_TYPE_1163,18546.300,31,7551.700,67,ERR_CODE_11,ERR_PARAM_1163,EXTEN,8,63,2026-03-09 10:34:00,2026-03-09 10:34:00,1163
TXN0000000000001164,T,668485,2026-03-10,2026-03-10,SOUCE_CODE_1164,MS,SCR_FI_NO_1,SCR_TERM,219265,TRANS_,T,SC,2026-03-10,SCR_ABA_NO_,014,SCR_RCPT_N,SCR_PASS_THRU_1164,HOST_2_REG_DATA_1164,N,N,TRANS_AC_NO_1164,014,FC_AC_NO_1164,47.900,T,BRL,FIN_INST_NO,2026-03-10,S,S,STND,TRACK_DATA_1164,CA,CARD_NO_1164,1124,OTH_FI_NO_1,OT,8,PAY_,100000001164,COMPL_DATA_1164,TRN000000001164,A,A,REV_TXN_ID_1164,REC_TYPE_1164,8320.800,51,6463.600,52,ERR_CODE_11,ERR_PARAM_1164,EXTEN,8,64,2026-03-10 11:41:00,2026-03-10 11:41:00,1164
TXN0000000000001165,T,688366,2026-03-11,2026-03-11,SOUCE_CODE_1165,MS,SCR_FI_NO_1,SCR_TERM,242977,TRANS_,T,SC,2026-03-11,SCR_ABA_NO_,015,SCR_RCPT_N,SCR_PASS_THRU_1165,HOST_2_REG_DATA_1165,N,N,TRANS_AC_NO_1165,015,FC_AC_NO_1165,22417.000,T,USD,FIN_INST_NO,2026-03-11,S,S,STND,TRACK_DATA_1165,CA,CARD_NO_1165,2855,OTH_FI_NO_1,OT,6,PAY_,100000001165,COMPL_DATA_1165,TRN000000001165,A,A,REV_TXN_ID_1165,REC_TYPE_1165,17053.600,42,11198.500,60,ERR_CODE_11,ERR_PARAM_1165,EXTEN,2,65,2026-03-11 12:48:00,2026-03-11 12:48:00,1165
TXN0000000000001166,T,33269,2026-03-12,2026-03-12,SOUCE_CODE_1166,MS,SCR_FI_NO_1,SCR_TERM,27459,TRANS_,T,SC,2026-03-12,SCR_ABA_NO_,016,SCR_RCPT_N,SCR_PASS_THRU_1166,HOST_2_REG_DATA_1166,Y,N,TRANS_AC_NO_1166,016,FC_AC_NO_1166,20005.100,T,PEN,FIN_INST_NO,2026-03-12,S,S,STND,TRACK_DATA_1166,CA,CARD_NO_1166,9276,OTH_FI_NO_1,OT,6,PAY_,100000001166,COMPL_DATA_1166,TRN000000001166,A,A,REV_TXN_ID_1166,REC_TYPE_1166,23975.400,10,17185.300,49,ERR_CODE_11,ERR_PARAM_1166,EXTEN,3,66,2026-03-12 13:55:00,2026-03-12 13:55:00,1166
TXN0000000000001167,T,629897,2026-03-13,2026-03-13,SOUCE_CODE_1167,MS,SCR_FI_NO_1,SCR_TERM,662652,TRANS_,T,SC,2026-03-13,SCR_ABA_NO_,017,SCR_RCPT_N,SCR_PASS_THRU_1167,HOST_2_REG_DATA_1167,N,N,TRANS_AC_NO_1167,017,FC_AC_NO_1167,12108.500,T,EUR,FIN_INST_NO,2026-03-13,S,S,STND,TRACK_DATA_1167,CA,CARD_NO_1167,8089,OTH_FI_NO_1,OT,2,PAY_,100000001167,COMPL_DATA_1167,TRN000000001167,A,A,REV_TXN_ID_1167,REC_TYPE_1167,4471.500,7,8355.600,13,ERR_CODE_11,ERR_PARAM_1167,EXTEN,1,67,2026-03-13 14:02:00,2026-03-13 14:02:00,1167
TXN0000000000001168,T,449790,2026-03-14,2026-03-14,SOUCE_CODE_1168,MS,SCR_FI_NO_1,SCR_TERM,484909,TRANS_,T,SC,2026-03-14,SCR_ABA_NO_,018,SCR_RCPT_N,SCR_PASS_THRU_1168,HOST_2_REG_DATA_1168,N,N,TRANS_AC_NO_1168,018,FC_AC_NO_1168,23933.800,T,BRL,FIN_INST_NO,2026-03-14,S,S,STND,TRACK_DATA_1168,CA,CARD_NO_1168,5379,OTH_FI_NO_1,OT,9,PAY_,100000001168,COMPL_DATA_1168,TRN000000001168,A,A,REV_TXN_ID_1168,REC_TYPE_1168,19129.100,86,22839.400,33,ERR_CODE_11,ERR_PARAM_1168,EXTEN,2,68,2026-03-14 15:09:00,2026-03-14 15:09:00,1168
TXN0000000000001169,T,942541,2026-03-15,2026-03-15,SOUCE_CODE_1169,MS,SCR_FI_NO_1,SCR_TERM,518784,TRANS_,T,SC,2026-03-15,SCR_ABA_NO_,019,SCR_RCPT_N,SCR_PASS_THRU_1169,HOST_2_REG_DATA_1169,N,N,TRANS_AC_NO_1169,019,FC_AC_NO_1169,1071.500,T,USD,FIN_INST_NO,2026-03-15,S,S,STND,TRACK_DATA_1169,CA,CARD_NO_1169,7909,OTH_FI_NO_1,OT,5,PAY_,100000001169,COMPL_DATA_1169,TRN000000001169,A,A,REV_TXN_ID_1169,REC_TYPE_1169,23074.100,26,15521.300,98,ERR_CODE_11,ERR_PARAM_1169,EXTEN,1,69,2026-03-15 16:16:00,2026-03-15 16:16:00,1169
TXN0000000000001170,T,708947,2026-03-16,2026-03-16,SOUCE_CODE_1170,MS,SCR_FI_NO_1,SCR_TERM,612234,TRANS_,T,SC,2026-03-16,SCR_ABA_NO_,020,SCR_RCPT_N,SCR_PASS_THRU_1170,HOST_2_REG_DATA_1170,N,N,TRANS_AC_NO_1170,020,FC_AC_NO_1170,8495.900,T,PEN,FIN_INST_NO,2026-03-16,S,S,STND,TRACK_DATA_1170,CA,CARD_NO_1170,1273,OTH_FI_NO_1,OT,6,PAY_,100000001170,COMPL_DATA_1170,TRN000000001170,A,A,REV_TXN_ID_1170,REC_TYPE_1170,22822.700,81,21383.800,42,ERR_CODE_11,ERR_PARAM_1170,EXTEN,9,70,2026-03-16 17:23:00,2026-03-16 17:23:00,1170
TXN0000000000001171,T,351552,2026-03-17,2026-03-17,SOUCE_CODE_1171,MS,SCR_FI_NO_1,SCR_TERM,347862,TRANS_,T,SC,2026-03-17,SCR_ABA_NO_,021,SCR_RCPT_N,SCR_PASS_THRU_1171,HOST_2_REG_DATA_1171,Y,N,TRANS_AC_NO_1171,021,FC_AC_NO_1171,20836.700,T,EUR,FIN_INST_NO,2026-03-17,S,S,STND,TRACK_DATA_1171,CA,CARD_NO_1171,425,OTH_FI_NO_1,OT,9,PAY_,100000001171,COMPL_DATA_1171,TRN000000001171,A,A,REV_TXN_ID_1171,REC_TYPE_1171,6807.600,44,2028.900,51,ERR_CODE_11,ERR_PARAM_1171,EXTEN,6,71,2026-03-17 18:30:00,2026-03-17 18:30:00,1171
TXN0000000000001172,T,312501,2026-03-18,2026-03-18,SOUCE_CODE_1172,MS,SCR_FI_NO_1,SCR_TERM,158883,TRANS_,T,SC,2026-03-18,SCR_ABA_NO_,022,SCR_RCPT_N,SCR_PASS_THRU_1172,HOST_2_REG_DATA_1172,N,N,TRANS_AC_NO_1172,022,FC_AC_NO_1172,10599.700,T,BRL,FIN_INST_NO,2026-03-18,S,S,STND,TRACK_DATA_1172,CA,CARD_NO_1172,1469,OTH_FI_NO_1,OT,6,PAY_,100000001172,COMPL_DATA_1172,TRN000000001172,A,A,REV_TXN_ID_1172,REC_TYPE_1172,14609.800,34,11220.100,98,ERR_CODE_11,ERR_PARAM_1172,EXTEN,5,72,2026-03-18 19:37:00,2026-03-18 19:37:00,1172
