TRN_REF_NO,TRN_DT,TXN_BRANCH,PRODUCT_CODE,VALUE_DATE,AC_BRANCH,ACCOUNT_NO,TRN_CODE,LCY_AMOUNT,AMOUNT,DRCR_IND,MODULE,INSTRUMENT_NO,EXTENDED_CODE,RELATED_CUSTOMER,TXN_INIT_DATE,EXTRACTION_DATE,AC_ENTRY_SR_NO,EVENT,AMOUNT_TAG,OFS_ACC,OFS_BRANCH,EVENT_SR_NO,AC_CCY,GROUP_TXN_COUNT,HIDE_TXN_IN_STMT,AUTH_STAT,PERIOD_CODE,TXN_ID,EXT_OFSTXN_CODE,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,REAL_DT_TIME,SOURCE_CODE
TRN000000000808,2026-03-19,008,TD01,2026-03-19,008,100000000808,PAY,13471.800,18101.700,C,MOD,INSTRUMENT_NO_80,90686,CUST000008,2026-03-19,2026-03-19,802574,EVEN,AMOUNT_TAG_808,100000000808,008,481351,BRL,16,N,A,PER,TXN0000000000000808,EXT_OFSTXN_CODE,DATA_1_808,DATA_2_808,DATA_3_808,DATA_4_808,DATA_5_808,DATA_6_808,DATA_7_808,DATA_8_808,DATA_9_808,C,BATCH_REF_NO_808,PAY,2026-03-19 15:09:00,SOURCE_CODE_808
TRN000000000809,2026-03-20,009,CARD,2026-03-20,009,100000000809,ATM,12977.300,9834.900,D,MOD,INSTRUMENT_NO_80,771350,CUST000009,2026-03-20,2026-03-20,361716,EVEN,AMOUNT_TAG_809,100000000809,009,833466,USD,10,N,A,PER,TXN0000000000000809,EXT_OFSTXN_CODE,DATA_1_809,DATA_2_809,DATA_3_809,DATA_4_809,DATA_5_809,DATA_6_809,DATA_7_809,DATA_8_809,DATA_9_809,C,BATCH_REF_NO_809,ATM,2026-03-20 16:16:00,SOURCE_CODE_809
TRN000000000810,2026-03-21,010,CLRG,2026-03-21,010,100000000810,DEP,20480.800,14972.600,C,MOD,INSTRUMENT_NO_81,744068,CUST000010,2026-03-21,2026-03-21,343669,EVEN,AMOUNT_TAG_810,100000000810,010,59020,PEN,31,N,A,PER,TXN0000000000000810,EXT_OFSTXN_CODE,DATA_1_810,DATA_2_810,DATA_3_810,DATA_4_810,DATA_5_810,DATA_6_810,DATA_7_810,DATA_8_810,DATA_9_810,C,BATCH_REF_NO_810,DEP,2026-03-21 17:23:00,SOURCE_CODE_810
TRN000000000811,2026-03-22,011,SAV1,2026-03-22,011,100000000811,WDR,17091.500,760.700,D,MOD,INSTRUMENT_NO_81,389774,CUST000011,2026-03-22,2026-03-22,646866,EVEN,AMOUNT_TAG_811,100000000811,011,827316,EUR,6,N,A,PER,TXN0000000000000811,EXT_OFSTXN_CODE,DATA_1_811,DATA_2_811,DATA_3_811,DATA_4_811,DATA_5_811,DATA_6_811,DATA_7_811,DATA_8_811,DATA_9_811,C,BATCH_REF_NO_811,WDR,2026-03-22 18:30:00,SOURCE_CODE_811
TRN000000000812,2026-03-23,012,CURR,2026-03-23,012,100000000812,TRF,7084.000,13764.800,C,MOD,INSTRUMENT_NO_81,206757,CUST000012,2026-03-23,2026-03-23,78115,EVEN,AMOUNT_TAG_812,100000000812,012,636256,BRL,28,N,A,PER,TXN0000000000000812,EXT_OFSTXN_CODE,DATA_1_812,DATA_2_812,DATA_3_812,DATA_4_812,DATA_5_812,DATA_6_812,DATA_7_812,DATA_8_812,DATA_9_812,C,BATCH_REF_NO_812,TRF,2026-03-23 19:37:00,SOURCE_CODE_812
TRN000000000813,2026-03-24,013,LOAN,2026-03-24,013,100000000813,FEE,3281.200,16907.500,D,MOD,INSTRUMENT_NO_81,807650,CUST000013,2026-03-24,2026-03-24,742650,EVEN,AMOUNT_TAG_813,100000000813,013,563402,USD,35,N,A,PER,TXN0000000000000813,EXT_OFSTXN_CODE,DATA_1_813,DATA_2_813,DATA_3_813,DATA_4_813,DATA_5_813,DATA_6_813,DATA_7_813,DATA_8_813,DATA_9_813,C,BATCH_REF_NO_813,FEE,2026-03-24 20:44:00,SOURCE_CODE_813
TRN000000000814,2026-03-25,014,TD01,2026-03-25,014,100000000814,INT,8635.800,6281.800,C,MOD,INSTRUMENT_NO_81,796081,CUST000014,2026-03-25,2026-03-25,454222,EVEN,AMOUNT_TAG_814,100000000814,014,918240,PEN,16,N,A,PER,TXN0000000000000814,EXT_OFSTXN_CODE,DATA_1_814,DATA_2_814,DATA_3_814,DATA_4_814,DATA_5_814,DATA_6_814,DATA_7_814,DATA_8_814,DATA_9_814,C,BATCH_REF_NO_814,INT,2026-03-25 21:51:00,SOURCE_CODE_814
TRN000000000815,2026-03-26,015,CARD,2026-03-26,015,100000000815,REV,155964.000,50888.000,D,MOD,INSTRUMENT_NO_81,197051,CUST000015,2026-03-26,2026-03-26,810674,EVEN,AMOUNT_TAG_815,100000000815,015,357878,EUR,10,N,A,PER,TXN0000000000000815,EXT_OFSTXN_CODE,DATA_1_815,DATA_2_815,DATA_3_815,DATA_4_815,DATA_5_815,DATA_6_815,DATA_7_815,DATA_8_815,DATA_9_815,C,BATCH_REF_NO_815,REV,2026-03-26 22:58:00,SOURCE_CODE_815
TRN000000000816,2026-03-27,016,CLRG,2026-03-27,016,100000000816,PAY,6818.100,16409.300,C,MOD,INSTRUMENT_NO_81,907292,CUST000016,2026-03-27,2026-03-27,169126,EVEN,AMOUNT_TAG_816,100000000816,016,128149,BRL,33,N,A,PER,TXN0000000000000816,EXT_OFSTXN_CODE,DATA_1_816,DATA_2_816,DATA_3_816,DATA_4_816,DATA_5_816,DATA_6_816,DATA_7_816,DATA_8_816,DATA_9_816,C,BATCH_REF_NO_816,PAY,2026-03-27 23:05:00,SOURCE_CODE_816
TRN000000000817,2026-03-28,017,SAV1,2026-03-28,017,100000000817,ATM,7020.900,4578.400,D,MOD,INSTRUMENT_NO_81,252166,CUST000017,2026-03-28,2026-03-28,98647,EVEN,AMOUNT_TAG_817,100000000817,017,336072,USD,26,N,A,PER,TXN0000000000000817,EXT_OFSTXN_CODE,DATA_1_817,DATA_2_817,DATA_3_817,DATA_4_817,DATA_5_817,DATA_6_817,DATA_7_817,DATA_8_817,DATA_9_817,C,BATCH_REF_NO_817,ATM,2026-03-28 00:12:00,SOURCE_CODE_817
TRN000000000818,2026-03-29,018,CURR,2026-03-29,018,100000000818,DEP,3277.500,7380.200,C,MOD,INSTRUMENT_NO_81,181076,CUST000018,2026-03-29,2026-03-29,389989,EVEN,AMOUNT_TAG_818,100000000818,018,611195,PEN,9,Y,A,PER,TXN0000000000000818,EXT_OFSTXN_CODE,DATA_1_818,DATA_2_818,DATA_3_818,DATA_4_818,DATA_5_818,DATA_6_818,DATA_7_818,DATA_8_818,DATA_9_818,C,BATCH_REF_NO_818,DEP,2026-03-29 01:19:00,SOURCE_CODE_818
TRN000000000819,2026-03-30,019,LOAN,2026-03-30,019,100000000819,WDR,10714.300,1919.800,D,MOD,INSTRUMENT_NO_81,976767,CUST000019,2026-03-30,2026-03-30,799914,EVEN,AMOUNT_TAG_819,100000000819,019,704538,EUR,35,N,A,PER,TXN0000000000000819,EXT_OFSTXN_CODE,DATA_1_819,DATA_2_819,DATA_3_819,DATA_4_819,DATA_5_819,DATA_6_819,DATA_7_819,DATA_8_819,DATA_9_819,C,BATCH_REF_NO_819,WDR,2026-03-30 02:26:00,SOURCE_CODE_819
TRN000000000820,2026-03-31,020,TD01,2026-03-31,020,100000000820,TRF,4154.400,22457.500,C,MOD,INSTRUMENT_NO_82,469055,CUST000020,2026-03-31,2026-03-31,289567,EVEN,AMOUNT_TAG_820,100000000820,020,458625,BRL,27,N,A,PER,TXN0000000000000820,EXT_OFSTXN_CODE,DATA_1_820,DATA_2_820,DATA_3_820,DATA_4_820,DATA_5_820,DATA_6_820,DATA_7_820,DATA_8_820,DATA_9_820,C,BATCH_REF_NO_820,TRF,2026-03-31 03:33:00,SOURCE_CODE_820
TRN000000000821,2026-04-01,021,CARD,2026-04-01,021,100000000821,FEE,18825.500,834.900,D,MOD,INSTRUMENT_NO_82,415557,CUST000021,2026-04-01,2026-04-01,452571,EVEN,AMOUNT_TAG_821,100000000821,021,449730,USD,5,N,A,PER,TXN0000000000000821,EXT_OFSTXN_CODE,DATA_1_821,DATA_2_821,DATA_3_821,DATA_4_821,DATA_5_821,DATA_6_821,DATA_7_821,DATA_8_821,DATA_9_821,C,BATCH_REF_NO_821,FEE,2026-04-01 04:40:00,SOURCE_CODE_821
TRN000000000822,2026-04-02,022,CLRG,2026-04-02,022,100000000822,INT,23603.500,4908.900,C,MOD,INSTRUMENT_NO_82,369406,CUST000022,2026-04-02,2026-04-02,983758,EVEN,AMOUNT_TAG_822,100000000822,022,981473,PEN,19,N,A,PER,TXN0000000000000822,EXT_OFSTXN_CODE,DATA_1_822,DATA_2_822,DATA_3_822,DATA_4_822,DATA_5_822,DATA_6_822,DATA_7_822,DATA_8_822,DATA_9_822,C,BATCH_REF_NO_822,INT,2026-04-02 05:47:00,SOURCE_CODE_822
TRN000000000823,2026-04-03,023,SAV1,2026-04-03,023,100000000823,REV,3920.200,10884.600,D,MOD,INSTRUMENT_NO_82,634739,CUST000023,2026-04-03,2026-04-03,614028,EVEN,AMOUNT_TAG_823,100000000823,023,342853,EUR,25,N,A,PER,TXN0000000000000823,EXT_OFSTXN_CODE,DATA_1_823,DATA_2_823,DATA_3_823,DATA_4_823,DATA_5_823,DATA_6_823,DATA_7_823,DATA_8_823,DATA_9_823,C,BATCH_REF_NO_823,REV,2026-04-03 06:54:00,SOURCE_CODE_823
TRN000000000824,2026-04-04,024,CURR,2026-04-04,024,100000000824,PAY,3690.600,20195.500,C,MOD,INSTRUMENT_NO_82,946326,CUST000024,2026-04-04,2026-04-04,994202,EVEN,AMOUNT_TAG_824,100000000824,024,294126,BRL,7,N,A,PER,TXN0000000000000824,EXT_OFSTXN_CODE,DATA_1_824,DATA_2_824,DATA_3_824,DATA_4_824,DATA_5_824,DATA_6_824,DATA_7_824,DATA_8_824,DATA_9_824,C,BATCH_REF_NO_824,PAY,2026-04-04 07:01:00,SOURCE_CODE_824
TRN000000000825,2026-04-05,025,LOAN,2026-04-05,025,100000000825,ATM,20993.000,9394.400,D,MOD,INSTRUMENT_NO_82,593354,CUST000025,2026-04-05,2026-04-05,775482,EVEN,AMOUNT_TAG_825,100000000825,025,908607,USD,5,N,A,PER,TXN0000000000000825,EXT_OFSTXN_CODE,DATA_1_825,DATA_2_825,DATA_3_825,DATA_4_825,DATA_5_825,DATA_6_825,DATA_7_825,DATA_8_825,DATA_9_825,C,BATCH_REF_NO_825,ATM,2026-04-05 08:08:00,SOURCE_CODE_825
TRN000000000826,2026-04-06,001,TD01,2026-04-06,001,100000000826,DEP,8407.900,6395.100,C,MOD,INSTRUMENT_NO_82,777359,CUST000026,2026-04-06,2026-04-06,809670,EVEN,AMOUNT_TAG_826,100000000826,001,387970,PEN,5,N,A,PER,TXN0000000000000826,EXT_OFSTXN_CODE,DATA_1_826,DATA_2_826,DATA_3_826,DATA_4_826,DATA_5_826,DATA_6_826,DATA_7_826,DATA_8_826,DATA_9_826,C,BATCH_REF_NO_826,DEP,2026-04-06 09:15:00,SOURCE_CODE_826
TRN000000000827,2026-04-07,002,CARD,2026-04-07,002,100000000827,WDR,11590.600,12903.800,D,MOD,INSTRUMENT_NO_82,219620,CUST000027,2026-04-07,2026-04-07,335765,EVEN,AMOUNT_TAG_827,100000000827,002,337064,EUR,36,N,A,PER,TXN0000000000000827,EXT_OFSTXN_CODE,DATA_1_827,DATA_2_827,DATA_3_827,DATA_4_827,DATA_5_827,DATA_6_827,DATA_7_827,DATA_8_827,DATA_9_827,C,BATCH_REF_NO_827,WDR,2026-04-07 10:22:00,SOURCE_CODE_827
TRN000000000828,2026-04-08,003,CLRG,2026-04-08,003,100000000828,TRF,22042.600,2811.900,C,MOD,INSTRUMENT_NO_82,762963,CUST000028,2026-04-08,2026-04-08,89914,EVEN,AMOUNT_TAG_828,100000000828,003,740485,BRL,33,N,A,PER,TXN0000000000000828,EXT_OFSTXN_CODE,DATA_1_828,DATA_2_828,DATA_3_828,DATA_4_828,DATA_5_828,DATA_6_828,DATA_7_828,DATA_8_828,DATA_9_828,C,BATCH_REF_NO_828,TRF,2026-04-08 11:29:00,SOURCE_CODE_828
TRN000000000829,2026-04-09,004,SAV1,2026-04-09,004,100000000829,FEE,13315.900,19993.500,D,MOD,INSTRUMENT_NO_82,493,CUST000029,2026-04-09,2026-04-09,51922,EVEN,AMOUNT_TAG_829,100000000829,004,92149,USD,32,N,U,PER,TXN0000000000000829,EXT_OFSTXN_CODE,DATA_1_829,DATA_2_829,DATA_3_829,DATA_4_829,DATA_5_829,DATA_6_829,DATA_7_829,DATA_8_829,DATA_9_829,C,BATCH_REF_NO_829,FEE,2026-04-09 12:36:00,SOURCE_CODE_829
TRN000000000830,2026-04-10,005,CURR,2026-04-10,005,100000000830,INT,21912.300,15115.800,C,MOD,INSTRUMENT_NO_83,59126,CUST000030,2026-04-10,2026-04-10,55267,EVEN,AMOUNT_TAG_830,100000000830,005,129413,PEN,16,N,A,PER,TXN0000000000000830,EXT_OFSTXN_CODE,DATA_1_830,DATA_2_830,DATA_3_830,DATA_4_830,DATA_5_830,DATA_6_830,DATA_7_830,DATA_8_830,DATA_9_830,C,BATCH_REF_NO_830,INT,2026-04-10 13:43:00,SOURCE_CODE_830
TRN000000000831,2026-04-11,006,LOAN,2026-04-11,006,100000000831,REV,10609.100,13950.400,D,MOD,INSTRUMENT_NO_83,776556,CUST000031,2026-04-11,2026-04-11,841291,EVEN,AMOUNT_TAG_831,100000000831,006,318314,EUR,19,N,A,PER,TXN0000000000000831,EXT_OFSTXN_CODE,DATA_1_831,DATA_2_831,DATA_3_831,DATA_4_831,DATA_5_831,DATA_6_831,DATA_7_831,DATA_8_831,DATA_9_831,C,BATCH_REF_NO_831,REV,2026-04-11 14:50:00,SOURCE_CODE_831
TRN000000000832,2026-04-12,007,TD01,2026-04-12,007,100000000832,PAY,10655.000,2045.400,C,MOD,INSTRUMENT_NO_83,810224,CUST000032,2026-04-12,2026-04-12,686656,EVEN,AMOUNT_TAG_832,100000000832,007,839515,BRL,7,N,A,PER,TXN0000000000000832,EXT_OFSTXN_CODE,DATA_1_832,DATA_2_832,DATA_3_832,DATA_4_832,DATA_5_832,DATA_6_832,DATA_7_832,DATA_8_832,DATA_9_832,C,BATCH_REF_NO_832,PAY,2026-04-12 15:57:00,SOURCE_CODE_832
TRN000000000833,2026-04-13,008,CARD,2026-04-13,008,100000000833,ATM,24305.500,12944.300,D,MOD,INSTRUMENT_NO_83,986288,CUST000033,2026-04-13,2026-04-13,369899,EVEN,AMOUNT_TAG_833,100000000833,008,648066,USD,13,N,A,PER,TXN0000000000000833,EXT_OFSTXN_CODE,DATA_1_833,DATA_2_833,DATA_3_833,DATA_4_833,DATA_5_833,DATA_6_833,DATA_7_833,DATA_8_833,DATA_9_833,C,BATCH_REF_NO_833,ATM,2026-04-13 16:04:00,SOURCE_CODE_833
TRN000000000834,2026-04-14,009,CLRG,2026-04-14,009,100000000834,DEP,133.700,17925.500,C,MOD,INSTRUMENT_NO_83,420182,CUST000034,2026-04-14,2026-04-14,584204,EVEN,AMOUNT_TAG_834,100000000834,009,482033,PEN,36,N,A,PER,TXN0000000000000834,EXT_OFSTXN_CODE,DATA_1_834,DATA_2_834,DATA_3_834,DATA_4_834,DATA_5_834,DATA_6_834,DATA_7_834,DATA_8_834,DATA_9_834,C,BATCH_REF_NO_834,DEP,2026-04-14 17:11:00,SOURCE_CODE_834
TRN000000000835,2026-04-15,010,SAV1,2026-04-15,010,100000000835,WDR,24151.300,5062.900,D,MOD,INSTRUMENT_NO_83,987001,CUST000035,2026-04-15,2026-04-15,61776,EVEN,AMOUNT_TAG_835,100000000835,010,697930,EUR,31,N,A,PER,TXN0000000000000835,EXT_OFSTXN_CODE,DATA_1_835,DATA_2_835,DATA_3_835,DATA_4_835,DATA_5_835,DATA_6_835,DATA_7_835,DATA_8_835,DATA_9_835,C,BATCH_REF_NO_835,WDR,2026-04-15 18:18:00,SOURCE_CODE_835
TRN000000000836,2026-04-16,011,CURR,2026-04-16,011,100000000836,TRF,3438.200,5190.800,C,MOD,INSTRUMENT_NO_83,528243,CUST000036,2026-04-16,2026-04-16,58883,EVEN,AMOUNT_TAG_836,100000000836,011,988785,BRL,33,N,A,PER,TXN0000000000000836,EXT_OFSTXN_CODE,DATA_1_836,DATA_2_836,DATA_3_836,DATA_4_836,DATA_5_836,DATA_6_836,DATA_7_836,DATA_8_836,DATA_9_836,C,BATCH_REF_NO_836,TRF,2026-04-16 19:25:00,SOURCE_CODE_836
TRN000000000837,2026-04-17,012,LOAN,2026-04-17,012,100000000837,FEE,19042.600,21079.000,D,MOD,INSTRUMENT_NO_83,142904,CUST000037,2026-04-17,2026-04-17,121857,EVEN,AMOUNT_TAG_837,100000000837,012,812060,USD,20,Y,A,PER,TXN0000000000000837,EXT_OFSTXN_CODE,DATA_1_837,DATA_2_837,DATA_3_837,DATA_4_837,DATA_5_837,DATA_6_837,DATA_7_837,DATA_8_837,DATA_9_837,C,BATCH_REF_NO_837,FEE,2026-04-17 20:32:00,SOURCE_CODE_837
TRN000000000838,2026-04-18,013,TD01,2026-04-18,013,100000000838,INT,18632.200,12154.700,C,MOD,INSTRUMENT_NO_83,871452,CUST000038,2026-04-18,2026-04-18,807666,EVEN,AMOUNT_TAG_838,100000000838,013,105650,PEN,32,N,A,PER,TXN0000000000000838,EXT_OFSTXN_CODE,DATA_1_838,DATA_2_838,DATA_3_838,DATA_4_838,DATA_5_838,DATA_6_838,DATA_7_838,DATA_8_838,DATA_9_838,C,BATCH_REF_NO_838,INT,2026-04-18 21:39:00,SOURCE_CODE_838
TRN000000000839,2026-04-19,014,CARD,2026-04-19,014,100000000839,REV,14724.500,24154.600,D,MOD,INSTRUMENT_NO_83,295773,CUST000039,2026-04-19,2026-04-19,80971,EVEN,AMOUNT_TAG_839,100000000839,014,791986,EUR,32,N,A,PER,TXN0000000000000839,EXT_OFSTXN_CODE,DATA_1_839,DATA_2_839,DATA_3_839,DATA_4_839,DATA_5_839,DATA_6_839,DATA_7_839,DATA_8_839,DATA_9_839,C,BATCH_REF_NO_839,REV,2026-04-19 22:46:00,SOURCE_CODE_839
TRN000000000840,2026-04-20,015,CLRG,2026-04-20,015,100000000840,PAY,3593.700,23611.700,C,MOD,INSTRUMENT_NO_84,82317,CUST000040,2026-04-20,2026-04-20,942991,EVEN,AMOUNT_TAG_840,100000000840,015,648688,BRL,28,N,A,PER,TXN0000000000000840,EXT_OFSTXN_CODE,DATA_1_840,DATA_2_840,DATA_3_840,DATA_4_840,DATA_5_840,DATA_6_840,DATA_7_840,DATA_8_840,DATA_9_840,C,BATCH_REF_NO_840,PAY,2026-04-20 23:53:00,SOURCE_CODE_840
TRN000000000841,2026-04-21,016,SAV1,2026-04-21,016,100000000841,ATM,342.600,8183.200,D,MOD,INSTRUMENT_NO_84,43977,CUST000041,2026-04-21,2026-04-21,520644,EVEN,AMOUNT_TAG_841,100000000841,016,270130,USD,5,N,A,PER,TXN0000000000000841,EXT_OFSTXN_CODE,DATA_1_841,DATA_2_841,DATA_3_841,DATA_4_841,DATA_5_841,DATA_6_841,DATA_7_841,DATA_8_841,DATA_9_841,C,BATCH_REF_NO_841,ATM,2026-04-21 00:00:00,SOURCE_CODE_841
TRN000000000842,2026-04-22,017,CURR,2026-04-22,017,100000000842,DEP,13382.500,15831.900,C,MOD,INSTRUMENT_NO_84,506991,CUST000042,2026-04-22,2026-04-22,278309,EVEN,AMOUNT_TAG_842,100000000842,017,461263,PEN,0,N,A,PER,TXN0000000000000842,EXT_OFSTXN_CODE,DATA_1_842,DATA_2_842,DATA_3_842,DATA_4_842,DATA_5_842,DATA_6_842,DATA_7_842,DATA_8_842,DATA_9_842,C,BATCH_REF_NO_842,DEP,2026-04-22 01:07:00,SOURCE_CODE_842
TRN000000000843,2026-04-23,018,LOAN,2026-04-23,018,100000000843,WDR,8156.700,347.300,D,MOD,INSTRUMENT_NO_84,573918,CUST000043,2026-04-23,2026-04-23,321024,EVEN,AMOUNT_TAG_843,100000000843,018,796783,EUR,26,N,A,PER,TXN0000000000000843,EXT_OFSTXN_CODE,DATA_1_843,DATA_2_843,DATA_3_843,DATA_4_843,DATA_5_843,DATA_6_843,DATA_7_843,DATA_8_843,DATA_9_843,C,BATCH_REF_NO_843,WDR,2026-04-23 02:14:00,SOURCE_CODE_843
TRN000000000844,2026-04-24,019,TD01,2026-04-24,019,100000000844,TRF,2208.800,9329.500,C,MOD,INSTRUMENT_NO_84,807455,CUST000044,2026-04-24,2026-04-24,95060,EVEN,AMOUNT_TAG_844,100000000844,019,428902,BRL,18,N,A,PER,TXN0000000000000844,EXT_OFSTXN_CODE,DATA_1_844,DATA_2_844,DATA_3_844,DATA_4_844,DATA_5_844,DATA_6_844,DATA_7_844,DATA_8_844,DATA_9_844,C,BATCH_REF_NO_844,TRF,2026-04-24 03:21:00,SOURCE_CODE_844
TRN000000000845,2026-04-25,020,CARD,2026-04-25,020,100000000845,FEE,11332.900,9877.500,D,MOD,INSTRUMENT_NO_84,75971,CUST000045,2026-04-25,2026-04-25,982197,EVEN,AMOUNT_TAG_845,100000000845,020,131843,USD,25,N,A,PER,TXN0000000000000845,EXT_OFSTXN_CODE,DATA_1_845,DATA_2_845,DATA_3_845,DATA_4_845,DATA_5_845,DATA_6_845,DATA_7_845,DATA_8_845,DATA_9_845,C,BATCH_REF_NO_845,FEE,2026-04-25 04:28:00,SOURCE_CODE_845
TRN000000000846,2026-04-26,021,CLRG,2026-04-26,021,100000000846,INT,7917.000,4441.100,C,MOD,INSTRUMENT_NO_84,179423,CUST000046,2026-04-26,2026-04-26,472912,EVEN,AMOUNT_TAG_846,100000000846,021,775489,PEN,25,N,A,PER,TXN0000000000000846,EXT_OFSTXN_CODE,DATA_1_846,DATA_2_846,DATA_3_846,DATA_4_846,DATA_5_846,DATA_6_846,DATA_7_846,DATA_8_846,DATA_9_846,C,BATCH_REF_NO_846,INT,2026-04-26 05:35:00,SOURCE_CODE_846
TRN000000000847,2026-04-27,022,SAV1,2026-04-27,022,100000000847,REV,17216.300,15200.100,D,MOD,INSTRUMENT_NO_84,763061,CUST000047,2026-04-27,2026-04-27,613684,EVEN,AMOUNT_TAG_847,100000000847,022,901544,EUR,4,N,A,PER,TXN0000000000000847,EXT_OFSTXN_CODE,DATA_1_847,DATA_2_847,DATA_3_847,DATA_4_847,DATA_5_847,DATA_6_847,DATA_7_847,DATA_8_847,DATA_9_847,C,BATCH_REF_NO_847,REV,2026-04-27 06:42:00,SOURCE_CODE_847
TRN000000000848,2026-04-28,023,CURR,2026-04-28,023,100000000848,PAY,3740.000,10102.700,C,MOD,INSTRUMENT_NO_84,398681,CUST000048,2026-04-28,2026-04-28,655267,EVEN,AMOUNT_TAG_848,100000000848,023,364074,BRL,14,N,A,PER,TXN0000000000000848,EXT_OFSTXN_CODE,DATA_1_848,DATA_2_848,DATA_3_848,DATA_4_848,DATA_5_848,DATA_6_848,DATA_7_848,DATA_8_848,DATA_9_848,C,BATCH_REF_NO_848,PAY,2026-04-28 07:49:00,SOURCE_CODE_848
TRN000000000849,2026-04-29,024,LOAN,2026-04-29,024,100000000849,ATM,6558.300,21382.400,D,MOD,INSTRUMENT_NO_84,453342,CUST000049,2026-04-29,2026-04-29,920221,EVEN,AMOUNT_TAG_849,100000000849,024,890812,USD,26,N,A,PER,TXN0000000000000849,EXT_OFSTXN_CODE,DATA_1_849,DATA_2_849,DATA_3_849,DATA_4_849,DATA_5_849,DATA_6_849,DATA_7_849,DATA_8_849,DATA_9_849,C,BATCH_REF_NO_849,ATM,2026-04-29 08:56:00,SOURCE_CODE_849
TRN000000000850,2026-04-30,025,TD01,2026-04-30,025,100000000850,DEP,19000.000,21498.200,C,MOD,INSTRUMENT_NO_85,37916,CUST000050,2026-04-30,2026-04-30,443346,EVEN,AMOUNT_TAG_850,100000000850,025,237842,PEN,34,N,A,PER,TXN0000000000000850,EXT_OFSTXN_CODE,DATA_1_850,DATA_2_850,DATA_3_850,DATA_4_850,DATA_5_850,DATA_6_850,DATA_7_850,DATA_8_850,DATA_9_850,C,BATCH_REF_NO_850,DEP,2026-04-30 09:03:00,SOURCE_CODE_850
TRN000000000851,2026-05-01,001,CARD,2026-05-01,001,100000000851,WDR,477.600,6841.100,D,MOD,INSTRUMENT_NO_85,268193,CUST000051,2026-05-01,2026-05-01,375492,EVEN,AMOUNT_TAG_851,100000000851,001,759524,EUR,19,N,A,PER,TXN0000000000000851,EXT_OFSTXN_CODE,DATA_1_851,DATA_2_851,DATA_3_851,DATA_4_851,DATA_5_851,DATA_6_851,DATA_7_851,DATA_8_851,DATA_9_851,C,BATCH_REF_NO_851,WDR,2026-05-01 10:10:00,SOURCE_CODE_851
TRN000000000852,2026-05-02,002,CLRG,2026-05-02,002,100000000852,TRF,150955.200,86527.200,C,MOD,INSTRUMENT_NO_85,187485,CUST000052,2026-05-02,2026-05-02,868196,EVEN,AMOUNT_TAG_852,100000000852,002,834772,BRL,13,N,U,PER,TXN0000000000000852,EXT_OFSTXN_CODE,DATA_1_852,DATA_2_852,DATA_3_852,DATA_4_852,DATA_5_852,DATA_6_852,DATA_7_852,DATA_8_852,DATA_9_852,C,BATCH_REF_NO_852,TRF,2026-05-02 11:17:00,SOURCE_CODE_852
TRN000000000853,2026-05-03,003,SAV1,2026-05-03,003,100000000853,FEE,4207.100,16035.000,D,MOD,INSTRUMENT_NO_85,545260,CUST000053,2026-05-03,2026-05-03,179980,EVEN,AMOUNT_TAG_853,100000000853,003,463460,USD,35,N,A,PER,TXN0000000000000853,EXT_OFSTXN_CODE,DATA_1_853,DATA_2_853,DATA_3_853,DATA_4_853,DATA_5_853,DATA_6_853,DATA_7_853,DATA_8_853,DATA_9_853,C,BATCH_REF_NO_853,FEE,2026-05-03 12:24:00,SOURCE_CODE_853
TRN000000000854,2026-05-04,004,CURR,2026-05-04,004,100000000854,INT,16735.000,6772.200,C,MOD,INSTRUMENT_NO_85,502537,CUST000054,2026-05-04,2026-05-04,218387,EVEN,AMOUNT_TAG_854,100000000854,004,373272,PEN,14,N,A,PER,TXN0000000000000854,EXT_OFSTXN_CODE,DATA_1_854,DATA_2_854,DATA_3_854,DATA_4_854,DATA_5_854,DATA_6_854,DATA_7_854,DATA_8_854,DATA_9_854,C,BATCH_REF_NO_854,INT,2026-05-04 13:31:00,SOURCE_CODE_854
TRN000000000855,2026-05-05,005,LOAN,2026-05-05,005,100000000855,REV,14771.800,11243.700,D,MOD,INSTRUMENT_NO_85,565814,CUST000055,2026-05-05,2026-05-05,838348,EVEN,AMOUNT_TAG_855,100000000855,005,838820,EUR,2,N,A,PER,TXN0000000000000855,EXT_OFSTXN_CODE,DATA_1_855,DATA_2_855,DATA_3_855,DATA_4_855,DATA_5_855,DATA_6_855,DATA_7_855,DATA_8_855,DATA_9_855,C,BATCH_REF_NO_855,REV,2026-05-05 14:38:00,SOURCE_CODE_855
TRN000000000856,2026-05-06,006,TD01,2026-05-06,006,100000000856,PAY,14680.000,22997.000,C,MOD,INSTRUMENT_NO_85,146356,CUST000056,2026-05-06,2026-05-06,44188,EVEN,AMOUNT_TAG_856,100000000856,006,524995,BRL,11,Y,A,PER,TXN0000000000000856,EXT_OFSTXN_CODE,DATA_1_856,DATA_2_856,DATA_3_856,DATA_4_856,DATA_5_856,DATA_6_856,DATA_7_856,DATA_8_856,DATA_9_856,C,BATCH_REF_NO_856,PAY,2026-05-06 15:45:00,SOURCE_CODE_856
